CSP14aal 0.0774 149.4130 12.5549
filter B
 56709.180 18.242 0.024
 56710.190 18.222 0.018
 56711.165 18.226 0.014
 56712.178 18.145 0.014
 56713.180 18.166 0.013
 56717.132 18.278 0.014
 56718.139 18.395 0.020
 56719.144 18.365 0.015
 56720.122 18.440 0.016
 56722.148 18.558 0.011
 56724.118 18.694 0.015
 56726.105 18.823 0.019
 56728.073 18.962 0.025
 56733.118 19.328 0.058
 56733.121 19.375 0.061
 56735.087 19.683 0.056
 56735.090 19.701 0.070
 56741.068 20.229 0.028
filter i
 56709.171 18.785 0.030
 56709.176 18.809 0.029
 56710.185 18.750 0.018
 56711.160 18.783 0.024
 56712.173 18.808 0.017
 56713.175 18.792 0.018
 56717.140 18.879 0.017
 56718.148 18.954 0.022
 56719.152 18.994 0.022
 56720.131 18.987 0.020
 56722.142 19.115 0.023
 56724.109 19.239 0.025
 56726.097 19.413 0.027
 56728.091 19.565 0.032
 56733.149 19.714 0.074
 56733.152 19.817 0.081
 56733.154 19.669 0.074
 56735.105 19.620 0.038
 56741.082 19.587 0.036
 56742.055 19.516 0.026
 56743.060 19.518 0.031
 56744.073 19.517 0.025
 56745.063 19.481 0.028
 56749.071 19.539 0.024
 56750.090 19.553 0.035
 56760.023 20.015 0.083
 56760.025 20.274 0.096
 56762.027 20.351 0.125
 56762.029 20.152 0.102
filter Hd
 56710.170 18.986 0.059
filter r
 56709.170 18.293 0.022
 56710.183 18.277 0.016
 56711.158 18.270 0.016
 56712.170 18.241 0.014
 56713.172 18.209 0.012
 56717.137 18.264 0.014
 56718.145 18.286 0.013
 56719.149 18.287 0.012
 56720.128 18.340 0.014
 56722.140 18.427 0.015
 56724.105 18.552 0.015
 56726.093 18.650 0.015
 56728.087 18.752 0.020
 56733.142 18.879 0.035
 56733.144 19.004 0.039
 56733.146 18.995 0.038
 56735.101 19.000 0.023
 56741.077 19.193 0.021
 56742.050 19.229 0.017
 56743.055 19.287 0.019
 56744.068 19.273 0.014
 56745.058 19.338 0.019
 56749.059 19.513 0.020
 56750.096 19.558 0.026
 56760.019 19.939 0.066
 56760.021 19.957 0.074
 56762.024 20.129 0.098
 56762.025 20.133 0.091
filter V
 56709.179 18.214 0.018
 56710.188 18.196 0.016
 56711.162 18.168 0.017
 56712.176 18.149 0.016
 56713.178 18.135 0.014
 56717.134 18.250 0.015
 56718.142 18.266 0.018
 56719.147 18.293 0.015
 56720.125 18.324 0.014
 56722.144 18.422 0.016
 56724.113 18.478 0.012
 56726.101 18.583 0.015
 56728.077 18.701 0.018
 56733.131 18.970 0.054
 56733.133 19.023 0.055
 56733.136 18.986 0.056
 56735.094 19.066 0.036
 56735.097 19.126 0.038
 56741.072 19.458 0.021
filter Y
 56709.141 18.725 0.017
 56710.156 18.741 0.019
 56711.164 18.751 0.014
filter Jd
 56709.183 18.822 0.024
 56710.198 18.775 0.024
 56711.190 18.828 0.019
