ASAS14my 0.0205 174.6249 -8.9766
filter B
 57022.331 16.397 0.028
 57023.337 16.188 0.017
 57024.349 16.034 0.013
 57025.298 15.960 0.019
 57026.311 15.848 0.024
 57027.349 15.677 0.024
 57028.311 15.652 0.020
 57029.220 15.716 0.012
 57030.249 15.727 0.023
 57031.296 15.660 0.024
 57036.319 15.912 0.018
 57037.258 16.002 0.020
 57038.266 16.023 0.018
 57039.304 16.150 0.013
 57040.302 16.203 0.025
 57041.254 16.328 0.016
 57042.285 16.480 0.024
 57043.260 16.577 0.017
 57044.266 16.713 0.019
 57045.232 16.830 0.022
 57046.240 17.010 0.027
 57047.187 17.087 0.026
 57048.253 17.205 0.029
 57049.205 17.311 0.027
 57055.316 17.967 0.033
 57055.319 17.939 0.028
 57056.263 17.930 0.043
 57056.265 18.082 0.034
 57057.238 18.119 0.038
 57058.184 18.140 0.026
 57064.258 18.537 0.023
 57066.310 18.657 0.017
 57068.203 18.663 0.016
 57075.199 18.744 0.046
 57075.203 18.897 0.017
 57079.283 18.901 0.017
 57082.236 18.940 0.021
 57090.277 19.032 0.027
 57096.247 19.166 0.022
 57104.248 19.324 0.030
 57113.180 19.338 0.033
filter g
 57022.325 16.320 0.015
 57023.330 16.134 0.010
 57024.344 15.979 0.009
 57025.300 15.880 0.011
 57026.313 15.783 0.013
 57027.343 15.717 0.017
 57028.306 15.673 0.013
 57029.223 15.696 0.012
 57030.243 15.635 0.014
 57031.291 15.616 0.009
 57036.313 15.798 0.012
 57037.260 15.848 0.014
 57038.269 15.835 0.019
 57039.306 15.976 0.013
 57040.297 16.060 0.017
 57041.257 16.110 0.011
 57042.280 16.253 0.017
 57043.264 16.337 0.015
 57044.269 16.426 0.012
 57045.236 16.539 0.014
 57046.235 16.620 0.016
 57047.178 16.723 0.019
 57048.245 16.867 0.020
 57049.208 16.928 0.018
 57055.303 17.591 0.036
 57055.305 17.562 0.018
 57056.269 17.617 0.015
 57057.247 17.686 0.023
 57058.169 17.848 0.030
 57064.251 18.207 0.020
 57066.302 18.296 0.015
 57068.209 18.314 0.015
 57075.215 18.481 0.016
 57079.275 18.571 0.017
 57082.222 18.590 0.024
 57090.285 18.704 0.031
 57096.254 18.797 0.022
 57104.259 18.930 0.023
 57113.167 19.081 0.031
filter i
 57022.326 16.575 0.023
 57023.332 16.385 0.013
 57024.345 16.289 0.016
 57025.301 16.206 0.017
 57026.315 16.163 0.018
 57027.344 16.199 0.023
 57028.305 16.240 0.025
 57029.224 16.154 0.019
 57030.244 16.211 0.020
 57031.292 16.288 0.015
 57036.314 16.411 0.026
 57037.262 16.497 0.026
 57038.271 16.454 0.029
 57039.307 16.627 0.028
 57040.298 16.712 0.027
 57041.258 16.739 0.022
 57042.281 16.843 0.027
 57043.264 16.846 0.025
 57044.270 16.895 0.026
 57045.237 16.831 0.027
 57046.236 16.819 0.027
 57047.179 16.770 0.027
 57048.245 16.768 0.023
 57049.209 16.729 0.024
 57055.308 16.715 0.014
 57056.272 16.645 0.012
 57057.249 16.671 0.014
 57058.171 16.672 0.015
 57064.253 17.131 0.019
 57066.304 17.297 0.014
 57068.213 17.396 0.015
 57075.217 17.701 0.016
 57079.277 17.837 0.020
 57082.224 17.987 0.022
 57090.287 18.357 0.026
 57096.259 18.531 0.026
 57104.262 18.735 0.036
 57113.170 19.104 0.037
filter Hd
 57022.279 16.495 0.029
 57023.299 16.366 0.029
 57024.322 16.264 0.030
 57029.301 16.351 0.031
 57030.330 16.438 0.028
 57031.297 16.496 0.029
 57032.287 16.554 0.028
 57050.231 16.493 0.028
 57092.180 17.991 0.075
filter r
 57022.324 16.335 0.018
 57023.331 16.176 0.011
 57024.345 16.063 0.013
 57025.301 15.938 0.013
 57026.314 15.848 0.013
 57027.342 15.787 0.017
 57028.307 15.782 0.015
 57029.222 15.760 0.012
 57030.242 15.695 0.014
 57031.290 15.691 0.013
 57036.312 15.755 0.015
 57037.261 15.752 0.017
 57038.270 15.829 0.018
 57039.307 15.910 0.016
 57040.296 16.016 0.018
 57041.257 16.079 0.016
 57042.279 16.128 0.019
 57043.263 16.164 0.017
 57044.268 16.259 0.017
 57045.235 16.265 0.016
 57046.232 16.307 0.018
 57047.176 16.316 0.019
 57048.244 16.331 0.018
 57049.207 16.351 0.018
 57055.306 16.516 0.010
 57057.246 16.610 0.016
 57058.167 16.666 0.012
 57064.249 17.104 0.016
 57066.300 17.207 0.013
 57068.211 17.320 0.013
 57075.213 17.551 0.013
 57079.273 17.715 0.013
 57082.220 17.827 0.015
 57090.283 18.085 0.022
 57096.257 18.236 0.020
 57104.256 18.484 0.025
 57113.163 18.712 0.027
filter u
 57022.329 16.695 0.017
 57023.334 16.488 0.017
 57024.347 16.375 0.014
 57025.303 16.258 0.015
 57026.316 16.207 0.017
 57027.345 16.209 0.017
 57028.308 16.263 0.026
 57029.225 16.226 0.025
 57030.246 16.268 0.018
 57031.293 16.303 0.018
 57036.316 16.808 0.018
 57037.263 16.891 0.022
 57038.274 16.982 0.021
 57039.309 17.140 0.020
 57040.300 17.280 0.021
 57041.259 17.386 0.025
 57042.282 17.507 0.022
 57043.266 17.680 0.026
 57044.271 17.841 0.026
 57045.239 17.977 0.025
 57046.237 18.132 0.023
 57047.181 18.221 0.029
 57048.248 18.269 0.026
 57049.212 18.513 0.022
 57055.311 19.223 0.081
 57056.277 19.496 0.117
 57057.254 19.288 0.074
 57058.175 19.489 0.118
filter V
 57022.330 16.418 0.023
 57023.336 16.232 0.013
 57024.348 16.073 0.014
 57025.299 15.966 0.014
 57026.312 15.911 0.021
 57027.348 15.826 0.019
 57028.310 15.733 0.017
 57029.221 15.745 0.014
 57030.248 15.677 0.015
 57031.295 15.710 0.013
 57036.318 15.756 0.017
 57037.259 15.793 0.016
 57038.268 15.821 0.017
 57039.305 15.901 0.016
 57040.302 15.930 0.019
 57041.256 15.997 0.019
 57042.284 16.079 0.024
 57043.261 16.122 0.016
 57044.266 16.152 0.016
 57045.234 16.275 0.018
 57046.239 16.290 0.019
 57047.184 16.383 0.020
 57048.252 16.465 0.021
 57049.206 16.487 0.020
 57055.314 16.904 0.014
 57056.267 16.945 0.016
 57057.243 17.058 0.017
 57058.181 17.119 0.019
 57064.255 17.524 0.021
 57066.306 17.611 0.015
 57068.206 17.692 0.017
 57075.209 17.941 0.014
 57079.279 18.032 0.018
 57082.226 18.147 0.023
 57090.281 18.329 0.025
 57096.251 18.408 0.019
 57104.253 18.611 0.027
 57113.174 18.790 0.029
filter Y
 57022.276 16.500 0.027
 57023.296 16.365 0.021
 57024.319 16.248 0.026
 57029.295 16.305 0.020
 57030.315 16.394 0.027
 57031.286 16.503 0.027
 57032.282 16.615 0.021
 57050.215 16.472 0.026
 57092.175 17.701 0.031
filter Jd
 57023.291 16.227 0.020
 57024.312 16.151 0.020
 57029.289 16.137 0.020
 57030.336 16.232 0.020
 57032.265 16.388 0.021
