LSQ12ca 0.0994 82.7651 -19.7998
filter B
 55954.223 19.301 0.021
 55955.214 19.302 0.019
 55956.233 19.380 0.025
 55959.224 19.554 0.023
 55960.211 19.569 0.042
 55961.199 19.601 0.043
 55963.111 19.754 0.063
 55965.216 20.014 0.162
 55967.188 20.375 0.120
 55968.197 20.529 0.091
 55970.082 20.671 0.042
 55973.096 20.971 0.039
filter g
 55954.196 19.174 0.014
 55955.190 19.210 0.015
 55956.209 19.226 0.013
 55959.198 19.442 0.021
 55960.174 19.484 0.027
 55961.167 19.529 0.026
 55963.131 19.662 0.063
 55965.189 19.852 0.058
 55966.183 19.937 0.050
 55967.172 20.092 0.060
 55968.172 20.105 0.039
 55970.105 20.335 0.021
 55973.104 20.639 0.024
 55974.177 20.733 0.028
filter i
 55954.217 19.486 0.026
 55955.208 19.568 0.039
 55956.227 19.515 0.027
 55959.217 19.645 0.032
 55960.196 19.683 0.043
 55961.180 19.734 0.042
 55963.121 19.980 0.070
 55965.209 19.902 0.086
 55966.172 20.131 0.078
 55967.182 20.128 0.070
 55968.189 20.052 0.040
 55970.121 20.040 0.030
 55973.120 20.042 0.030
 55974.194 19.995 0.033
filter r
 55954.212 19.172 0.018
 55955.204 19.163 0.017
 55956.223 19.167 0.020
 55959.212 19.244 0.021
 55960.181 19.216 0.024
 55961.173 19.353 0.029
 55963.126 19.416 0.038
 55965.204 19.480 0.043
 55966.177 19.582 0.040
 55967.177 19.615 0.042
 55968.180 19.778 0.033
 55970.113 19.779 0.017
 55973.112 19.951 0.022
 55974.186 20.056 0.022
filter u
 55954.205 20.274 0.050
 55955.197 20.313 0.053
 55956.215 20.525 0.061
 55959.206 20.791 0.086
 55960.188 20.788 0.118
 55961.185 20.873 0.142
filter V
 55954.229 19.098 0.020
 55955.220 19.105 0.020
 55956.238 19.124 0.023
 55959.229 19.175 0.027
 55960.202 19.395 0.039
 55961.194 19.338 0.033
 55963.117 19.433 0.081
 55965.222 19.624 0.093
 55966.160 19.622 0.052
 55967.194 19.737 0.061
 55968.205 19.627 0.046
 55970.091 19.808 0.035
 55973.087 19.976 0.045
