SN2013gy 0.0140 55.5703 -4.7218
filter B
 56684.090 17.430 0.008
 56685.072 17.484 0.008
 56686.053 17.492 0.010
 56687.064 17.511 0.009
 56690.085 17.617 0.010
 56692.077 17.674 0.011
 56694.064 17.696 0.009
 56696.071 17.733 0.012
 56703.066 17.906 0.019
 56708.062 17.968 0.011
 56710.072 18.010 0.011
 56713.056 18.038 0.011
 56724.015 18.198 0.014
 56741.990 18.500 0.019
 57006.196 22.066 0.053
filter i
 56633.223 18.164 0.022
 56636.258 16.856 0.008
 56637.114 16.567 0.010
 56639.109 16.052 0.009
 56640.170 15.847 0.009
 56643.152 15.424 0.009
 56644.144 15.372 0.010
 56645.134 15.327 0.009
 56646.117 15.328 0.012
 56647.163 15.339 0.011
 56648.127 15.388 0.011
 56649.115 15.435 0.008
 56650.153 15.463 0.010
 56651.103 15.495 0.010
 56652.102 15.492 0.012
 56653.130 15.549 0.009
 56654.175 15.603 0.009
 56655.191 15.645 0.009
 56656.206 15.738 0.050
 56657.209 15.823 0.011
 56658.140 15.885 0.011
 56659.150 15.927 0.009
 56660.110 16.009 0.011
 56661.154 16.035 0.010
 56662.123 16.056 0.010
 56663.116 16.053 0.012
 56664.099 16.022 0.014
 56665.083 16.012 0.010
 56666.060 15.970 0.012
 56667.067 15.930 0.014
 56669.058 15.926 0.012
 56670.140 15.917 0.011
 56671.066 15.919 0.009
 56672.126 15.901 0.006
 56673.094 15.912 0.007
 56675.050 15.915 0.008
 56676.117 15.943 0.007
 56677.045 16.000 0.012
 56678.111 16.028 0.009
 56679.051 16.098 0.006
 56680.125 16.172 0.009
 56681.048 16.235 0.008
 56684.087 16.454 0.008
 56685.074 16.520 0.009
 56686.057 16.572 0.007
 56687.067 16.646 0.010
 56690.087 16.797 0.008
 56692.079 16.878 0.010
 56694.069 16.961 0.008
 56696.068 17.032 0.014
 56703.069 17.314 0.014
 56708.052 17.505 0.011
 56710.070 17.581 0.011
 56713.054 17.647 0.012
 56724.018 18.031 0.017
 56741.995 18.578 0.027
filter Hd
 56636.170 16.463 0.028
 56637.203 16.185 0.027
 56638.144 15.988 0.025
 56643.133 15.402 0.025
 56648.147 15.494 0.035
 56650.193 15.654 0.025
 56651.165 15.631 0.046
 56653.070 15.717 0.035
 56654.165 15.744 0.028
 56670.120 15.568 0.027
 56676.126 15.568 0.029
 56680.025 15.691 0.030
 56699.058 16.733 0.026
 56725.014 17.727 0.046
filter r
 56633.222 17.911 0.016
 56636.257 16.626 0.009
 56637.113 16.343 0.008
 56639.110 15.805 0.007
 56640.169 15.604 0.008
 56643.151 15.187 0.007
 56644.143 15.082 0.008
 56645.132 15.012 0.008
 56646.116 14.993 0.009
 56647.162 14.925 0.008
 56648.126 14.912 0.009
 56649.113 14.908 0.006
 56650.152 14.889 0.008
 56651.103 14.904 0.009
 56652.101 14.891 0.009
 56653.129 14.920 0.007
 56654.176 14.969 0.007
 56655.190 14.977 0.009
 56656.205 15.068 0.014
 56657.208 15.132 0.010
 56658.139 15.194 0.007
 56659.149 15.242 0.006
 56660.109 15.320 0.008
 56661.153 15.377 0.007
 56662.122 15.423 0.008
 56663.115 15.463 0.008
 56664.100 15.500 0.009
 56665.082 15.514 0.008
 56666.059 15.541 0.009
 56667.066 15.520 0.010
 56669.057 15.608 0.009
 56670.141 15.633 0.010
 56671.065 15.669 0.008
 56672.124 15.704 0.005
 56673.093 15.739 0.006
 56675.049 15.822 0.005
 56676.115 15.889 0.005
 56677.043 15.953 0.009
 56678.113 16.007 0.008
 56679.049 16.075 0.005
 56680.123 16.161 0.008
 56681.049 16.217 0.007
 56684.088 16.425 0.006
 56685.073 16.479 0.007
 56686.055 16.537 0.006
 56687.066 16.573 0.007
 56690.086 16.705 0.009
 56692.078 16.765 0.009
 56694.066 16.844 0.009
 56696.070 16.903 0.010
 56703.067 17.140 0.011
 56708.050 17.285 0.009
 56710.069 17.354 0.010
 56713.053 17.446 0.010
 56724.016 17.788 0.014
 56741.993 18.374 0.017
 57006.193 21.745 0.065
filter u
 56633.226 19.441 0.037
 56636.261 17.634 0.012
 56637.116 17.238 0.013
 56639.114 16.432 0.011
 56640.173 16.132 0.010
 56643.154 15.640 0.015
 56644.146 15.557 0.013
 56645.135 15.489 0.013
 56646.119 15.500 0.015
 56647.164 15.494 0.013
 56648.128 15.496 0.012
 56649.116 15.563 0.012
 56650.155 15.630 0.012
 56651.105 15.678 0.012
 56652.104 15.813 0.013
 56653.131 15.933 0.012
 56654.178 16.046 0.012
 56655.188 16.188 0.014
 56656.201 16.322 0.035
 56657.206 16.456 0.018
 56658.136 16.578 0.015
 56659.153 16.737 0.013
 56660.113 16.837 0.014
 56661.158 16.997 0.014
 56661.163 16.997 0.008
 56662.124 17.167 0.013
 56663.118 17.302 0.013
 56664.102 17.430 0.016
 56665.085 17.573 0.017
 56666.062 17.724 0.019
 56667.069 17.853 0.024
 56669.060 18.060 0.027
 56670.144 18.209 0.044
 56671.069 18.280 0.036
 56672.129 18.374 0.036
 56673.098 18.399 0.026
 56675.054 18.512 0.026
 56676.121 18.586 0.028
 56677.049 18.665 0.017
 56678.117 18.706 0.020
 56679.055 18.762 0.015
 56680.129 18.820 0.027
 56681.054 18.870 0.020
 56684.094 18.981 0.020
 56685.078 19.010 0.017
 56686.062 19.046 0.022
 56687.071 19.094 0.022
 56690.091 19.128 0.024
 56692.084 19.176 0.019
 56694.074 19.250 0.026
 56696.076 19.302 0.035
 56703.078 19.383 0.100
 56708.058 19.541 0.026
 56710.076 19.592 0.036
 56713.060 19.690 0.034
 56724.022 20.017 0.053
filter V
 56633.228 17.892 0.018
 56636.254 16.618 0.009
 56637.110 16.338 0.008
 56639.119 15.844 0.008
 56640.178 15.618 0.009
 56643.159 15.190 0.009
 56644.151 15.093 0.011
 56645.137 15.038 0.010
 56646.114 14.980 0.012
 56647.160 14.933 0.010
 56648.130 14.890 0.009
 56649.111 14.883 0.008
 56650.157 14.873 0.009
 56651.107 14.901 0.010
 56652.098 14.887 0.010
 56653.135 14.921 0.010
 56654.179 14.955 0.007
 56655.185 14.980 0.010
 56656.199 15.063 0.029
 56657.203 15.074 0.009
 56658.142 15.123 0.009
 56659.147 15.140 0.008
 56660.107 15.227 0.009
 56661.151 15.308 0.008
 56662.120 15.373 0.009
 56663.113 15.455 0.009
 56664.104 15.521 0.011
 56665.080 15.586 0.009
 56666.055 15.659 0.013
 56667.063 15.710 0.011
 56669.053 15.867 0.011
 56670.146 15.917 0.014
 56671.063 15.964 0.010
 56672.120 16.048 0.007
 56673.105 16.085 0.011
 56675.044 16.219 0.008
 56676.110 16.300 0.007
 56677.039 16.372 0.010
 56678.102 16.421 0.009
 56679.059 16.498 0.007
 56680.134 16.558 0.009
 56681.059 16.621 0.010
 56684.098 16.796 0.007
 56685.070 16.830 0.008
 56686.050 16.883 0.009
 56687.080 16.938 0.007
 56690.083 17.038 0.010
 56692.088 17.094 0.009
 56694.059 17.135 0.010
 56696.080 17.198 0.013
 56703.084 17.371 0.016
 56708.064 17.509 0.011
 56710.081 17.534 0.010
 56713.065 17.591 0.012
 56724.027 17.847 0.015
 56741.987 18.231 0.024
 57006.187 22.171 0.074
filter Y
 56636.154 16.566 0.021
 56637.189 16.293 0.021
 56638.129 16.054 0.023
 56643.113 15.340 0.021
 56648.136 15.390 0.021
 56650.183 15.590 0.023
 56651.150 15.624 0.022
 56653.065 15.783 0.021
 56654.160 15.831 0.021
 56670.106 15.533 0.021
 56676.111 15.255 0.021
 56680.034 15.256 0.021
 56699.041 16.340 0.023
 56707.069 16.696 0.022
 56709.060 16.847 0.023
 56724.991 17.555 0.026
filter Jd
 56636.179 16.469 0.021
 56637.213 16.186 0.021
 56638.154 15.950 0.021
 56643.140 15.221 0.021
 56648.157 15.271 0.021
 56650.199 15.390 0.021
 56651.170 15.487 0.023
 56654.186 15.755 0.021
 56670.125 16.517 0.021
 56676.132 16.275 0.021
 56680.062 16.250 0.025
 56699.070 17.791 0.023
 56708.044 18.357 0.028
