LSQ14age 0.0805 201.0359 -13.4406
filter B
 56724.274 19.933 0.022
 56725.284 19.642 0.022
 56727.243 19.229 0.019
 56728.327 19.051 0.019
 56729.300 18.944 0.021
 56730.336 18.846 0.021
 56731.188 18.839 0.038
 56731.192 18.782 0.032
 56732.216 18.790 0.043
 56741.231 18.833 0.016
 56742.247 18.898 0.016
 56743.269 18.899 0.024
 56744.238 19.013 0.016
 56745.248 19.021 0.015
 56749.191 19.349 0.021
 56750.243 19.436 0.020
 56751.228 19.537 0.017
 56752.238 19.634 0.026
 56755.385 20.017 0.044
 56783.201 21.650 0.071
 56783.206 21.684 0.060
 56803.042 21.998 0.077
filter i
 56724.264 20.079 0.037
 56725.298 19.805 0.028
 56727.257 19.434 0.022
 56728.318 19.336 0.027
 56729.292 19.260 0.029
 56730.351 19.186 0.021
 56731.160 19.113 0.039
 56732.240 19.085 0.042
 56732.243 19.081 0.038
 56741.244 19.215 0.023
 56742.259 19.147 0.018
 56743.261 19.210 0.026
 56744.229 19.272 0.019
 56745.240 19.341 0.021
 56749.178 19.613 0.026
 56750.253 19.784 0.028
 56751.238 19.810 0.031
 56752.249 19.845 0.040
 56752.254 19.795 0.036
 56753.351 19.955 0.056
 56753.356 19.957 0.065
 56755.365 19.982 0.043
 56757.218 19.856 0.032
 56759.233 19.907 0.045
 56760.137 19.706 0.051
 56764.214 19.631 0.047
 56764.217 19.547 0.041
 56766.215 19.608 0.034
 56768.224 19.654 0.026
 56770.187 19.731 0.031
 56783.189 20.387 0.047
 56792.096 20.673 0.113
 56810.164 21.272 0.074
filter r
 56724.259 19.987 0.028
 56725.294 19.666 0.020
 56727.252 19.283 0.019
 56728.314 19.132 0.019
 56729.288 19.016 0.019
 56730.347 18.904 0.018
 56731.175 18.884 0.034
 56732.235 18.724 0.033
 56732.238 18.784 0.037
 56741.240 18.599 0.015
 56742.255 18.627 0.015
 56743.257 18.609 0.022
 56744.225 18.673 0.014
 56745.236 18.722 0.015
 56749.182 18.964 0.018
 56750.257 19.010 0.016
 56751.244 19.080 0.015
 56752.259 19.130 0.017
 56755.359 19.272 0.017
 56757.213 19.290 0.018
 56759.230 19.318 0.025
 56760.133 19.349 0.035
 56760.135 19.369 0.040
 56764.223 19.396 0.041
 56766.219 19.474 0.031
 56768.230 19.557 0.021
 56770.182 19.723 0.023
 56783.179 20.378 0.037
 56792.105 20.716 0.174
 56803.057 20.974 0.042
 56810.173 21.094 0.042
filter V
 56724.269 19.962 0.025
 56725.289 19.720 0.024
 56727.247 19.293 0.019
 56728.322 19.154 0.023
 56729.296 19.023 0.020
 56730.342 18.860 0.022
 56731.180 18.768 0.039
 56731.183 18.805 0.034
 56732.225 18.733 0.038
 56732.228 18.809 0.040
 56741.235 18.655 0.015
 56742.251 18.671 0.015
 56743.265 18.720 0.020
 56744.234 18.757 0.014
 56745.244 18.818 0.014
 56749.187 19.014 0.017
 56750.248 19.091 0.015
 56751.233 19.139 0.016
 56752.244 19.198 0.022
 56755.376 19.392 0.035
 56783.195 20.909 0.048
 56803.049 21.297 0.050
 56810.182 21.334 0.053
filter Y
 56727.201 19.378 0.022
 56730.220 19.153 0.021
filter Jd
 56727.221 19.506 0.049
 56730.241 19.407 0.053
