SN2013hh 0.0130 172.2682 17.2360
filter B
 56639.326 17.335 0.009
 56640.321 17.335 0.009
 56643.353 17.369 0.020
 56646.356 17.534 0.021
 56648.340 17.734 0.023
 56650.339 17.914 0.026
 56652.342 18.104 0.040
 56653.331 18.194 0.018
 56653.334 18.158 0.015
 56654.336 18.282 0.016
 56657.322 18.727 0.018
 56660.305 19.017 0.017
 56663.343 19.287 0.021
 56665.348 19.433 0.019
 56670.359 19.733 0.024
 56672.305 19.895 0.081
 56681.356 20.244 0.062
 56681.364 20.067 0.056
 56685.278 20.292 0.033
filter g
 56639.329 17.043 0.005
 56640.325 17.045 0.005
 56643.343 17.103 0.013
 56646.347 17.215 0.015
 56648.330 17.316 0.013
 56650.319 17.443 0.013
 56652.325 17.605 0.014
 56653.321 17.684 0.009
 56654.341 17.798 0.007
 56657.338 18.113 0.010
 56660.290 18.395 0.009
 56663.350 18.642 0.013
 56664.355 18.748 0.014
 56670.354 19.158 0.022
 56672.315 19.299 0.041
 56679.256 19.434 0.033
 56679.258 19.530 0.056
 56681.367 19.526 0.027
 56681.369 19.564 0.028
 56685.288 19.651 0.019
 56694.360 19.823 0.027
 56699.381 19.902 0.033
 56707.225 19.928 0.057
 56708.229 20.105 0.068
 56710.241 20.095 0.033
 56711.301 20.024 0.035
 56712.249 20.096 0.029
 56713.286 20.089 0.028
filter i
 56639.335 16.563 0.008
 56640.330 16.591 0.007
 56643.346 16.634 0.009
 56646.349 16.809 0.018
 56648.333 16.921 0.014
 56650.316 17.056 0.017
 56652.329 17.112 0.015
 56653.317 17.129 0.009
 56654.346 17.139 0.010
 56657.343 17.058 0.011
 56660.297 17.022 0.010
 56663.355 17.026 0.009
 56664.350 17.033 0.009
 56670.351 17.113 0.014
 56672.321 17.161 0.010
 56679.265 17.518 0.012
 56679.267 17.545 0.015
 56681.375 17.650 0.015
 56681.376 17.658 0.015
 56685.293 17.837 0.016
 56694.364 18.189 0.018
 56699.379 18.369 0.018
 56707.223 18.672 0.029
 56708.231 18.664 0.028
 56710.239 18.790 0.024
 56711.299 18.788 0.025
 56712.247 18.845 0.026
 56713.284 18.870 0.026
filter r
 56639.332 16.470 0.005
 56640.328 16.470 0.005
 56643.344 16.452 0.008
 56646.348 16.549 0.011
 56648.332 16.631 0.011
 56650.314 16.738 0.011
 56652.328 16.859 0.011
 56653.319 16.904 0.008
 56654.344 16.966 0.007
 56657.340 17.037 0.010
 56660.293 17.102 0.008
 56663.352 17.198 0.008
 56664.352 17.237 0.007
 56670.353 17.454 0.011
 56672.318 17.568 0.010
 56679.260 17.934 0.012
 56679.263 17.931 0.016
 56681.371 18.010 0.015
 56681.373 17.999 0.013
 56685.291 18.145 0.014
 56694.362 18.442 0.018
 56699.377 18.605 0.017
 56707.221 18.899 0.031
 56708.227 18.850 0.027
 56710.237 18.930 0.026
 56711.297 18.931 0.022
 56712.245 18.943 0.021
 56713.282 19.044 0.026
filter u
 56639.338 18.294 0.022
 56640.333 18.309 0.025
 56643.357 18.516 0.048
 56643.357 18.516 0.048
 56646.352 18.822 0.048
 56648.336 19.109 0.074
 56650.329 19.301 0.059
 56652.334 19.460 0.070
 56653.325 19.697 0.043
 56654.351 19.796 0.041
 56657.333 20.347 0.065
 56660.284 20.816 0.079
 56663.360 21.082 0.127
filter V
 56639.323 16.758 0.008
 56640.318 16.760 0.009
 56643.352 16.749 0.013
 56646.355 16.830 0.015
 56648.339 16.893 0.014
 56650.337 17.006 0.014
 56652.340 17.143 0.020
 56653.337 17.193 0.010
 56654.338 17.290 0.011
 56657.326 17.503 0.014
 56660.301 17.706 0.017
 56663.347 17.857 0.018
 56665.353 17.946 0.021
 56670.356 18.212 0.025
 56672.310 18.317 0.027
 56681.358 18.670 0.032
 56681.361 18.747 0.034
 56685.283 18.844 0.025
