LSQ13dkp 0.0689 47.5415 -36.6291
filter B
 56637.186 19.066 0.017
 56638.148 19.014 0.017
 56639.072 18.908 0.017
 56640.115 18.864 0.019
 56641.096 18.855 0.020
 56643.131 18.866 0.031
 56644.159 18.921 0.024
 56645.146 18.978 0.024
 56646.137 19.099 0.021
 56647.183 19.227 0.025
 56648.140 19.333 0.019
 56649.137 19.495 0.020
 56650.098 19.665 0.021
 56653.110 20.181 0.028
 56656.186 20.586 0.036
 56662.149 21.284 0.037
 56666.093 21.564 0.090
filter i
 56637.174 19.134 0.023
 56638.162 19.115 0.022
 56639.067 19.047 0.022
 56640.105 19.027 0.020
 56641.114 19.062 0.022
 56643.139 19.110 0.037
 56643.139 19.132 0.038
 56644.170 19.049 0.022
 56645.157 19.149 0.023
 56646.130 19.167 0.024
 56647.176 19.281 0.022
 56648.152 19.305 0.022
 56649.129 19.429 0.020
 56650.113 19.522 0.024
 56653.120 19.585 0.024
 56656.169 19.508 0.022
 56662.131 19.604 0.025
 56664.180 19.770 0.023
 56666.078 19.962 0.037
 56668.125 20.140 0.037
 56678.171 20.665 0.071
 56678.174 20.717 0.081
filter r
 56637.178 19.082 0.019
 56638.157 18.985 0.018
 56639.063 18.888 0.016
 56640.100 18.836 0.018
 56641.110 18.804 0.016
 56643.137 18.743 0.025
 56644.167 18.764 0.017
 56645.154 18.754 0.016
 56646.127 18.811 0.019
 56647.172 18.816 0.017
 56648.148 18.871 0.015
 56649.125 18.946 0.012
 56650.108 18.994 0.016
 56653.116 19.221 0.015
 56656.174 19.395 0.017
 56662.139 19.825 0.020
 56664.186 20.028 0.026
 56666.072 20.109 0.030
 56668.119 20.289 0.036
 56678.165 20.792 0.050
filter V
 56637.182 19.025 0.018
 56638.152 18.930 0.017
 56639.076 18.843 0.018
 56640.110 18.779 0.019
 56641.102 18.746 0.020
 56643.134 18.659 0.031
 56643.134 18.660 0.032
 56644.163 18.694 0.023
 56645.150 18.785 0.020
 56646.134 18.785 0.019
 56647.180 18.863 0.020
 56648.144 18.904 0.016
 56649.133 18.959 0.014
 56650.103 19.017 0.016
 56653.105 19.332 0.016
 56656.180 19.636 0.019
 56662.144 20.252 0.030
 56666.085 20.604 0.048
 56668.134 20.670 0.062
filter Y
 56638.169 18.767 0.018
 56643.197 18.817 0.045
 56648.170 19.132 0.025
filter Jd
 56638.199 18.844 0.026
