LSQ13dsm 0.0424 53.3035 -26.2067
filter B
 56658.074 18.820 0.020
 56659.136 18.439 0.012
 56660.095 18.248 0.012
 56661.100 18.009 0.009
 56662.161 17.828 0.010
 56663.139 17.695 0.011
 56664.142 17.557 0.012
 56665.104 17.433 0.010
 56666.051 17.385 0.011
 56667.056 17.336 0.013
 56668.037 17.318 0.012
 56669.080 17.275 0.012
 56670.152 17.280 0.012
 56671.091 17.286 0.013
 56672.154 17.307 0.020
 56673.120 17.361 0.016
 56675.154 17.428 0.017
 56676.149 17.560 0.016
 56677.074 17.627 0.014
 56678.141 17.722 0.016
 56679.028 17.845 0.021
 56680.101 17.936 0.014
 56681.066 18.042 0.023
 56682.182 18.207 0.014
 56684.105 18.446 0.015
 56685.103 18.572 0.016
 56686.112 18.697 0.016
 56687.088 18.800 0.016
 56688.124 18.962 0.021
 56689.045 19.141 0.022
 56690.132 19.260 0.022
 56691.096 19.304 0.021
 56693.056 19.472 0.031
 56695.078 19.644 0.033
 56697.058 19.738 0.038
 56698.087 19.851 0.053
 56699.070 19.899 0.058
 56701.081 20.053 0.064
 56705.083 20.258 0.071
 56707.062 20.267 0.040
 56708.087 20.328 0.043
 56709.084 20.466 0.035
 56711.084 20.555 0.040
 56713.087 20.654 0.051
filter g
 56658.081 18.726 0.016
 56659.115 18.413 0.009
 56660.081 18.179 0.008
 56661.084 17.958 0.010
 56662.167 17.768 0.008
 56663.128 17.648 0.008
 56664.133 17.522 0.009
 56665.094 17.414 0.009
 56666.036 17.354 0.011
 56667.040 17.295 0.009
 56668.040 17.265 0.008
 56669.066 17.224 0.010
 56670.156 17.220 0.009
 56671.077 17.227 0.009
 56672.142 17.271 0.013
 56673.125 17.271 0.010
 56675.140 17.354 0.010
 56676.134 17.418 0.010
 56677.060 17.486 0.012
 56678.126 17.564 0.010
 56679.031 17.630 0.012
 56680.086 17.742 0.009
 56681.070 17.821 0.013
 56682.171 17.974 0.008
 56684.109 18.188 0.009
 56685.107 18.287 0.012
 56686.119 18.398 0.011
 56687.092 18.509 0.013
 56688.129 18.623 0.014
 56689.050 18.722 0.015
 56690.101 18.832 0.013
 56691.073 18.957 0.020
 56693.044 19.124 0.015
 56695.086 19.278 0.018
 56697.052 19.435 0.021
 56698.081 19.547 0.026
 56699.063 19.602 0.025
 56701.071 19.706 0.033
 56705.071 19.944 0.035
 56707.054 19.965 0.018
 56708.076 20.046 0.019
 56709.077 20.111 0.020
 56711.076 20.157 0.021
 56713.080 20.114 0.030
filter i
 56658.086 19.026 0.029
 56659.112 18.820 0.027
 56660.075 18.392 0.017
 56661.080 18.271 0.019
 56662.171 18.123 0.019
 56663.123 17.938 0.013
 56664.129 17.828 0.015
 56665.091 17.764 0.015
 56666.040 17.727 0.016
 56667.045 17.717 0.015
 56668.044 17.735 0.014
 56669.070 17.765 0.015
 56670.160 17.821 0.014
 56671.081 17.822 0.015
 56672.146 17.873 0.024
 56673.128 17.844 0.021
 56675.144 17.948 0.023
 56676.138 17.999 0.020
 56677.063 18.029 0.017
 56678.129 18.105 0.018
 56679.035 18.127 0.021
 56680.089 18.239 0.020
 56681.074 18.350 0.033
 56682.167 18.398 0.015
 56684.114 18.458 0.020
 56685.111 18.444 0.020
 56686.125 18.443 0.021
 56687.096 18.368 0.018
 56688.133 18.423 0.024
 56689.054 18.376 0.019
 56690.106 18.373 0.022
 56690.123 18.361 0.013
 56691.075 18.358 0.023
 56693.050 18.335 0.019
 56695.081 18.346 0.019
 56697.050 18.364 0.019
 56698.079 18.347 0.021
 56699.061 18.415 0.019
 56701.076 18.512 0.019
 56705.077 18.826 0.024
 56707.047 18.989 0.021
 56708.080 19.028 0.026
 56709.074 19.025 0.021
 56711.073 19.205 0.026
 56713.077 19.354 0.036
filter Hd
 56666.105 17.572 0.101
 56668.051 17.621 0.067
 56668.057 17.773 0.046
filter r
 56658.084 18.872 0.021
 56659.109 18.571 0.015
 56660.078 18.289 0.011
 56661.082 18.086 0.012
 56662.169 17.902 0.011
 56663.126 17.765 0.009
 56664.131 17.657 0.012
 56665.093 17.574 0.014
 56666.038 17.466 0.012
 56667.043 17.404 0.010
 56668.042 17.386 0.010
 56669.068 17.345 0.011
 56670.158 17.349 0.011
 56671.079 17.329 0.012
 56672.144 17.330 0.015
 56673.127 17.325 0.011
 56675.142 17.369 0.012
 56676.137 17.410 0.013
 56677.062 17.436 0.012
 56678.127 17.506 0.014
 56679.033 17.521 0.011
 56680.088 17.602 0.013
 56681.072 17.646 0.017
 56682.169 17.722 0.011
 56684.111 17.827 0.010
 56685.109 17.860 0.010
 56686.122 17.896 0.011
 56687.094 17.931 0.012
 56688.131 17.978 0.011
 56689.052 18.007 0.013
 56690.104 18.036 0.012
 56691.071 18.071 0.015
 56693.047 18.159 0.014
 56695.083 18.188 0.015
 56697.048 18.298 0.017
 56698.077 18.389 0.015
 56699.059 18.429 0.017
 56701.074 18.604 0.025
 56703.108 18.674 0.034
 56705.074 18.816 0.021
 56707.045 18.949 0.017
 56708.072 18.972 0.015
 56709.071 18.984 0.018
 56711.070 19.043 0.017
 56713.074 19.162 0.017
filter u
 56658.091 19.621 0.033
 56659.121 19.133 0.021
 56660.086 18.747 0.018
 56661.088 18.456 0.015
 56662.175 18.221 0.014
 56663.132 18.039 0.012
 56664.136 17.914 0.014
 56665.098 17.845 0.014
 56666.044 17.782 0.014
 56667.049 17.744 0.015
 56668.048 17.774 0.015
 56669.073 17.764 0.016
 56670.164 17.827 0.017
 56671.084 17.916 0.021
 56672.158 18.001 0.029
 56673.132 18.145 0.026
 56675.148 18.378 0.028
 56676.142 18.488 0.025
 56677.068 18.669 0.018
 56678.134 18.800 0.021
 56679.039 18.978 0.022
 56680.094 19.145 0.024
 56681.078 19.272 0.039
 56682.175 19.408 0.025
 56684.119 19.688 0.040
 56685.116 19.917 0.037
 56686.130 19.986 0.031
 56687.101 20.173 0.034
 56688.138 20.325 0.047
 56689.059 20.414 0.040
 56690.110 20.478 0.043
 56691.080 20.648 0.054
filter V
 56658.078 18.809 0.021
 56659.127 18.610 0.019
 56660.092 18.287 0.012
 56661.104 18.091 0.012
 56662.164 17.898 0.011
 56663.136 17.787 0.012
 56664.140 17.635 0.011
 56665.102 17.556 0.011
 56666.048 17.475 0.013
 56667.054 17.403 0.013
 56668.034 17.368 0.012
 56669.078 17.371 0.011
 56670.154 17.334 0.013
 56671.087 17.323 0.012
 56672.152 17.345 0.022
 56673.123 17.335 0.015
 56675.152 17.393 0.015
 56676.147 17.443 0.012
 56677.072 17.472 0.014
 56678.139 17.477 0.014
 56679.026 17.555 0.019
 56680.099 17.587 0.013
 56681.068 17.685 0.016
 56682.181 17.756 0.011
 56684.107 17.906 0.012
 56685.105 17.954 0.012
 56686.115 18.045 0.013
 56687.090 18.074 0.014
 56688.126 18.212 0.016
 56689.047 18.289 0.016
 56690.127 18.334 0.015
 56691.093 18.418 0.017
 56693.053 18.553 0.015
 56695.072 18.669 0.018
 56697.056 18.825 0.018
 56698.085 18.917 0.021
 56699.068 18.989 0.022
 56701.078 19.017 0.038
 56703.101 19.272 0.067
 56705.080 19.300 0.038
 56707.059 19.390 0.023
 56708.083 19.544 0.026
 56709.081 19.492 0.025
 56711.080 19.590 0.025
 56713.083 19.644 0.032
filter Y
 56666.063 17.852 0.166
 56668.038 17.865 0.165
 56671.040 18.049 0.166
 56675.029 18.317 0.167
 56678.023 18.469 0.168
filter Jd
 56666.073 17.586 0.057
 56666.073 17.571 0.057
 56668.088 17.677 0.056
 56671.082 17.824 0.056
 56675.075 18.129 0.059
 56678.069 18.573 0.060
