SN2012ar 0.0282 245.1501 -10.4606
filter B
 55989.380 17.332 0.010
 55990.400 17.326 0.010
 55991.330 17.311 0.010
 55992.370 17.341 0.011
 55993.360 17.368 0.012
 55994.310 17.435 0.014
 55995.390 17.488 0.014
 55996.390 17.543 0.013
 55997.380 17.629 0.012
 55998.380 17.711 0.014
 56000.370 17.940 0.013
 56001.330 18.073 0.014
 56002.300 18.206 0.014
 56003.390 18.334 0.014
 56004.350 18.492 0.013
 56005.380 18.642 0.014
 56006.370 18.779 0.015
 56007.340 18.914 0.013
 56008.370 19.071 0.012
 56009.380 19.207 0.018
 56010.410 19.326 0.022
 56011.420 19.557 0.056
 56012.400 19.548 0.021
 56013.400 19.675 0.023
 56015.360 19.885 0.026
 56018.320 20.058 0.023
 56020.400 20.142 0.028
 56024.270 20.283 0.098
 56028.410 20.434 0.059
 56032.420 20.532 0.077
 56037.400 20.629 0.041
 56050.330 20.837 0.076
 56057.350 21.040 0.084
 56057.360 21.210 0.122
filter g
 55989.400 17.181 0.009
 55990.370 17.164 0.009
 55991.350 17.147 0.011
 55992.380 17.159 0.009
 55993.330 17.217 0.008
 55994.280 17.244 0.011
 55995.350 17.277 0.012
 55996.360 17.334 0.011
 55997.350 17.396 0.011
 55998.350 17.465 0.013
 56000.400 17.645 0.012
 56001.310 17.744 0.011
 56002.330 17.850 0.010
 56003.360 17.994 0.008
 56005.410 18.223 0.012
 56006.350 18.341 0.010
 56007.360 18.465 0.012
 56008.330 18.584 0.010
 56009.330 18.738 0.016
 56010.360 18.843 0.011
 56011.380 18.970 0.011
 56012.380 19.103 0.014
 56013.420 19.212 0.026
 56014.340 19.300 0.014
 56015.330 19.409 0.016
 56018.330 19.636 0.013
 56023.290 19.881 0.036
 56024.250 19.877 0.058
 56028.350 19.988 0.032
 56029.360 19.978 0.037
 56035.380 20.170 0.023
 56037.430 20.200 0.087
 56049.420 20.410 0.054
 56050.300 20.515 0.050
 56056.380 20.619 0.070
 56057.360 20.495 0.044
filter i
 55989.390 17.329 0.008
 55990.390 17.375 0.007
 55991.330 17.391 0.011
 55992.390 17.404 0.011
 55993.340 17.410 0.010
 55994.290 17.413 0.012
 55995.360 17.479 0.014
 55996.370 17.569 0.011
 55997.360 17.709 0.012
 55998.360 17.816 0.014
 56000.380 18.023 0.018
 56001.320 18.074 0.014
 56002.310 18.123 0.014
 56003.380 18.112 0.013
 56004.340 18.116 0.013
 56005.380 18.076 0.015
 56006.370 18.031 0.014
 56007.370 17.956 0.009
 56008.320 17.940 0.010
 56009.350 17.928 0.014
 56010.380 17.896 0.011
 56011.370 17.878 0.013
 56012.400 17.871 0.015
 56013.400 17.902 0.011
 56014.360 17.943 0.011
 56015.350 18.004 0.017
 56018.340 18.297 0.012
 56023.310 18.654 0.019
 56024.270 18.697 0.024
 56028.370 18.904 0.019
 56029.350 18.960 0.017
 56032.420 19.132 0.050
 56035.400 19.249 0.026
 56037.410 19.343 0.033
 56050.320 19.871 0.041
 56057.380 20.109 0.050
filter Hd
 55992.351 17.232 0.022
 55996.394 17.502 0.019
 56000.339 17.746 0.020
 56001.355 17.786 0.033
 56029.400 18.244 0.060
 56059.322 19.772 0.170
filter r
 55989.390 17.046 0.007
 55990.380 17.007 0.007
 55991.340 16.989 0.009
 55992.380 16.974 0.009
 55993.330 16.972 0.008
 55994.290 17.001 0.008
 55995.360 17.047 0.010
 55996.360 17.098 0.009
 55997.360 17.161 0.009
 55998.360 17.247 0.012
 56000.380 17.434 0.012
 56001.320 17.506 0.010
 56002.310 17.568 0.009
 56003.380 17.608 0.008
 56004.330 17.632 0.009
 56005.390 17.648 0.010
 56006.360 17.679 0.011
 56007.370 17.701 0.011
 56008.320 17.722 0.008
 56009.340 17.751 0.011
 56010.370 17.790 0.036
 56010.370 17.793 0.040
 56010.370 17.803 0.038
 56010.370 17.820 0.042
 56010.370 17.770 0.038
 56011.380 17.820 0.009
 56012.390 17.876 0.013
 56013.410 17.967 0.009
 56014.360 18.039 0.009
 56015.350 18.134 0.012
 56018.330 18.379 0.009
 56023.300 18.681 0.021
 56024.260 18.707 0.022
 56028.360 18.881 0.017
 56032.430 19.072 0.065
 56035.400 19.159 0.017
 56049.440 19.551 0.155
 56050.310 19.677 0.029
 56055.310 19.731 0.077
 56057.370 19.926 0.032
filter u
 55989.402 17.750 0.020
 55990.377 17.761 0.018
 55991.342 17.805 0.019
 55992.395 17.948 0.018
 55993.345 18.010 0.023
 55994.298 18.154 0.030
 55995.370 18.232 0.026
 55996.375 18.385 0.027
 55997.369 18.518 0.028
 55997.390 18.483 0.025
 55998.369 18.629 0.023
 56000.389 18.929 0.028
 56001.312 19.074 0.030
 56002.319 19.280 0.030
 56003.369 19.431 0.034
 56004.324 19.621 0.033
 56005.401 19.792 0.037
 56006.354 19.870 0.036
 56008.344 20.271 0.049
 56009.360 20.443 0.047
 56010.391 20.522 0.041
 56011.395 20.717 0.054
 56012.385 20.792 0.069
 56013.412 21.006 0.142
 56014.349 21.038 0.091
 56015.341 21.087 0.089
 56018.352 21.305 0.079
filter V
 55989.370 17.181 0.008
 55990.400 17.134 0.008
 55991.320 17.131 0.008
 55992.370 17.124 0.009
 55993.350 17.134 0.009
 55994.310 17.149 0.011
 55995.380 17.188 0.011
 55996.390 17.233 0.011
 55997.380 17.250 0.011
 55998.380 17.329 0.012
 56000.370 17.465 0.012
 56002.280 17.596 0.010
 56003.390 17.689 0.009
 56004.350 17.750 0.009
 56005.370 17.831 0.011
 56006.380 17.890 0.012
 56007.350 17.968 0.008
 56008.360 18.056 0.009
 56009.370 18.141 0.012
 56010.400 18.203 0.009
 56011.410 18.285 0.011
 56012.410 18.384 0.014
 56014.370 18.561 0.012
 56015.370 18.671 0.015
 56018.310 18.900 0.016
 56018.310 18.894 0.013
 56020.410 19.026 0.015
 56023.320 19.164 0.033
 56024.280 19.151 0.036
 56028.420 19.351 0.028
 56032.410 19.467 0.025
 56035.410 19.551 0.027
 56037.400 19.656 0.027
 56050.330 20.012 0.040
 56055.290 20.222 0.170
 56057.340 20.195 0.042
filter Y
 55992.319 17.373 0.010
 55996.365 17.691 0.011
 55997.365 17.773 0.010
 56000.353 17.885 0.009
 56001.341 17.880 0.011
 56001.390 17.901 0.040
 56029.393 17.969 0.019
 56050.399 19.187 0.040
 56050.412 19.239 0.041
 56051.274 19.250 0.069
 56059.290 19.658 0.033
filter Jd
 55992.365 17.120 0.014
 55997.379 17.964 0.014
 56000.306 18.452 0.015
 56000.383 18.486 0.037
 56001.305 18.506 0.024
