SN2012fr 0.0055 53.4004 -36.1261
filter B
 56325.059 15.475 0.028
 56326.093 15.512 0.028
 56327.054 15.502 0.028
 56328.076 15.534 0.027
 56329.061 15.568 0.028
 56330.044 15.616 0.030
 56331.022 15.596 0.027
 56332.018 15.603 0.027
 56336.068 15.663 0.028
 56337.066 15.700 0.028
 56340.080 15.725 0.028
 56343.079 15.806 0.028
 56346.097 15.839 0.029
 56351.079 15.904 0.026
 56354.042 15.975 0.029
 56357.048 16.005 0.027
 56360.008 16.066 0.027
 56364.027 16.142 0.027
 56366.002 16.166 0.027
 56368.003 16.176 0.027
 56370.040 16.227 0.026
 56371.990 16.237 0.026
 56376.012 16.309 0.026
 56379.009 16.354 0.027
 56381.989 16.412 0.026
 56384.981 16.435 0.026
 56387.971 16.480 0.030
 56397.972 16.636 0.029
 56402.963 16.697 0.030
 56445.432 17.333 0.029
 56575.173 19.206 0.035
 56575.176 19.218 0.035
 56578.164 19.273 0.036
 56578.167 19.252 0.036
 56584.226 19.272 0.050
 56584.229 19.305 0.050
filter g
 56230.172 13.985 0.011
 56230.174 13.984 0.010
 56230.221 13.945 0.009
 56230.223 13.952 0.009
 56231.199 13.458 0.011
 56232.192 13.098 0.010
 56233.120 12.841 0.010
 56235.092 12.465 0.011
 56235.093 12.446 0.011
 56235.094 12.452 0.011
 56235.095 12.458 0.011
 56235.096 12.457 0.011
 56235.097 12.448 0.011
 56235.098 12.450 0.011
 56236.193 12.310 0.012
 56236.194 12.312 0.012
 56239.168 12.057 0.009
 56239.169 12.057 0.009
 56239.170 12.058 0.009
 56239.171 12.063 0.009
 56239.172 12.058 0.009
 56241.167 12.001 0.015
 56242.135 11.994 0.010
 56243.119 11.985 0.012
 56244.154 11.988 0.011
 56245.103 12.004 0.013
 56246.129 12.010 0.011
 56247.143 12.044 0.012
 56248.122 12.072 0.011
 56249.163 12.109 0.011
 56250.163 12.153 0.014
 56251.130 12.213 0.015
 56252.025 12.254 0.011
 56252.317 12.269 0.009
 56253.021 12.308 0.009
 56253.205 12.324 0.009
 56254.145 12.370 0.011
 56255.167 12.464 0.013
 56256.104 12.528 0.013
 56257.096 12.612 0.012
 56258.123 12.692 0.011
 56259.090 12.749 0.010
 56261.116 12.885 0.009
 56261.126 12.890 0.009
 56262.153 12.959 0.012
 56263.144 13.022 0.009
 56264.187 13.114 0.010
 56265.131 13.171 0.011
 56266.143 13.234 0.011
 56267.146 13.308 0.012
 56268.231 13.382 0.009
 56269.281 13.451 0.010
 56270.237 13.518 0.010
 56271.238 13.590 0.012
 56272.231 13.674 0.011
 56273.211 13.731 0.011
 56274.190 13.806 0.011
 56275.212 13.880 0.011
 56276.247 13.966 0.012
 56278.101 14.104 0.011
 56279.240 14.165 0.011
 56280.224 14.229 0.010
 56281.173 14.275 0.010
 56282.258 14.330 0.010
 56283.176 14.384 0.011
 56284.217 14.423 0.009
 56285.153 14.466 0.011
 56286.150 14.492 0.011
 56288.225 14.548 0.010
 56289.099 14.574 0.012
 56292.146 14.642 0.011
 56293.190 14.656 0.012
 56294.179 14.687 0.009
 56295.156 14.692 0.009
 56296.096 14.718 0.010
 56297.168 14.738 0.009
 56299.188 14.774 0.009
 56305.096 14.881 0.010
 56308.046 14.928 0.013
 56311.111 14.982 0.011
 56314.093 15.039 0.011
 56315.134 15.057 0.010
 56316.058 15.066 0.010
 56317.078 15.085 0.012
 56320.067 15.131 0.009
 56321.053 15.152 0.010
 56322.083 15.153 0.011
 56323.115 15.178 0.010
 56324.065 15.198 0.010
 56325.063 15.214 0.011
 56326.083 15.231 0.011
 56327.056 15.255 0.010
 56328.067 15.269 0.009
 56329.051 15.279 0.011
 56330.047 15.296 0.010
 56331.025 15.313 0.010
 56332.022 15.324 0.010
 56336.053 15.389 0.010
 56337.069 15.420 0.009
 56340.067 15.464 0.011
 56343.066 15.507 0.009
 56346.101 15.535 0.012
 56351.082 15.627 0.010
 56354.049 15.676 0.010
 56357.051 15.736 0.009
 56360.011 15.772 0.009
 56364.030 15.838 0.010
 56366.005 15.870 0.009
 56368.006 15.894 0.009
 56369.010 15.909 0.010
 56370.048 15.919 0.009
 56371.996 15.942 0.014
 56375.993 16.010 0.009
 56379.012 16.049 0.011
 56381.992 16.102 0.009
 56384.986 16.141 0.009
 56387.977 16.181 0.010
 56397.975 16.336 0.015
 56402.969 16.392 0.012
 56411.961 16.524 0.013
 56445.439 16.992 0.013
 56575.179 18.742 0.047
 56575.181 18.743 0.048
 56578.182 18.845 0.047
 56578.185 18.856 0.047
 56581.302 18.853 0.013
 56583.344 18.802 0.027
 56584.198 18.904 0.034
 56584.208 18.906 0.029
 56585.177 18.846 0.038
 56585.202 18.844 0.037
 56586.304 18.864 0.025
 56594.265 19.006 0.013
 56609.198 19.230 0.027
 56620.125 19.356 0.020
 56648.246 19.881 0.027
filter i
 56230.206 14.583 0.010
 56230.208 14.571 0.009
 56230.210 14.576 0.009
 56231.208 14.034 0.012
 56231.210 14.028 0.011
 56232.197 13.643 0.010
 56232.198 13.646 0.009
 56233.123 13.369 0.010
 56234.157 13.136 0.012
 56235.105 13.046 0.014
 56235.106 13.053 0.014
 56235.107 13.040 0.014
 56235.108 13.028 0.013
 56235.109 13.034 0.012
 56235.110 13.037 0.014
 56235.110 13.026 0.013
 56236.197 12.960 0.013
 56236.198 12.941 0.013
 56238.228 12.845 0.013
 56238.229 12.867 0.013
 56239.148 12.849 0.011
 56239.149 12.847 0.009
 56239.150 12.850 0.011
 56239.152 12.842 0.010
 56239.153 12.843 0.010
 56241.174 12.842 0.009
 56242.138 12.851 0.010
 56243.122 12.888 0.017
 56244.157 12.913 0.011
 56245.106 12.920 0.018
 56246.132 12.946 0.014
 56247.147 12.966 0.015
 56248.124 13.043 0.013
 56249.165 13.060 0.012
 56250.165 13.094 0.016
 56251.126 13.164 0.013
 56252.030 13.219 0.009
 56252.310 13.229 0.010
 56252.314 13.214 0.010
 56253.026 13.287 0.009
 56253.208 13.310 0.009
 56254.147 13.378 0.011
 56255.170 13.475 0.014
 56256.106 13.571 0.014
 56257.099 13.658 0.013
 56258.122 13.712 0.012
 56259.092 13.732 0.012
 56261.120 13.761 0.010
 56261.121 13.747 0.010
 56262.156 13.759 0.013
 56263.141 13.714 0.011
 56264.189 13.683 0.011
 56265.133 13.648 0.013
 56266.141 13.632 0.011
 56267.150 13.579 0.013
 56268.234 13.554 0.009
 56269.278 13.518 0.013
 56270.234 13.470 0.012
 56271.241 13.429 0.013
 56272.234 13.425 0.010
 56272.238 13.422 0.010
 56272.240 13.421 0.011
 56273.214 13.411 0.012
 56274.192 13.374 0.011
 56275.215 13.375 0.014
 56276.249 13.388 0.014
 56278.103 13.477 0.012
 56279.246 13.546 0.013
 56280.226 13.633 0.010
 56281.168 13.694 0.010
 56282.261 13.789 0.009
 56283.174 13.850 0.012
 56284.219 13.910 0.010
 56285.157 13.960 0.011
 56286.148 14.009 0.012
 56288.223 14.127 0.011
 56289.103 14.158 0.013
 56292.148 14.299 0.012
 56293.193 14.348 0.015
 56294.182 14.407 0.011
 56295.158 14.435 0.012
 56296.100 14.476 0.012
 56297.170 14.518 0.008
 56299.189 14.608 0.008
 56305.099 14.840 0.010
 56308.049 14.940 0.015
 56311.113 15.059 0.014
 56314.095 15.176 0.011
 56315.137 15.239 0.021
 56316.060 15.247 0.011
 56317.080 15.265 0.014
 56320.070 15.367 0.011
 56321.056 15.418 0.011
 56322.090 15.432 0.013
 56323.118 15.480 0.014
 56324.067 15.515 0.011
 56325.065 15.531 0.014
 56326.086 15.574 0.011
 56327.059 15.626 0.011
 56328.070 15.663 0.013
 56329.054 15.681 0.014
 56330.049 15.709 0.014
 56332.024 15.779 0.013
 56336.056 15.895 0.013
 56337.072 15.941 0.013
 56340.070 16.012 0.015
 56343.076 16.099 0.013
 56346.104 16.193 0.017
 56351.089 16.349 0.013
 56354.051 16.430 0.017
 56357.055 16.543 0.014
 56360.014 16.605 0.016
 56364.033 16.740 0.015
 56366.008 16.748 0.016
 56368.009 16.799 0.017
 56369.014 16.822 0.017
 56370.054 16.881 0.015
 56372.001 16.904 0.016
 56375.998 17.021 0.016
 56379.020 17.051 0.018
 56381.998 17.142 0.016
 56384.992 17.206 0.016
 56387.982 17.279 0.018
 56397.980 17.474 0.020
 56402.974 17.573 0.019
 56445.445 18.183 0.089
 56575.190 19.740 0.050
 56575.193 19.781 0.050
 56578.171 19.765 0.048
 56578.174 19.778 0.048
 56581.311 19.745 0.121
 56583.348 19.684 0.056
 56584.202 19.908 0.070
 56585.183 19.836 0.078
 56585.207 19.791 0.065
 56586.309 19.751 0.062
 56594.281 19.905 0.036
 56601.261 19.938 0.039
 56620.149 20.156 0.047
 56648.259 20.519 0.059
filter Hd
 56231.337 13.711 0.031
 56232.365 13.505 0.029
 56233.362 13.267 0.029
 56234.211 13.148 0.061
 56234.354 13.205 0.029
 56235.235 13.094 0.061
 56235.342 13.070 0.031
 56236.174 12.974 0.062
 56237.103 12.990 0.061
 56241.368 13.040 0.027
 56244.372 13.134 0.027
 56246.363 13.184 0.029
 56248.374 13.232 0.028
 56249.373 13.311 0.030
 56251.355 13.392 0.040
 56252.343 13.383 0.027
 56253.193 13.383 0.027
 56254.178 13.440 0.027
 56256.344 13.463 0.028
 56258.095 13.444 0.062
 56259.101 13.398 0.061
 56264.094 13.287 0.027
 56265.105 13.254 0.030
 56266.106 13.218 0.030
 56281.069 13.290 0.027
 56284.099 13.502 0.027
 56287.246 13.698 0.028
 56293.117 13.909 0.030
 56295.058 13.972 0.027
 56296.044 14.041 0.027
 56296.131 14.041 0.030
 56297.160 14.085 0.030
 56298.024 14.129 0.027
 56304.044 14.354 0.029
 56318.097 14.955 0.035
 56326.070 15.280 0.029
 56327.057 15.293 0.061
 56342.107 15.926 0.063
 56343.093 16.028 0.054
 56345.070 16.092 0.033
 56346.045 16.122 0.034
 56349.084 16.134 0.064
 56352.076 16.223 0.062
 56378.010 16.897 0.045
 56382.033 16.984 0.044
 56583.136 18.352 0.048
filter Jd
 56231.341 13.605 0.033
 56232.368 13.301 0.020
 56233.363 13.070 0.020
 56234.355 12.939 0.020
 56235.343 12.837 0.020
 56241.361 12.779 0.025
 56244.370 12.908 0.020
 56246.364 13.058 0.020
 56248.373 13.185 0.020
 56249.374 13.293 0.020
 56251.356 13.550 0.020
 56252.342 13.646 0.020
 56256.342 14.341 0.020
 56281.064 13.902 0.020
 56296.046 15.057 0.033
 56298.027 15.139 0.020
 56304.042 15.568 0.020
filter r
 56230.202 14.080 0.009
 56230.204 14.079 0.008
 56231.204 13.614 0.010
 56231.206 13.609 0.010
 56232.194 13.262 0.009
 56232.195 13.248 0.009
 56233.122 13.022 0.009
 56234.150 12.778 0.012
 56235.099 12.645 0.011
 56235.100 12.653 0.011
 56235.101 12.642 0.011
 56235.102 12.633 0.011
 56235.102 12.650 0.012
 56235.103 12.656 0.013
 56235.104 12.647 0.012
 56236.195 12.533 0.013
 56236.196 12.515 0.012
 56238.227 12.298 0.010
 56239.154 12.246 0.009
 56239.155 12.256 0.010
 56239.156 12.244 0.009
 56239.157 12.252 0.009
 56239.158 12.248 0.009
 56241.172 12.149 0.009
 56242.137 12.107 0.008
 56243.121 12.084 0.012
 56244.156 12.075 0.009
 56245.105 12.061 0.015
 56246.130 12.093 0.014
 56247.145 12.096 0.011
 56248.123 12.116 0.010
 56249.164 12.148 0.009
 56250.164 12.227 0.014
 56251.128 12.253 0.014
 56252.026 12.328 0.011
 56252.328 12.322 0.008
 56253.023 12.380 0.009
 56253.207 12.387 0.008
 56254.146 12.456 0.010
 56255.169 12.554 0.013
 56256.105 12.623 0.013
 56257.098 12.682 0.013
 56258.120 12.755 0.011
 56259.091 12.808 0.009
 56261.118 12.874 0.009
 56262.155 12.901 0.012
 56263.143 12.916 0.009
 56264.188 12.920 0.009
 56265.132 12.921 0.011
 56266.142 12.922 0.010
 56267.148 12.915 0.013
 56268.232 12.926 0.008
 56269.280 12.930 0.010
 56270.236 12.946 0.010
 56271.239 12.950 0.011
 56272.233 12.983 0.010
 56273.212 12.995 0.011
 56274.191 13.034 0.010
 56275.214 13.082 0.012
 56276.248 13.141 0.010
 56278.102 13.244 0.011
 56279.245 13.334 0.010
 56280.225 13.409 0.010
 56281.166 13.456 0.009
 56282.260 13.539 0.008
 56283.175 13.595 0.010
 56284.218 13.645 0.008
 56285.155 13.698 0.012
 56286.145 13.749 0.011
 56286.147 13.745 0.010
 56288.227 13.816 0.009
 56289.101 13.846 0.011
 56292.147 13.960 0.010
 56293.191 14.005 0.011
 56294.180 14.040 0.009
 56295.167 14.070 0.010
 56296.098 14.088 0.011
 56297.176 14.136 0.008
 56299.181 14.207 0.009
 56305.098 14.398 0.009
 56308.048 14.496 0.014
 56311.112 14.588 0.011
 56314.094 14.682 0.010
 56315.135 14.718 0.010
 56316.059 14.743 0.010
 56317.079 14.769 0.011
 56320.068 14.866 0.009
 56321.055 14.894 0.009
 56322.089 14.920 0.011
 56323.116 14.947 0.011
 56324.066 14.997 0.009
 56325.064 15.023 0.011
 56326.085 15.057 0.010
 56327.057 15.093 0.009
 56328.068 15.117 0.009
 56329.052 15.134 0.011
 56330.048 15.188 0.010
 56331.027 15.206 0.010
 56332.023 15.238 0.009
 56336.054 15.353 0.010
 56337.070 15.409 0.009
 56340.068 15.466 0.012
 56343.067 15.559 0.010
 56346.102 15.657 0.011
 56351.084 15.793 0.010
 56354.050 15.897 0.011
 56357.053 15.990 0.011
 56360.013 16.058 0.011
 56364.031 16.177 0.010
 56366.007 16.227 0.011
 56368.008 16.274 0.013
 56369.012 16.305 0.013
 56370.051 16.345 0.012
 56371.999 16.395 0.012
 56375.996 16.518 0.013
 56379.018 16.575 0.013
 56381.995 16.666 0.012
 56384.989 16.748 0.012
 56387.979 16.830 0.013
 56397.978 17.085 0.016
 56402.971 17.195 0.014
 56411.964 17.405 0.020
 56445.442 18.133 0.040
 56575.184 20.614 0.039
 56575.187 20.622 0.038
 56578.177 20.615 0.036
 56578.179 20.620 0.037
 56581.307 20.714 0.095
 56594.273 20.813 0.049
 56620.133 21.287 0.067
filter u
 56230.213 14.985 0.016
 56230.217 14.975 0.015
 56231.213 14.220 0.017
 56232.201 13.695 0.017
 56232.205 13.688 0.016
 56233.113 13.351 0.018
 56234.131 13.061 0.019
 56235.077 12.873 0.018
 56235.079 12.895 0.017
 56235.081 12.898 0.016
 56235.083 12.901 0.017
 56235.085 12.896 0.017
 56235.087 12.895 0.017
 56235.090 12.901 0.017
 56236.189 12.773 0.018
 56236.191 12.758 0.017
 56238.220 12.579 0.019
 56238.222 12.594 0.017
 56239.174 12.548 0.015
 56239.176 12.561 0.015
 56239.178 12.566 0.015
 56239.180 12.565 0.015
 56239.182 12.564 0.015
 56241.177 12.559 0.015
 56242.142 12.582 0.016
 56243.126 12.621 0.019
 56244.160 12.649 0.015
 56245.110 12.687 0.019
 56246.135 12.734 0.017
 56247.149 12.776 0.018
 56248.127 12.833 0.015
 56249.167 12.890 0.016
 56250.167 12.967 0.021
 56251.132 13.053 0.019
 56252.032 13.110 0.019
 56252.319 13.125 0.016
 56253.028 13.208 0.016
 56253.210 13.222 0.016
 56254.149 13.329 0.017
 56255.172 13.434 0.018
 56256.108 13.537 0.018
 56257.101 13.655 0.018
 56258.125 13.765 0.018
 56259.094 13.884 0.018
 56261.123 14.096 0.016
 56262.158 14.240 0.016
 56263.146 14.334 0.015
 56264.192 14.445 0.016
 56265.136 14.523 0.017
 56266.145 14.630 0.016
 56267.152 14.726 0.017
 56268.236 14.816 0.015
 56269.283 14.912 0.017
 56270.238 14.985 0.015
 56271.243 15.065 0.017
 56272.236 15.125 0.015
 56273.216 15.209 0.016
 56274.194 15.284 0.016
 56275.217 15.341 0.017
 56276.251 15.409 0.017
 56278.105 15.520 0.016
 56279.243 15.581 0.017
 56280.221 15.617 0.016
 56281.170 15.648 0.015
 56282.264 15.683 0.016
 56283.179 15.736 0.016
 56284.222 15.754 0.016
 56285.160 15.806 0.016
 56286.152 15.820 0.017
 56288.230 15.860 0.017
 56289.106 15.877 0.017
 56292.151 15.950 0.016
 56293.195 15.944 0.016
 56294.185 15.958 0.015
 56295.161 15.963 0.016
 56296.103 15.988 0.016
 56297.173 16.010 0.015
 56299.185 16.041 0.016
 56305.102 16.134 0.016
 56308.052 16.188 0.017
 56311.117 16.253 0.017
 56314.098 16.289 0.016
 56315.139 16.297 0.019
 56316.063 16.351 0.017
 56317.083 16.369 0.017
 56320.073 16.420 0.018
 56321.059 16.439 0.017
 56322.094 16.470 0.016
 56323.122 16.472 0.016
 56324.070 16.492 0.016
 56325.068 16.532 0.016
 56326.089 16.540 0.016
 56327.062 16.544 0.017
 56328.072 16.588 0.017
 56329.056 16.602 0.016
 56330.052 16.620 0.017
 56331.032 16.651 0.016
 56332.028 16.663 0.016
 56336.060 16.758 0.016
 56337.076 16.794 0.017
 56340.074 16.840 0.016
 56343.072 16.922 0.017
 56346.109 17.012 0.027
 56351.094 17.088 0.018
 56354.056 17.163 0.016
 56357.059 17.242 0.017
 56360.019 17.300 0.016
 56364.038 17.396 0.018
 56366.013 17.449 0.017
 56368.014 17.506 0.017
 56369.019 17.500 0.017
 56370.059 17.524 0.032
 56372.007 17.551 0.018
 56376.004 17.683 0.022
 56379.026 17.724 0.025
 56384.997 17.852 0.019
 56387.987 17.933 0.021
 56397.983 18.100 0.030
 56578.188 21.220 0.048
filter V
 56230.185 13.992 0.012
 56230.186 13.997 0.011
 56230.188 13.990 0.010
 56230.191 13.990 0.015
 56231.189 13.532 0.012
 56231.191 13.526 0.011
 56231.194 13.528 0.011
 56232.185 13.178 0.009
 56233.126 12.931 0.010
 56234.166 12.707 0.011
 56235.112 12.533 0.013
 56235.113 12.531 0.011
 56235.114 12.559 0.011
 56235.115 12.562 0.012
 56235.116 12.561 0.013
 56235.116 12.568 0.013
 56235.117 12.569 0.013
 56236.186 12.413 0.013
 56236.187 12.417 0.013
 56238.215 12.190 0.013
 56238.216 12.196 0.015
 56239.185 12.126 0.010
 56239.185 12.131 0.010
 56239.186 12.131 0.011
 56239.187 12.131 0.010
 56239.188 12.128 0.011
 56241.157 12.051 0.010
 56242.147 12.016 0.011
 56243.131 12.002 0.012
 56244.150 11.994 0.010
 56245.113 11.981 0.016
 56246.138 12.000 0.013
 56247.152 12.015 0.012
 56248.119 12.035 0.010
 56249.159 12.060 0.011
 56250.169 12.118 0.016
 56250.171 12.102 0.017
 56251.135 12.141 0.015
 56252.018 12.182 0.013
 56252.322 12.193 0.010
 56253.016 12.237 0.010
 56253.202 12.265 0.011
 56254.140 12.311 0.010
 56255.160 12.390 0.013
 56256.103 12.433 0.015
 56257.093 12.497 0.012
 56258.127 12.582 0.013
 56259.086 12.629 0.011
 56261.112 12.714 0.011
 56261.114 12.716 0.010
 56262.149 12.772 0.012
 56263.150 12.791 0.011
 56264.185 12.837 0.011
 56265.127 12.885 0.012
 56266.148 12.896 0.011
 56267.155 12.935 0.013
 56268.239 12.985 0.010
 56269.285 13.028 0.013
 56270.241 13.065 0.011
 56271.245 13.116 0.013
 56272.242 13.141 0.012
 56273.210 13.186 0.012
 56274.189 13.250 0.012
 56275.219 13.305 0.014
 56276.253 13.371 0.013
 56278.108 13.515 0.011
 56279.238 13.587 0.013
 56280.228 13.667 0.012
 56281.175 13.716 0.011
 56282.267 13.784 0.009
 56283.182 13.831 0.011
 56284.215 13.897 0.009
 56285.151 13.938 0.013
 56286.157 13.973 0.012
 56288.234 14.041 0.011
 56289.096 14.079 0.012
 56292.143 14.184 0.011
 56293.188 14.205 0.011
 56294.177 14.245 0.011
 56295.153 14.266 0.011
 56296.107 14.294 0.013
 56297.165 14.319 0.009
 56299.190 14.374 0.009
 56305.105 14.547 0.011
 56308.040 14.623 0.013
 56311.108 14.700 0.012
 56314.091 14.781 0.011
 56315.133 14.815 0.012
 56316.056 14.825 0.011
 56317.087 14.850 0.012
 56320.076 14.929 0.011
 56321.061 14.947 0.011
 56322.098 14.968 0.012
 56323.126 14.986 0.013
 56324.073 15.022 0.012
 56325.060 15.033 0.012
 56326.092 15.055 0.011
 56327.052 15.083 0.011
 56328.075 15.119 0.011
 56329.059 15.120 0.013
 56330.045 15.165 0.013
 56331.024 15.175 0.011
 56332.020 15.192 0.011
 56336.066 15.288 0.011
 56337.065 15.320 0.011
 56340.078 15.390 0.012
 56343.077 15.432 0.011
 56346.098 15.510 0.014
 56351.077 15.593 0.011
 56354.040 15.676 0.013
 56357.049 15.731 0.011
 56360.010 15.780 0.011
 56364.026 15.850 0.011
 56366.001 15.897 0.011
 56368.001 15.932 0.011
 56370.037 15.978 0.010
 56371.993 16.000 0.011
 56376.009 16.081 0.010
 56379.006 16.124 0.012
 56381.981 16.194 0.011
 56384.984 16.237 0.011
 56387.974 16.270 0.012
 56397.969 16.484 0.018
 56402.966 16.542 0.013
 56445.436 17.177 0.014
 56575.167 19.083 0.065
 56575.170 19.065 0.065
 56578.159 19.117 0.065
 56578.162 19.133 0.065
 56581.324 19.096 0.019
 56583.340 19.055 0.044
 56584.220 19.090 0.077
 56584.223 19.157 0.036
 56585.168 19.058 0.060
 56585.211 19.194 0.069
 56586.317 19.084 0.033
 56594.258 19.181 0.018
 56601.283 19.273 0.025
 56648.273 20.090 0.039
filter Y
 56231.343 13.631 0.027
 56232.370 13.358 0.022
 56233.365 13.153 0.022
 56234.198 13.061 0.025
 56234.356 13.017 0.022
 56235.226 12.979 0.022
 56235.344 12.975 0.022
 56236.167 12.929 0.025
 56237.095 12.894 0.025
 56241.366 13.024 0.026
 56244.374 13.236 0.022
 56246.366 13.503 0.022
 56248.371 13.640 0.022
 56249.377 13.665 0.022
 56251.357 13.804 0.022
 56252.341 13.902 0.027
 56253.182 13.861 0.022
 56254.170 13.899 0.022
 56256.340 13.976 0.022
 56258.087 13.911 0.026
 56259.093 13.875 0.025
 56264.086 13.525 0.022
 56265.115 13.459 0.026
 56266.116 13.381 0.026
 56281.073 12.650 0.022
 56284.090 12.911 0.022
 56287.236 13.094 0.022
 56293.113 13.437 0.026
 56295.054 13.522 0.022
 56296.126 13.595 0.026
 56297.149 13.655 0.026
 56298.029 13.598 0.022
 56304.041 13.919 0.022
 56318.080 14.767 0.022
 56326.055 15.170 0.022
 56327.043 15.222 0.022
 56342.092 15.861 0.025
 56343.100 15.905 0.034
 56345.063 16.003 0.026
 56346.039 16.023 0.027
 56349.079 16.138 0.026
 56352.061 16.215 0.025
 56378.001 16.911 0.022
 56382.018 17.003 0.023
 56583.109 20.043 0.054
filter Jd
 56234.214 12.953 0.020
 56235.238 12.848 0.020
 56236.177 12.799 0.020
 56237.107 12.745 0.020
 56253.199 13.807 0.020
 56254.181 13.984 0.020
 56258.098 14.521 0.020
 56259.104 14.530 0.020
 56264.097 14.459 0.020
 56265.119 14.432 0.025
 56266.119 14.393 0.025
 56284.102 14.163 0.020
 56287.254 14.438 0.025
 56293.108 14.871 0.025
 56295.072 15.017 0.020
 56296.116 15.092 0.025
 56297.165 15.148 0.025
 56318.104 16.388 0.021
 56326.077 16.859 0.021
 56327.071 16.900 0.021
 56342.113 17.587 0.025
 56343.077 17.565 0.028
 56345.090 17.693 0.039
 56346.065 17.709 0.033
 56349.072 17.741 0.031
 56352.091 17.871 0.022
 56378.023 18.591 0.044
 56382.045 18.723 0.036
 56583.176 18.799 0.038
 56667.090 18.988 0.041
