ASAS15bm 0.0208 226.4649 -5.6270
filter B
 57046.360 16.536 0.009
 57047.335 16.407 0.016
 57048.343 16.251 0.011
 57049.352 16.180 0.016
 57055.377 16.065 0.007
 57056.380 16.066 0.014
 57056.381 16.110 0.012
 57057.371 16.105 0.015
 57059.359 16.193 0.013
 57060.351 16.251 0.012
 57060.352 16.294 0.014
 57067.374 16.878 0.013
 57068.380 17.009 0.028
 57069.377 17.040 0.021
 57075.400 17.698 0.027
 57080.403 18.250 0.028
 57082.403 18.349 0.026
 57083.403 18.475 0.028
 57094.371 19.096 0.045
 57100.359 19.123 0.034
 57117.337 19.294 0.064
 57126.296 19.354 0.029
 57131.358 19.577 0.042
 57137.280 19.515 0.034
filter g
 57046.345 16.433 0.007
 57047.329 16.289 0.012
 57048.336 16.180 0.011
 57049.345 16.071 0.018
 57055.367 15.951 0.009
 57055.368 15.965 0.007
 57056.385 15.963 0.010
 57057.365 15.973 0.017
 57058.337 16.053 0.013
 57059.365 16.042 0.008
 57060.355 16.090 0.008
 57067.378 16.584 0.012
 57068.383 16.647 0.033
 57069.370 16.755 0.025
 57075.389 17.297 0.015
 57080.407 17.815 0.025
 57082.408 17.968 0.028
 57083.393 18.070 0.018
 57094.359 18.706 0.057
 57100.367 18.885 0.053
 57117.321 19.015 0.057
 57126.306 19.283 0.039
 57131.368 19.344 0.059
 57137.287 19.650 0.068
filter i
 57046.347 16.598 0.013
 57047.330 16.499 0.013
 57048.337 16.419 0.016
 57049.346 16.360 0.018
 57055.370 16.492 0.012
 57056.387 16.432 0.016
 57057.366 16.463 0.023
 57058.339 16.510 0.019
 57059.366 16.506 0.012
 57060.357 16.545 0.014
 57067.380 17.089 0.017
 57068.386 17.057 0.023
 57069.371 17.082 0.022
 57075.390 16.882 0.017
 57080.410 16.810 0.018
 57082.411 16.824 0.019
 57083.394 16.851 0.016
 57094.361 17.546 0.028
 57100.369 17.852 0.026
 57117.322 18.524 0.039
 57126.309 18.842 0.037
 57131.370 19.022 0.047
filter Hd
 57049.367 16.306 0.021
 57051.362 16.483 0.030
 57052.380 16.423 0.016
 57054.377 16.477 0.019
 57060.340 16.645 0.029
 57064.373 16.822 0.033
filter r
 57046.343 16.333 0.009
 57047.327 16.200 0.012
 57048.334 16.102 0.011
 57049.344 15.955 0.017
 57055.369 15.807 0.009
 57056.386 15.767 0.008
 57057.363 15.806 0.017
 57058.337 15.856 0.012
 57059.364 15.820 0.008
 57060.354 15.859 0.010
 57067.379 16.365 0.011
 57068.385 16.439 0.021
 57069.369 16.458 0.016
 57075.388 16.493 0.013
 57080.409 16.654 0.011
 57082.409 16.742 0.013
 57083.391 16.835 0.015
 57094.358 17.460 0.022
 57100.365 17.709 0.020
 57117.319 18.198 0.030
 57126.304 18.473 0.027
 57131.365 18.617 0.030
filter u
 57046.349 17.329 0.021
 57047.332 17.123 0.020
 57048.339 17.032 0.022
 57049.349 16.936 0.017
 57055.373 16.934 0.019
 57056.389 16.998 0.017
 57057.368 17.072 0.019
 57058.342 17.198 0.030
 57059.369 17.181 0.019
 57060.360 17.283 0.016
 57067.382 18.179 0.024
 57068.388 18.364 0.036
 57069.373 18.438 0.028
 57075.393 19.278 0.042
 57083.398 19.976 0.079
 57100.382 20.612 0.117
filter V
 57046.363 16.422 0.010
 57047.333 16.271 0.014
 57048.342 16.149 0.014
 57049.351 16.074 0.016
 57055.375 15.856 0.009
 57056.382 15.868 0.010
 57057.370 15.864 0.013
 57058.335 15.917 0.012
 57059.361 15.928 0.010
 57067.376 16.349 0.011
 57068.382 16.388 0.018
 57069.375 16.438 0.017
 57075.398 16.773 0.012
 57080.405 17.085 0.014
 57082.405 17.245 0.016
 57083.401 17.317 0.014
 57117.333 18.558 0.038
filter Y
 57049.362 16.242 0.014
 57051.348 16.227 0.017
 57052.366 16.320 0.012
 57054.363 16.448 0.013
 57060.335 17.033 0.022
 57064.362 17.155 0.026
filter Jd
 57049.372 16.078 0.018
 57051.372 16.097 0.022
 57052.386 16.135 0.010
 57054.382 16.227 0.010
 57060.345 16.724 0.016
 57064.378 17.536 0.036
