ASAS15eb 0.0165 121.5308 -22.5636
filter B
 57081.095 15.862 0.008
 57082.068 15.905 0.007
 57083.103 15.912 0.009
 57084.071 15.952 0.009
 57085.104 15.997 0.012
 57086.072 16.048 0.012
 57087.104 16.119 0.010
 57088.066 16.149 0.012
 57089.108 16.222 0.011
 57090.088 16.344 0.012
 57091.073 16.429 0.014
 57092.092 16.545 0.019
 57093.084 16.645 0.017
 57094.068 16.744 0.018
 57095.107 16.861 0.022
 57096.051 17.023 0.021
 57097.138 17.200 0.017
 57098.075 17.356 0.020
 57099.076 17.522 0.016
 57101.091 17.828 0.015
 57104.044 18.218 0.037
 57110.041 18.656 0.025
 57112.054 18.647 0.026
filter g
 57081.098 15.826 0.007
 57082.061 15.806 0.008
 57083.106 15.844 0.009
 57084.074 15.828 0.009
 57085.098 15.889 0.013
 57086.062 15.933 0.010
 57087.110 16.006 0.008
 57088.058 16.053 0.012
 57089.113 16.091 0.012
 57090.094 16.189 0.013
 57091.077 16.266 0.012
 57092.098 16.337 0.013
 57093.077 16.442 0.015
 57094.060 16.540 0.019
 57095.111 16.613 0.019
 57096.043 16.765 0.024
 57097.121 16.913 0.020
 57098.082 17.061 0.023
 57099.056 17.138 0.024
 57101.066 17.380 0.013
 57104.054 17.917 0.036
 57110.019 18.196 0.026
 57112.037 18.356 0.024
filter i
 57081.100 16.214 0.019
 57082.062 16.198 0.021
 57083.108 16.255 0.021
 57084.076 16.317 0.022
 57085.099 16.317 0.037
 57086.064 16.394 0.023
 57087.112 16.458 0.021
 57088.059 16.510 0.032
 57089.117 16.620 0.039
 57090.095 16.779 0.036
 57091.078 16.945 0.031
 57092.099 17.030 0.036
 57093.079 17.078 0.038
 57094.062 17.057 0.038
 57095.114 17.201 0.063
 57096.045 17.101 0.040
 57097.124 16.994 0.054
 57098.087 16.995 0.040
 57101.069 16.827 0.018
 57104.057 16.813 0.045
 57112.040 17.290 0.033
filter r
 57081.099 15.835 0.014
 57082.060 15.778 0.014
 57083.107 15.786 0.013
 57084.075 15.778 0.013
 57085.097 15.802 0.020
 57086.060 15.846 0.017
 57087.108 15.882 0.011
 57088.056 15.924 0.017
 57089.112 16.046 0.016
 57090.093 16.178 0.021
 57091.076 16.339 0.019
 57092.096 16.424 0.024
 57093.076 16.530 0.023
 57094.059 16.543 0.026
 57095.112 16.567 0.025
 57096.042 16.640 0.036
 57097.118 16.613 0.026
 57098.085 16.698 0.028
 57099.053 16.639 0.027
 57101.062 16.690 0.015
 57104.052 16.895 0.032
 57110.014 17.435 0.031
 57112.035 17.459 0.021
filter u
 57081.102 16.306 0.011
 57082.064 16.346 0.011
 57083.110 16.451 0.012
 57084.078 16.537 0.013
 57085.101 16.640 0.015
 57086.066 16.737 0.014
 57087.114 16.850 0.020
 57088.061 16.990 0.016
 57089.115 17.089 0.017
 57090.096 17.203 0.017
 57091.080 17.374 0.020
 57092.101 17.471 0.019
 57093.080 17.610 0.023
 57094.064 17.798 0.025
 57095.115 17.944 0.032
 57096.047 18.114 0.029
 57097.129 18.361 0.021
 57098.092 18.578 0.025
 57099.064 18.694 0.024
 57101.076 19.009 0.031
 57104.062 19.710 0.057
 57110.029 19.760 0.066
 57112.045 19.980 0.078
filter V
 57081.096 15.863 0.012
 57082.067 15.828 0.010
 57083.104 15.796 0.014
 57084.072 15.828 0.012
 57085.103 15.882 0.017
 57086.068 15.899 0.014
 57087.106 15.953 0.012
 57088.064 16.010 0.016
 57089.110 16.077 0.016
 57090.090 16.160 0.015
 57091.074 16.201 0.018
 57092.094 16.286 0.022
 57093.083 16.388 0.023
 57094.066 16.440 0.023
 57095.109 16.463 0.026
 57096.050 16.540 0.028
 57097.134 16.665 0.017
 57098.079 16.695 0.020
 57099.071 16.806 0.022
 57101.086 16.991 0.014
 57104.048 17.302 0.036
 57110.037 17.638 0.026
 57112.050 17.852 0.026
