CSP15B 0.0199 206.8005 -24.3714
filter B
 57066.268 16.531 0.009
 57067.337 16.435 0.010
 57069.316 16.383 0.011
 57076.225 16.805 0.015
 57080.294 17.314 0.014
 57083.309 17.733 0.016
 57084.269 17.849 0.020
 57085.335 17.968 0.016
 57086.292 18.162 0.028
 57087.226 18.224 0.029
 57088.271 18.275 0.025
 57093.285 18.759 0.025
 57094.272 18.868 0.026
 57095.294 18.973 0.028
 57096.284 19.021 0.027
 57097.310 19.098 0.027
 57098.311 19.163 0.029
 57099.271 19.180 0.026
 57101.271 19.291 0.029
 57104.237 19.285 0.030
 57109.290 19.430 0.029
 57111.264 19.462 0.030
 57113.245 19.455 0.035
 57120.265 19.512 0.041
 57122.231 19.636 0.044
 57129.230 19.595 0.037
filter g
 57066.261 16.430 0.008
 57067.340 16.355 0.009
 57068.318 16.297 0.011
 57069.319 16.284 0.009
 57075.289 16.500 0.012
 57076.218 16.560 0.012
 57080.298 16.965 0.009
 57082.324 17.235 0.013
 57083.313 17.336 0.012
 57084.260 17.451 0.015
 57085.339 17.574 0.013
 57086.278 17.703 0.018
 57087.232 17.872 0.024
 57088.258 17.964 0.027
 57093.275 18.457 0.025
 57094.263 18.543 0.033
 57098.318 18.840 0.024
 57099.283 18.844 0.024
 57104.221 19.060 0.037
 57109.273 19.113 0.023
 57113.230 19.139 0.033
 57120.251 19.304 0.039
 57122.216 19.208 0.037
filter i
 57066.263 16.625 0.015
 57067.343 16.595 0.015
 57068.319 16.580 0.017
 57069.321 16.590 0.014
 57075.290 16.734 0.016
 57076.219 16.883 0.019
 57080.301 17.105 0.017
 57083.316 17.039 0.022
 57084.262 17.092 0.025
 57085.343 16.970 0.021
 57086.280 16.931 0.023
 57087.233 16.913 0.024
 57088.259 16.935 0.017
 57093.276 17.187 0.024
 57094.264 17.239 0.025
 57095.300 17.422 0.023
 57096.291 17.419 0.023
 57097.325 17.588 0.029
 57098.323 17.631 0.022
 57099.286 17.703 0.019
 57101.255 17.756 0.021
 57104.224 17.949 0.057
 57109.276 18.148 0.025
 57111.289 18.278 0.034
 57113.232 18.436 0.036
 57120.253 18.710 0.039
 57122.218 18.721 0.035
 57129.224 18.808 0.052
filter r
 57066.260 16.290 0.009
 57067.341 16.216 0.010
 57068.316 16.175 0.012
 57069.320 16.125 0.010
 57075.288 16.200 0.012
 57076.216 16.279 0.013
 57080.299 16.537 0.009
 57082.322 16.625 0.015
 57083.314 16.654 0.011
 57084.259 16.650 0.014
 57085.340 16.679 0.012
 57086.277 16.725 0.014
 57087.231 16.725 0.013
 57088.256 16.771 0.015
 57093.274 17.166 0.019
 57094.261 17.320 0.022
 57095.298 17.385 0.020
 57096.290 17.448 0.021
 57097.322 17.503 0.028
 57098.320 17.621 0.021
 57099.279 17.631 0.020
 57101.250 17.753 0.016
 57104.218 17.815 0.026
 57109.271 17.942 0.021
 57111.287 18.129 0.021
 57113.228 18.204 0.022
 57120.249 18.384 0.029
 57122.214 18.461 0.024
 57129.220 18.718 0.031
filter u
 57066.265 17.259 0.019
 57067.345 17.238 0.017
 57068.321 17.227 0.017
 57069.323 17.260 0.017
 57075.292 17.914 0.023
 57076.221 18.067 0.022
 57080.303 18.634 0.027
 57082.328 18.976 0.034
 57083.318 19.114 0.038
 57084.264 19.228 0.065
 57085.346 19.501 0.051
 57086.284 19.539 0.071
 57088.264 19.637 0.079
 57093.279 20.183 0.073
 57094.267 20.192 0.068
 57095.303 20.383 0.084
 57096.301 20.353 0.060
 57097.331 20.370 0.062
 57098.328 20.472 0.061
 57099.292 20.518 0.061
 57109.281 20.850 0.090
 57111.276 20.916 0.074
filter V
 57066.267 16.430 0.010
 57067.339 16.344 0.011
 57068.323 16.294 0.013
 57069.317 16.245 0.010
 57075.286 16.275 0.013
 57076.224 16.334 0.013
 57080.296 16.628 0.011
 57082.331 16.771 0.015
 57083.311 16.843 0.014
 57084.267 16.903 0.012
 57085.337 16.995 0.014
 57086.289 17.050 0.015
 57087.229 17.109 0.016
 57088.269 17.234 0.018
 57093.283 17.708 0.022
 57094.270 17.735 0.026
 57095.292 17.851 0.024
 57096.286 17.922 0.024
 57098.315 18.026 0.023
 57099.275 18.129 0.023
 57104.234 18.282 0.026
 57109.286 18.402 0.021
 57111.268 18.510 0.029
 57113.242 18.574 0.034
 57120.262 18.670 0.035
 57122.228 18.810 0.035
 57129.226 18.912 0.032
filter Y
 57066.367 16.405 0.012
 57092.237 16.206 0.011
filter Jd
 57092.250 16.985 0.019
