ASAS14kq 0.0336 356.3146 -29.7837
filter B
 56985.054 16.802 0.008
 56987.108 16.664 0.009
 56994.089 16.679 0.014
 56995.058 16.724 0.013
 56996.086 16.781 0.013
 56997.147 16.855 0.017
 56998.110 16.909 0.014
 56999.040 16.991 0.010
 57000.139 17.086 0.013
 57001.068 17.167 0.008
 57002.119 17.258 0.013
 57003.156 17.356 0.011
 57005.102 17.548 0.011
 57007.061 17.756 0.025
 57009.075 17.948 0.013
 57011.046 18.163 0.011
 57013.058 18.380 0.013
 57019.064 18.908 0.028
 57021.055 19.046 0.030
 57023.052 19.238 0.054
 57025.034 19.289 0.047
 57027.044 19.221 0.093
 57027.046 19.438 0.136
 57034.052 19.650 0.028
 57041.065 19.769 0.031
filter g
 56985.047 16.775 0.010
 56987.102 16.637 0.009
 56994.082 16.587 0.012
 56995.051 16.624 0.013
 56996.088 16.695 0.012
 56997.149 16.729 0.016
 56998.100 16.806 0.013
 56999.043 16.879 0.012
 57000.123 16.935 0.015
 57001.072 17.010 0.011
 57002.123 17.077 0.011
 57003.145 17.170 0.010
 57005.110 17.312 0.010
 57007.066 17.516 0.029
 57009.063 17.651 0.012
 57011.049 17.837 0.012
 57013.061 18.025 0.015
 57019.050 18.547 0.028
 57021.039 18.646 0.027
 57023.036 18.864 0.045
 57025.040 18.927 0.032
 57027.033 19.050 0.115
 57027.034 19.046 0.104
 57034.042 19.344 0.024
 57041.053 19.559 0.022
filter i
 56985.049 17.269 0.016
 56987.101 17.257 0.015
 56994.084 17.361 0.021
 56995.054 17.398 0.020
 56996.094 17.425 0.023
 56997.151 17.458 0.025
 56998.102 17.514 0.026
 56999.044 17.567 0.025
 57000.125 17.648 0.026
 57001.073 17.705 0.025
 57001.079 17.681 0.019
 57002.125 17.782 0.020
 57003.147 17.874 0.020
 57005.109 17.999 0.021
 57007.068 18.021 0.057
 57009.065 17.957 0.023
 57011.051 17.887 0.023
 57013.064 17.876 0.019
 57019.052 17.825 0.025
 57021.038 17.806 0.021
 57023.040 17.859 0.020
 57025.043 17.970 0.018
 57027.038 17.986 0.034
 57027.039 18.074 0.037
 57034.044 18.538 0.023
 57041.058 18.869 0.036
filter r
 56985.048 16.929 0.013
 56987.099 16.835 0.016
 56994.083 16.654 0.016
 56995.052 16.703 0.018
 56996.089 16.737 0.013
 56997.150 16.749 0.017
 56998.101 16.777 0.015
 56999.044 16.831 0.013
 57000.123 16.873 0.015
 57001.072 16.957 0.013
 57002.123 16.989 0.013
 57003.144 17.074 0.015
 57005.106 17.157 0.012
 57007.065 17.337 0.041
 57009.064 17.298 0.012
 57011.050 17.323 0.014
 57013.062 17.355 0.011
 57019.049 17.533 0.013
 57021.035 17.640 0.015
 57023.038 17.724 0.017
 57025.042 17.826 0.013
 57027.035 17.929 0.036
 57027.037 17.919 0.031
 57034.039 18.336 0.019
 57041.056 18.529 0.015
filter u
 56985.051 17.436 0.015
 56987.104 17.234 0.012
 56994.086 17.398 0.024
 56995.055 17.503 0.022
 56996.092 17.590 0.022
 56997.158 17.763 0.035
 56998.105 17.816 0.023
 56999.047 17.944 0.018
 57000.134 18.084 0.029
 57001.076 18.208 0.017
 57002.128 18.319 0.024
 57003.150 18.404 0.022
 57005.113 18.759 0.025
 57007.069 19.013 0.040
 57009.069 19.295 0.038
 57011.055 19.571 0.041
 57013.068 19.756 0.051
 57019.056 20.292 0.085
 57021.044 20.428 0.101
filter V
 56985.053 16.865 0.012
 56987.106 16.746 0.012
 56994.087 16.691 0.015
 56995.057 16.695 0.016
 56996.087 16.706 0.017
 56997.148 16.746 0.018
 56998.112 16.792 0.019
 56999.042 16.860 0.016
 57000.137 16.913 0.016
 57001.070 16.911 0.015
 57002.121 16.986 0.015
 57003.154 17.030 0.017
 57005.104 17.149 0.013
 57007.059 17.287 0.013
 57009.073 17.391 0.015
 57011.048 17.486 0.015
 57013.060 17.616 0.015
 57019.062 17.946 0.020
 57021.051 18.044 0.020
 57023.050 18.161 0.026
 57025.037 18.313 0.026
 57027.041 18.508 0.064
 57027.042 18.427 0.061
 57034.049 18.791 0.019
 57041.061 18.994 0.021
filter Y
 56990.097 17.415 0.021
 56992.089 17.567 0.026
 57003.093 18.002 0.022
 57031.034 17.381 0.027
filter Jd
 56990.124 17.287 0.016
 56992.130 17.421 0.015
 57031.045 18.288 0.098
