LSQ15alq 0.0471 197.3273 -25.8723
filter B
 57142.217 19.224 0.029
 57143.216 18.888 0.024
 57146.240 18.147 0.036
 57146.243 18.168 0.035
 57148.273 17.892 0.021
 57151.199 17.602 0.012
 57152.276 17.582 0.012
 57153.200 17.575 0.012
 57154.188 17.575 0.013
 57155.217 17.583 0.012
 57156.174 17.555 0.015
 57157.199 17.629 0.013
 57158.170 17.685 0.013
 57159.232 17.748 0.010
 57160.266 17.833 0.011
 57161.216 17.895 0.013
 57162.171 17.972 0.013
 57163.206 18.084 0.014
 57164.160 18.179 0.014
 57165.176 18.274 0.017
 57166.171 18.403 0.012
 57174.091 19.443 0.048
 57175.082 19.471 0.048
 57176.122 19.703 0.093
 57176.124 19.533 0.074
 57177.151 19.760 0.080
 57177.154 19.768 0.090
 57178.133 19.814 0.064
 57178.137 19.774 0.051
 57179.168 19.840 0.115
 57180.132 20.036 0.049
 57181.078 20.088 0.033
 57182.128 20.114 0.033
filter i
 57142.236 19.177 0.024
 57143.204 18.899 0.023
 57146.226 18.232 0.027
 57146.228 18.195 0.024
 57148.282 18.028 0.018
 57151.210 17.912 0.015
 57152.269 17.913 0.015
 57153.193 17.949 0.013
 57154.182 18.004 0.015
 57155.227 18.049 0.014
 57156.168 18.049 0.018
 57157.191 18.058 0.016
 57158.179 18.069 0.014
 57159.226 18.111 0.016
 57160.276 18.129 0.019
 57161.208 18.222 0.016
 57162.164 18.308 0.013
 57163.215 18.404 0.019
 57164.153 18.475 0.019
 57165.191 18.560 0.057
 57166.182 18.609 0.015
 57174.108 18.554 0.022
 57175.102 18.593 0.024
 57176.134 18.510 0.027
 57176.136 18.501 0.028
 57177.171 18.611 0.094
 57177.172 18.410 0.071
 57177.173 18.500 0.101
 57178.151 18.494 0.023
 57178.154 18.514 0.019
 57179.166 18.488 0.033
 57180.126 18.524 0.020
 57181.089 18.522 0.017
 57182.119 18.521 0.016
filter Hd
 57151.212 18.090 0.103
 57152.298 17.931 0.134
 57153.158 18.056 0.063
filter r
 57142.230 20.476 0.017
 57143.198 18.797 0.018
 57146.221 18.103 0.027
 57146.224 18.114 0.023
 57148.279 17.859 0.017
 57151.207 17.591 0.009
 57152.266 17.537 0.009
 57153.189 17.523 0.009
 57154.180 17.507 0.010
 57155.224 17.490 0.011
 57156.164 17.537 0.015
 57157.188 17.491 0.012
 57158.177 17.512 0.011
 57159.220 17.526 0.018
 57159.223 17.522 0.009
 57160.272 17.558 0.009
 57161.205 17.607 0.015
 57162.162 17.642 0.009
 57163.212 17.710 0.009
 57164.149 17.780 0.009
 57165.187 17.846 0.014
 57166.177 17.894 0.008
 57174.103 18.215 0.021
 57175.097 18.232 0.019
 57176.130 18.226 0.024
 57176.132 18.232 0.024
 57177.167 18.290 0.075
 57177.168 18.234 0.056
 57177.169 18.352 0.058
 57178.146 18.340 0.022
 57178.149 18.340 0.016
 57179.165 18.343 0.023
 57180.123 18.425 0.016
 57181.086 18.468 0.011
 57182.115 18.537 0.013
filter V
 57142.223 19.240 0.024
 57143.210 18.918 0.025
 57146.235 18.095 0.029
 57146.237 18.149 0.034
 57148.277 17.901 0.019
 57151.203 17.615 0.012
 57152.273 17.579 0.011
 57153.197 17.571 0.011
 57154.185 17.549 0.012
 57155.214 17.541 0.011
 57156.171 17.545 0.014
 57157.195 17.558 0.012
 57158.173 17.580 0.012
 57159.229 17.601 0.010
 57160.269 17.636 0.012
 57161.212 17.679 0.013
 57162.167 17.735 0.011
 57163.209 17.766 0.011
 57164.156 17.805 0.011
 57165.182 17.893 0.019
 57166.166 17.945 0.012
 57174.097 18.511 0.023
 57175.089 18.582 0.028
 57176.126 18.578 0.039
 57176.128 18.609 0.043
 57177.157 18.665 0.042
 57178.140 18.758 0.025
 57178.143 18.777 0.028
 57179.167 18.786 0.045
 57180.129 18.976 0.023
 57181.081 19.020 0.017
 57182.123 19.084 0.016
filter Y
 57142.232 18.995 0.041
 57144.123 18.597 0.037
 57151.198 17.846 0.025
 57152.293 17.937 0.045
 57153.153 17.931 0.022
filter Jd
 57151.218 17.709 0.031
 57152.277 17.820 0.038
 57153.139 17.829 0.028
