ASAS14hu 0.0216 100.8622 -69.6374
filter B
 56971.341 17.336 0.013
 56972.283 17.411 0.015
 56976.302 17.605 0.017
 56977.301 17.679 0.015
 56978.351 17.702 0.016
 56984.278 17.886 0.013
 56995.221 18.208 0.019
 57001.230 18.349 0.018
 57004.251 18.403 0.016
 57005.259 18.411 0.013
 57013.224 18.625 0.014
 57023.273 18.837 0.037
 57030.222 19.028 0.030
 57036.149 19.103 0.017
 57064.144 19.406 0.031
 57076.143 19.788 0.023
filter Y
 56929.363 16.262 0.008
 56931.336 16.283 0.009
 56936.317 16.651 0.011
 56942.342 17.140 0.013
 56966.235 16.305 0.009
 56974.320 16.426 0.008
 57029.224 19.138 0.062
 57031.176 19.173 0.043
 57060.124 19.964 0.080
filter Jd
 56929.380 16.192 0.007
 56931.352 16.188 0.009
 56936.333 16.450 0.008
 56942.371 17.043 0.009
 56966.261 17.427 0.018
 56974.349 17.559 0.011
