SN2014I 0.0300 85.5825 -25.5444
filter B
 56726.050 20.908 0.099
 56742.031 21.189 0.087
 56749.994 21.363 0.080
 56750.005 21.187 0.076
filter V
 56676.157 16.932 0.011
 56677.083 16.825 0.016
 56678.196 16.678 0.011
 56679.153 16.585 0.007
 56680.149 16.544 0.010
 56681.144 16.459 0.011
 56682.211 16.437 0.009
 56684.132 16.399 0.006
 56685.141 16.410 0.010
 56686.164 16.430 0.009
 56687.124 16.424 0.010
 56688.166 16.471 0.009
 56689.115 16.477 0.011
 56692.099 16.602 0.012
 56694.086 16.702 0.011
 56696.046 16.854 0.013
 56697.035 16.914 0.013
 56698.066 16.953 0.013
 56699.053 17.052 0.014
 56700.203 17.178 0.018
 56701.055 17.204 0.015
 56702.096 17.239 0.016
 56703.130 17.313 0.019
 56704.080 17.396 0.020
 56705.029 17.465 0.019
 56706.082 17.560 0.018
 56707.074 17.612 0.017
 56708.100 17.680 0.017
 56709.096 17.776 0.018
 56710.095 17.830 0.018
 56711.096 17.853 0.020
 56712.090 17.974 0.019
 56713.105 18.001 0.018
 56714.043 18.058 0.023
 56714.045 18.086 0.025
 56714.046 18.046 0.022
 56715.019 18.142 0.025
 56715.022 18.153 0.025
 56717.095 18.269 0.024
 56718.066 18.339 0.035
 56720.079 18.448 0.024
 56722.037 18.477 0.025
 56726.056 18.611 0.017
 56733.039 18.766 0.030
 56742.037 18.998 0.017
 56750.011 19.171 0.017
 56752.027 19.279 0.037
 56752.031 19.254 0.028
 56758.980 19.458 0.027
filter Y
 56676.144 17.087 0.015
 56677.112 16.982 0.016
 56679.272 16.870 0.014
 56681.123 16.900 0.016
 56700.093 17.413 0.016
 56703.033 17.228 0.014
 56707.085 17.040 0.018
 56709.093 16.944 0.016
 56725.040 17.427 0.018
filter Jd
 56676.169 17.015 0.018
 56677.137 16.889 0.016
 56680.073 16.765 0.019
 56681.151 16.832 0.016
 56700.116 18.374 0.028
 56703.087 18.268 0.032
 56707.121 18.056 0.021
 56709.128 17.902 0.022
