SN2014eg 0.0186 41.2886 -55.7380
filter B
 56997.182 16.601 0.017
 56998.183 16.646 0.014
 56999.157 16.737 0.013
 57000.177 16.869 0.013
 57001.126 16.950 0.014
 57002.259 17.102 0.018
 57003.256 17.179 0.019
 57004.133 17.330 0.017
 57005.136 17.516 0.018
 57006.133 17.678 0.012
 57007.054 17.806 0.013
 57008.134 17.970 0.022
 57009.149 18.054 0.027
 57010.112 18.213 0.027
 57011.124 18.375 0.032
 57012.179 18.516 0.037
 57013.148 18.639 0.029
 57014.144 18.732 0.032
 57018.144 19.131 0.044
 57019.144 19.302 0.044
 57021.131 19.428 0.057
filter V
 56985.169 15.652 0.013
 56986.276 15.585 0.016
 56987.174 15.521 0.012
 56994.181 15.412 0.012
 56995.114 15.388 0.012
 56996.154 15.413 0.014
 56997.184 15.372 0.011
 56998.179 15.439 0.014
 56999.159 15.453 0.015
 57000.179 15.484 0.013
 57001.128 15.535 0.012
 57002.263 15.601 0.010
 57003.259 15.682 0.013
 57004.135 15.743 0.015
 57005.131 15.796 0.014
 57006.121 15.901 0.005
 57007.045 15.950 0.005
 57009.144 16.034 0.016
 57010.107 16.075 0.016
 57011.126 16.144 0.018
 57012.181 16.141 0.016
 57013.143 16.248 0.016
 57014.147 16.301 0.023
 57018.146 16.584 0.026
 57019.139 16.597 0.021
 57020.164 16.628 0.022
 57021.123 16.692 0.022
 57023.118 16.880 0.016
 57025.106 16.930 0.019
 57027.149 17.024 0.033
 57034.191 17.318 0.015
 57041.125 17.609 0.019
filter Y
 56990.213 16.030 0.011
 56998.073 16.529 0.012
 57030.105 15.741 0.009
filter Jrc2
 56990.250 15.096 0.047
