SN2014eg 0.0186 41.2886 -55.7380
filter B
 56985.170 15.874 0.010
 56986.275 15.795 0.010
 56987.175 15.723 0.011
 56994.180 15.692 0.013
 56995.115 15.706 0.013
 56996.155 15.730 0.013
 56997.184 15.762 0.013
 56998.177 15.855 0.019
 56999.160 15.870 0.014
 57000.180 15.982 0.014
 57001.130 16.026 0.012
 57002.265 16.157 0.010
 57002.266 16.120 0.011
 57003.260 16.210 0.011
 57004.136 16.252 0.014
 57005.131 16.404 0.015
 57006.125 16.540 0.006
 57007.048 16.644 0.007
 57009.143 16.846 0.019
 57010.106 16.979 0.023
 57011.127 17.078 0.019
 57012.182 17.189 0.020
 57013.142 17.298 0.018
 57014.148 17.377 0.020
 57018.147 17.756 0.024
 57019.137 17.835 0.023
 57020.167 17.907 0.024
 57021.120 18.031 0.025
 57023.117 18.049 0.026
 57025.107 18.217 0.025
 57027.151 18.327 0.047
 57034.194 18.532 0.020
 57041.128 18.731 0.023
filter g
 56985.165 15.744 0.010
 56986.276 15.645 0.008
 56987.170 15.584 0.011
 56994.182 15.526 0.009
 56995.110 15.541 0.010
 56996.149 15.554 0.010
 56997.179 15.624 0.016
 56998.179 15.635 0.012
 56999.154 15.638 0.012
 57000.174 15.718 0.011
 57001.124 15.771 0.009
 57002.255 15.856 0.009
 57003.254 15.916 0.009
 57004.131 16.009 0.012
 57005.134 16.074 0.012
 57006.129 16.177 0.005
 57007.051 16.228 0.006
 57008.129 16.306 0.017
 57009.145 16.454 0.012
 57010.108 16.527 0.015
 57011.121 16.616 0.017
 57012.170 16.706 0.015
 57013.144 16.762 0.017
 57014.139 16.867 0.021
 57018.140 17.252 0.021
 57019.140 17.394 0.018
 57020.159 17.409 0.021
 57021.127 17.563 0.024
 57023.120 17.648 0.018
 57025.097 17.775 0.023
 57027.141 17.867 0.035
 57034.179 18.066 0.023
 57041.114 18.256 0.023
filter i
 56985.166 15.850 0.014
 56986.278 15.784 0.014
 56987.169 15.817 0.016
 56994.184 15.789 0.017
 56995.111 15.843 0.020
 56996.151 15.892 0.019
 56997.181 15.901 0.021
 56998.181 15.844 0.020
 56999.155 15.977 0.019
 57000.175 16.104 0.021
 57001.136 16.193 0.023
 57002.253 16.268 0.016
 57003.255 16.293 0.022
 57004.129 16.405 0.023
 57005.133 16.436 0.022
 57006.131 16.475 0.006
 57007.052 16.451 0.009
 57008.132 16.486 0.029
 57009.147 16.329 0.024
 57010.110 16.306 0.021
 57011.123 16.269 0.019
 57012.171 16.309 0.018
 57013.146 16.194 0.019
 57014.141 16.253 0.020
 57018.140 16.148 0.021
 57019.141 16.219 0.020
 57020.159 16.172 0.023
 57021.129 16.238 0.020
 57023.124 16.254 0.015
 57025.099 16.333 0.021
 57027.143 16.496 0.022
 57034.181 16.861 0.021
 57041.116 17.110 0.028
filter H
 56990.236 16.000 0.016
 57030.121 16.231 0.013
filter r
 56985.166 15.659 0.012
 56986.277 15.573 0.013
 56987.168 15.546 0.016
 56994.183 15.303 0.014
 56995.109 15.285 0.013
 56996.150 15.272 0.012
 56997.180 15.309 0.015
 56998.180 15.350 0.015
 56999.154 15.394 0.012
 57000.174 15.463 0.011
 57001.123 15.520 0.012
 57002.252 15.632 0.012
 57003.252 15.687 0.013
 57004.128 15.779 0.014
 57005.133 15.829 0.014
 57006.127 15.866 0.005
 57007.049 15.874 0.007
 57008.130 15.882 0.016
 57009.146 15.912 0.014
 57010.109 15.914 0.016
 57011.122 15.945 0.016
 57012.169 15.951 0.014
 57013.145 15.905 0.015
 57014.140 15.962 0.017
 57018.138 16.119 0.017
 57019.140 16.145 0.016
 57020.157 16.200 0.019
 57021.125 16.278 0.020
 57023.121 16.340 0.009
 57025.098 16.480 0.017
 57027.142 16.566 0.018
 57034.178 16.896 0.014
 57041.115 17.186 0.017
filter u
 56985.168 16.161 0.011
 56986.279 16.102 0.010
 56987.172 16.054 0.010
 56994.186 16.354 0.011
 56995.112 16.412 0.013
 56996.153 16.505 0.016
