ASAS15cd 0.0343 149.8115 12.9890
filter B
 57049.186 16.851 0.015
 57055.238 16.840 0.028
 57055.242 16.821 0.017
 57056.220 16.761 0.023
 57056.222 16.815 0.017
 57060.194 17.068 0.015
 57064.193 17.324 0.015
 57065.194 17.418 0.015
 57067.179 17.655 0.016
 57069.194 17.849 0.018
 57075.194 18.466 0.025
 57079.179 18.894 0.028
 57080.155 18.947 0.029
 57082.133 19.190 0.047
 57083.134 19.121 0.051
 57088.232 19.503 0.097
 57090.144 19.698 0.080
 57092.140 19.687 0.052
 57094.125 19.743 0.043
 57096.079 19.914 0.048
 57098.153 19.890 0.038
 57100.125 19.998 0.046
 57102.101 20.166 0.080
 57110.099 20.033 0.053
filter g
 57049.175 16.768 0.012
 57055.247 16.683 0.013
 57056.231 16.730 0.011
 57060.184 16.904 0.012
 57064.196 17.138 0.014
 57065.184 17.250 0.009
 57067.183 17.426 0.011
 57069.184 17.590 0.013
 57075.180 18.143 0.018
 57079.168 18.496 0.023
 57080.142 18.630 0.024
 57082.120 18.804 0.037
 57083.141 18.873 0.034
 57088.217 18.994 0.059
 57092.124 19.403 0.037
 57094.118 19.449 0.043
 57096.086 19.466 0.028
 57098.143 19.485 0.031
 57100.114 19.586 0.040
 57102.114 19.529 0.039
 57110.072 19.790 0.038
filter i
 57049.176 17.342 0.016
 57055.250 17.545 0.029
 57056.237 17.523 0.021
 57060.185 17.729 0.024
 57064.199 18.077 0.022
 57065.185 18.203 0.028
 57067.186 18.312 0.025
 57069.185 18.268 0.021
 57075.181 18.157 0.024
 57079.169 18.040 0.022
 57080.144 18.075 0.023
 57082.122 18.022 0.023
 57083.145 18.047 0.021
 57088.219 18.294 0.030
 57090.153 18.439 0.037
 57092.126 18.576 0.034
 57094.120 18.650 0.031
 57096.091 18.749 0.033
 57098.146 18.847 0.023
 57100.117 18.993 0.030
 57102.118 19.090 0.040
 57110.078 19.353 0.037
filter H
 57049.236 17.454 0.036
 57053.295 17.704 0.032
 57060.192 18.058 0.057
 57061.207 18.070 0.068
 57062.142 18.221 0.060
 57064.174 18.161 0.032
 57092.141 18.075 0.088
filter r
 57049.174 16.924 0.013
 57055.249 16.833 0.014
 57056.233 16.832 0.012
 57060.182 16.989 0.015
 57064.198 17.257 0.012
 57065.182 17.335 0.012
 57067.184 17.440 0.014
 57069.182 17.499 0.015
 57075.178 17.628 0.016
 57079.166 17.722 0.018
 57080.140 17.704 0.014
 57082.118 17.886 0.019
 57083.143 17.850 0.018
 57088.216 18.145 0.030
 57090.150 18.295 0.034
 57092.122 18.393 0.026
 57094.117 18.522 0.027
 57096.088 18.564 0.021
 57098.141 18.603 0.020
 57100.111 18.724 0.023
 57102.111 18.846 0.029
 57110.067 19.013 0.030
filter u
 57049.179 17.175 0.017
 57055.252 17.429 0.035
 57056.239 17.440 0.034
 57060.188 17.880 0.034
 57064.202 18.329 0.027
 57065.189 18.449 0.033
 57067.189 18.752 0.035
 57069.189 19.080 0.038
 57075.185 19.752 0.059
 57079.173 20.148 0.081
 57080.148 20.084 0.100
 57082.126 20.135 0.126
filter V
 57049.183 16.869 0.015
 57055.244 16.762 0.017
 57056.224 16.780 0.014
 57060.192 16.912 0.016
 57064.194 17.106 0.016
 57065.192 17.180 0.013
 57067.181 17.356 0.016
 57069.192 17.426 0.015
 57075.189 17.793 0.020
 57079.177 18.051 0.024
 57080.153 18.076 0.021
 57082.130 18.204 0.028
 57083.139 18.273 0.031
 57088.227 18.579 0.055
 57090.148 18.600 0.046
 57092.137 18.701 0.035
 57094.122 18.826 0.040
 57096.083 18.922 0.030
 57098.149 18.968 0.031
 57100.121 18.980 0.033
 57102.106 19.092 0.042
 57110.091 19.298 0.034
filter Y
 57049.227 17.295 0.017
 57051.195 17.380 0.015
 57053.275 17.594 0.017
 57060.186 18.171 0.028
 57061.202 18.221 0.032
 57062.136 18.260 0.029
 57064.153 18.286 0.019
 57092.136 17.681 0.024
filter Jrc2
 57049.242 17.250 0.019
 57051.225 17.290 0.016
 57053.309 17.476 0.015
 57060.197 18.138 0.033
 57061.213 18.364 0.063
 57064.189 18.822 0.033
 57092.130 18.879 0.093
