SN2013E 0.0094 150.0230 -34.2337
filter B
 56298.209 15.000 0.010
 56299.227 14.768 0.010
 56300.262 14.589 0.010
 56301.266 14.451 0.011
 56304.282 14.172 0.010
 56305.283 14.127 0.010
 56306.296 14.096 0.010
 56307.240 14.090 0.010
 56308.177 14.097 0.013
 56309.162 14.111 0.013
 56309.165 14.118 0.012
 56310.165 14.131 0.013
 56311.302 14.168 0.012
 56312.242 14.200 0.013
 56314.239 14.283 0.012
 56315.251 14.334 0.011
 56316.167 14.408 0.012
 56317.215 14.486 0.013
 56318.209 14.560 0.012
 56319.210 14.651 0.012
 56320.183 14.728 0.012
 56321.196 14.832 0.012
 56322.236 14.926 0.012
 56323.254 15.026 0.013
 56324.212 15.128 0.010
 56325.182 15.232 0.012
 56326.216 15.338 0.011
 56327.172 15.439 0.011
 56328.151 15.535 0.011
 56329.170 15.639 0.012
 56330.169 15.727 0.012
 56331.152 15.819 0.014
 56332.191 15.922 0.013
 56336.162 16.238 0.013
 56337.143 16.339 0.014
 56338.109 16.411 0.015
 56339.134 16.475 0.015
 56340.183 16.553 0.017
 56341.224 16.620 0.015
 56342.156 16.663 0.016
 56343.266 16.747 0.013
 56344.190 16.794 0.014
 56352.103 17.045 0.018
 56355.183 17.098 0.012
 56359.088 17.111 0.021
 56364.126 17.206 0.011
 56376.051 17.341 0.015
 56383.092 17.459 0.013
 56420.049 18.014 0.018
filter g
 56298.217 14.911 0.008
 56299.233 14.688 0.008
 56300.253 14.513 0.008
 56301.253 14.376 0.008
 56304.274 14.106 0.008
 56305.288 14.042 0.008
 56306.282 14.021 0.008
 56307.244 14.011 0.008
 56308.168 14.010 0.010
 56309.172 14.007 0.008
 56310.170 14.020 0.008
 56311.306 14.047 0.008
 56312.245 14.080 0.009
 56314.245 14.150 0.009
 56315.254 14.185 0.008
 56316.170 14.233 0.008
 56317.207 14.303 0.010
 56318.212 14.360 0.009
 56319.213 14.431 0.008
 56320.186 14.498 0.009
 56321.199 14.567 0.008
 56322.240 14.651 0.008
 56323.244 14.727 0.009
 56324.202 14.806 0.008
 56325.186 14.886 0.008
 56326.206 14.964 0.008
 56327.177 15.041 0.008
 56328.155 15.112 0.008
 56329.173 15.193 0.008
 56330.173 15.281 0.008
 56331.142 15.368 0.011
 56332.194 15.437 0.009
 56336.151 15.743 0.010
 56337.147 15.835 0.011
 56338.099 15.899 0.011
 56339.120 15.982 0.009
 56340.186 16.070 0.012
 56341.213 16.143 0.011
 56342.143 16.222 0.011
 56343.269 16.295 0.009
 56344.178 16.332 0.010
 56352.088 16.617 0.011
 56355.168 16.703 0.025
 56359.096 16.702 0.023
 56364.109 16.828 0.010
 56369.104 16.918 0.013
 56376.058 17.005 0.012
 56383.075 17.110 0.009
 56390.025 17.218 0.014
 56420.025 17.688 0.012
filter i
 56298.224 15.195 0.007
 56299.239 14.967 0.011
 56300.249 14.809 0.008
 56301.257 14.688 0.008
 56304.278 14.541 0.007
 56305.293 14.550 0.007
 56306.287 14.558 0.008
 56307.248 14.572 0.009
 56308.171 14.607 0.012
 56309.175 14.620 0.010
 56310.175 14.647 0.010
 56311.309 14.672 0.010
 56312.254 14.763 0.056
 56314.248 14.764 0.009
 56315.257 14.809 0.009
 56316.173 14.861 0.009
 56317.210 14.915 0.012
 56318.215 15.005 0.009
 56319.216 15.091 0.011
 56320.189 15.188 0.009
 56321.202 15.271 0.009
 56322.243 15.334 0.009
 56323.248 15.372 0.010
 56324.205 15.383 0.009
 56325.189 15.389 0.009
 56326.209 15.369 0.009
 56327.179 15.337 0.008
 56328.157 15.318 0.008
 56329.176 15.277 0.009
 56330.176 15.252 0.009
 56331.145 15.208 0.013
 56332.197 15.178 0.009
 56336.154 15.057 0.012
 56337.149 15.039 0.010
 56338.101 15.027 0.011
 56339.124 15.025 0.013
 56340.188 15.095 0.015
 56341.216 15.157 0.011
 56342.146 15.224 0.010
 56343.272 15.317 0.010
 56344.181 15.381 0.009
 56352.092 15.831 0.012
 56355.171 15.976 0.013
 56359.101 16.145 0.024
 56364.112 16.342 0.010
 56369.108 16.508 0.013
 56376.062 16.766 0.013
 56383.079 17.022 0.013
 56390.029 17.267 0.018
 56420.032 18.168 0.020
filter H
 56318.225 14.958 0.014
 56319.213 14.981 0.013
 56326.200 14.886 0.013
 56346.268 14.947 0.015
 56348.107 15.064 0.014
 56349.232 15.161 0.014
 56351.221 15.205 0.016
 56353.221 15.310 0.013
 56355.175 15.386 0.012
 56376.084 16.330 0.018
 56379.083 16.446 0.015
 56382.192 16.585 0.017
filter r
 56298.226 14.943 0.007
 56299.241 14.731 0.009
 56300.251 14.560 0.007
 56301.255 14.420 0.009
 56304.276 14.151 0.007
 56305.290 14.096 0.007
 56306.284 14.050 0.007
 56307.246 14.025 0.008
 56308.169 13.984 0.010
 56309.173 13.977 0.009
 56310.172 13.951 0.009
 56311.308 13.955 0.009
 56312.247 13.957 0.012
 56314.246 14.026 0.009
 56315.256 14.066 0.007
 56316.171 14.112 0.007
 56317.208 14.180 0.011
 56318.213 14.252 0.008
 56319.215 14.325 0.008
 56320.188 14.396 0.007
 56321.200 14.471 0.007
 56322.242 14.553 0.008
 56323.246 14.604 0.009
 56324.203 14.653 0.007
 56325.187 14.685 0.008
 56326.208 14.712 0.007
 56327.178 14.720 0.007
 56328.156 14.716 0.007
 56329.182 14.735 0.007
 56330.174 14.733 0.009
 56331.144 14.723 0.009
 56332.195 14.736 0.007
 56336.153 14.768 0.009
 56337.148 14.823 0.008
 56338.100 14.852 0.009
 56339.122 14.906 0.011
 56340.187 14.977 0.013
 56341.215 15.066 0.009
 56342.145 15.134 0.009
 56343.271 15.216 0.008
 56344.179 15.285 0.008
 56352.091 15.649 0.009
 56355.170 15.759 0.009
 56359.097 15.900 0.025
 56364.111 16.053 0.009
 56369.106 16.207 0.010
 56376.060 16.415 0.010
 56383.077 16.637 0.009
 56390.027 16.843 0.013
 56420.029 17.760 0.013
filter u
 56298.220 15.440 0.016
 56299.236 15.132 0.015
 56300.257 14.956 0.014
 56301.260 14.785 0.015
 56305.296 14.532 0.014
 56306.290 14.506 0.014
 56307.251 14.496 0.015
 56308.173 14.597 0.018
 56309.178 14.677 0.017
 56310.178 14.705 0.017
 56311.311 14.794 0.017
 56314.251 15.023 0.017
 56315.260 15.123 0.016
 56316.175 15.233 0.016
 56317.212 15.324 0.017
 56318.217 15.475 0.016
 56319.218 15.585 0.017
 56320.191 15.710 0.017
 56321.204 15.811 0.018
 56322.245 15.995 0.017
 56323.250 16.099 0.017
 56324.207 16.244 0.018
 56325.191 16.378 0.018
 56326.212 16.496 0.017
 56327.183 16.565 0.015
 56328.160 16.746 0.016
 56329.186 16.827 0.016
 56330.179 16.923 0.016
 56331.148 17.033 0.018
 56332.200 17.145 0.017
 56336.157 17.454 0.018
 56337.152 17.544 0.018
 56338.104 17.578 0.020
 56339.126 17.647 0.020
 56340.191 17.685 0.021
 56341.219 17.784 0.021
 56342.149 17.875 0.023
 56343.276 17.879 0.019
 56344.184 18.043 0.021
 56352.096 18.215 0.022
 56355.175 18.230 0.022
 56364.117 18.371 0.021
 56369.113 18.388 0.019
 56376.067 18.531 0.027
 56383.099 18.590 0.023
 56390.034 18.701 0.025
 56420.039 19.274 0.027
filter V
 56298.212 14.936 0.009
 56298.214 14.920 0.009
 56299.229 14.712 0.011
 56300.260 14.537 0.009
 56301.264 14.405 0.009
 56304.280 14.118 0.010
 56304.284 14.118 0.009
 56305.286 14.070 0.009
 56306.294 14.016 0.009
 56307.242 13.996 0.009
 56308.175 13.961 0.011
 56309.169 13.962 0.009
 56310.168 13.959 0.010
 56311.301 13.963 0.010
 56312.243 13.976 0.011
 56314.242 14.020 0.009
 56315.253 14.057 0.009
 56316.168 14.103 0.009
 56317.214 14.144 0.010
 56318.210 14.202 0.009
 56319.212 14.250 0.009
 56320.185 14.315 0.009
 56321.197 14.385 0.009
 56322.238 14.452 0.009
 56323.253 14.517 0.010
 56324.210 14.576 0.009
 56325.184 14.630 0.009
 56326.215 14.675 0.009
 56327.174 14.718 0.009
 56328.153 14.768 0.009
 56329.172 14.806 0.009
 56330.171 14.844 0.009
 56331.151 14.892 0.009
 56332.193 14.934 0.010
 56336.160 15.107 0.011
 56337.144 15.169 0.011
 56338.108 15.229 0.011
 56339.135 15.288 0.011
 56340.184 15.364 0.014
 56341.222 15.423 0.011
 56342.152 15.511 0.013
 56343.268 15.599 0.011
 56344.188 15.649 0.011
 56352.101 15.975 0.012
 56355.181 16.074 0.011
 56359.091 16.186 0.023
 56364.123 16.323 0.009
 56376.054 16.611 0.012
 56383.090 16.801 0.011
 56420.046 17.595 0.013
filter Y
 56318.209 15.384 0.012
 56319.220 15.393 0.012
 56326.185 15.171 0.011
 56346.261 14.458 0.013
 56348.112 14.549 0.014
 56349.229 14.602 0.010
 56351.218 14.712 0.014
 56353.207 14.817 0.010
 56355.160 14.956 0.011
 56376.079 16.091 0.012
 56379.078 16.232 0.015
 56382.177 16.396 0.011
filter Jrc2
 56318.229 15.487 0.014
 56319.198 15.614 0.010
 56326.208 15.969 0.012
 56346.276 15.589 0.011
 56348.123 15.707 0.012
 56349.235 15.958 0.021
 56351.214 15.937 0.014
 56353.229 16.215 0.016
 56355.183 16.295 0.011
 56382.200 18.063 0.018
