SN2013H 0.0155 136.6279 -75.8171
filter B
 56327.193 16.368 0.013
 56347.156 16.209 0.017
 56348.093 16.223 0.019
 56349.140 16.388 0.016
 56350.129 16.434 0.015
 56351.102 16.474 0.017
 56353.126 16.573 0.016
 56355.130 16.686 0.020
filter J
 56325.363 17.503 0.012
filter r
 56299.132 16.830 0.009
 56300.164 16.549 0.007
 56301.204 16.335 0.009
 56304.230 15.969 0.007
 56305.237 15.889 0.007
 56306.218 15.826 0.007
 56307.209 15.771 0.012
 56308.154 15.735 0.009
 56309.137 15.718 0.008
 56310.144 15.701 0.008
 56311.208 15.687 0.009
 56312.196 15.699 0.007
 56314.213 15.726 0.007
 56315.177 15.775 0.013
 56316.141 15.807 0.007
 56317.188 15.845 0.008
 56318.162 15.909 0.008
 56319.186 15.984 0.008
 56320.160 16.063 0.008
 56321.175 16.138 0.008
 56322.156 16.212 0.007
 56323.183 16.284 0.008
 56323.228 16.293 0.010
 56324.127 16.341 0.007
 56325.155 16.397 0.008
 56326.190 16.434 0.008
 56327.194 16.477 0.006
 56328.191 16.491 0.006
 56329.142 16.495 0.007
 56330.141 16.504 0.007
 56331.123 16.515 0.008
 56332.144 16.514 0.007
 56336.180 16.569 0.009
 56337.193 16.598 0.009
 56338.144 16.615 0.009
 56339.152 16.650 0.010
 56340.159 16.664 0.010
 56341.166 16.716 0.008
 56342.176 16.791 0.008
 56343.145 16.858 0.009
 56344.126 16.908 0.009
 56351.190 17.338 0.008
 56354.190 17.471 0.011
 56358.161 17.642 0.033
 56365.078 17.838 0.013
 56372.027 18.065 0.012
 56379.087 18.286 0.017
 56387.022 18.539 0.011
 56391.029 18.648 0.014
filter u
 56299.121 18.378 0.024
 56300.173 17.842 0.024
 56301.213 17.615 0.023
 56305.246 17.045 0.020
 56306.228 17.083 0.017
 56307.220 17.082 0.018
 56308.160 16.910 0.020
 56309.144 16.944 0.021
 56310.154 16.972 0.021
 56311.214 17.064 0.021
 56312.202 17.048 0.024
 56314.220 17.274 0.020
 56315.183 17.321 0.044
 56315.189 17.271 0.023
 56316.148 17.366 0.023
 56317.195 17.381 0.021
 56318.170 17.480 0.021
 56319.194 17.598 0.024
 56320.168 17.688 0.024
 56321.183 17.845 0.028
 56322.164 17.904 0.023
 56323.192 18.102 0.023
 56323.236 18.047 0.027
 56324.136 18.190 0.024
 56325.162 18.315 0.024
 56326.198 18.483 0.022
 56328.201 18.766 0.023
 56329.152 18.961 0.022
 56330.151 19.087 0.024
 56331.132 19.100 0.029
 56332.154 19.282 0.029
 56336.190 19.748 0.031
 56337.203 19.792 0.033
 56338.153 20.034 0.033
 56339.161 20.220 0.039
 56340.168 20.264 0.035
 56341.176 19.966 0.040
 56342.186 20.237 0.061
 56343.155 20.116 0.053
filter V
 56299.109 16.944 0.010
 56300.154 16.671 0.009
 56301.195 16.472 0.008
 56304.239 16.089 0.008
 56305.228 16.007 0.008
 56306.235 15.944 0.008
 56307.200 15.879 0.008
 56308.147 15.860 0.009
 56309.149 15.828 0.010
 56310.158 15.817 0.008
 56311.202 15.814 0.011
 56312.186 15.847 0.012
 56314.207 15.867 0.008
 56315.171 15.890 0.008
 56316.152 15.919 0.008
 56317.182 15.952 0.010
 56318.157 16.003 0.008
 56319.199 16.037 0.010
 56320.173 16.091 0.008
 56321.188 16.175 0.009
 56322.147 16.232 0.008
 56323.178 16.291 0.009
 56323.221 16.297 0.010
 56324.122 16.336 0.008
 56325.147 16.415 0.009
 56326.184 16.471 0.008
 56327.214 16.521 0.009
 56328.184 16.583 0.008
 56329.159 16.610 0.009
 56330.158 16.671 0.011
 56331.117 16.709 0.011
 56332.139 16.752 0.010
 56336.175 16.947 0.011
 56337.187 16.980 0.011
 56338.161 17.041 0.012
 56339.143 17.098 0.012
 56340.176 17.157 0.013
 56341.183 17.242 0.013
 56342.170 17.282 0.013
 56343.162 17.342 0.013
 56344.142 17.437 0.015
 56351.174 17.820 0.019
 56354.177 17.884 0.013
 56358.185 18.108 0.049
 56365.091 18.233 0.015
 56372.039 18.415 0.014
 56379.107 18.560 0.024
 56391.045 18.899 0.016
filter Y
 56318.148 16.693 0.016
 56319.148 16.742 0.018
 56320.092 16.780 0.014
 56325.367 16.734 0.014
 56326.115 16.680 0.014
 56327.146 16.642 0.014
 56347.150 15.880 0.016
 56348.088 15.904 0.016
 56349.133 15.960 0.015
 56350.122 16.019 0.015
 56351.093 16.066 0.015
 56353.099 16.161 0.014
 56355.111 16.267 0.018
filter Jrc2
 56318.185 16.608 0.011
 56319.106 16.805 0.010
 56320.146 17.004 0.012
 56326.163 17.517 0.017
 56327.222 17.558 0.018
 56347.161 16.893 0.015
 56348.082 16.993 0.018
 56349.124 17.093 0.017
 56350.114 17.227 0.019
 56351.085 17.267 0.019
 56353.147 17.418 0.018
 56355.144 17.568 0.020
