ASAS15db 0.0110 236.7445 17.8840
filter B
 57069.381 15.165 0.016
 57075.378 14.792 0.009
 57080.382 14.959 0.010
 57082.367 15.076 0.015
 57083.363 15.146 0.009
 57084.358 15.235 0.012
 57085.399 15.312 0.013
 57086.354 15.402 0.011
 57087.365 15.518 0.010
 57088.353 15.601 0.012
 57089.338 15.733 0.011
 57090.391 15.876 0.012
 57091.328 15.974 0.013
 57092.376 16.118 0.014
 57093.387 16.209 0.012
 57094.378 16.340 0.016
 57095.376 16.456 0.014
 57096.367 16.560 0.015
 57097.395 16.676 0.021
 57098.391 16.768 0.022
 57099.369 16.865 0.019
 57101.379 17.061 0.020
 57118.279 17.880 0.029
 57120.322 17.956 0.028
 57122.304 17.974 0.029
filter g
 57069.383 15.056 0.015
 57075.381 14.718 0.008
 57076.353 14.707 0.013
 57080.384 14.846 0.007
 57082.369 14.928 0.011
 57083.358 14.985 0.009
 57084.360 15.028 0.009
 57085.393 15.116 0.017
 57086.359 15.200 0.013
 57087.358 15.267 0.009
 57088.346 15.360 0.013
 57089.343 15.452 0.009
 57090.386 15.552 0.012
 57091.333 15.650 0.012
 57092.379 15.719 0.009
 57093.379 15.817 0.017
 57094.382 15.930 0.014
 57095.379 16.021 0.012
 57096.360 16.133 0.015
 57098.383 16.324 0.020
 57099.380 16.400 0.015
 57101.385 16.596 0.011
 57112.408 17.333 0.022
 57118.263 17.524 0.028
 57120.309 17.586 0.022
 57122.286 17.596 0.019
 57129.268 17.733 0.029
filter i
 57069.384 15.224 0.020
 57075.382 15.191 0.013
 57076.354 15.244 0.020
 57080.385 15.366 0.013
 57082.371 15.451 0.020
 57083.359 15.568 0.013
 57084.362 15.634 0.014
 57085.393 15.711 0.024
 57086.360 15.815 0.020
 57087.360 15.883 0.014
 57088.347 15.906 0.024
 57089.344 15.986 0.017
 57090.387 15.946 0.019
 57091.334 15.918 0.018
 57092.382 15.936 0.019
 57093.380 15.859 0.021
 57094.386 15.823 0.018
 57095.381 15.800 0.015
 57096.362 15.771 0.015
 57097.389 15.755 0.025
 57098.384 15.730 0.016
 57099.382 15.720 0.017
 57101.386 15.734 0.011
 57110.314 16.160 0.021
 57112.411 16.333 0.019
 57118.265 16.612 0.021
 57120.311 16.718 0.020
 57122.288 16.794 0.023
 57129.270 17.121 0.025
 57135.344 17.380 0.028
filter H
 57088.394 15.507 0.027
 57091.354 15.475 0.029
 57093.379 15.349 0.030
 57112.373 15.460 0.032
filter r
 57069.384 15.001 0.016
 57075.380 14.668 0.008
 57080.384 14.703 0.008
 57082.370 14.789 0.015
 57083.357 14.864 0.009
 57084.361 14.917 0.009
 57085.392 14.996 0.021
 57086.358 15.105 0.012
 57087.357 15.161 0.012
 57088.344 15.242 0.020
 57089.341 15.295 0.010
 57090.385 15.318 0.012
 57091.331 15.371 0.014
 57092.380 15.388 0.011
 57093.378 15.372 0.022
 57094.383 15.418 0.013
 57095.380 15.436 0.016
 57099.378 15.512 0.014
 57101.383 15.601 0.010
 57110.312 16.187 0.022
 57112.409 16.294 0.013
 57118.261 16.541 0.022
 57120.307 16.605 0.017
 57122.284 16.704 0.016
 57129.267 16.893 0.019
 57135.340 17.247 0.044
filter u
 57069.386 15.601 0.022
 57075.384 15.365 0.019
 57076.355 15.416 0.023
 57080.387 15.749 0.015
 57082.372 16.020 0.022
 57083.360 16.135 0.020
 57084.363 16.197 0.018
 57085.395 16.325 0.020
 57086.362 16.426 0.022
 57087.362 16.572 0.025
 57088.348 16.723 0.024
 57089.347 16.873 0.027
 57090.388 17.054 0.031
 57091.336 17.224 0.035
 57092.384 17.362 0.027
 57093.383 17.526 0.028
 57094.387 17.679 0.031
 57095.383 17.744 0.032
 57096.364 17.918 0.038
 57097.391 18.009 0.034
 57098.387 18.111 0.038
 57099.385 18.257 0.036
 57101.390 18.514 0.048
 57110.325 18.927 0.067
 57110.332 18.895 0.049
 57112.415 18.912 0.059
 57118.270 19.093 0.084
 57120.315 19.128 0.057
 57122.292 19.234 0.065
 57129.275 19.311 0.067
 57135.348 19.611 0.082
filter V
 57069.382 15.059 0.029
 57069.382 15.059 0.029
 57075.379 14.716 0.009
 57080.383 14.755 0.009
 57082.368 14.826 0.010
 57083.362 14.923 0.013
 57084.359 14.927 0.011
 57085.397 14.961 0.015
 57086.355 15.019 0.017
 57087.364 15.089 0.012
 57088.351 15.167 0.013
 57089.339 15.226 0.009
 57090.390 15.270 0.016
 57091.330 15.362 0.010
 57092.378 15.420 0.013
 57093.385 15.534 0.016
 57094.380 15.569 0.019
 57095.378 15.603 0.014
 57096.366 15.662 0.013
 57097.393 15.701 0.024
 57098.390 15.785 0.017
 57099.373 15.863 0.019
 57101.381 15.987 0.011
 57110.319 16.596 0.025
 57112.406 16.726 0.022
 57118.277 16.996 0.022
 57120.320 16.934 0.019
 57122.301 17.019 0.023
 57129.280 17.228 0.023
 57135.353 17.379 0.031
filter Y
 57088.379 15.803 0.014
 57091.339 15.680 0.013
 57093.368 15.610 0.011
filter Jrc2
 57088.399 16.638 0.017
 57091.359 16.644 0.018
 57093.385 16.604 0.023
 57112.356 16.652 0.027
