PTF14aje 0.0277 231.3003 -1.8143
filter B
 56755.319 19.302 0.019
 56756.278 19.232 0.019
 56757.343 19.187 0.016
 56758.313 19.255 0.022
 56759.353 19.224 0.018
 56760.292 19.277 0.026
 56761.285 19.242 0.054
 56761.287 19.329 0.053
 56766.275 19.858 0.044
 56766.281 19.864 0.036
 56767.304 19.986 0.038
 56768.332 20.117 0.030
 56769.266 20.349 0.036
 56770.234 20.431 0.028
 56771.310 20.591 0.033
 56772.287 20.707 0.031
 56774.252 21.081 0.071
 56775.343 21.246 0.061
 56776.347 21.342 0.072
 56776.352 21.120 0.056
 56782.275 21.708 0.078
 56782.280 21.585 0.081
 56784.344 21.656 0.126
 56786.283 21.825 0.068
 56804.198 22.509 0.129
filter g
 56755.293 18.958 0.012
 56756.259 18.891 0.015
 56757.321 18.861 0.011
 56758.291 18.856 0.019
 56759.332 18.858 0.015
 56760.273 18.822 0.023
 56761.297 18.942 0.039
 56761.299 19.005 0.036
 56762.368 18.949 0.020
 56763.287 18.982 0.042
 56766.252 19.308 0.040
 56767.296 19.425 0.032
 56768.352 19.525 0.027
 56769.257 19.647 0.020
 56770.246 19.787 0.017
 56771.289 19.900 0.019
 56772.298 20.084 0.020
 56773.343 20.244 0.027
 56774.235 20.361 0.025
 56775.333 20.414 0.025
 56776.378 20.560 0.031
 56782.258 21.035 0.031
 56784.328 21.212 0.053
 56786.293 21.242 0.045
 56804.210 21.895 0.071
filter i
 56753.379 18.183 0.017
 56755.286 18.018 0.014
 56756.264 18.003 0.013
 56757.326 18.038 0.014
 56758.297 18.084 0.014
 56759.337 18.102 0.014
 56760.276 18.104 0.016
 56761.305 18.158 0.018
 56761.306 18.134 0.022
 56762.371 18.165 0.022
 56763.283 18.191 0.027
 56766.249 18.494 0.025
 56767.293 18.602 0.027
 56768.348 18.537 0.019
 56769.252 18.604 0.021
 56770.255 18.586 0.016
 56771.299 18.568 0.018
 56772.307 18.540 0.017
 56773.352 18.538 0.016
 56774.243 18.498 0.012
 56775.320 18.522 0.014
 56776.364 18.544 0.014
 56782.243 18.911 0.016
 56784.336 19.095 0.027
 56786.301 19.251 0.028
 56793.320 19.676 0.069
 56793.322 19.718 0.079
 56796.291 19.749 0.052
 56804.219 20.149 0.043
filter H
 56756.305 17.122 0.012
 56757.332 17.333 0.014
 56758.276 17.398 0.019
 56759.355 17.512 0.021
 56760.337 17.442 0.021
 56761.329 17.566 0.023
filter r
 56753.383 18.385 0.026
 56755.289 18.238 0.011
 56756.261 18.189 0.015
 56757.324 18.117 0.013
 56758.294 18.108 0.014
 56759.334 18.079 0.013
 56760.271 18.071 0.014
 56761.301 18.115 0.021
 56761.302 18.077 0.021
 56762.369 18.094 0.015
 56763.285 18.103 0.028
 56766.251 18.366 0.023
 56767.294 18.429 0.021
 56768.350 18.455 0.017
 56769.255 18.503 0.018
 56770.250 18.563 0.012
 56771.294 18.619 0.016
 56772.303 18.654 0.015
 56773.348 18.698 0.012
 56774.239 18.749 0.015
 56775.324 18.755 0.015
 56776.368 18.837 0.013
 56782.248 19.348 0.017
 56784.331 19.489 0.023
 56786.297 19.570 0.025
 56793.327 19.883 0.118
 56793.330 19.902 0.101
 56796.295 19.997 0.054
 56804.215 20.348 0.032
filter u
 56755.298 20.717 0.071
 56755.307 20.627 0.064
 56756.269 20.620 0.066
 56757.332 20.777 0.058
 56758.303 20.754 0.082
 56759.343 20.767 0.077
filter V
 56755.314 18.659 0.016
 56756.275 18.561 0.016
 56757.339 18.528 0.012
 56758.309 18.495 0.019
 56759.349 18.481 0.015
 56760.288 18.486 0.020
 56761.290 18.488 0.023
 56761.293 18.525 0.027
 56762.382 18.498 0.023
 56763.280 18.507 0.038
 56766.265 18.704 0.021
 56767.300 18.775 0.023
 56768.344 18.885 0.020
 56769.261 19.004 0.021
 56770.240 19.088 0.018
 56771.304 19.139 0.020
 56772.312 19.304 0.020
 56773.356 19.340 0.022
 56774.248 19.430 0.020
 56775.338 19.517 0.021
 56776.358 19.600 0.025
 56782.264 20.090 0.025
 56784.340 20.221 0.042
 56786.288 20.315 0.042
 56796.304 20.721 0.104
 56796.315 20.654 0.094
 56804.205 21.000 0.053
filter Y
 56756.284 17.483 0.009
 56757.311 17.519 0.009
 56758.249 17.568 0.009
 56759.333 17.628 0.011
 56760.320 17.713 0.012
 56761.315 17.760 0.013
filter Jrc2
 56756.325 17.209 0.011
 56757.352 17.271 0.008
 56758.296 17.337 0.010
 56759.376 17.392 0.011
 56760.347 17.453 0.013
 56761.339 17.573 0.013
