PTF14gnl 0.0537 5.9514 -3.8577
filter B
 56943.147 19.482 0.020
 56944.193 19.038 0.016
 56948.215 18.039 0.010
 56949.187 17.916 0.009
 56950.189 17.793 0.009
 56955.187 17.535 0.009
 56958.168 17.545 0.012
 56963.205 17.752 0.013
 56971.182 18.387 0.021
 56973.121 18.626 0.013
 56974.114 18.746 0.017
 56975.111 18.821 0.016
 56976.118 18.928 0.013
 56977.118 19.074 0.016
 56978.117 19.159 0.017
 56981.101 19.481 0.026
 56983.096 19.663 0.023
 56985.062 19.786 0.030
 56987.121 19.925 0.028
 56994.095 20.479 0.148
filter i
 56944.207 19.252 0.024
 56948.208 18.310 0.017
 56949.193 18.218 0.018
 56950.183 18.108 0.014
 56955.195 18.085 0.019
 56958.176 18.152 0.017
 56963.200 18.348 0.020
 56971.174 18.877 0.032
 56973.112 18.940 0.023
 56974.108 18.927 0.026
 56975.105 18.875 0.028
 56976.111 18.852 0.028
 56977.112 18.799 0.028
 56978.111 18.864 0.027
 56981.094 18.848 0.030
 56983.104 18.788 0.022
 56987.115 18.728 0.022
 56996.109 19.073 0.035
 56998.141 19.307 0.050
 57000.165 19.386 0.053
 57000.168 19.424 0.055
 57002.140 19.494 0.077
 57002.144 19.359 0.065
filter H
 56943.132 19.282 0.058
 56944.177 19.084 0.064
 56960.214 18.551 0.052
filter r
 56943.155 19.490 0.022
 56944.203 19.095 0.017
 56948.206 18.141 0.013
 56949.191 17.982 0.012
 56950.181 17.863 0.012
 56955.193 17.585 0.011
 56958.174 17.553 0.011
 56963.198 17.654 0.011
 56965.161 17.733 0.067
 56971.172 18.069 0.018
 56973.110 18.165 0.013
 56974.105 18.184 0.014
 56975.103 18.234 0.013
 56976.107 18.231 0.014
 56977.109 18.286 0.015
 56978.109 18.308 0.014
 56981.091 18.359 0.016
 56983.102 18.454 0.013
 56985.068 18.515 0.014
 56987.113 18.555 0.017
 56996.106 19.071 0.040
 56998.135 19.215 0.040
 56998.137 19.217 0.039
 57000.160 19.288 0.057
 57000.163 19.282 0.048
 57002.137 19.336 0.034
filter V
 56943.151 19.393 0.022
 56944.198 19.025 0.017
 56948.211 18.081 0.013
 56949.183 17.934 0.012
 56950.186 17.854 0.011
 56955.190 17.571 0.009
 56958.171 17.525 0.009
 56963.203 17.669 0.012
 56971.177 18.058 0.016
 56973.115 18.174 0.012
 56974.111 18.198 0.013
 56975.108 18.287 0.013
 56976.114 18.317 0.012
 56977.114 18.409 0.013
 56978.114 18.468 0.016
 56981.097 18.646 0.022
 56983.099 18.813 0.019
 56985.066 18.991 0.020
 56987.118 19.062 0.020
 56994.098 19.478 0.060
 56996.112 19.501 0.053
 56998.144 19.651 0.068
 56998.146 19.725 0.084
 57000.154 19.697 0.099
 57000.157 19.810 0.108
 57002.155 19.745 0.057
filter Y
 56944.141 19.131 0.020
 56960.193 18.467 0.017
 56966.096 18.749 0.042
 56972.172 18.795 0.021
filter Jrc2
 56943.166 19.355 0.030
 56944.219 19.008 0.037
 56960.237 18.369 0.024
 56972.134 19.639 0.049
