SN2011iv 0.0065 54.7139 -35.5922
filter B
 55934.076 14.968 0.016
 55935.074 14.993 0.014
 55937.067 15.087 0.013
 55939.084 15.126 0.015
 55940.091 15.155 0.015
 55941.075 15.179 0.016
 55942.065 15.197 0.016
 55943.060 15.219 0.013
 55949.074 15.355 0.016
 55953.109 15.392 0.015
 55955.104 15.438 0.020
 55957.112 15.488 0.016
 55962.109 15.591 0.016
 55963.142 15.610 0.016
 55965.177 15.626 0.019
 55967.162 15.662 0.012
 55969.111 15.676 0.019
 55972.123 15.714 0.020
 55981.092 15.850 0.020
 55985.054 15.921 0.020
 55991.098 16.075 0.014
 55994.054 16.146 0.023
 55997.052 16.138 0.019
 56001.058 16.222 0.018
 56004.062 16.276 0.017
 56006.051 16.305 0.021
 56007.999 16.368 0.025
 56013.046 16.452 0.018
 56016.057 16.504 0.015
 56019.018 16.567 0.017
 56025.991 16.690 0.015
 56031.999 16.889 0.016
filter i
 55902.171 12.966 0.010
 55903.090 12.951 0.008
 55903.232 12.952 0.008
 55904.158 12.961 0.012
 55904.160 12.950 0.012
 55905.200 13.015 0.014
 55906.232 13.038 0.013
 55906.233 13.010 0.017
 55907.175 12.990 0.011
 55907.176 13.002 0.017
 55908.233 13.053 0.017
 55909.175 13.040 0.017
 55910.181 13.047 0.017
 55911.130 13.142 0.017
 55912.168 13.116 0.017
 55915.079 13.205 0.017
 55916.131 13.206 0.008
 55917.132 13.188 0.009
 55918.109 13.174 0.008
 55924.098 13.268 0.016
 55925.070 13.280 0.012
 55926.041 13.317 0.013
 55928.101 13.473 0.009
 55929.082 13.526 0.013
 55930.101 13.669 0.008
 55931.075 13.702 0.007
 55932.074 13.817 0.012
 55933.084 13.870 0.010
 55934.079 13.936 0.014
 55935.077 14.020 0.008
 55937.054 14.216 0.016
 55938.080 14.167 0.017
 55939.068 14.180 0.017
 55940.065 14.287 0.017
 55941.062 14.282 0.017
 55942.051 14.291 0.017
 55943.049 14.451 0.010
 55949.077 14.679 0.014
 55953.129 14.805 0.017
 55955.125 14.808 0.017
 55957.133 14.988 0.009
 55962.098 15.140 0.015
 55963.152 15.137 0.018
 55965.159 15.269 0.016
 55967.144 15.318 0.015
 55969.120 15.368 0.018
 55972.132 15.486 0.016
 55981.112 15.775 0.016
 55985.064 15.909 0.018
 55991.119 16.078 0.011
 55994.064 16.198 0.016
 55997.062 16.265 0.019
 56001.077 16.359 0.021
 56004.080 16.465 0.018
 56006.071 16.542 0.017
 56007.991 16.574 0.020
 56013.027 16.625 0.023
 56016.029 16.710 0.025
 56019.027 16.750 0.017
 56024.026 16.909 0.020
 56026.002 16.928 0.015
filter H
 55902.181 13.043 0.081
 55903.091 12.978 0.078
 55906.165 13.004 0.079
 55907.262 13.076 0.078
 55908.261 13.118 0.078
 55909.160 13.148 0.080
 55910.133 13.149 0.078
 55910.167 13.226 0.078
 55911.147 13.305 0.080
 55912.216 13.297 0.081
 55913.134 13.451 0.083
 55914.160 13.413 0.082
 55915.121 13.439 0.080
 55927.037 12.847 0.078
 55928.049 12.906 0.078
 55929.052 12.990 0.078
 55931.047 13.183 0.078
 56001.046 16.599 0.083
filter r
 55902.173 12.636 0.008
 55902.175 12.666 0.009
 55903.089 12.611 0.007
 55903.229 12.587 0.007
 55903.230 12.609 0.009
 55904.161 12.562 0.011
 55904.162 12.551 0.009
 55905.197 12.529 0.011
 55905.198 12.534 0.011
 55906.230 12.510 0.010
 55906.231 12.511 0.010
 55907.172 12.480 0.009
 55907.173 12.480 0.009
 55916.129 12.874 0.010
 55917.129 12.907 0.009
 55918.108 12.930 0.006
 55924.096 13.197 0.012
 55925.072 13.284 0.010
 55926.043 13.349 0.012
 55928.097 13.586 0.012
 55930.097 13.739 0.010
 55931.073 13.798 0.009
 55932.081 13.903 0.013
 55933.078 13.968 0.014
 55934.078 14.032 0.015
 55935.076 14.088 0.009
 55937.056 14.206 0.012
 55939.074 14.283 0.016
 55940.080 14.338 0.016
 55941.064 14.398 0.017
 55942.054 14.420 0.017
 55949.076 14.700 0.020
 55953.124 14.800 0.016
 55957.127 14.940 0.016
 55962.103 15.102 0.014
 55963.147 15.155 0.015
 55965.164 15.208 0.015
 55967.149 15.299 0.016
 55969.115 15.396 0.022
 55972.128 15.547 0.030
 55981.107 15.797 0.022
 55985.059 15.972 0.029
 55991.114 16.140 0.013
 55994.059 16.268 0.018
 55997.057 16.376 0.022
 56001.072 16.490 0.021
filter u
 55902.180 12.993 0.023
 55902.182 13.002 0.017
 55902.184 12.994 0.016
 55903.083 12.961 0.015
 55903.220 12.957 0.015
 55903.223 12.946 0.014
 55904.165 12.971 0.029
 55904.166 12.967 0.024
 55904.168 12.962 0.021
 55905.202 13.007 0.023
 55905.204 12.996 0.017
 55905.206 13.012 0.018
 55905.208 13.001 0.016
 55906.235 13.091 0.025
 55906.236 13.070 0.020
 55906.238 13.054 0.018
 55907.179 13.147 0.021
 55907.180 13.145 0.020
 55907.182 13.146 0.017
 55915.085 14.406 0.018
 55916.133 14.647 0.013
 55917.125 14.890 0.015
 55918.104 15.098 0.013
 55922.120 15.742 0.016
 55923.080 15.841 0.016
 55924.085 15.939 0.015
 55925.077 16.009 0.013
 55926.048 16.104 0.015
 55928.079 16.248 0.018
 55928.086 16.239 0.019
 55928.108 16.227 0.015
 55931.079 16.418 0.016
 55932.078 16.481 0.016
 55933.081 16.508 0.016
 55934.082 16.561 0.016
 55935.081 16.598 0.016
 55937.061 16.669 0.014
 55938.092 16.691 0.016
 55939.079 16.737 0.016
 55940.086 16.762 0.017
 55941.070 16.802 0.016
 55942.059 16.805 0.018
 55943.066 16.836 0.016
 55949.081 16.995 0.018
 55949.096 16.993 0.016
 55953.117 17.088 0.017
 55955.113 17.126 0.018
 55957.119 17.184 0.019
 55962.115 17.302 0.018
 55963.170 17.301 0.021
 55965.171 17.338 0.023
 55967.156 17.382 0.023
 55969.126 17.502 0.019
 55972.138 17.576 0.020
 55981.100 17.811 0.021
 55985.070 17.910 0.020
 55991.105 17.998 0.040
 55994.070 18.113 0.042
 55997.068 18.195 0.027
 56001.066 18.400 0.027
 56004.069 18.491 0.033
 56006.059 18.525 0.033
 56008.005 18.556 0.028
 56019.012 18.845 0.049
filter V
 55902.188 12.646 0.010
 55902.190 12.653 0.009
 55903.077 12.581 0.007
 55903.214 12.582 0.010
 55903.216 12.586 0.008
 55904.141 12.530 0.013
 55904.143 12.535 0.010
 55904.145 12.531 0.009
 55905.215 12.489 0.012
 55905.216 12.493 0.012
 55905.218 12.501 0.011
 55906.222 12.487 0.013
 55906.224 12.473 0.009
 55907.165 12.441 0.009
 55907.167 12.441 0.008
 55915.101 12.731 0.011
 55916.136 12.856 0.008
 55917.118 12.951 0.008
 55918.110 13.043 0.007
 55925.058 13.621 0.009
 55926.034 13.702 0.007
 55928.051 13.891 0.007
 55928.056 13.891 0.007
 55930.109 14.076 0.007
 55931.083 14.142 0.008
 55932.084 14.217 0.012
 55933.086 14.250 0.009
 55934.085 14.313 0.010
 55935.071 14.381 0.009
 55937.049 14.448 0.007
 55940.049 14.549 0.011
 55941.051 14.571 0.015
 55943.081 14.636 0.010
 55949.067 14.805 0.013
 55949.070 14.795 0.010
 55953.142 14.917 0.010
 55955.136 14.960 0.016
 55957.144 15.020 0.008
 55962.093 15.134 0.010
 55963.157 15.163 0.008
 55967.132 15.276 0.008
 55969.106 15.320 0.011
 55972.149 15.368 0.011
 55981.124 15.596 0.009
 55985.082 15.699 0.011
 55994.081 15.954 0.012
 55997.046 16.003 0.012
 56001.089 16.091 0.012
 56004.092 16.151 0.009
 56006.082 16.222 0.013
 56008.011 16.235 0.019
 56013.015 16.388 0.012
 56016.016 16.438 0.014
 56018.999 16.463 0.010
filter Y
 55902.188 12.943 0.073
 55903.074 12.970 0.073
 55906.154 13.157 0.073
 55907.270 13.213 0.073
 55908.195 13.260 0.073
 55908.250 13.248 0.073
 55909.124 13.285 0.073
 55909.132 13.318 0.073
 55910.150 13.292 0.073
 55912.219 13.339 0.073
 55913.121 13.351 0.074
 55914.150 13.319 0.074
 55915.131 13.262 0.073
 55927.034 12.610 0.073
 55927.047 12.592 0.073
 55929.033 12.636 0.073
 55930.030 12.698 0.073
 55931.057 12.746 0.073
 55992.088 16.212 0.073
 56001.054 16.540 0.073
 56020.979 16.974 0.076
 56021.991 17.218 0.074
filter Jrc2
 55902.218 12.967 0.042
 55903.097 12.866 0.041
 55906.168 12.925 0.045
 55907.251 13.073 0.042
 55908.267 13.182 0.042
 55909.167 13.178 0.058
 55910.154 13.318 0.042
 55911.150 13.505 0.042
 55912.202 13.760 0.043
 55913.139 13.989 0.045
 55914.163 14.106 0.045
 55915.134 14.120 0.042
 55927.050 13.585 0.042
 55928.071 13.546 0.042
 55929.061 13.626 0.041
 55931.051 13.770 0.043
 55992.054 17.861 0.053
 56022.011 18.806 0.077
