PS1-14ra 0.0281 220.3685 9.4330
filter B
 56724.282 16.704 0.010
 56725.313 16.710 0.010
 56726.344 16.775 0.015
 56727.301 16.801 0.012
 56729.307 16.948 0.015
 56731.372 17.169 0.018
 56733.344 17.365 0.024
 56741.350 18.477 0.020
 56742.339 18.598 0.016
 56743.311 18.705 0.028
 56744.278 18.760 0.022
 56745.346 18.884 0.023
 56749.316 19.212 0.027
 56750.313 19.317 0.031
 56751.317 19.422 0.033
 56752.284 19.480 0.026
 56757.351 19.669 0.022
 56761.205 19.790 0.129
 56761.206 19.770 0.125
 56768.305 19.983 0.046
 56768.310 19.930 0.037
 56775.231 20.063 0.026
 56784.234 20.239 0.032
filter g
 56724.285 16.608 0.007
 56725.306 16.615 0.007
 56726.347 16.641 0.008
 56727.304 16.675 0.009
 56729.309 16.820 0.010
 56731.375 16.960 0.012
 56733.349 17.171 0.014
 56741.337 18.091 0.011
 56742.343 18.198 0.013
 56743.293 18.312 0.014
 56744.261 18.423 0.013
 56745.332 18.512 0.014
 56749.303 18.894 0.017
 56750.300 18.976 0.017
 56751.311 19.020 0.019
 56752.275 19.110 0.020
 56757.366 19.369 0.016
 56761.194 19.427 0.071
 56761.195 19.586 0.079
 56768.289 19.631 0.030
 56775.221 19.775 0.027
 56784.243 19.935 0.032
filter i
 56724.288 17.099 0.012
 56725.308 17.145 0.012
 56726.349 17.139 0.012
 56727.307 17.165 0.013
 56729.311 17.274 0.019
 56731.377 17.513 0.017
 56733.352 17.662 0.019
 56741.341 17.657 0.013
 56742.347 17.637 0.012
 56743.297 17.623 0.021
 56744.265 17.575 0.016
 56745.335 17.612 0.013
 56749.299 17.765 0.015
 56750.297 17.870 0.014
 56751.307 17.938 0.019
 56752.269 18.073 0.019
 56757.373 18.429 0.014
 56761.199 18.654 0.041
 56761.200 18.633 0.039
 56768.285 18.910 0.028
 56775.217 19.212 0.032
 56784.248 19.564 0.040
filter H
 56724.319 17.295 0.034
 56726.299 17.356 0.022
 56729.311 17.557 0.021
filter r
 56724.287 16.616 0.007
 56725.307 16.587 0.009
 56726.348 16.590 0.009
 56727.305 16.596 0.012
 56729.310 16.684 0.014
 56731.376 16.806 0.011
 56733.351 16.984 0.014
 56741.339 17.289 0.009
 56742.345 17.304 0.009
 56743.295 17.354 0.013
 56744.263 17.369 0.010
 56745.334 17.425 0.009
 56749.301 17.741 0.013
 56750.299 17.815 0.015
 56751.309 17.933 0.015
 56752.271 18.006 0.016
 56757.369 18.320 0.010
 56761.196 18.489 0.036
 56761.197 18.509 0.037
 56768.288 18.689 0.019
 56775.219 18.944 0.020
 56784.251 19.250 0.024
filter u
 56724.290 17.448 0.017
 56725.310 17.530 0.018
 56726.351 17.622 0.018
 56727.309 17.705 0.018
 56729.313 17.974 0.020
 56731.380 18.212 0.033
 56733.354 18.566 0.053
 56733.357 18.501 0.051
 56741.345 19.690 0.045
 56742.351 19.866 0.041
 56743.304 20.056 0.068
 56744.270 19.930 0.054
 56745.340 20.174 0.040
 56749.308 20.489 0.066
 56750.305 20.681 0.080
filter V
 56724.284 16.690 0.009
 56725.312 16.666 0.010
 56726.345 16.656 0.013
 56727.303 16.664 0.010
 56729.308 16.735 0.014
 56731.373 16.835 0.013
 56733.346 16.974 0.019
 56741.349 17.577 0.012
 56742.341 17.644 0.012
 56743.309 17.744 0.023
 56744.276 17.798 0.022
 56745.345 17.886 0.014
 56749.314 18.238 0.017
 56750.311 18.339 0.019
 56751.314 18.428 0.020
 56752.278 18.489 0.022
 56757.362 18.774 0.017
 56761.202 18.856 0.056
 56761.203 18.832 0.052
 56768.299 19.108 0.021
 56775.226 19.270 0.019
 56784.239 19.554 0.027
filter Y
 56724.298 17.116 0.011
 56726.286 17.243 0.012
 56729.298 17.435 0.014
 56732.340 17.598 0.014
filter Jrc2
 56724.330 17.064 0.012
 56726.310 17.255 0.013
 56729.322 17.666 0.017
 56732.378 18.215 0.025
