PTF13ebh 0.0133 35.4999 33.2705
filter B
 56610.135 18.441 0.023
 56611.117 17.763 0.019
 56612.139 17.292 0.014
 56613.193 16.885 0.018
 56614.101 16.582 0.009
 56615.125 16.286 0.009
 56617.124 15.821 0.006
 56618.117 15.653 0.005
 56619.098 15.527 0.006
 56620.109 15.418 0.012
 56621.114 15.347 0.007
 56622.103 15.328 0.006
 56623.094 15.319 0.006
 56624.073 15.340 0.007
 56625.093 15.379 0.006
 56630.081 15.906 0.011
 56631.092 16.074 0.007
 56632.090 16.224 0.008
 56633.079 16.376 0.011
 56635.083 16.697 0.014
 56636.084 16.837 0.014
 56637.070 17.019 0.020
 56638.097 17.118 0.016
 56640.062 17.346 0.023
 56641.089 17.441 0.030
 56644.051 17.686 0.025
 56645.052 17.769 0.018
 56646.048 17.883 0.013
 56647.048 17.933 0.014
 56648.046 18.023 0.015
 56649.045 18.051 0.016
 56651.074 18.163 0.017
 56652.087 18.172 0.024
 56653.044 18.198 0.020
 56654.038 18.229 0.021
 56656.037 18.317 0.027
 56657.071 18.359 0.015
 56659.062 18.394 0.020
filter g
 56610.142 18.273 0.017
 56610.147 18.258 0.017
 56611.129 17.618 0.012
 56612.120 17.199 0.012
 56613.182 16.793 0.011
 56614.110 16.485 0.008
 56615.116 16.193 0.006
 56617.113 15.726 0.005
 56618.105 15.556 0.005
 56619.114 15.424 0.006
 56620.103 15.317 0.007
 56621.117 15.302 0.006
 56622.094 15.216 0.005
 56623.083 15.196 0.005
 56624.065 15.199 0.005
 56625.089 15.232 0.005
 56630.084 15.626 0.010
 56631.081 15.731 0.005
 56632.080 15.851 0.005
 56633.070 15.983 0.008
 56635.072 16.268 0.006
 56636.075 16.405 0.008
 56637.073 16.537 0.008
 56638.100 16.689 0.010
 56640.041 16.883 0.011
 56641.078 17.017 0.015
 56642.050 17.038 0.072
 56642.054 17.184 0.046
 56644.059 17.304 0.019
 56645.056 17.371 0.014
 56646.053 17.458 0.013
 56647.055 17.527 0.010
 56648.051 17.599 0.014
 56649.049 17.646 0.011
 56650.070 17.690 0.014
 56651.055 17.725 0.011
 56652.071 17.780 0.015
 56653.047 17.830 0.012
 56654.043 17.844 0.011
 56656.049 17.943 0.012
 56657.065 17.942 0.012
filter i
 56610.156 18.496 0.029
 56611.140 17.793 0.017
 56612.111 17.236 0.013
 56613.175 16.775 0.011
 56613.186 16.784 0.010
 56614.116 16.454 0.007
 56615.113 16.169 0.007
 56617.110 15.739 0.009
 56618.102 15.604 0.005
 56619.108 15.496 0.008
 56620.101 15.443 0.012
 56621.123 15.434 0.017
 56622.097 15.421 0.006
 56623.086 15.450 0.010
 56624.067 15.471 0.009
 56625.086 15.501 0.006
 56630.086 15.771 0.016
 56631.084 15.851 0.011
 56632.083 15.883 0.007
 56633.073 15.894 0.012
 56635.075 15.879 0.009
 56636.078 15.857 0.011
 56637.076 15.846 0.007
 56638.112 15.841 0.010
 56640.046 15.850 0.008
 56641.076 15.898 0.008
 56642.057 15.948 0.048
 56642.059 15.896 0.043
 56642.060 15.847 0.119
 56644.062 16.040 0.009
 56645.060 16.130 0.011
 56646.056 16.240 0.009
 56647.059 16.349 0.008
 56648.054 16.436 0.010
 56649.052 16.534 0.009
 56650.074 16.604 0.011
 56651.061 16.651 0.013
 56652.075 16.742 0.026
 56653.050 16.792 0.021
 56654.046 16.855 0.010
 56656.054 16.975 0.011
 56657.055 17.020 0.011
filter H
 56611.161 16.881 0.034
 56611.170 16.915 0.039
 56613.135 16.234 0.024
 56617.122 15.431 0.023
 56622.111 15.280 0.022
 56623.149 15.327 0.023
 56624.087 15.357 0.022
 56638.066 15.460 0.022
 56648.047 15.998 0.028
 56650.049 16.133 0.031
 56654.049 16.403 0.041
filter r
 56610.151 18.093 0.016
 56611.134 17.533 0.011
 56612.116 17.077 0.010
 56613.178 16.664 0.011
 56614.113 16.352 0.007
 56615.108 16.062 0.005
 56617.107 15.608 0.006
 56618.100 15.450 0.005
 56619.106 15.312 0.006
 56620.100 15.220 0.010
 56621.119 15.162 0.005
 56622.096 15.109 0.005
 56623.084 15.094 0.008
 56624.066 15.066 0.005
 56625.087 15.065 0.005
 56630.085 15.290 0.012
 56631.082 15.360 0.005
 56632.082 15.432 0.006
 56633.071 15.474 0.009
 56635.073 15.558 0.006
 56636.076 15.613 0.007
 56637.074 15.653 0.006
 56638.110 15.689 0.008
 56640.044 15.795 0.007
 56641.075 15.872 0.007
 56642.055 15.943 0.026
 56642.056 15.932 0.018
 56644.061 16.123 0.008
 56645.058 16.240 0.008
 56646.054 16.343 0.008
 56647.057 16.432 0.008
 56648.053 16.522 0.007
 56649.051 16.593 0.007
 56650.072 16.672 0.011
 56651.057 16.735 0.008
 56652.073 16.772 0.016
 56653.048 16.849 0.014
 56654.045 16.871 0.009
 56656.056 16.981 0.008
 56657.053 17.028 0.009
filter u
 56610.166 19.948 0.164
 56611.146 18.784 0.073
 56612.127 18.180 0.060
 56614.121 17.212 0.023
 56618.107 16.230 0.009
 56619.111 16.116 0.009
 56620.112 16.078 0.011
 56621.127 16.077 0.029
 56622.099 16.104 0.009
 56623.088 16.151 0.011
 56624.069 16.228 0.013
 56625.090 16.349 0.014
 56630.088 17.120 0.026
 56631.086 17.354 0.022
 56632.086 17.409 0.015
 56633.075 17.624 0.018
 56635.077 18.025 0.030
 56636.080 18.172 0.036
 56637.078 18.181 0.045
 56638.104 18.435 0.033
 56640.052 18.569 0.047
 56641.081 18.851 0.083
 56644.073 18.991 0.087
 56645.064 18.908 0.048
 56646.060 19.041 0.029
 56647.069 19.105 0.027
 56648.058 19.162 0.033
 56649.056 19.217 0.036
 56650.079 19.213 0.031
 56651.066 19.310 0.036
 56652.079 19.247 0.064
 56653.055 19.333 0.027
 56654.051 19.282 0.030
 56656.044 19.351 0.047
 56657.060 19.483 0.039
filter V
 56610.128 18.118 0.020
 56611.123 17.526 0.013
 56612.134 17.129 0.013
 56613.189 16.733 0.013
 56614.105 16.449 0.008
 56615.121 16.172 0.007
 56617.120 15.717 0.005
 56618.111 15.562 0.005
 56618.114 15.553 0.005
 56619.100 15.424 0.006
 56620.108 15.335 0.009
 56621.115 15.255 0.006
 56622.101 15.198 0.005
 56623.092 15.158 0.007
 56624.072 15.142 0.006
 56625.092 15.152 0.006
 56630.083 15.333 0.012
 56631.090 15.408 0.005
 56632.089 15.493 0.006
 56633.078 15.588 0.008
 56635.082 15.774 0.006
 56636.083 15.848 0.010
 56637.072 15.954 0.009
 56638.096 16.041 0.009
 56640.060 16.201 0.013
 56641.088 16.294 0.011
 56644.053 16.575 0.010
 56645.054 16.678 0.010
 56646.050 16.748 0.009
 56647.050 16.825 0.009
 56648.048 16.896 0.009
 56649.047 16.968 0.009
 56650.086 17.039 0.014
 56651.071 17.077 0.011
 56652.085 17.112 0.013
 56653.042 17.169 0.010
 56654.041 17.220 0.010
 56656.034 17.278 0.019
 56657.068 17.333 0.011
 56659.058 17.384 0.011
filter Y
 56611.139 17.190 0.018
 56613.121 16.419 0.015
 56617.108 15.505 0.014
 56622.099 15.256 0.014
 56623.136 15.314 0.014
 56624.074 15.364 0.014
 56638.050 15.406 0.014
 56648.030 15.465 0.014
 56650.037 15.582 0.014
 56653.029 15.810 0.016
 56654.044 15.863 0.016
filter Jrc2
 56611.187 17.111 0.027
 56613.145 16.337 0.021
 56622.117 15.153 0.020
 56623.154 15.188 0.020
 56624.091 15.267 0.020
 56638.075 15.980 0.019
 56648.062 16.610 0.019
 56650.055 16.759 0.026
 56653.055 17.124 0.051
 56654.067 17.195 0.050
