LSQ13dpm 0.0509 157.2847 -17.1139
filter B
 56649.332 18.346 0.018
 56650.291 18.204 0.021
 56651.284 18.134 0.019
 56652.308 18.057 0.015
 56653.277 17.978 0.011
 56654.331 17.907 0.012
 56655.348 17.883 0.015
 56656.255 17.866 0.012
 56657.313 17.841 0.017
 56658.266 17.883 0.014
 56660.251 17.942 0.017
 56661.258 17.990 0.011
 56662.329 18.041 0.013
 56663.252 18.058 0.016
 56664.301 18.128 0.015
 56665.217 18.184 0.013
 56669.270 18.470 0.016
 56671.248 18.669 0.024
 56673.260 18.892 0.028
 56677.228 19.285 0.037
 56678.298 19.414 0.038
 56679.342 19.543 0.038
 56681.273 19.780 0.033
 56684.263 20.007 0.033
 56685.188 20.100 0.025
 56687.240 20.212 0.039
 56688.316 20.256 0.039
 56689.193 20.343 0.047
 56696.101 20.712 0.075
 56707.155 21.109 0.113
 56708.221 20.936 0.078
filter i
 56649.327 18.515 0.027
 56650.303 18.428 0.023
 56651.278 18.363 0.021
 56652.318 18.266 0.019
 56653.284 18.263 0.012
 56654.323 18.297 0.016
 56655.326 18.310 0.017
 56656.247 18.280 0.016
 56657.307 18.340 0.017
 56658.278 18.416 0.020
 56660.240 18.441 0.017
 56661.250 18.454 0.021
 56662.320 18.469 0.013
 56663.244 18.547 0.020
 56664.310 18.611 0.017
 56665.226 18.608 0.022
 56669.280 18.967 0.026
 56671.258 19.177 0.028
 56673.277 19.196 0.030
 56677.242 19.144 0.036
 56678.306 19.080 0.025
 56679.334 19.072 0.026
 56681.263 19.041 0.023
 56682.252 19.015 0.021
 56684.253 18.945 0.021
 56685.201 18.937 0.019
 56687.251 18.927 0.019
 56688.335 18.923 0.021
 56689.185 18.973 0.024
 56693.226 19.112 0.024
 56696.111 19.282 0.036
 56703.373 19.678 0.149
 56707.147 19.931 0.045
 56708.214 20.069 0.050
 56709.313 20.044 0.043
 56711.114 20.139 0.054
 56712.288 20.242 0.049
 56713.295 20.189 0.039
filter H
 56650.288 18.261 0.037
 56651.324 18.181 0.024
 56653.296 18.194 0.038
 56654.345 18.308 0.048
filter r
 56649.325 18.355 0.022
 56650.298 18.206 0.019
 56651.275 18.099 0.016
 56652.316 17.998 0.017
 56653.281 17.964 0.011
 56654.326 17.911 0.013
 56655.329 17.885 0.016
 56656.244 17.817 0.015
 56657.304 17.806 0.015
 56658.274 17.823 0.015
 56660.243 17.825 0.013
 56661.247 17.851 0.012
 56662.323 17.872 0.010
 56663.246 17.915 0.013
 56664.307 17.960 0.012
 56665.223 17.989 0.010
 56669.277 18.209 0.013
 56671.255 18.332 0.017
 56673.272 18.432 0.016
 56677.239 18.542 0.022
 56678.303 18.585 0.021
 56679.329 18.551 0.018
 56681.266 18.623 0.015
 56682.255 18.636 0.013
 56684.257 18.707 0.014
 56685.198 18.724 0.015
 56687.248 18.803 0.014
 56688.331 18.817 0.018
 56689.181 18.876 0.018
 56693.223 19.098 0.018
 56696.115 19.424 0.028
 56703.370 19.655 0.171
 56707.144 19.716 0.033
 56708.208 19.711 0.030
 56711.111 19.852 0.028
 56712.285 19.872 0.028
 56713.291 19.864 0.025
filter V
 56649.330 18.351 0.022
 56650.294 18.221 0.019
 56651.281 18.118 0.018
 56652.310 18.024 0.015
 56653.271 17.943 0.012
 56653.274 17.944 0.013
 56654.329 17.921 0.011
 56655.345 17.871 0.014
 56656.251 17.843 0.010
 56657.310 17.824 0.018
 56658.270 17.832 0.015
 56660.247 17.877 0.012
 56661.254 17.874 0.009
 56662.326 17.927 0.010
 56663.249 17.951 0.016
 56664.304 17.996 0.016
 56665.220 18.020 0.010
 56669.273 18.178 0.014
 56671.252 18.343 0.018
 56673.266 18.457 0.020
 56677.232 18.690 0.022
 56678.294 18.760 0.020
 56679.338 18.829 0.022
 56681.270 18.914 0.023
 56684.260 19.136 0.020
 56685.194 19.210 0.020
 56687.244 19.297 0.021
 56688.327 19.367 0.021
 56689.189 19.403 0.023
 56696.107 19.877 0.039
 56707.151 20.172 0.066
 56708.217 20.237 0.056
 56709.316 20.271 0.051
 56711.118 20.326 0.044
 56712.292 20.272 0.040
 56713.298 20.388 0.046
filter Y
 56650.266 18.224 0.014
 56651.301 18.144 0.014
 56652.304 18.110 0.014
 56653.280 18.087 0.014
 56654.329 18.130 0.014
 56670.272 19.048 0.023
filter Jrc2
 56650.311 18.153 0.019
 56651.338 17.971 0.019
 56652.346 17.966 0.020
 56653.328 18.029 0.020
 56670.314 19.593 0.038
