PTF13efe 0.0749 130.9137 16.1770
filter B
 56632.306 18.804 0.024
 56633.293 18.716 0.029
 56635.347 18.483 0.012
 56636.294 18.364 0.012
 56637.330 18.353 0.011
 56638.357 18.303 0.017
 56639.286 18.293 0.010
 56640.284 18.287 0.013
 56641.295 18.294 0.019
 56643.287 18.348 0.036
 56644.265 18.339 0.032
 56649.244 18.539 0.022
 56650.233 18.570 0.017
 56651.294 18.653 0.023
 56652.269 18.731 0.044
 56655.283 18.948 0.014
 56658.256 19.286 0.026
 56661.306 19.586 0.018
 56664.254 19.838 0.025
 56668.191 20.182 0.061
filter i
 56632.326 19.086 0.021
 56633.318 18.980 0.024
 56635.340 18.880 0.019
 56636.287 18.842 0.022
 56637.317 18.823 0.017
 56638.339 18.812 0.017
 56639.281 18.821 0.019
 56640.294 18.802 0.018
 56641.305 18.797 0.017
 56643.296 18.851 0.039
 56644.261 18.811 0.040
 56649.262 19.031 0.030
 56650.246 19.024 0.028
 56651.306 19.060 0.024
 56652.283 19.248 0.042
 56655.296 19.499 0.033
 56658.246 19.633 0.031
 56661.320 19.712 0.031
 56664.240 19.602 0.032
 56666.358 19.544 0.028
 56668.202 19.447 0.030
 56670.282 19.451 0.039
 56672.205 19.422 0.073
 56677.196 19.438 0.033
 56678.262 19.513 0.040
 56678.264 19.519 0.041
 56680.307 19.477 0.041
 56681.197 19.602 0.056
 56682.237 19.739 0.032
 56684.190 19.912 0.030
 56686.268 20.024 0.030
 56688.214 20.102 0.034
 56695.274 20.445 0.049
filter H
 56636.279 19.046 0.042
 56638.286 19.057 0.037
filter r
 56632.321 18.862 0.015
 56633.312 18.723 0.018
 56635.337 18.518 0.013
 56636.283 18.444 0.015
 56637.322 18.378 0.010
 56638.334 18.313 0.013
 56639.276 18.281 0.012
 56640.290 18.254 0.011
 56641.301 18.224 0.012
 56643.294 18.168 0.025
 56644.259 18.172 0.022
 56649.259 18.287 0.016
 56650.243 18.341 0.017
 56651.303 18.369 0.015
 56652.277 18.466 0.018
 56655.293 18.639 0.013
 56658.242 18.812 0.018
 56661.316 18.928 0.013
 56664.245 18.990 0.015
 56666.352 19.015 0.015
 56668.197 19.083 0.019
 56670.287 19.067 0.019
 56672.201 19.150 0.052
 56677.191 19.424 0.030
 56678.257 19.436 0.033
 56678.260 19.370 0.033
 56680.305 19.555 0.038
 56681.202 19.547 0.036
 56682.241 19.623 0.026
 56684.198 19.742 0.019
 56686.252 19.852 0.019
 56688.205 19.924 0.020
 56695.270 20.173 0.028
filter V
 56632.312 18.841 0.026
 56633.299 18.726 0.027
 56635.344 18.465 0.011
 56636.290 18.413 0.016
 56637.326 18.346 0.014
 56638.352 18.314 0.016
 56639.290 18.278 0.012
 56640.280 18.265 0.015
 56641.290 18.228 0.015
 56643.290 18.245 0.028
 56644.263 18.252 0.027
 56649.248 18.406 0.020
 56650.239 18.404 0.017
 56651.299 18.498 0.021
 56652.262 18.450 0.063
 56655.288 18.739 0.017
 56658.251 18.895 0.025
 56661.311 19.084 0.023
 56664.250 19.211 0.022
 56668.185 19.449 0.037
filter Y
 56636.266 18.736 0.018
 56637.301 18.725 0.021
 56638.273 18.769 0.018
 56643.265 18.881 0.027
 56648.279 19.278 0.029
 56649.290 19.276 0.026
 56651.240 19.427 0.021
filter Jrc2
 56636.307 18.755 0.021
 56637.314 18.799 0.023
 56638.316 18.866 0.022
 56643.313 19.095 0.036
 56648.300 19.447 0.049
 56649.315 19.581 0.045
 56651.261 19.908 0.036
