SN2013gv 0.0341 47.4888 19.2137
filter B
 56633.154 17.753 0.016
 56635.094 17.518 0.009
 56636.093 17.434 0.010
 56637.103 17.389 0.009
 56638.136 17.333 0.011
 56643.111 17.468 0.048
 56644.095 17.522 0.022
 56647.095 17.736 0.011
 56651.117 18.199 0.010
 56654.082 18.589 0.013
 56657.127 19.040 0.015
 56662.075 19.613 0.019
 56664.038 19.831 0.036
filter g
 56633.146 17.680 0.011
 56635.099 17.422 0.007
 56636.097 17.350 0.008
 56637.094 17.266 0.006
 56638.120 17.263 0.008
 56643.097 17.343 0.026
 56644.084 17.382 0.016
 56647.082 17.589 0.009
 56651.125 17.933 0.009
 56654.088 18.253 0.009
 56657.140 18.659 0.011
 56662.064 19.217 0.013
 56664.047 19.413 0.016
 56673.074 20.107 0.092
 56679.072 20.181 0.025
filter i
 56633.148 17.700 0.021
 56635.103 17.559 0.011
 56636.101 17.546 0.012
 56637.090 17.589 0.011
 56638.125 17.617 0.014
 56643.101 17.750 0.028
 56644.087 17.771 0.023
 56647.085 18.133 0.019
 56651.130 18.445 0.021
 56654.093 18.379 0.016
 56657.145 18.262 0.014
 56662.058 18.188 0.011
 56662.068 18.181 0.013
 56664.055 18.203 0.012
 56673.081 18.848 0.038
 56679.079 19.254 0.023
filter H
 56636.129 17.576 0.036
 56637.155 17.655 0.033
 56638.106 17.707 0.041
filter r
 56633.147 17.599 0.014
 56635.101 17.347 0.008
 56636.099 17.278 0.010
 56637.092 17.219 0.009
 56638.123 17.191 0.009
 56643.098 17.191 0.023
 56644.086 17.208 0.015
 56647.084 17.457 0.011
 56651.127 17.771 0.010
 56654.090 17.837 0.010
 56657.143 17.912 0.011
 56662.061 18.120 0.009
 56664.051 18.243 0.013
 56673.078 18.822 0.035
 56679.076 19.108 0.015
filter u
 56633.150 18.151 0.019
 56635.106 17.969 0.019
 56636.104 17.890 0.017
 56637.097 17.851 0.020
 56638.128 17.851 0.017
 56644.090 18.411 0.050
 56651.135 19.295 0.027
 56654.098 19.849 0.033
 56657.134 20.316 0.040
filter V
 56633.153 17.678 0.015
 56635.096 17.457 0.009
 56636.095 17.386 0.011
 56637.101 17.312 0.010
 56638.132 17.261 0.012
 56643.107 17.266 0.027
 56644.092 17.336 0.022
 56647.093 17.488 0.010
 56651.121 17.743 0.008
 56654.085 17.932 0.010
 56657.123 18.155 0.011
 56662.071 18.586 0.013
 56664.042 18.732 0.016
filter Y
 56636.114 17.399 0.016
 56637.139 17.427 0.017
 56638.091 17.556 0.016
 56649.126 18.346 0.025
 56650.066 18.336 0.019
filter Jrc2
 56636.139 17.310 0.014
 56637.173 17.352 0.017
 56638.116 17.401 0.014
 56650.107 19.000 0.056
