ASAS14mw 0.0274 25.3548 -65.6170
filter B
 57022.160 16.252 0.013
 57024.140 16.059 0.013
 57025.086 15.966 0.013
 57026.109 15.933 0.013
 57027.124 15.885 0.018
 57028.138 15.912 0.012
 57029.119 15.897 0.010
 57030.137 15.905 0.008
 57031.143 15.943 0.008
 57032.096 15.965 0.009
 57033.147 16.003 0.009
 57034.163 16.016 0.008
 57035.098 16.078 0.008
 57036.105 16.131 0.009
 57037.117 16.207 0.009
 57038.115 16.257 0.009
 57039.172 16.339 0.009
 57040.115 16.409 0.008
 57041.099 16.507 0.010
 57042.087 16.586 0.010
 57044.121 16.787 0.012
 57045.102 16.881 0.013
 57046.099 16.978 0.011
 57047.084 17.096 0.012
 57048.099 17.245 0.017
 57049.111 17.302 0.019
 57056.088 17.940 0.063
 57056.089 17.905 0.062
 57056.090 17.923 0.077
 57056.091 17.955 0.070
 57057.106 18.104 0.044
 57058.082 18.160 0.028
 57059.093 18.233 0.028
 57060.112 18.317 0.017
 57064.089 18.576 0.013
 57065.036 18.635 0.011
 57066.026 18.682 0.017
 57067.071 18.729 0.014
 57068.035 18.772 0.011
 57069.038 18.811 0.014
filter g
 57022.162 16.220 0.011
 57024.134 16.021 0.009
 57025.088 15.981 0.011
 57026.112 15.909 0.010
 57027.127 15.848 0.012
 57028.124 15.965 0.053
 57029.123 15.847 0.008
 57030.141 15.837 0.008
 57031.137 15.869 0.007
 57032.100 15.887 0.007
 57033.150 15.908 0.008
 57034.167 15.958 0.008
 57035.103 16.003 0.007
 57036.097 16.049 0.008
 57037.111 16.086 0.008
 57038.109 16.148 0.008
 57039.174 16.204 0.009
 57040.107 16.260 0.008
 57041.101 16.327 0.007
 57042.090 16.391 0.008
 57044.114 16.580 0.009
 57045.094 16.669 0.008
 57046.091 16.742 0.009
 57047.076 16.816 0.012
 57048.075 16.922 0.012
 57049.098 17.024 0.015
 57056.077 17.690 0.025
 57056.079 17.654 0.027
 57056.081 17.613 0.030
 57056.082 17.620 0.035
 57057.090 17.720 0.023
 57058.091 17.785 0.021
 57059.086 17.897 0.020
 57060.103 17.985 0.014
 57064.081 18.220 0.009
 57065.026 18.295 0.012
 57066.032 18.335 0.009
 57067.061 18.380 0.012
 57068.043 18.436 0.010
 57069.032 18.473 0.013
filter i
 57022.164 16.680 0.019
 57024.135 16.608 0.019
 57025.090 16.577 0.019
 57026.113 16.552 0.017
 57027.129 16.548 0.025
 57029.124 16.668 0.015
 57030.142 16.721 0.015
 57031.138 16.723 0.017
 57032.102 16.763 0.010
 57033.151 16.750 0.013
 57034.168 16.809 0.011
 57035.104 16.838 0.010
 57036.098 16.914 0.015
 57037.112 17.013 0.017
 57038.111 17.077 0.014
 57039.176 17.205 0.018
 57040.110 17.278 0.018
 57041.104 17.374 0.020
 57042.092 17.440 0.021
 57044.115 17.517 0.023
 57045.096 17.573 0.022
 57046.092 17.500 0.017
