comb,m1,m2,m3,Tmax,Tmax_err,st,st_err,gmax,gmax_err,rmax,rmax_err,Jmax,Jmax_err,Hmax,Hmax_err
0,-4.754705427199951,-7.7408387605343405,7.992900000004738,54817.0432054272,0.043909552514997285,0.8484732059862916,0.00513602145863863,14.699056782914237,0.007158671236761088,14.85083104481817,0.005779808621569038,,,15.495265577301243,0.030579972954234497
1,5.278058654883353,-4.396741345114909,18.025900000000547,54817.043441345115,0.043960535135092245,0.8485299863966825,0.0051425641934396615,14.699094238047914,0.007167953844942113,14.85088786604817,0.005787310507606457,,,15.49314880126315,0.03943687887222773
2,-5.7199795869673835,-2.401335142526174,24.010733333336248,54817.04297958697,0.04398611981235569,0.8484493964791615,0.005141545646660373,14.69901049393307,0.007167950847880055,14.850884781181838,0.005787697240896179,,,15.510185486574018,0.039023251047697154
3,-5.719988638011273,-2.0838441935702576,24.963233333335666,54817.042988638015,0.043965275187277775,0.8484664638796898,0.005140058690722677,14.699027984183354,0.007165082556290873,14.850887795507129,0.005785164046406512,,,15.508144764438391,0.0399149793781531
4,-5.719909638632089,-0.7422096386362682,28.98790000000008,54817.042909638636,0.04394868168030303,0.8485436348951946,0.005136463373743946,14.699105628311063,0.007161696526370935,14.850909839606498,0.0057835077507646096,,,15.495013222049568,0.03714617168163317
5,-5.719898752322479,1.23930124767503,34.932400000005146,54817.04289875233,0.04428741412708058,0.8487656288291886,0.005168914737986991,14.699316571808202,0.007212195263978675,14.850990546140157,0.005827330009488883,,,15.478432625385436,0.0384856755539496
6,-5.7211164388863835,4.591528005553603,44.99273333333258,54817.04411643889,0.04421805530719176,0.8478140831268676,0.005099388714936386,14.698434731244303,0.0071669969530075385,14.850563739004006,0.005807417801620852,,,15.516803526923315,0.04203852657624969
7,-5.7204053392706555,6.258739105168691,49.99223333333066,54817.043405339275,0.04477429322032915,0.8478863706646691,0.005212397868406796,14.698507054264374,0.007285006756321583,14.850596121105758,0.005886709696938369,,,15.51639053843301,0.044651657171671105
8,-5.720041782093176,10.885158217902548,63.87039999999979,54817.0430417821,0.04391182216459959,0.8484707088615938,0.005131253318144516,14.69904957963492,0.007155198518349226,14.850846198307138,0.005778157023212575,,,15.502197076492548,0.04503852593287868
9,-5.720011523677385,13.21568847631958,70.86190000000352,54817.04301152368,0.04390820715232516,0.848493213195237,0.005135634968727131,14.699070243766666,0.007157367417079903,14.850856945743892,0.005778432526700623,,,15.501612027931232,0.04533594168687176
10,-4.754861331384745,-4.0748279980543884,18.025900000000547,54817.04336133139,0.0439622029525194,0.8485217448784309,0.005139691998968922,14.699089622742793,0.007165780674181187,14.850878618268794,0.00578633267819323,,,15.488821430968395,0.03652833271156515
11,-4.754904704088403,-2.079926926312813,24.010733333336248,54817.04340470409,0.044021961765920256,0.8483974778797103,0.0051442545332268915,14.698962718263035,0.007173947005049524,14.85085429245886,0.00579340833700989,,,15.503479927950298,0.036265148715972174
12,-4.754866838607995,-1.762389060832599,24.963233333335666,54817.04336683861,0.043992758160789604,0.8484220483539716,0.005142192071394758,14.69898745408249,0.00716998873172579,14.850860729234551,0.0057898845864348195,,,15.50148348965123,0.0369500694479781
13,-4.75448861028417,-0.4204552769539684,28.98790000000008,54817.04298861029,0.043931127573872554,0.848522207043206,0.005132224988715964,14.699087576943999,0.007158932595661028,14.850894861346156,0.005782780791330178,,,15.49087193943539,0.0346772747635387
14,-4.753985596624261,1.5615477367076285,34.932400000005146,54817.04248559663,0.044240158867425425,0.8487891072177174,0.0051587427918613074,14.699343101783848,0.007202752067048578,14.850996456032156,0.005822135299815053,,,15.476391674028786,0.03573388744942245
15,-4.7562657309972565,4.912712046777112,44.99273333333258,54817.044765731,0.04426601844533719,0.8477013460522091,0.005098075436523839,14.698329798913338,0.007172478452512131,14.850505426988063,0.00581476059920374,,,15.508183852187896,0.03868298715024002
16,-4.755413476668764,6.580064301104964,49.99223333333066,54817.04391347667,0.044835857920415834,0.8478190812969696,0.005217071737210882,14.698445043706323,0.007294032375499068,14.850557231448269,0.005894889772638341,,,15.507080867376262,0.040782153466481806
17,-4.7547282976302085,11.206805035699896,63.87039999999979,54817.04322829763,0.04392241424420507,0.8484479847792145,0.005131919301171856,14.699030406181825,0.0071571282634926995,14.85082848361329,0.005780118676080754,,,15.495092087949546,0.04087170381718149
18,-4.754677813805756,13.53735551952559,70.86190000000352,54817.04317781381,0.04391797185745875,0.8484754047436699,0.005136642023372559,14.699055770315857,0.0071593596788808245,14.850841355891804,0.005780263543665664,,,15.494536270693493,0.04109068853949116
19,5.277898331674805,1.2642094427865231,24.010733333336248,54817.04360166832,0.04405941113646691,0.8485177947328095,0.005156565935638499,14.699063344825674,0.0071849042299301225,14.850911253431882,0.005800135811938723,,,15.509782072552783,0.05437133474434598
20,5.277912419522181,1.581723530633705,24.963233333335666,54817.043587580476,0.044033007090381326,0.848521255334106,0.005153754048623024,14.699069400901369,0.0071810651026365325,14.850906843934128,0.005797136148333437,,,15.505604906899439,0.05690644576319154
21,5.278165245545097,2.9235319122114256,28.98790000000008,54817.04333475445,0.04394735161653293,0.8485085594394891,0.005144178125254175,14.699070740120895,0.007168231028046988,14.85089127419211,0.005786977495402548,,,15.483005267055056,0.049686988671665676
22,5.278539911843836,4.905406578511854,34.932400000005146,54817.042960088154,0.04407811906963064,0.8485577743524096,0.005157383143091954,14.69913043357134,0.007188195602113105,14.850887329202825,0.005804115063287683,,,15.451632956012595,0.052628895493957065
23,5.276577496151731,8.256888607262226,44.99273333333258,54817.04492250385,0.04427049605385852,0.8479657628980355,0.005138342097788636,14.698552779517925,0.007196656534899679,14.850661042224875,0.005822896457418832,,,15.52489969379725,0.06287657361484562
24,5.277192771733098,9.924003882842953,49.99223333333066,54817.044307228265,0.04483909138266606,0.8480025819032297,0.005230254192728069,14.698591311223012,0.0073022832394137255,14.850679508207358,0.005898474337112193,,,15.525888593758916,0.07165170750172872
25,5.278054936927219,14.550921603593451,63.87039999999979,54817.04344506307,0.043961438813769245,0.8484799914062788,0.00514111775202161,14.699049014463753,0.007166643898487435,14.850862609796415,0.0057866138202148434,,,15.486672044575739,0.07636721595704891
26,5.278122739669925,16.881489406337398,70.86190000000352,54817.04337726033,0.04395456599973778,0.8485049862386466,0.005143469908096841,14.699072920895388,0.00716721478780254,14.850873277648255,0.005786040573380791,,,15.484343171816764,0.07789428538496115
27,11.263662450684933,3.57758467290599,24.963233333335666,54817.04267088265,0.04383685240445397,0.8485832703603691,0.0051300108016880544,14.699120052731244,0.007146792880796381,14.850978626835149,0.005769070788114654,,,15.540827797712817,0.05556144191735058
28,11.263535152364057,4.919012930139918,28.98790000000008,54817.04279818097,0.04402700439522273,0.8485422656848267,0.005151599755638164,14.699092874104684,0.007177711709173264,14.850935252546284,0.005794271685869606,,,15.509626880498683,0.048752081378417446
29,11.263456077766023,6.9004338555435725,34.932400000005146,54817.04287725557,0.04446256929001036,0.8486646632406113,0.0052013509431221685,14.69921068802348,0.007247685013950036,14.850960208679814,0.005851516806766903,,,15.480894282102351,0.05179024540106461
30,11.263529673589801,10.253951895809829,44.99273333333258,54817.042803659744,0.04390624128820916,0.8483837657098876,0.005103925850954327,14.698927035610875,0.007138190389772113,14.850890326685406,0.005772338075205147,,,15.567348695530944,0.06069802142571528
31,11.263689786144823,11.92061200836421,49.99223333333066,54817.04264354719,0.044368228424488704,0.8482653505739148,0.005180255998368217,14.698818011710504,0.007226795572567118,14.850859216891436,0.005835921020416208,,,15.57981821268772,0.06832894324992182
32,11.26376651533792,16.546744293113687,63.87039999999979,54817.042566817996,0.04383051507865113,0.8486043972012839,0.0051270130014525375,14.699136461723796,0.007144309552650625,14.85098148836263,0.005767812989995971,,,15.548983569197016,0.07265298143519489
33,11.263715959357796,18.877193737134803,70.86190000000352,54817.042617373976,0.04382627673613376,0.8485964250752306,0.00512912876062752,14.699129986812013,0.0071451513181546725,14.8509891968781,0.005767611959263404,,,15.54906051365459,0.0739824812396365
34,12.215990760363638,5.2364685381398886,28.98790000000008,54817.04284257297,0.04400561306654463,0.8485460752048654,0.005148925831704703,14.699098266438087,0.007174063657991579,14.850931996291301,0.005791372095575775,,,15.50633793983456,0.05053434320528435
35,12.215854165049677,7.217831942827615,34.932400000005146,54817.04297916828,0.0443952229138871,0.8486549289081022,0.005193082296366551,14.699204028147214,0.007236441703337003,14.850949053800557,0.005842489395359709,,,15.475288063232147,0.05365673677356475
36,12.21607642176241,10.571498643982826,44.99273333333258,54817.04275691157,0.04390804747368019,0.8483900695809575,0.005104969425824177,14.698933276807859,0.007138827775851523,14.850892887153039,0.0057724999143228236,,,15.569867977683817,0.06494871939245132
37,12.216230199810525,12.238152422030302,49.99223333333066,54817.04260313352,0.044356071575709345,0.8482645891540509,0.005178446664890131,14.698816592920965,0.007224527374338742,14.850861183652604,0.005834178516127804,,,15.58604104955653,0.07486081064360506
38,12.21626460601692,16.864242383793073,63.87039999999979,54817.04256872732,0.043835284564887875,0.8485978863620347,0.0051271581917410065,14.69913198728397,0.0071448075175218175,14.850975150365068,0.005768304487059172,,,15.548413498163766,0.08015225951933427
39,12.216214260777633,19.19469203855503,70.86190000000352,54817.042619072556,0.04383094321527919,0.8485900617621583,0.0051293728902124126,14.699125719602028,0.007145700864032689,14.850982746809503,0.005768117597628472,,,15.548490531240239,0.08197663579669039
40,-12.747609138663393,8.559157528005017,34.932400000005146,54817.04320913866,0.04417080014678897,0.8485786980903074,0.005167425343167526,14.699139572656419,0.007200596935681688,14.850899987776767,0.005813183331491129,,,15.462044299938754,0.047618406195254606
41,-12.748067866807105,11.912143244303783,44.99273333333258,54817.043667866805,0.04429436640847054,0.8479898877214072,0.005135646647758237,14.698578619098004,0.007194354351797324,14.850674462636556,0.005820670855520515,,,15.520839924874217,0.054844032416879185
42,-12.747445882618194,13.579265228492053,49.99223333333066,54817.043045882616,0.044833571748054746,0.8480376355253229,0.005228989394966665,14.698629285366245,0.007299848491284313,14.850706962313117,0.00589595123374656,,,15.52075487950554,0.060411775670690844
