Y,B,H,r,g,i,u,J,V,Tmax,Tmax_err,st,st_err,name
118.22066666666669,131.08490488006618,82.70011538461539,153.57123655913975,163.43075,115.55870310903516,110.10920540796965,123.96249999999999,146.17322802197802,57151.682524220574,0.05219079772484594,1.0698478530434972,0.007878855020527242,ASAS15hx
,,,68.44652589470597,76.62706867951358,,,,,57151.66222198886,0.059345953395643684,1.0825781655612485,0.009447517054067586,ASAS15hx
,,,45.93185467682021,51.920585678619005,,,,,57151.699698790406,0.07541903021360528,1.0773820647743204,0.011816746899496472,ASAS15hx
,,,34.91404354216808,37.347390198894786,,,,,57151.71791840809,0.0735418519642543,1.0886773468912958,0.012065459156652419,ASAS15hx
,,,28.35451553539436,31.037343665023027,,,,,57151.76996832125,0.08843306171333415,1.0726933489128132,0.013345098822795215,ASAS15hx
,,,23.633200570015237,25.40922552408071,,,,,57151.83906695004,0.09702280341869161,1.1170363847200004,0.018051382148576673,ASAS15hx
106.4315,117.74543675125199,76.56225334448159,152.43130293317793,153.44609848484853,124.52802120930146,78.98574430241771,61.947446177795456,137.54450506857484,57112.550995540114,0.0741706749995832,0.7006873686787948,0.007796369936620862,SNhunt281
,,,77.0448278897795,77.0693233011018,,,,,57112.58317788921,0.08224938001543684,0.6930524184239457,0.00810699671727294,SNhunt281
,,,50.607470980798766,51.668709355495025,,,,,57112.585174709435,0.08840814816008086,0.6928814471108168,0.008289008924830336,SNhunt281
,,,38.773386138310144,38.73228073694824,,,,,57112.66389869817,0.09299871678368868,0.687813484419193,0.008743254585551023,SNhunt281
,,,30.754559942517325,30.363007143193528,,,,,57112.71549933944,0.10570419924852237,0.6826908710508709,0.009968543243302016,SNhunt281
,,,26.036815272215385,25.89481634591839,,,,,57112.81892031389,0.1166831320668287,0.6900966379140383,0.010475460972165958,SNhunt281
18.65732087469994,70.88848158820532,9.125247954659722,88.74886342526008,85.35737456171636,58.44132225945107,47.34795049941246,13.760370884776586,74.57975785167967,53667.10863615886,0.05332049488752442,1.1288472698259637,0.009119134856984547,SN2005hc
,,,43.179864890125096,29.682025575397933,,,,,53667.10928971104,0.07256190795453395,1.1523259090497786,0.011792756510764467,SN2005hc
,,,28.01168913302386,21.479481573802925,,,,,53667.40106717921,0.10955858532243029,1.124579728609905,0.017478666993907988,SN2005hc
,,,20.455245115951,16.07151107790554,,,,,53667.3447816709,0.18423958996629525,1.1032802943563984,0.025229986830656418,SN2005hc
,,,16.59036266792214,13.005432513775343,,,,,53667.312927075276,0.18272128395437534,1.1344096211582242,0.028833906956732096,SN2005hc
,,,14.744835123436005,10.045818994662543,,,,,53667.30502841134,0.19712765891742837,1.149691381612071,0.031502485591709505,SN2005hc
44.03216916880927,57.8100770262232,31.75443184701313,99.53501881823769,96.95533877529579,82.0158803974376,63.95057101483525,47.348410007671866,87.26025487113338,56243.272303024045,0.0374694997491676,1.1286373822326006,0.007387148554588881,SN2012fr
,,,50.84057925575364,50.11024455664525,,,,,56243.28370517661,0.05853566611615811,1.2033397322801658,0.005310326032690231,SN2012fr
,,,34.75719878915838,33.786512513572575,,,,,56243.375486821715,0.06705601054304147,1.2105788257397292,0.005512308004840382,SN2012fr
,,,25.996085619255126,25.272028417953074,,,,,56243.49491398756,0.07910982703191718,1.2062883616959772,0.006310766959064219,SN2012fr
,,,20.72795279795017,20.45940353252403,,,,,56243.34309698095,0.0949000089720911,1.2118726132331896,0.0071195104748379345,SN2012fr
,,,17.29368515985268,16.796533194862423,,,,,56243.32818894718,0.09754262121633292,1.2262809415424911,0.006997729224698308,SN2012fr
59.38326620777039,103.16271473366676,29.109468740415707,140.52673611111115,124.59461291913219,117.22374753451678,34.41765756214694,34.307064090644936,124.1472090729783,53697.818793540195,0.08750003820244,0.9012939382551479,0.01241232756789966,SN2005kc
,,,67.66452293008055,60.95739493014843,,,,,53697.784551754026,0.09819254371102837,0.8942788491647377,0.013729725927352889,SN2005kc
,,,44.680676342224004,40.338961290538876,,,,,53697.86733554674,0.09062099538008207,0.8789010611883363,0.012506253449995678,SN2005kc
,,,32.85975774175957,31.474982393481014,,,,,53697.72418823219,0.09225754431655878,0.8852692237583556,0.012669632595916244,SN2005kc
