name,z,Tmax_gr,Tmax_err_gr,Tmax_grJH,Tmax_err_grJH,Tmax_AllminusuB,Tmax_err_AllminusuB,Tmax_AllBands,Tmax_err_AllBands,st_gr,st_err_gr,st_grJH,st_err_grJH,st_AllminusuB,st_err_AllminusuB,st_AllBands,st_err_AllBands,gmax_gp,gmax_err_gp,gmax_gr,gmax_err_gr,gmax_grJH,gmax_err_grJH,gmax_AllminusuB,gmax_err_AllminusuB,gmax_AllBands,gmax_err_AllBands,rmax_gp,rmax_err_gp,rmax_gr,rmax_err_gr,rmax_grJH,rmax_err_grJH,rmax_AllminusuB,rmax_err_AllminusuB,rmax_AllBands,rmax_err_AllBands,Hmax_gp,Hmax_err_gp,Hmax_grJH,Hmax_err_grJH,Hmax_AllminusuB,Hmax_err_AllminusuB,Hmax_AllBands,Hmax_err_AllBands,Jmax_gp,Jmax_err_gp,Jmax_grJH,Jmax_err_grJH,Jmax_AllminusuB,Jmax_err_AllminusuB,Jmax_AllBands,Jmax_err_AllBands
ASAS15hx,0.0083,57151.682524220574,0.05219079772484594,57151.72865595389,0.05402870910524895,57151.76525222886,0.039049389096420785,57151.63674017705,0.030598165918443634,1.0698478530434972,0.007878855020527242,1.061513496778058,0.007404876190075231,1.0696327034308282,0.005763252518620759,1.0663456018822626,0.004873800051766225,13.272676471553938,0.0035631972135937023,13.142704031583827,0.003774877776046979,13.141275697675717,0.004320008658061354,13.141607583157647,0.003748946456674372,13.137663798127507,0.003932243519047931,13.364914406283223,0.003397854966663268,13.288888167213715,0.005043990701193504,13.286631267682598,0.0054691008461649265,13.293704692060015,0.0046754704651640056,13.289373980472678,0.0047348199850053285,12.834378866366867,1.108032918251484,14.103357732688844,0.02210077834774393,14.108178070197262,0.020916165346636307,14.113523468165983,0.021933297984182087,13.820090267692192,0.031140840620985568,13.886854181538087,0.02005627090276789,13.883485018790331,0.018148096329709068,13.883049266280876,0.01913380929902719
SNhunt281,0.0041,57112.550995540114,0.0741706749995832,57112.575155306455,0.06653712676680285,57112.70377493026,0.04687690863314662,57112.68603467698,0.03843947836081866,0.7006873686787948,0.007796369936620862,0.6976462135097937,0.007064274970520676,0.6790727620440711,0.004782516039957584,0.6812468306679608,0.004338352759460899,13.80294066987467,0.00452039582993497,13.623478736870311,0.006496323273857994,13.622373443965929,0.0059505107744320185,13.61484896900358,0.005076924081425504,13.615344517524473,0.004976730967034588,13.755383821800933,0.009363256545896842,13.677037234657016,0.006125659336066531,13.6763956187363,0.005646798383071307,13.674015808336593,0.005132046143584473,13.674356826108417,0.005065982328591298,14.056527279857457,0.0755370467625856,14.043004649795504,0.03590435679891165,14.059924199538473,0.03296799958281574,14.057839128868968,0.03264574022076803,13.948019601455972,0.013118502120880608,13.856059106615032,0.02379465687591274,13.870129898686828,0.020760523311734124,13.868064080387576,0.020518981695359123
SN2005hc,0.0459,53667.10863615886,0.05332049488752442,53667.110413893715,0.051566427556539576,53667.25256459888,0.05023995120891282,53667.152509505846,0.058377490877270066,1.1288472698259637,0.009119134856984547,1.1297353348409926,0.008539280608025055,1.1326740060288023,0.008171714447760004,1.1928599356519836,0.005615719094032714,17.295536755108717,0.004221064308618084,17.274045493772764,0.0025559922036630348,17.272039503884223,0.0025023016395905296,17.264757530817644,0.0030290096197597787,17.262301896597712,0.0038652522657609684,17.3630876211689,0.0046683372684962745,17.395258841473204,0.003587053673271388,17.399033164602503,0.00346089234060022,17.409928637226603,0.003906236491720568,17.418405256934125,0.004250496025118179,17.280214209422173,0.4535534539010251,18.00287741141963,0.056995263361451436,18.02020660593055,0.0692194904172836,18.04083760298625,0.07888298519768856,17.610534720923283,1.124237052843605,17.961513844007897,0.020355118415788416,17.941160291780232,0.024639513436595067,17.926651741229055,0.029066769845212705
SN2012fr,0.0055,56243.272303024045,0.0374694997491676,56243.37270558736,0.0376869582067342,56243.41869101159,0.02818959609104402,56243.311145513704,0.02458800910973364,1.1286373822326006,0.007387148554588881,1.105823598926779,0.0057666842750389415,1.1078975691590727,0.00489242568240818,1.116510411853506,0.00455149007854282,11.984948928477548,0.006011096804675693,11.910051944511892,0.003249931918694987,11.906167352658455,0.00365717172263925,11.904493022717851,0.0035196087107676787,11.905745724821207,0.0035934445212902097,12.070999213548266,0.006173673144151422,12.08029296325964,0.004426008028516784,12.07238468035261,0.004529287045647948,12.076109944696853,0.004188221738537268,12.078620627668826,0.004210548432483324,12.956531929757869,0.0224573326261932,12.983500373038826,0.018721686872301965,12.988952365609517,0.018362026650617716,12.990788597123927,0.019178859204784175,1.8640780818623155,14.288964308181358,12.774839623471362,0.012000107525029545,12.76753807183624,0.011648340204827693,12.774556912162238,0.012131601062560431
SN2005kc,0.0151,53697.818793540195,0.08750003820244,53697.82945616984,0.059899784442290264,53697.85540437664,0.048023385812323016,53697.76447708543,0.04186292707696289,0.9012939382551479,0.01241232756789966,0.9059607658241222,0.008612693665208958,0.9095597245417828,0.006745308983411272,0.8994609745079016,0.005712868641200906,15.88331208343529,0.004890511425095203,15.469079440478074,0.009867717690421255,15.470893681444162,0.007073321889901128,15.467262067134083,0.006877023093664708,15.463895796454038,0.0070088236345703355,15.590622325316996,0.005662807291761558,15.294734361486269,0.009251336495101691,15.292047802308225,0.006720297439484986,15.294499370742997,0.006872088985749392,15.294511668107745,0.007133579600863971,15.04979966835185,0.7845295314431923,15.594565347136065,0.022948708963297548,15.603738701895038,0.023316320662780495,15.594705678143807,0.024846170519926145,15.484687149597676,0.013136999393756354,15.405972411390424,0.017622026373283983,15.400567331396152,0.018036826943656246,15.397801380112572,0.01894743530128169
SN2006kf,0.0213,54041.197822217975,0.06915090844873503,54041.19275102561,0.05021852016086757,54041.326044901056,0.0452339450720478,54041.318700373566,0.037731271780886304,0.7457573767571595,0.00782896003174988,0.7434375643000579,0.005601440089033859,0.7350324250634539,0.004315952584394784,0.7335609736081632,0.003931189896987045,16.667617250953725,0.006254671939260011,15.908527868692337,0.007178229332493442,15.90790868167351,0.0053845112447276685,15.898139808549711,0.005760936916664693,15.896805161527807,0.00552775678733209,16.490166851810528,0.006194976718075592,15.993242492087111,0.006263664003882487,15.988797679223968,0.004780834708286358,15.988327418847796,0.005472562948852933,15.9884537951837,0.0052942266902810614,15.828145910073802,0.37671727380427134,16.388791019174644,0.028938256683327227,16.403539855018856,0.03313620377205967,16.404223700067767,0.03205014714858052,16.394695062734026,0.01187506480019899,16.258476743216388,0.011922579057376089,16.2562190828115,0.01353702762400242,16.25600692198169,0.013065330990356094
SN2005ki,0.0192,53705.19438687179,0.05044510868693383,53705.2338653327,0.04501256272708821,53705.25639040731,0.03568031414576451,53705.342169583746,0.03213376186737744,0.8329832352054501,0.004459618716468449,0.8294466177598202,0.0041064822222763656,0.8232293443272045,0.002863467972404885,0.8256496607146071,0.002722172970715456,15.591480136814024,0.004741725901708413,15.532277820972668,0.004158801689366597,15.530725256339021,0.0039364213691905695,15.524438270284794,0.003772552838582069,15.52950042792645,0.0038763517150233865,15.682844472525963,0.004380229881621857,15.68211907234976,0.0037425712119795447,15.683267548928278,0.003543257485977344,15.68176930350709,0.003594789350959874,15.685280426862736,0.0037535221463737725,16.230562355401855,0.02776660117685884,16.269236741754373,0.019277063782530177,16.281065860803288,0.019818273420299133,16.282660915299516,0.020816099964641902,16.072796757495187,0.013227529653949176,16.125393400423757,0.013370525234328464,16.109176730701197,0.013825334446069946,16.112114748022915,0.014435834746244772
SN2012hd,0.0119,56265.57977253626,0.07025354696321517,56265.577344350415,0.06612569589308964,56265.655272343625,0.05269575454428966,56265.53027484128,0.040101715967529226,0.8736532918789401,0.008390968062288836,0.878435300818633,0.0077355099885011505,0.8835175766366606,0.005932215358057905,0.8707990443500807,0.004842208580283956,14.862729297248096,0.004463756125343859,14.804667833587342,0.00803095313629387,14.806847103471558,0.007665976000581096,14.807342609671954,0.007347724533253775,14.795666788708848,0.006940398092001163,14.817298122268118,0.0052060922899443965,14.738089942243327,0.007564469590842623,14.738838623953562,0.007294677197795699,14.742829295085556,0.007228081623599522,14.736777044496689,0.006848028009089282,15.136052508989936,0.01789617662678069,15.07456360677453,0.038325005349185565,15.082206164880636,0.0378482070059689,15.062530894833843,0.037306681900894305,15.02226557277702,0.021919035973612423,14.96399855379902,0.03388429924319677,14.96260388798469,0.03433242959872391,14.959757554803716,0.03360643049809579
SN2004eo,0.0157,53278.74273856425,0.0728076492719251,53278.75109433576,0.06303750806772149,53278.75632018185,0.05374700191082217,53278.559496600996,0.040268217070399695,0.8172569141785748,0.008551697107332308,0.8177834485850864,0.007607886162799353,0.8318047072129104,0.0058823027137226026,0.8195075333251093,0.00463857149173566,15.377028574055048,0.006674380493811531,15.035559774582731,0.009985660208715217,15.035662767849377,0.009064364940368152,15.047601843262044,0.00875501478228645,15.0343237025832,0.00822011850842039,15.318964784350781,0.0032804876557823853,15.029248605184195,0.007994604189846991,15.028044276954027,0.007310125588559879,15.0313544677592,0.0077161569649898286,15.025899732375557,0.007394625958786743,15.701414240916906,0.021888772919232375,15.612220827407535,0.03769492098362731,15.633074359996858,0.03924356256605516,15.625145577443167,0.03859132463788804,15.508782425883728,0.010834307938202179,15.421740910777551,0.027699612492707276,15.417088069980046,0.0288233859866893,15.418643993743546,0.028437084681087924
PTF14w,0.0189,56669.88904479691,0.03654930696660681,56669.89105907665,0.03433784922616143,56670.010650150645,0.029998772116451557,56669.94725423616,0.02504242226247365,0.7382169727750266,0.0041114215869790405,0.7375500810920319,0.0038394681693769165,0.7280214150649184,0.0031183840340503473,0.7307515036942167,0.0028529559995550736,16.08752509007352,0.003424279377416396,16.044397062278005,0.0038221020936512313,16.04344081036014,0.003592034123309139,16.029630186244997,0.003685654771772745,16.0301820374591,0.0037597021385156848,16.078456206123278,0.0048144682294112146,16.06490713758387,0.0035208798603682786,16.06404797572358,0.003317897841136515,16.066831084211117,0.003635200682527573,16.06781177788226,0.0037527753184295686,15.304039285787454,0.5033646702499194,16.436642986801868,0.03118182981570247,16.461351082554582,0.03447916361073655,16.456675130998722,0.0355950627974503,16.3480270330872,1.248511135710899,16.373523521614118,0.020411583262838203,16.376203860810826,0.02187504645703373,16.369872013928198,0.02275339735050988
