name,Tmax_gr,Tmax_err_gr,Tmax_grJH,Tmax_err_grJH,Tmax_AllBands,Tmax_err_AllBands,gmax_gr,gmax_err_gr,gmax_grJH,gmax_err_grJH,gmax_AllBands,gmax_err_AllBands,rmax_gr,rmax_err_gr,rmax_grJH,rmax_err_grJH,rmax_AllBands,rmax_err_AllBands,Jmax_gp,Jmax_err_gp,Jmax_grJH,Jmax_err_grJH,Jmax_AllBands,Jmax_err_AllBands,Hmax_gp,Hmax_err_gp,Hmax_grJH,Hmax_err_grJH,Hmax_AllBands,Hmax_err_AllBands
SN2006hx,0.9519594838924519,0.0432769049703703,0.9668772637136522,0.03601263532201099,0.9613133985053827,0.03479793804869566,17.514280569827925,0.046463619408135044,17.54432337790941,0.03068812350177423,17.475488594896987,0.033260872978775086,17.445705077984016,0.040977323474406045,17.42574684562314,0.032168433500481076,17.465156263959084,0.035170762595004734,16.66125482032974,0.5253040529219676,17.72553594225945,0.06529170012156504,17.733672696423515,0.07514224661608541,17.223096205898628,0.2347950489884606,17.861553573049957,0.07284714107931467,17.900281481690342,0.08764539566014562
SN2005M,1.2144674173501881,0.03013754129199508,1.2127159725940118,0.030224679284295473,1.210969081789374,0.030114084100904766,15.870203332337738,0.014123605890517185,15.868866125439895,0.014204745498023398,15.85819176889475,0.01421669585345142,16.006924148695788,0.022094203593529198,16.00785113016596,0.022155921187107148,16.005671220205315,0.02215929506270483,16.439961319677494,0.04174576068357421,16.599921355664282,0.04806728074969278,16.583403339295764,0.04886020729262754,16.751840070709314,0.03181060185773133,16.6932879528376,0.05715569967502886,16.705402151939232,0.05752837601230594
SN2009ab,0.8815739040425085,0.030998894817507686,0.8813328523729864,0.03053068221882781,0.8735709852463045,0.030380230306269865,14.651262756997983,0.015623648002599523,14.650937819909863,0.01490412478071344,14.648106728621899,0.015317293523330739,14.709115525884203,0.022926108768049517,14.707391138447905,0.02251229023178941,14.706824742484507,0.022810621501241912,13.543376298538607,1.7211228503401907,14.980394156269615,0.04696275580674657,14.952143341078594,0.04870422728507159,14.267269446270248,0.6249867639011657,15.201817770023606,0.057953253792989275,15.20046387130389,0.05964877589502123
SN2008ar,1.189011723716398,0.036792882783656895,1.189010291709668,0.036023219733623976,0.9709001905651033,0.030530310697113882,16.249957916765887,0.020472431268052076,16.25190015599607,0.01973697728375785,16.18314752064876,0.016262465001827178,16.3832615668196,0.027330040822513325,16.387599853134017,0.026879987362935454,16.245564768440218,0.023590857815972165,16.4588916087532,0.8327164495957007,16.80947957090346,0.06305700828917499,16.82061266651317,0.05229505849512577,16.44040006194126,0.22628942615676864,16.912541833309135,0.10035047273730606,16.88746228767456,0.08161862715601745
SN2007bc,0.8654599933704422,0.03192425670626887,0.8699675120624433,0.03134453301822964,0.8761733804810271,0.03050922270616037,15.812134377342703,0.016269397812583086,15.812318082362442,0.015667338704899062,15.805703220599028,0.015421351920294037,15.84079830903045,0.02347945196888418,15.842299625568119,0.023083972101375704,15.844431354857797,0.022932503893288967,16.316814397220384,0.017877329837729345,16.327786701254986,0.05208131733199635,16.320573948486658,0.0514012958842845,16.34165724560501,0.2693497708055648,16.398579310843942,0.08845110464198738,16.40682975610529,0.08554495624962678
SN2005eq,1.120019761784286,0.03525569599348897,1.1150976847548606,0.033449548482533877,1.122363150688528,0.031740195580497683,16.2305030468988,0.015783307147511142,16.231156498639912,0.015382008180106984,16.22073727567725,0.01502038643242061,16.338014870879704,0.02443840327042127,16.336600285796912,0.023832318845173617,16.348333480619196,0.02318157754741588,16.81700159824307,0.03975787759247668,16.799729919745207,0.05322840237793858,16.739757648753244,0.052221489655475344,16.883324511128333,0.12690932860057988,17.050759604952447,0.07050990024634038,17.099262682772043,0.0690031170788211
SN2007ca,1.052967303972695,0.03268834311903146,1.0443893985248496,0.03174845165599686,1.0576906426782866,0.03087411645235437,15.753867645404132,0.015236835834153892,15.75357799689286,0.015170288758669728,15.746250433203315,0.01498000633343292,15.586545376778414,0.023165420732640517,15.582431030319198,0.023010116965894868,15.588460043232788,0.02283463715398258,15.715126212523767,0.01229323009160689,15.65451645514686,0.04794751019558844,15.63702144041709,0.047797838653115265,15.699646937742576,0.038011360034831326,15.71890873050001,0.059307496533907426,15.732968693583704,0.05928785852019402
SN2009le,1.0939593423466005,0.05241605299625289,1.057009618411043,0.0461837779994914,1.173815961594365,0.03617707143703865,15.281251898331952,0.014716021868832772,15.277300560824584,0.014781266755790244,15.27450774184785,0.015109645338647061,15.2657105761846,0.022497990388565915,15.2662352050989,0.022584356784011366,15.271863034179171,0.02309292105686886,12.83406970737447,0.963162760609215,15.986436045774651,0.0822254958194742,16.21399024316945,0.05495279065284367,13.85972251566799,0.7331692026433251,16.032811858974092,0.07926936752831983,16.04226549501965,0.09090342111909455
SN2008hj,0.9979516184143996,0.03083782597885676,0.9989127006974194,0.030819172668716543,1.010058816165804,0.03054515492152107,16.74233353177591,0.01446687942567712,16.740615131634506,0.014457633155503516,16.73230161576027,0.014631944760713354,16.858301872726788,0.022410389348473732,16.862595829925404,0.022403198018027804,16.87203785242941,0.022533545940246643,17.529873963303515,0.03461831446418696,17.601826237539257,0.04890914890416236,17.54495927200645,0.05170235238210808,17.20181223253345,0.539132333088125,17.632580083394107,0.07457602932255529,17.65455598010149,0.08543322509025147
SN2007A,1.0202548472835637,0.03391589233637251,1.0166345756638298,0.033708823980147455,1.013047901365071,0.03201917536827097,15.614160013189524,0.015764837559362303,15.612779334413974,0.01574452983617754,15.606817158046658,0.016024244468045828,15.533035660836651,0.022993623617316224,15.52939984880836,0.022973868109756698,15.534268321195952,0.02302888756372028,15.703905564478505,0.021845822399925913,15.73282190264512,0.04651356640191496,15.710219559375526,0.048698032617860404,15.807747897958135,0.14485220464801718,15.976140152098516,0.06603701775205376,15.995936584324383,0.07498913748352615
SN2006et,1.1585422654971271,0.03086388059032451,1.0802463943351728,0.03126204999153139,1.0914716676831875,0.030973747148336367,15.896592584759496,0.014383824344121983,15.894159429812776,0.014923740321166034,15.878378123337454,0.015003450007840724,15.840922026767897,0.02235150005870544,15.814795575735397,0.022926358848007547,15.824923651159228,0.02295418362380813,16.132780193914144,0.026412518514814097,16.21153088688365,0.04640634010081324,16.185139447580823,0.04696218577234903,16.309227218686473,0.02841666035069781,16.41294416292317,0.05776565842470332,16.430683232004387,0.05851212119762068
SN2007on,0.5950784595607245,0.031715875061544746,0.5749824690179693,0.03037554518091839,0.5746814918597243,0.030219882857651828,12.935828646879976,0.01632304811240356,12.928198253546237,0.015159529732398104,12.921969658290587,0.015953196301901028,12.979255058167007,0.02354425380173338,12.980921520243724,0.02275388069702907,12.975575507391977,0.023322552545811316,13.118488410958719,0.03280379249784232,13.111886419441376,0.04564930584905907,13.100238100166521,0.04684715598470497,13.218142852026503,0.044843437364957904,13.256748538557266,0.056067863979987816,13.264757492831396,0.056993096404006356
SN2009aa,0.9025660395908328,0.03045336045576825,0.9143037768703495,0.03046814267466056,0.9077472362072095,0.03032917684945898,16.263052692110247,0.014700800115891734,16.266531447262956,0.014848066773308848,16.2673034550164,0.01519011307802573,16.36519962209668,0.022509905822331817,16.370663178686087,0.022631525165439655,16.36918315772271,0.022948220241440647,16.714771107078747,0.013675089689578554,16.788886242700958,0.04556683774682083,16.770934421073214,0.04663603856057392,16.968709830141275,0.014167248317157821,16.958038835621,0.05732932663708684,16.96998435655971,0.05889375679600171
SN2008fp,1.065004913870008,0.03198366958880259,1.0550077646790181,0.030897639847588882,1.0558165677715954,0.03056850727013006,13.695498138178387,0.014821825270990515,13.693781466444994,0.014593445298612995,13.694494119736097,0.014654617499562633,13.410261134900923,0.0229549279000212,13.40443305822146,0.022569212725936743,13.406132254159628,0.022553568370236865,13.5014617943663,0.004252352870270623,13.360339361886593,0.044422206673733165,13.344894620596023,0.044523514182391935,13.385321462086466,0.36972533801905666,13.599029135439544,0.055420510918385985,13.602235210262188,0.055538784663833766
SN2009I,1.0726989909748232,0.0533208291098658,1.0626249380977066,0.040124757164825414,1.0640279978964193,0.03545224489063879,17.90393547457248,0.021755218550111192,17.906329135520174,0.018379235964778872,17.892381076084146,0.017349485556578826,17.272002350415818,0.030104136018146828,17.2567130419498,0.026040881026120698,17.25700133161783,0.024755449744052544,16.768640288401237,0.012304119779795607,16.77235717136909,0.04907165633312105,16.735552580222844,0.04795037148791234,16.540027544950632,0.09742111598689618,16.945153398027784,0.07211072529089718,16.967095216195673,0.06866042885006464
SN2005el,0.8511060338600726,0.030698678765147317,0.8393472335790865,0.03048690203275327,0.8368971871889296,0.030182801926462204,14.857084364660071,0.01678981792377005,14.843172610503261,0.01642219731181714,14.842225238033562,0.016145394069291285,15.060252864984232,0.022927639271892213,15.055170949458807,0.02287729771419641,15.057858888977883,0.023060182431047148,15.517111827229044,0.009768450991289238,15.496229266051028,0.04628146046104491,15.493073477806197,0.047041141452993325,15.71407925610392,0.01335087682685442,15.653693315657378,0.05780735836889814,15.657505213258613,0.05842843308506543
SN2009ds,1.086157084441485,0.040753742828781844,1.0797241457175453,0.03874728657389391,1.1053142949344819,0.036429483888899813,15.428023055447946,0.015466608574732546,15.425958703003012,0.015552867145998324,15.41884618829835,0.01570928183760822,15.424618053320186,0.02381811225822271,15.422195476881116,0.023869779272406456,15.43776058317676,0.024097601281563727,15.497273955490925,0.5068141158277544,16.034887240937106,0.04972256122067487,15.927887081222947,0.051221031028522865,15.713205089995729,0.09793716944748224,16.264338461143222,0.06289131281053141,16.322206761821874,0.06567848597368056
SN2008bc,1.0443982351162584,0.03127812432431812,1.0430984663212606,0.030810336667794685,1.0482685053757221,0.03030474432646093,14.717251895957443,0.014750268511845814,14.717173913588931,0.014543068082967086,14.716145210781066,0.014520188978196666,14.897396337584118,0.022551300529625708,14.89688979139374,0.022406292545012897,14.902736507573113,0.022437308802007137,15.671301483490588,0.017004386207389866,15.554208157694315,0.04580063185910287,15.53338667938999,0.046064971083114394,15.519421847417696,0.701322764934209,15.757386207602268,0.05785951277990579,15.774439025794088,0.0582592471052665
SN2008hv,0.8492472582903797,0.030492281402248925,0.8435016860376284,0.03034046390462813,0.845965504452391,0.030136303054384854,14.699655710869004,0.01586023157277936,14.694159771248522,0.015431236247406263,14.695470690442292,0.01516111839129738,14.85118450851337,0.02280796439335544,14.84940539162754,0.02264035328417025,14.850497489757998,0.022643747147147387,15.2285480349294,0.008410921261070906,15.26334985832271,0.05508647959824714,15.252879968233085,0.05533832443780126,15.453818879497549,0.026193119765209362,15.48680301103542,0.057514745903549054,15.500763341658793,0.057582545231740535
SN2007bd,0.8806103141714944,0.03127715005710453,0.880638832581883,0.030822437384760912,0.8817560613430168,0.03036410213133991,16.511853545847284,0.01766182822892337,16.510982209992527,0.016460195354385122,16.502397226235107,0.016217990024951695,16.646971668722532,0.023758498483600204,16.648719472799044,0.023156330166621383,16.650858562792685,0.023274951181171864,17.032571670385995,0.035273466023097326,17.09521738826725,0.05620284795648896,17.102687148139157,0.05828661603079724,17.034310414320903,0.6456229710108694,17.25947132062112,0.07629500188497378,17.26193635060907,0.07929721168521814
SN2008gp,0.9799957008106569,0.03173862572818838,0.9783866026342564,0.03098642748496659,0.9732993935339619,0.03034367685558498,16.409821859250076,0.016605556910720163,16.40885747285709,0.015630297087830536,16.394694566315856,0.015495039953388166,16.573665430711376,0.02388808370919268,16.572582021612448,0.02314754639250796,16.575743808694106,0.02296599646375926,17.07453965418275,0.039932943271905254,17.11260880626869,0.05192187800785621,17.080014644664807,0.052590892870592286,17.567838799045283,0.05837079545502646,17.44001064789841,0.07989100259155771,17.46890552233251,0.08231431024570735
SN2007le,1.048315511861467,0.030928149260887584,1.0272705705605698,0.030354449603812138,1.0241665558613018,0.030291985254110386,13.75231804511683,0.014621991050281103,13.745907001713432,0.014491226844917793,13.738667382701092,0.014810755853375624,13.547604029416513,0.022619120655433707,13.535806041432892,0.022382415521331463,13.537420918189815,0.02257030907051748,13.763739531201754,0.010934332812436158,13.767354654021956,0.04471373443421105,13.755609536778506,0.04531622517333321,13.980039508475523,0.007004627554755646,13.97851244237053,0.05544029238942794,13.983166839647964,0.05577988631287887
SN2008J,1.6454586981684425,0.06400204202188595,1.7692305922224143,0.0907882749208071,1.7606198542535347,0.0703644456066358,16.409294439484675,0.03234164795970488,16.38436595708107,0.03780765072563426,16.380239244764738,0.03368185924948178,15.065295811967987,0.04437181874704465,15.066231724840318,0.06109610112699728,15.046199164962683,0.052943860390300315,13.62711969455115,0.01215086888688889,13.413246041925523,0.11987809170826214,13.468952174643212,0.09853112821455735,13.319003356123336,0.04915030572350705,13.577899330480337,0.19388845570375243,13.507098692590262,0.17819053561837273
SN2009Y,1.1890136717189712,0.03426454603721851,1.0992301859381275,0.03351144464618178,1.1890125214409255,0.031040926106493293,13.92450033698515,0.016654668840792804,13.925956893138308,0.015528477103019361,13.928541504931333,0.017204518957987705,13.913579590470054,0.02353135312997767,13.898573529215355,0.02353113232025383,13.922385086900546,0.02397580021452218,14.518496099171387,0.011788908006168329,14.510315119058001,0.04768980999961926,14.517444554153268,0.05339323191480976,14.401598845788836,0.29161387367827063,14.709452842675383,0.059710591587911116,14.706150543663204,0.06301097388614231
SN2006X,1.027128605358936,0.032745313032889696,1.0040885347397364,0.03099921257368342,0.9696190505018246,0.030578813252884994,14.707964399816237,0.015898901982567527,14.700818115719295,0.015239193526076646,14.684521453937686,0.016014250797099068,13.587925382255845,0.024094465393323942,13.573275729700697,0.023202056590912956,13.557547818719284,0.023904326345199157,12.849257828731547,0.015573536539851126,12.86197930961974,0.04752393467554931,12.84019620296712,0.050573686773410606,12.992857382196782,0.013515621491311643,13.00287558344928,0.057078952860184815,12.982631863517016,0.05913056477094805
SN2008bf,1.0161752861277873,0.030754136957795487,1.012332677490294,0.03080389362406727,1.022529541199614,0.030326905502279036,15.672954230699139,0.014745775397892971,15.670448973717436,0.014882130565084759,15.668178102987703,0.014664741838659623,15.875871566995212,0.022552892947898244,15.876441546799898,0.0226274544871164,15.88373914281114,0.022461502131680872,16.350006922496462,0.012338313605090684,16.451941378625584,0.04544151402515141,16.412998393897436,0.04552348676536617,16.521561856168407,0.19975817160559994,16.852726876945074,0.06996889553026249,16.895211972354755,0.07073376482375059
SN2004ey,1.0128394042443936,0.030289793378910385,1.0098866539293931,0.030304831384867236,1.0108932098294663,0.030119756124087932,14.75387437912337,0.014192492400970747,14.75276236919723,0.014224472389169586,14.749627055314104,0.014192792949885116,14.914674897064177,0.022187472151037682,14.913311659929278,0.02221411383517321,14.91531525468467,0.022166646331603847,15.51260058629088,0.004335133282999924,15.478841138446862,0.04470825704188635,15.451770252880905,0.04467974830626827,14.935826450107045,0.32921434277843037,15.815159873044623,0.059307204416518565,15.834825872946004,0.059055502474085836
SN2009dc,1.459177728208638,0.06406026019748418,1.2360162866849544,0.06993052740113576,1.2433932123930893,0.04690662994746708,14.974190691490096,0.025095678095540745,14.951831525853622,0.03674476647593542,14.941421921620794,0.032484936164142476,15.12993435566315,0.033317391075602686,15.063771560147513,0.042711778451381424,15.059107766636975,0.037432166918033465,15.550373647210924,0.006848665463862669,15.272829861570292,0.08976345763142407,15.248870993778453,0.08807870684493119,15.528596469736856,0.283608017178717,15.406625463012087,0.09632945129707182,15.429251642959887,0.09294340237591511
SN2007S,1.1421144171239663,0.033050958160136104,1.1035030084358468,0.03156035698121507,1.1142718213320482,0.0313384785524398,15.589372374894854,0.015349740912993464,15.59271528493924,0.015372587587148632,15.576471079176583,0.015708068608776334,15.313287465924803,0.023788090393778664,15.295122290483922,0.023606340799527763,15.299095319108847,0.02376232885670195,15.326627621007612,0.009395349829405058,15.367438458972693,0.045749677290203454,15.358951761351154,0.04645144740988506,15.516193354866475,0.013576618328843356,15.530161786613764,0.05685804429541861,15.547829302060226,0.057700954439625654
SN2006ax,1.003001551130522,0.03096880167383092,0.9883074209454784,0.030549996526009537,0.9853670249066427,0.030226904499612486,15.015152418549803,0.015123993763456871,15.007746456228599,0.014905951676868255,15.000679803205477,0.014820681191282239,15.199886687026844,0.02296257614278124,15.192583635692909,0.02270811784511533,15.189671134823552,0.02262856190831107,15.668506464235003,0.011183655251995692,15.707887630041204,0.04490039109108781,15.681911975369946,0.04503335399092382,15.94016179722125,0.022163609871822452,15.997899956570153,0.056140069984024626,16.013309954382684,0.05630680400907598
