name,z,Tmax_gr,Tmax_err_gr,Tmax_grJH,Tmax_err_grJH,Tmax_AllminusuB,Tmax_err_AllminusuB,Tmax_AllBands,Tmax_err_AllBands,st_gr,st_err_gr,st_grJH,st_err_grJH,st_AllminusuB,st_err_AllminusuB,st_AllBands,st_err_AllBands,gmax_gp,gmax_err_gp,gmax_gr,gmax_err_gr,gmax_grJH,gmax_err_grJH,gmax_AllminusuB,gmax_err_AllminusuB,gmax_AllBands,gmax_err_AllBands,rmax_gp,rmax_err_gp,rmax_gr,rmax_err_gr,rmax_grJH,rmax_err_grJH,rmax_AllminusuB,rmax_err_AllminusuB,rmax_AllBands,rmax_err_AllBands,Hmax_gp,Hmax_err_gp,Hmax_grJH,Hmax_err_grJH,Hmax_AllminusuB,Hmax_err_AllminusuB,Hmax_AllBands,Hmax_err_AllBands,Jmax_gp,Jmax_err_gp,Jmax_grJH,Jmax_err_grJH,Jmax_AllminusuB,Jmax_err_AllminusuB,Jmax_AllBands,Jmax_err_AllBands
ASAS15hx,0.0083,57151.68252439135,0.052190797639354504,57151.80651818336,0.08224560313363326,57151.811857262524,0.058425237773083755,57151.68065256081,0.04951741145356728,1.0698478512969634,0.007878856614160159,1.0721102552664223,0.010599431219040011,1.084523248109222,0.008251370568360384,1.076055423259984,0.007463166788842198,13.272676471553938,0.0035631972135937023,13.27950489996963,0.005289547400990279,13.275397629990593,0.00530595384205455,13.271312043472399,0.005391885561896453,13.280143825313846,0.005333703589006388,13.364914406283223,0.003397854966663268,13.373711181880171,0.006958142862813829,13.395823126399822,0.006998374243835002,13.407359414074442,0.007204621352318317,13.392697072145953,0.007066709744595422,12.834378866366867,1.108032918251484,13.966754680824483,0.0238045476259168,13.988388675848064,0.02711358878459312,13.95220231447949,0.024867599610572912,13.820090267692192,0.031140840620985568,13.776346106252326,0.015197607015224818,13.810234654222235,0.015863092274122904,13.778672635412399,0.015396855421563575
SNhunt281,0.0041,57112.550995549915,0.07417067255474474,57112.62396010794,0.0641991358339873,57112.70911748249,0.046428804756060295,57112.7407666774,0.03984327603215979,0.7006873675922203,0.0077963826403314,0.6902840380752177,0.006686239877604586,0.6771049089889531,0.004425129708276365,0.6731521535122796,0.004381955148311116,13.80294066987467,0.00452039582993497,13.785954975070684,0.005770490974550054,13.784169478687147,0.005991587925477132,13.780730819038236,0.006275757772915005,13.75788493290926,0.006360868807828662,13.755383821800933,0.009363256545896842,13.789708980963379,0.006786465997031268,13.783682007352166,0.006943680535755095,13.795509942641448,0.007143397980221045,13.798618170135931,0.00720198096254259,14.056527279857457,0.0755370467625856,14.123413405005458,0.0520484839460894,14.140789805695515,0.05490248063216971,14.168209350895694,0.05564899847049386,13.948019601455972,0.013118502120880608,13.942816265425261,0.023702669322782477,13.960349752285527,0.024332802461151028,13.984201248440616,0.024507427074001928
SN2005hc,0.0459,53667.10863609268,0.053320503957368794,53667.05585574061,0.08460853631136944,53667.217324642115,0.06674248693612654,53667.09351979153,0.06177349368455792,1.128847238134339,0.00911913450593847,1.134727294102244,0.013932170328854123,1.131796382378641,0.01078268342919292,1.1153403868773768,0.010875016386201239,17.295536755108717,0.004221064308618084,17.292681703536623,0.005669932976322937,17.28848235911639,0.005704509588817461,17.295407101873927,0.005682071973836345,17.300438067450795,0.0055852470720264575,17.3630876211689,0.0046683372684962745,17.37598843290079,0.007489793541598691,17.383771480936066,0.007445022135760086,17.395702917858607,0.007465623824047557,17.38378854469324,0.007500838587093961,17.280214209422173,0.4535534539010251,17.918644328014864,0.03432178391205828,17.930094402749187,0.03428456307390875,17.90452796905603,0.03315847083454227,17.610534720923283,1.124237052843605,17.663949738569777,0.019231447145855646,17.76680490412637,0.019208676755313518,17.752515961091696,0.017897892699130197
SN2012fr,0.0055,56243.27230681695,0.03746829172185829,56243.448437858075,0.05562443316731833,56243.47879753358,0.03884870452564215,56243.38808531342,0.03583296976094835,1.1286489571647156,0.007387150162753635,1.105736571052522,0.007743513193830599,1.112581661200037,0.006206887675778248,1.112268786392613,0.005903823881086516,11.984948928477548,0.006011096804675693,11.961804620826847,0.005651181882408549,11.940458990434493,0.005520968674286556,11.926911511037886,0.00555902222538654,11.968298138207427,0.005557770590715525,12.070999213548266,0.006173673144151422,12.109336055440266,0.007472867200169495,12.143768753149619,0.007446503794501979,12.154303901924361,0.007482762767687626,12.143579060664187,0.007482535552613382,12.956531929757869,0.0224573326261932,12.806010853741455,0.031763633893940456,12.83712758315827,0.03281226365449347,12.77209921042262,0.032770162594522485,1.8640780818623155,14.288964308181358,12.596812137281347,0.017161474846477356,12.63393702771667,0.01761553140392197,12.57368098267822,0.017594983598200734
SN2005kc,0.0151,53697.818793586164,0.0875000349152846,53697.830236620466,0.06116971846954733,53697.84672320507,0.05773423688158037,53697.76187938966,0.06265827602519146,0.9012939123603677,0.012412325996310184,0.9052662138459494,0.008698690142946029,0.9058840929183339,0.00800110277211599,0.8976665169301731,0.008499858517873183,15.88331208343529,0.004890511425095203,15.876664168921746,0.004550899352460956,15.878975555861508,0.004554730786973805,15.888328344645409,0.004555165855144195,15.85917548302088,0.004545937873190394,15.590622325316996,0.005662807291761558,15.562171383007872,0.005953944416385647,15.560809674603856,0.005961841896687964,15.541162040486746,0.005975489456110582,15.540322580028125,0.0059548441627321844,15.04979966835185,0.7845295314431923,15.592387983268111,0.020665675782339802,15.547646335065657,0.020588732510388626,15.575883746436848,0.021170822757757828,15.484687149597676,0.013136999393756354,15.491385716210505,0.01612545447424251,15.46501984898654,0.01601009774558766,15.491871181753918,0.016229116809593366
SN2006kf,0.0213,54041.19782238398,0.06915102462430864,54041.2239999396,0.05159224999629212,54041.368923815084,0.048356533452568816,54041.390640097125,0.04638709480998345,0.745757356897119,0.007829003057093406,0.7377365437934024,0.005619128098193215,0.7263714892412106,0.004512218224672741,0.7183870685487981,0.004863573416050041,16.667617250953725,0.006254671939260011,16.658998663793685,0.004956588454979748,16.65821236090536,0.005077629138828231,16.66036466130863,0.005269752642949555,16.633623054216265,0.0054174386029184176,16.490166851810528,0.006194976718075592,16.494216679911794,0.006177146846375873,16.48533881389909,0.006234329282506648,16.488049359818323,0.006415968993911609,16.490525516088375,0.006535194109231962,15.828145910073802,0.37671727380427134,16.54271031653673,0.038914777062727175,16.53068145742652,0.04218043679118849,16.5593376291326,0.0445211068654133,16.394695062734026,0.01187506480019899,16.40628731408135,0.021183804116280493,16.42119709703089,0.021769860993608236,16.44583002963854,0.022192554588118817
SN2005ki,0.0192,53705.19437174211,0.050445006193767676,53705.233564930386,0.04464639620737022,53705.28386071889,0.038238831459561855,53705.39495403966,0.04661197810251632,0.8329852476154825,0.004459662433923794,0.8293027300461818,0.0040754410836753765,0.8203716431587881,0.0030240567080208583,0.8201356730683337,0.003792457356761446,15.591480136814024,0.004741725901708413,15.586558146194431,0.004459061479270141,15.58471197964148,0.004457254317169984,15.588327155313475,0.004457468722682304,15.571494119802125,0.0044575525423811374,15.682844472525963,0.004380229881621857,15.702554329784,0.0056523811085274845,15.70295311014781,0.005604326549036361,15.69349213299499,0.0056112441128981895,15.699951682730443,0.005615061672513103,16.230562355401855,0.02776660117685884,16.26373544965693,0.020261931457370708,16.231255018125665,0.020424908859021585,16.26201791789134,0.020298924527805243,16.072796757495187,0.013227529653949176,16.095900510058787,0.017955787656137815,16.087846015282086,0.01810257425487901,16.11654513944656,0.018107004490134623
SN2012hd,0.0119,56265.57977206159,0.07025355447393104,56265.57290195518,0.06576562258095124,56265.64773524419,0.05449689148760015,56265.51962661133,0.05982215312895234,0.8736532409058453,0.008390969868335074,0.8799470969205155,0.007570110250545198,0.885059319734288,0.006100477880905614,0.8796852517911407,0.007230119458405951,14.862729297248096,0.004463756125343859,14.868897967847506,0.004516061037079787,14.873774236675473,0.004524802049440706,14.8849123580939,0.004530707613091895,14.913471900932922,0.004523223872267028,14.817298122268118,0.0052060922899443965,14.772031498416784,0.0058408740239734615,14.771348233719507,0.005872707040513666,14.774747844406644,0.0059069289526447475,14.759485871540058,0.0058826280601438725,15.136052508989936,0.01789617662678069,15.099941043856383,0.02187550767187141,15.100759469695642,0.02177793947420154,15.039863774356093,0.02187280578653165,15.02226557277702,0.021919035973612423,14.967470289502526,0.016785663250061703,14.984721677698996,0.016639853996951143,14.927185715736304,0.016791497987237707
SN2004eo,0.0157,53278.74276262687,0.07280650402843444,53278.793372248554,0.06842921114567614,53278.81405044788,0.05908656428225031,53278.638998163085,0.047456642433711116,0.8172492838431019,0.008551598254915258,0.8095158070564059,0.00823121727185807,0.8241834341969199,0.006289850353249746,0.8048990979091333,0.005348632149995802,15.377028574055048,0.006674380493811531,15.356606518138221,0.0044596628775117825,15.342355944112736,0.0044695917690026924,15.370685932072682,0.004456598272591976,15.332653353421485,0.004479631420044818,15.318964784350781,0.0032804876557823853,15.237358181979783,0.005629345494239337,15.25037607384153,0.005624165553825211,15.25405572067395,0.005608450706427921,15.253137351753818,0.005617330861136762,15.701414240916906,0.021888772919232375,15.519794575662075,0.021017467536404395,15.50033305106432,0.02020538480288966,15.53462531966575,0.021613112763054828,15.508782425883728,0.010834307938202179,15.381956590135339,0.018442672485345594,15.390248351054087,0.018069631018327655,15.41674529551555,0.018562364776477762
PTF14w,0.0189,56669.889044795455,0.03654931221704003,56669.87269002014,0.03453781662427112,56669.99362586216,0.02929946772950463,56669.93588139104,0.027886356968704066,0.7382169791798883,0.0041114215438466575,0.7391295700875585,0.0037801421929262065,0.729841758402979,0.0028848726755803258,0.7298567093491103,0.0030593856258643998,16.08752509007352,0.003424279377416396,16.0822132898457,0.0050693713424100175,16.0818166121141,0.005055730665194648,16.07513768623093,0.00520938021734119,16.06049514795829,0.005211151792750308,16.078456206123278,0.0048144682294112146,16.078158354854274,0.0062280050394189455,16.079603718647434,0.0062162586237061055,16.081953308895567,0.006359703125721266,16.083234562634107,0.0063564258391252855,15.304039285787454,0.5033646702499194,16.478824675899816,0.03845920307958853,16.48501250659397,0.04125829615807648,16.502398016565337,0.04126950626630768,16.3480270330872,1.248511135710899,16.29340548244334,0.021112172281303722,16.325042465790037,0.0215873642561326,16.341606268861508,0.02158699346230501
