name,z,Tmax,Tmax_err,st,st_err
SN2006ef,0.0179,53969.242711720944,0.7311909031113655,0.8368415240202739,0.02026431496245
LSQ12hvj,0.0713,56290.960084579165,0.1273340079378636,1.1393295148194638,0.0193722132476346
SN2006br,0.0246,53850.623485692384,0.4020181019977522,0.9089765030852476,0.0297107447395971
PS1-14ra,0.0281,56724.57142330083,0.084176747822315,0.7754914665595808,0.0037625331153154
SN2008bz,0.0602,54578.91493339743,0.2506473309544459,0.9303658118556348,0.0223131000273397
PTF14w,0.0189,56669.94725423616,0.0250424222624736,0.7307515036942167,0.002852955999555
CSP13N,0.0478,56329.572322104745,0.229052335416051,1.1100885745473938,0.0266943485320421
PTF14aaf,0.0588,56741.2669386028,0.0804458085954227,1.1892291909201056,0.0097643762959798
LSQ14mc,0.0566,56696.97719330654,0.5104893481820114,0.9498188799439374,0.0056614527460046
PS1-14xw,0.0245,56785.53259129395,0.078253934666959,1.057013750636991,0.0106612971884301
SN2006bh,0.0108,53833.45724575446,0.0290460944690612,0.8016695116027821,0.0026451744470854
LSQ11pn,0.0327,55929.28514316848,0.0569363342647161,0.5005143832811341,0.008097593274325
SN2013fz,0.0206,56601.747390771205,0.5207936069709436,1.0741847541203025,0.0066987253669376
LSQ12fuk,0.0206,56233.52179946461,0.5607523543529002,1.01242048144258,0.0062749374972323
SN2008cf,0.046,54594.65041114523,0.6860212249911415,1.1177758156158022,0.0353458051951638
ASAS14hr,0.0336,56932.6602862782,0.0629122658994989,0.7861463321013463,0.0063144330727226
ASAS15fr,0.0334,57108.773878216576,0.5986095825615129,0.8839470258697273,0.0190321815009507
SN2006gt,0.0447,54003.563187673455,0.0773228147156549,0.5528654669057298,0.0079871820740427
SN2007as,0.0176,54181.61364614236,0.0829607822762009,0.8844697003501805,0.0045448052478725
SN2008cc,0.0104,54573.00150125658,0.1862748664404403,0.7884948920634233,0.0170508752390205
SN2005na,0.0263,53740.23781389776,0.1720161459974741,0.9601715121651266,0.0062082476768608
CSP14aaq,0.0359,56717.912008387466,0.1125290613062077,0.8817635517980772,0.0152670788333307
ASAS15cd,0.0343,57052.82219372988,0.0937201062823153,1.0139533972594172,0.0071318837125901
SN2013gy,0.014,56648.77160694795,0.0360297368157077,0.8943385800812925,0.0033334046741619
LSQ12fvl,0.0559,56240.19081496074,0.0645332284887682,0.588401850653579,0.0087237832479983
ASAS15eb,0.0165,57081.99189655841,0.1870393231478144,0.8268412700489999,0.0110927685394652
ASAS15be,0.0219,57049.5780745398,0.0580279195817388,1.1975347720603746,0.0054885371487376
LSQ13pf,0.086,56373.136081979,0.9672842561893584,0.9391868650029228,0.0475665328639924
SN2011jh,0.0078,55931.06118572437,0.0230355532211288,0.7983717127685162,0.0029102710497191
LSQ13dhj,0.0935,56637.0078288329,0.6647428120734475,1.2111213194426491,0.0195232052909713
ASAS15bm,0.0208,57054.2344038666,0.043945938700482,0.9990354225068856,0.0064254578450781
KISS15n,0.0231,57168.484331675245,0.516507297667774,1.2182425744794991,0.0099989363180518
PTF13ez,0.0435,56346.971361928,0.2344574152000513,0.8570525846246972,0.0091373721762614
LSQ14ahm,0.0498,56737.03297604603,0.0869929499435069,1.234642352060689,0.0094051978701769
LSQ14ip,0.0613,56688.40761904237,0.0998086428188801,0.5041759640986374,0.0102620490121122
SN2006lu,0.0534,54034.419646455965,0.6361589783753727,1.0499407361405249,0.0218714035446443
SN2007af,0.0055,54174.40745574616,0.0271157914506404,0.9256355443226766,0.0028281539356457
PS1-14rx,0.067,56736.580113668,0.1012944332740484,0.8265663052585143,0.014509075237434
SN2012ht,0.0036,56295.74905044565,0.0257890981357696,0.8525711035940317,0.0021365335644991
PTF11pra,0.0175,55864.59536631296,0.551960530342801,0.3980127720305687,0.0192191886986234
LSQ14ahc,0.0509,56734.47724813704,0.0713171573611394,1.2332067774996236,0.0088403447369124
SN2009ad,0.0284,54886.26869446425,0.0435329794422623,1.0150196592952838,0.0061346439762554
SN2008bq,0.034,54562.42368821501,0.5340626464531368,1.1580649563413283,0.0089392532115534
LSQ14jp,0.0454,56693.04569432524,0.5155006963111674,0.6407372502121264,0.0091338978423423
SN2008go,0.0624,54766.095351246586,0.1825051961647903,0.912421832461723,0.0223076392517779
ASAS14kq,0.0336,56990.40897596675,0.0631480502868173,1.1891264109104651,0.008396838958069
ASAS14jg,0.0148,56960.82299079951,0.565645813476132,1.1213931081847612,0.0257323662921286
ASAS14jz,0.0158,56980.70867731439,0.0295499756973146,0.9839094630725956,0.0070599730923598
SN2008gl,0.034,54768.13420661759,0.0513427630608372,0.8518522804650066,0.0039965015998783
SN2014dl,0.0329,56935.022818295605,0.0642783303132385,1.2156102400912885,0.0127880053741129
SN2006hx,0.0455,54021.77144294313,0.1403054634247967,0.9883930695468512,0.0173813242047859
SN2005M,0.022,53405.74952570346,0.0206700927267953,1.2089167917367507,0.002471662281062
SN2009ab,0.0112,54883.25437068672,0.0397579403247637,0.8741489934889661,0.0047504823427254
LSQ14ghv,0.0667,57003.04689183843,0.1144443459357671,0.9233904502283712,0.0097770311275283
SN2013E,0.0094,56308.212718167015,0.4921425974926798,1.1212572809202392,0.0062859079347043
SN2013ad,0.0363,56348.04546192631,0.5877429136141537,0.996046798969458,0.0151908842397545
SN2007mm,0.0664,54392.20121711486,0.1737726818412976,0.4947324499855757,0.0198258606331923
LSQ12bld,0.0834,56025.40940839959,0.0587976806940652,0.8504152853889478,0.0098806182881193
SN2008ar,0.0261,54534.606860560976,0.0509311978053271,0.971041155127216,0.0056727898627727
CSP13aad,0.0868,56596.3058620588,0.4089911791780062,1.1890870771658448,0.0394367148993403
SN2013aj,0.0091,56361.3767368576,0.0367354632428748,0.7761699018280227,0.0029670242539599
SN2013H,0.0155,56309.91488860531,0.4907480040059033,1.0568722752312496,0.0044797725077581
SN2013ay,0.0157,56375.39883224302,0.6348916629262372,0.4646308698597559,0.0193510261621066
LSQ15aae,0.0516,57116.03309633717,0.0855347798795964,1.2309104220106677,0.0084999971750191
ASAS15ga,0.0066,57115.90535722925,0.6328071262375691,0.5017701594283874,0.0338367027021097
SN2007bc,0.0208,54200.221708859564,0.0759045041664809,0.8762815414236502,0.0055102869658252
CSP14aal,0.0772,56713.02607423526,0.1952231693442185,1.1084898378547992,0.0228690578599784
SN2005eq,0.029,53654.523269994,0.0648053232420124,1.1226946668565745,0.0103604470772759
SN2014ao,0.0141,56767.86021488203,0.1581452066855513,0.8633617468279526,0.0046426722612281
LSQ14age,0.0805,56736.72135753121,0.1013765307564668,1.1138926150459192,0.0202469575001296
LSQ15aja,0.07,57147.77327199003,0.0488408070179629,1.0320202300547008,0.0090832841831558
SN2007ca,0.0141,54227.38502233213,0.0586589889901986,1.0573037949102913,0.0072887044872945
SN2012U,0.0197,55945.14054338379,0.9400693455349852,1.1891074182815926,0.0320702566590172
SN2007jd,0.0726,54361.90610246544,0.974344345388548,0.8749210738234067,0.0328663984681789
LSQ12gyc,0.0931,56265.86200439589,0.2089557430202686,1.1890429896076478,0.0278981554174505
SN2009le,0.0178,55165.95504204059,0.097827072582851,1.173556961303564,0.02011086324496
LSQ13dpm,0.0509,56657.38276603594,0.0559228155407641,1.0725560694692695,0.0082546512494362
SN2008hj,0.0379,54801.49385599025,0.0409643036985314,1.010371655287153,0.0057629723283069
LSQ12gxj,0.0355,56275.33706286628,0.0595695777643666,1.0994614529743796,0.0120953930780025
SN2007bm,0.0062,54224.63491578154,0.603926751729871,0.8989860642169551,0.0075791250121408
PS15sv,0.0333,57113.57235388236,0.547784784845685,1.1892314047363208,0.0085494000906654
SN2007hj,0.0141,54349.85446163618,0.505209710553901,0.6028615064225643,0.0047674304269075
ASAS15hg,0.0297,57132.64273044512,0.6113497995103669,0.801420709834598,0.0187129816665319
LSQ13cwp,0.0666,56612.3886249386,0.1444109281288123,0.9055046744575652,0.023923776490415
SN2005W,0.0089,53412.08715904345,0.0442602610133993,0.9232838318217566,0.0083931496546477
LSQ14gfn,0.1216,56998.88506400345,0.3293163751213315,0.9739470957866656,0.0304000026604231
LSQ12fxd,0.0312,56246.39790245926,0.0429997656386779,1.0936579943398983,0.0073206603986981
LSQ14gov,0.0895,57027.75306738655,0.5372706683747174,1.1306157043012794,0.0163051943747499
CSP14ade,0.0625,56985.963391972095,0.1956348064540805,1.2376696758084362,0.0140607042548835
SN2006ob,0.0592,54063.4683992596,0.5877823826772847,0.7250577118417948,0.0107626202554893
SN2006gj,0.0283,54000.41156118969,0.5281439103026434,0.6568047312605254,0.0072782938507038
LSQ14q,0.067,56673.208104845966,0.0444490674366262,0.9350541003955948,0.0060370949977299
LSQ13dqh,0.1038,56656.07513522943,0.2225685269277822,1.1891093005735582,0.0350676270222566
SN2009cz,0.0211,54943.13640636023,0.0721247254684676,1.1890833153840696,0.01157191774585
SN2013bz,0.0192,56409.64889954271,0.0700304608917899,1.121392102639825,0.0111522207878475
PTF13efe,0.075,56641.565362697314,0.1143758940864714,1.2285499688246402,0.0104829940961728
LSQ12hjm,0.0714,56278.1987542598,0.0558984914147621,0.9521045261620644,0.0077736623430987
ASAS14lw,0.0209,57013.78129273983,0.0665006483392971,1.1388246517453406,0.0120366958924276
SN2012id,0.0157,56287.00499036481,0.9412637373050124,0.8382603775066546,0.0341693222776381
SN2007hx,0.0798,54353.539979206726,0.8842827630450393,1.0645434288018296,0.0450389477432581
SN2007jg,0.0371,54366.4773980658,0.0857398786513092,0.9153513937593908,0.0063876050976758
LSQ11bk,0.0403,55912.29992218109,0.2018495889922543,1.0789263735250894,0.0170840796203382
LSQ12gef,0.0642,56243.36190002315,0.2207399196157117,1.1401514818547474,0.0212790713766916
SN2013aa,0.004,56343.41546135581,0.0331075532575175,1.000934677747703,0.0030549859475516
LSQ13vy,0.0418,56394.23145543729,0.508399908459969,0.8714771763212779,0.0042758121214363
KISS13v,0.0799,56396.75016170895,0.6090626981007389,1.037616024357376,0.0291149476163085
SN2005am,0.0079,53437.20562930989,0.1193867963508118,0.7247829422059131,0.0034204567108204
LSQ14wp,0.0695,56717.2369263875,0.0614933456194828,1.1235760480253514,0.0136888863709346
SN2007A,0.0176,54112.96221934704,0.0642597157155177,1.0108472318441653,0.010986732645688
CSP13Q,0.089,56340.29377469296,1.1224002462593228,0.7632241288398559,0.1722213724070298
CSP13abs,0.0771,56669.0517138239,0.1730918190315471,1.2174835519241494,0.01400246535698
LSQ13dkp,0.0689,56642.008073276345,0.078007243208366,0.6301995760665912,0.0112895072209826
SN2004ef,0.031,53264.379848076256,0.4821974988216558,0.8173995281158177,0.002766995726336
SN2004gs,0.0266,53356.45910337157,0.4972856715289345,0.6910712912548279,0.0043656600275679
SN2007nq,0.045,54398.92800259765,0.5433856627272107,0.746993319869066,0.0048347606465697
LSQ12aor,0.0933,55992.445677524105,0.6022078726104287,0.8086705616527227,0.0139019989793413
ASAS15aj,0.0109,57035.47678330017,0.074253194368823,0.7618198713755271,0.0063521010153257
LSQ14fom,0.0563,56937.507896670686,0.0536847746964917,0.9158790216091008,0.0095091772915266
CSP13abl,0.0404,56658.365253167925,0.2208541275766392,0.8114614572866311,0.0495226450203958
PTF13ebh,0.0133,56623.30980996884,0.0269314836040625,0.609376478653299,0.0043822651843584
LSQ12gln,0.102,56258.69088023627,0.0911474051889486,1.0359056364500827,0.0135213394901738
SN2006py,0.0579,54069.57301678634,0.315143753434925,1.116187719025953,0.0349328973091604
LSQ14act,0.059,56726.82021471126,0.0925073692305422,0.7069837743652059,0.0097702932168707
SN2013U,0.0345,56335.05855812229,0.5948488070862223,1.2525758453500409,0.0112075372014102
ASAS14hu,0.0216,56935.27423399541,0.0389201632600971,1.0823408924962783,0.0078833886599362
SN2005ag,0.0794,53413.398726053936,0.5550410600146509,1.1891600338183954,0.0074740489429292
CSP15B,0.0199,57070.4597736361,0.1312977344749958,0.7100595911471975,0.0062813236167102
ASAS15da,0.055,57065.417808122416,0.7870708397931547,0.8434413212155725,0.0234963689973933
SN2011jn,0.0474,55923.91849223202,0.7013859432551353,0.6446214643965684,0.0229575539097527
SN2005be,0.035,53461.12856939629,0.6190492345998413,0.761094242315714,0.0184789292052674
SN2006et,0.0222,53993.8503187521,0.0430276543237206,1.0936059862384104,0.0074540847604747
CSP12N,0.0971,56022.32300542854,0.0545141763223152,1.1259974941176127,0.013698664810901
SN2007ai,0.0316,54172.927771439085,0.664382901323767,1.2289706810099834,0.0122639933318852
SN2008C,0.0166,54465.88628279334,0.3657296335335215,0.953040338579162,0.0253142205023072
LSQ14bjj,0.0811,56788.88721125997,0.0924634807023666,0.9752496041847984,0.0099337350872617
SN2013as,0.0685,56365.83022277532,0.6708381769699214,1.0257583482423156,0.0247015017651329
SN2012hr,0.0076,56288.914653781096,0.0208131738580353,0.9620892479222876,0.0023365299020112
SN2007on,0.0065,54419.78154923898,0.0365928995595244,0.5747753544440486,0.0036670396906948
SN2014Z,0.0213,56721.91670700029,0.701741336860578,0.9381404838280772,0.033842953034973
SN2012ar,0.0282,55991.30772179825,0.5256602680550861,0.783454725114961,0.0037808582011735
ASAS15db,0.011,57075.85248649725,0.1177196651282183,0.9250364934933106,0.0032946027294873
ASAS14mf,0.0311,57012.86336361948,0.1725609542843921,0.9780200811651268,0.0083344335844962
SN2005bo,0.0139,53478.95198360743,0.1041392435911209,0.8490719769404026,0.0074678545668969
LSQ14azy,0.0458,56762.66435011288,0.662400455525258,1.1891195840683202,0.0258578663993666
SN2012aq,0.052,55981.864840757706,0.204600548800847,0.9883062806107412,0.0203796153054583
CSP14acl,0.03,56926.08739533894,0.6406911194399336,0.9318558210711234,0.0077723272552898
SN2005bl,0.024,53482.62265489202,0.0984507235301271,0.399124655233061,0.0124037369266838
KISS13j,0.0765,56333.51535296477,0.3151110662586872,0.8034123626850989,0.026153581909149
SN2005bg,0.0231,53469.66859946556,0.6722765736293114,1.000861960166988,0.0263927163470197
KISS13l,0.132,56355.20195051788,1.775906377531474,1.056861079360352,0.1032489009532452
LSQ15agh,0.06,57139.85722801992,0.0883486930266885,1.2048471133274246,0.0077636757966166
LSQ12cdl,0.1079,56044.69642156296,1.5845347024222014,1.21890856536332,0.0813883442479413
ASAS15cb,0.04,57048.07077230957,0.7649413031047777,1.1096342323721986,0.0436292099829486
CSP13aay,0.059,56637.02777398534,0.1544421050832618,1.1210793780221444,0.0180168084925463
SN2008gg,0.032,54749.24091048228,0.5962109137286377,1.1143098543591234,0.0264798894487897
SN2009aa,0.0273,54878.2327858999,0.0342184029354093,0.9082623666536116,0.0044298004322223
SN2008fp,0.0057,54730.22122676223,0.043714029551471,1.0822472974420967,0.0074967980980522
SN2012ah,0.0124,55975.15501689346,0.7123420566019051,0.8976582662044783,0.0208448034908016
PTF14yy,0.043,56733.3022472976,0.0624937407066359,0.8192843759743772,0.0074151165089261
SN2004gc,0.0321,53324.86474088972,0.7838119005688288,0.9219188114935276,0.0233818934713051
SN2012gm,0.0148,56261.64897749384,0.0187269315330154,0.98227336861661,0.0033796308566547
SN2006eq,0.0495,53979.19952601607,0.6443601925396334,0.6165266937129267,0.0229416790385993
PTF11ppn,0.0673,55860.49656953699,1.3321454015198644,0.6000082507305189,0.048770417312629
LSQ12hnr,0.1349,56283.48450509721,0.8238551514860191,1.1227151754708675,0.0441117233409006
LSQ14ba,0.0775,56673.36934294989,0.552699313754491,0.9539958335036742,0.0094587901643529
SN2014eg,0.0186,56991.28737852927,0.0671415004460323,1.174122633824375,0.0101425600726568
SN2008fl,0.0199,54720.75580219078,0.610054183888443,0.8557888443722528,0.0183695306421723
ASAS14lp,0.0051,57015.33451907896,0.0323123124945863,1.0819167523112627,0.005088503255026
SN2009I,0.0261,54851.887544246056,0.1271494412636408,1.0644658593763925,0.0188292018966905
PTF13dym,0.0421,56609.82980914955,0.6456921075597091,0.4920119156389414,0.0231491384967779
SN2008O,0.0388,54491.75084161755,0.1214386041261486,0.6543302188140979,0.01210964441505
LSQ12gdj,0.0303,56253.628790087394,0.0715986532770049,1.1364710874334272,0.012488372425999
PTF11qnr,0.0162,55903.58076641688,0.0387094652661123,0.8082681870620828,0.0079615078235814
SN2012bo,0.0254,56021.05856304742,0.5033161784451176,1.1760742924902956,0.0064566699899422
LSQ12ca,0.0994,55950.91772169482,0.7992061936115462,1.1891145273305863,0.0339501152712687
SN2009D,0.025,54840.79647129733,0.041542320266803,1.1829224243991805,0.0056565779110079
LSQ12blp,0.0742,56024.45363364669,0.5819964812489882,0.914874304579335,0.01180922606209
PTF13duj,0.0169,56601.34567379358,0.161545656397517,1.1891079854401396,0.0150572641370795
LSQ14gfb,0.0527,56987.800225126186,0.7490140079906615,0.5786178474510356,0.0372622676742156
SN2005el,0.0149,53646.712989552834,0.0369785989637762,0.8380495182942732,0.003314109302755
LSQ14asu,0.0684,56756.09091932757,0.0982570587870812,0.7648050982769525,0.0090638567913292
LSQ14ie,0.0895,56688.6652494796,0.1313889519598279,1.2257760467966674,0.0158361852020118
LSQ13abo,0.0674,56408.74782935032,0.095909433484435,0.818424868238524,0.0157954033246168
LSQ12agq,0.0642,55985.03130326367,0.6586722237144367,1.189085795270964,0.0256996103760238
SN2009ds,0.0192,54961.04569026933,0.0850165473263914,1.1247842288948455,0.0196831346820716
LSQ14foj,0.0461,56941.330435358665,0.0905132726232291,1.0413416050724025,0.0122867982589603
SN2006ej,0.0204,53975.95542466893,0.223163873357729,0.8299860907348585,0.0182188805035404
LSQ14bbv,0.0588,56772.19095628727,0.1341561217864016,1.0375416788336522,0.0121140810645168
SN2014D,0.0082,56665.26730644619,0.7100539894423941,0.925767912579782,0.0234245244194211
CSP14abn,0.0225,56790.85578571277,0.0709382316098578,0.9935893226161812,0.0055336833853937
SN2008bi,0.0134,54543.187480558445,0.9193677922422808,0.4794044260912755,0.0264890640621764
LSQ13dby,0.0999,56628.32922616584,0.1495160117191333,1.189412622206958,0.028823605729838
SN2013M,0.0349,56323.630627641454,0.0672729319630184,0.9247259887296182,0.0060890409999902
SN2005lu,0.032,53711.52981982704,0.673686020723121,1.130679030463522,0.0334973209795765
SN2005al,0.0124,53430.44417457716,0.5367482785002886,0.8585266204537231,0.0033394284475613
LSQ13dcy,0.0801,56624.48686920939,0.3713530938524008,1.1891495736727262,0.0472131729304383
SN2013gv,0.0341,56639.57482474528,0.0648683349492124,0.8384643162893017,0.0068419327064248
LSQ13ry,0.0298,56395.45782012609,0.0350100307123852,0.8624585162572337,0.003792511635767
LSQ15alq,0.0471,57154.551607410685,0.0541786823828413,0.9116810221310244,0.0059046044191655
CSP13aao,0.0614,56622.39501701618,0.9089803480545652,0.6626555389565457,0.0504268860984369
SN2015F,0.0049,57106.874771348914,0.0309347269625625,0.8488066750396926,0.0036142712300856
SN2005mc,0.0252,53734.41149162311,0.6430150596898572,0.637128761362057,0.0248939315248814
SN2008fw,0.0085,54731.04951382705,0.2624521570071681,1.2161028290885847,0.0196482080663411
LSQ13dsm,0.0424,56670.07689141967,0.0364499248933941,0.8832811476892737,0.0042881949695253
KISS15m,0.0243,57144.166954571,0.1022103263831673,0.381158928926442,0.0111364648961016
SN2008bc,0.0151,54549.56695994974,0.0273920805146646,1.049143252907461,0.0043202507582239
SN2007ol,0.0559,54412.84088850486,0.1930654358731352,0.708768328180248,0.0354720614604212
LSQ14auy,0.0824,56761.75018288712,0.1410185302894691,1.1294385093314712,0.0224816511372553
SN2008hv,0.0125,54817.06123516227,0.0249218799275885,0.8458748234763562,0.0027623640384477
ASAS14mw,0.0274,57029.105958886124,0.0442632717067432,1.0655602436300875,0.0060907498146641
LSQ12hzs,0.0721,56299.123038132726,0.0966895367235575,1.0868560047471187,0.020613391144168
SN2007so,0.0297,54442.12141945776,0.0702731599604588,1.3692494388877774,0.0795642794823328
SN2007bd,0.031,54206.80274766477,0.0421673812087554,0.8819415334214018,0.0046557137690656
SN2012bl,0.0187,56018.76353831157,0.5460059409280353,1.1105988385726748,0.014149294009703
SN2008gp,0.0334,54778.98638326756,0.040273442589283,0.9734866260432016,0.0045286790093831
SN2013cg,0.0079,56416.64686234797,0.7453787840512768,0.9374154800919392,0.0246175527665937
LSQ12hxx,0.0694,56289.13364722795,0.2458809453565759,1.1891052469101338,0.0251813669023968
SN2008fr,0.039,54732.65592807475,0.6305063839185903,1.0617168800547805,0.0237765224443405
LSQ12hzj,0.0334,56301.505064476514,0.0763481436546852,0.96197235191133,0.0062788315871604
SN2005A,0.0191,53379.70752730574,0.6358683681289801,0.9626145295322268,0.0115080041457911
PS1-13eao,0.0378,56624.4137556225,0.361891120748095,0.8762057101681582,0.042925775958168
SN2008bd,0.0301,54531.0071072376,0.5404618099387954,0.4087061048536951,0.0109247479251297
SN2012ij,0.011,56302.53821167932,0.0478938232216477,0.5255171983319488,0.0079317794342714
SN2013hh,0.013,56638.90556827351,0.5751665319939872,1.1892429184230602,0.0225735033056506
SN2014I,0.03,56683.58255438816,0.0399830043727637,0.8988322882930989,0.0035023962362778
LSQ12hno,0.0473,56284.71481742959,0.1661482178767137,0.9627061023935792,0.0174382780457126
SN2009ag,0.0086,54889.5329231954,0.1166139810640315,0.9613418704627074,0.0067045804251065
CSP13aaf,0.0776,56607.0049623786,0.5846074241685082,1.1893419494840762,0.0227698826975664
SN2007le,0.0067,54399.07040888918,0.0348884810135001,1.024070736652277,0.004137195856734
CSP13Z,0.0788,56363.824663031824,0.1135140813753045,1.1892643992288363,0.0175966213328572
SN2011iv,0.0065,55906.08460586026,0.0517447994187346,0.636618535709944,0.00748812132297
ASAS14ad,0.0264,56692.74593253047,0.5006863438631086,1.0256413609592672,0.0050740809808225
ASAS15as,0.0286,57037.96961227535,0.1995684406736416,1.141762178287425,0.0156583103719723
CSP14acy,0.0664,56954.41898842204,0.7062623538013086,1.189270490937698,0.0176952757767443
CSP13aaq,0.0597,56631.27071724669,0.0917134215235492,0.9977122862747289,0.011208436126433
SN2005ir,0.0763,53684.60733263732,0.1527808575492746,1.1295815893493848,0.0229351295150252
SN2006is,0.0313,54005.3266287246,0.7676025238645805,1.3224115508937226,0.0255495866585628
SN2006os,0.0328,54064.45095344889,0.6921615004903835,0.9211541082666284,0.0235402317656391
CSP14aar,0.0422,56714.318160520204,0.6309043632764885,0.9925956658272096,0.0144686009038399
SN2009Y,0.0093,54876.09670400352,0.0707792184150656,1.1890622333570298,0.0079350464550801
LSQ14ajn,0.021,56734.75472269767,0.0761300994338583,0.6449810407642319,0.006203615536037
PTF14gnl,0.0537,56956.80002846144,0.0488579631780684,1.0508655696025009,0.0079028645695558
SN2008ia,0.022,54813.00119781434,0.0627345732341389,0.8418881709762432,0.0042823768015197
LSQ12btn,0.0542,56032.07143274756,0.1839147563910996,0.7995164948093894,0.0068988627860095
ASAS14lt,0.032,57006.92161092962,0.1493547956403352,0.9351681867516196,0.0105240263309931
ASAS15ba,0.0231,57044.38980744292,0.5650511769553097,0.9692350341826278,0.0060059634037758
PTF14fpg,0.034,56931.3452038129,0.0586247772831413,1.1163407499935998,0.0126945858753138
SN2012E,0.0202,55949.90610259676,0.0848464266691715,0.8145552289721167,0.0054015888312997
ASAS15go,0.0189,57124.17587393768,0.0764529091475642,1.1098105625077148,0.0117920522235483
SN2006fw,0.0829,54003.64557695991,0.6493365156318518,0.8872503756321398,0.047402223451833
SN2009al,0.0221,54893.34216030972,0.781687163358881,1.1739865518981962,0.0409325920990941
SN2011iy,0.0043,55893.23560356308,0.2254004673131133,1.1890484202820557,0.0066283144633715
LSQ15bv,0.0689,57043.37820773849,0.7999005051605632,0.9726067729090392,0.0144626449846463
SN2004gu,0.0458,53361.7504280966,0.2656514682993699,1.249762376140894,0.0106325956559652
SN2006bd,0.0257,53824.21111662046,1.7989696285332284,0.912305407172448,0.1002948719805504
SN2006X,0.0052,53786.34835294222,0.0584528112237057,0.9722564019477116,0.005917038161665
PTF14yw,0.017,56729.47814204578,0.0770984735363292,0.8508378503765431,0.006392195441286
CSP13aam,0.0749,56623.826683213454,0.6875767132382212,1.0993612916693485,0.0234933483440592
ASAS14lq,0.0262,56996.17901572453,0.7594896179210577,0.9821012228509028,0.0265684500050931
