name,Tmax_gr,Tmax_err_gr,Tmax_grJH,Tmax_err_grJH,Tmax_Allminusu,Tmax_err_Allminusu,Tmax_AllBands,Tmax_err_AllBands,st_gr,st_err_gr,st_grJH,st_err_grJH,st_Allminusu,st_err_Allminusu,st_AllBands,st_err_AllBands,gmax_gr,gmax_err_gr,gmax_grJH,gmax_err_grJH,gmax_Allminusu,gmax_err_Allminusu,gmax_AllBands,gmax_err_AllBands,rmax_gr,rmax_err_gr,rmax_grJH,rmax_err_grJH,rmax_Allminusu,rmax_err_Allminusu,rmax_AllBands,rmax_err_AllBands,Hmax_gp,Hmax_err_gp,Hmax_grJH,Hmax_err_grJH,Hmax_Allminusu,Hmax_err_Allminusu,Hmax_AllBands,Hmax_err_AllBands,Jmax_gp,Jmax_err_gp,Jmax_grJH,Jmax_err_grJH,Jmax_Allminusu,Jmax_err_Allminusu,Jmax_AllBands,Jmax_err_AllBands
SN2013gy,56648.88939592119,0.07709334814727126,56648.906248434454,0.06838969852074535,56648.87904139519,0.03961272660236565,56648.771724646365,0.036008480835120434,0.8989390492637148,0.006890159379287593,0.8998646355417287,0.006181262998398255,0.8947849326792092,0.003444924188297252,0.8942699242391677,0.0033312750303321815,14.691803702566677,0.006860340849553991,14.692309134901596,0.006338195448919661,14.683023865600987,0.004887306907781319,14.680003595131367,0.0048607645059338435,14.73786315698681,0.006656463356649132,14.738274799045817,0.006178015480775735,14.737804374517628,0.004957899970297109,14.736475975574727,0.004942881176719436,15.38139792508603,0.02460983665614903,15.319509614075779,0.03985890088359209,15.323793927438718,0.03365172936870574,15.32334606311943,0.033634272381212006,15.166700267076926,0.020873491677989846,15.131360665652648,0.03501512539761366,15.114318205432179,0.029621757950565698,15.113076176742968,0.02959542917948812
SN2011jh,55930.96667163453,0.032459249619922366,55930.965088776975,0.031241933382825077,55931.015557774605,0.023337239527176406,55931.06120955285,0.023041306612480668,0.807772637570469,0.004199413373370898,0.8079609488741173,0.004046408971991898,0.799291611425608,0.0028388006198588568,0.7983119726210295,0.00291110498221135,14.918861842582114,0.005166769718132224,14.919071078714012,0.004982983652286512,14.909901093352977,0.004854314451118989,14.908363858179024,0.005002069799944046,14.565031285502481,0.004189724566542752,14.562875614087034,0.0040412346905236915,14.56112217570579,0.004240313297977644,14.560511317797834,0.0043750195579876534,13.970622396480046,0.07455686903102751,14.474572745110342,0.023187749366595352,14.476312399542156,0.02607256541750231,14.477029846027769,0.026888774620057926,13.727196147385408,0.05106156909665042,14.379520580963646,0.019677178491199876,14.378305590717597,0.021732728637746664,14.380962849442655,0.022379223138007238
ASAS15bm,57054.30121846209,0.07042247678482061,57054.29218096631,0.06889289737504657,57054.25200714279,0.04758697709683552,57054.23477058704,0.04402523854417775,1.0052865500579802,0.010191114182280027,1.0064210708342705,0.010038928161434289,0.9988775093367926,0.0066844372416988455,0.9988273042656266,0.006431059506852091,15.715245066030446,0.006768463532147165,15.714533961731796,0.006688062226211478,15.699385804160393,0.006581176014784653,15.698716650525038,0.0065176805733422995,15.648821939758117,0.007929182788616042,15.647537697258315,0.007833742474715829,15.654963487200568,0.007379147246863106,15.655361970258538,0.007293323093786893,16.018276767298914,0.03772483835220519,16.324522546085436,0.022016172576003613,16.35153607296773,0.023343105787532896,16.351287559249464,0.023204235814512215,16.06918238875968,0.03101852887926208,16.08693426843843,0.018498951506486394,16.053316882366875,0.019405746172562965,16.052426944928126,0.019283412000742434
SN2007af,54174.45570156306,0.06548273584328192,54174.48828085046,0.04128868970923089,54174.46394732036,0.028489246269851227,54174.40761567416,0.026747053304231713,0.9304407084055222,0.007101900819637342,0.9343993627617176,0.00408082720587207,0.9260593114489051,0.002793560345372717,0.9256629926263299,0.00279144021224025,13.080572830830066,0.00712815473376716,13.083192618134905,0.004918874717364372,13.078089462717326,0.0047268841570432315,13.076009094999845,0.004788788085329658,13.096626401212536,0.006712258970849434,13.098701562141486,0.004693404009950762,13.094166380573542,0.0045506127262013325,13.093157061437186,0.004612332114542037,13.64291718413012,0.008245176578114174,13.62241992386564,0.009197462765343138,13.618398549070601,0.009257534491401067,13.618654478598106,0.009387440256659359,13.50188161210968,0.005156901009689145,13.47363418543083,0.007382758943667063,13.467434936065153,0.007507110197835027,13.467637590581573,0.007617470741251171
SN2012ht,56295.66088617349,0.039220424220972196,56295.73708973615,0.034443403193759804,56295.7450478549,0.028137863048927365,56295.7488334448,0.02580067141140365,0.8480711710257774,0.003145929603161475,0.8431852906224669,0.003002617015284202,0.8496877967544696,0.002098232962132563,0.8525677437748286,0.002137433381707993,12.964198283202371,0.004974512360916069,12.96078909851097,0.005398895753006932,12.96773589896613,0.00509864002976244,12.97146667698116,0.0052490352126679215,13.10495511539364,0.004354815511814648,13.103973227828515,0.004862988539106949,13.110183992124758,0.005111202215819325,13.112586930226774,0.0052961909231800134,13.601039633184559,0.014454994218096871,13.632391026329804,0.008672243541763295,13.640544876678755,0.009309280414390072,13.643490164074686,0.009653864115242933,13.450810255340757,0.01302705318366262,13.430216880891622,0.007050323372039403,13.430871665435067,0.007705700791322843,13.43210471907386,0.007977707160965344
SN2006hx,54022.18474673344,0.20272761228753844,54022.276954764086,0.16098512349269878,54022.004616676335,0.1241655655314802,54021.77216858575,0.14041708813558482,0.933185436864754,0.025309079360478406,0.9389776221169479,0.01689978809682582,0.9778837885435098,0.014452285775172656,0.9884267287212694,0.017396710166339185,17.48662290890729,0.03572650638524896,17.491090955344216,0.023775261853037084,17.494549948251702,0.023781582699295475,17.50018712379188,0.027660498752455683,17.436674865825662,0.030815098095420282,17.418820199949764,0.021853084752043513,17.465069757308797,0.02495341700902137,17.478813567021863,0.029544898114000167,17.222710733627714,0.23495454268816615,17.829873993505934,0.05217466095033012,17.889159302947533,0.06229460626348222,17.902379318196786,0.07262624155783468,16.6603625021936,0.5247792515966871,17.715218660584235,0.05038435207675687,17.727549638605385,0.05756672020634913,17.755570816491147,0.06556582747336433
SN2005M,53405.98139856311,0.024735166660094114,53406.00148578456,0.03183743179815079,53405.767919128506,0.02187107706502455,53405.74940242437,0.020150654561823314,1.2128860313230518,0.0025685999232394827,1.21135759204863,0.0032931119303186165,1.2103720201451336,0.0024995904192591065,1.208851860404076,0.0024096086280695392,15.870452916103657,0.0017817801629521621,15.868994292756799,0.00229928004500067,15.85912899317886,0.0023472357315629266,15.860327671682748,0.0023382157746352893,16.00613386546924,0.0019339882474353788,16.007194894094464,0.002493718504840145,16.00448195001771,0.0025484529965043435,16.00530638465222,0.0025390145878401564,16.75186564525949,0.03180714862820906,16.69145029444265,0.015237887622262374,16.701447722833166,0.01652755022543672,16.701872158597567,0.016518875140540457,16.43202622422161,0.04207283175474254,16.616782502016267,0.01671149682048846,16.60245135385227,0.018276863597056277,16.602568290799187,0.018295560922083374
SN2009ab,54883.28495326944,0.07184947898170106,54883.31424406163,0.0491863805096627,54883.32366439229,0.03691104334905744,54883.254212384905,0.039661993448660476,0.8818855386427794,0.007835951476793371,0.8816068240101848,0.005723910588199844,0.8740101738532065,0.004202117158697619,0.8739029312539118,0.004738793174922436,14.65145074587629,0.006954401466441785,14.651061817395119,0.005157237642242575,14.64711221846823,0.005411294456128962,14.64812767682545,0.006138546241150435,14.709339886711252,0.0064694474736231985,14.707548463820135,0.004818425807382224,14.705972513338946,0.005241129933831003,14.707059598192423,0.005953748612838112,14.264954147942554,0.6261943408025821,15.202348738214766,0.01842001384223262,15.201348138534383,0.020046117961602935,15.200965402979191,0.022788794941246086,13.588780827340118,1.723779526404009,14.97693853976276,0.016564138136468544,14.958853474156053,0.018070373378895385,14.954957629752604,0.020617713880273773
SN2008ar,54534.342637465365,0.18388239381872282,54534.580781042874,0.08626963686995208,54534.605145365545,0.0539325144931229,54534.60661218535,0.0509495800884291,1.1892162587460138,0.021338361002777445,0.9776565636604746,0.010557866498926607,0.9712170352774545,0.005879149177390005,0.9709794530848218,0.005674452910124321,16.24967034163788,0.014941742952910864,16.195043494343217,0.011030254098600319,16.186396068978237,0.008554343696247198,16.183324579071694,0.008287660614686025,16.383070831255434,0.016230075930166888,16.250259383081264,0.011701152216870661,16.246937260850917,0.008810463957781829,16.24548735234928,0.008532608068726077,16.44046077216862,0.22634872913693113,16.876264942451378,0.06309739561277597,16.896130938970565,0.062001268375657406,16.89545291724894,0.06043961130433979,16.446726195286182,0.8384126757839185,16.844828643773738,0.02978541414401842,16.808874008847905,0.0290496111463211,16.809504853841315,0.02831527430015
SN2013aj,56361.344196974016,0.04711960875756428,56361.37747468138,0.04900255471084175,56361.362770148844,0.0386363873877147,56361.37674340371,0.03675218158231382,0.7786324931269331,0.004766213132783634,0.7739572628655927,0.004790345130131275,0.7757777496214805,0.0030903934705460686,0.7761424608197175,0.0029685620699230137,14.004747678784279,0.004639728969955456,14.002214355853837,0.004871495181357214,13.999586085368174,0.0041724693574421426,13.998834903820777,0.004022380437888317,14.111140246728212,0.004768559288129642,14.111014983669547,0.0051052470958804635,14.113072714555697,0.004852768939497935,14.113173719226252,0.004682667616751878,13.167703546658716,0.6303056294512303,14.461557126677153,0.024041135736475924,14.469954958752162,0.022872584495575467,14.469183082362074,0.022037742341342457,13.309925114985177,1.625020305162233,14.322162432869897,0.024676032890293232,14.313336680574853,0.02363694256325481,14.31302252051583,0.022841755657579475
SN2005eq,53654.509953289045,0.13053667008671618,53654.55934995788,0.11050327280799638,53654.4959186184,0.06918932438190692,53654.52146657352,0.06478949176754853,1.1200850480568414,0.01851559331773453,1.1151918520296287,0.014802350745641776,1.1236391282826408,0.010646866100990882,1.1226000027282967,0.010361593676417294,16.230706605574,0.0072914767564843325,16.231369944600324,0.006376161093686682,16.21892841195016,0.005496345554357375,16.22164968300623,0.005437038014202162,16.338080116441404,0.010642174968902565,16.336681665284566,0.009170020082920362,16.34653804038086,0.007315476230019558,16.34861414452701,0.007303125263198971,16.88280936941093,0.12695716406470392,17.050265794069645,0.044158299356221085,17.094441727293738,0.04164959943811227,17.095573329470554,0.041694714820455434,16.817278172137758,0.03959500239514518,16.799663811545177,0.029977413520676705,16.748978475812187,0.028244100678227024,16.749922082658113,0.028123984209238156
SN2007ca,54227.406209676585,0.106127067322966,54227.49436753226,0.09084052716397717,54227.4139614895,0.0639318366637039,54227.384673919354,0.05858196651723168,1.0524617013517794,0.012917649811676207,1.0438915954311523,0.010325197301161044,1.0527406954671674,0.00738988038425475,1.0570918117447852,0.007272140336451207,15.7539369284272,0.006004366043372115,15.7536339118937,0.005818346110950235,15.746730501078419,0.005398589374429572,15.746326723562415,0.00532854719882089,15.586398109486328,0.007238020283960548,15.582283930564857,0.0067113871083191515,15.58692052950221,0.006146253988164291,15.588264253656495,0.006112748591594839,15.70012505893285,0.03776880117098597,15.719183550135558,0.022091414132297572,15.73145571875577,0.02210000879274954,15.732926535876135,0.02210038577094097,15.715036180376066,0.012296048666429383,15.654345153661495,0.01897190072519025,15.636789693102338,0.018814318690464352,15.636617159385088,0.018664519542107627
SN2008hj,54801.49158135661,0.05183573933204833,54801.48329370726,0.050816556126621705,54801.461770675625,0.04173074908864762,54801.49342264057,0.040966362648415515,0.9983161048922716,0.00715238711904512,0.9992819487714099,0.007075382914534437,1.0048489451659477,0.0057154816312656506,1.0102862087518805,0.005760906184697586,16.742486986406576,0.0036471294570074786,16.74076738260207,0.003612339954965607,16.7324776860984,0.004229741268706297,16.732369278256098,0.004261144044555392,16.85846458204574,0.004273471074935627,16.86276307009942,0.004238018864369903,16.871508689456178,0.004830416335876405,16.872155142648175,0.0048838276754065825,17.20030221385053,0.5403997610184971,17.63365727653905,0.05041857421352803,17.664363012800628,0.06486739059539502,17.661656439544387,0.06550527236322742,17.5296262621333,0.03585617464562238,17.602522152206795,0.021375965631959547,17.538518079932622,0.027041483568377277,17.541734693424292,0.02722915129042561
SN2013bz,56409.837004189576,0.11054969411549365,56409.83481085452,0.10633649716160373,56409.697005148875,0.07613408848737772,56409.64805820058,0.06992175903186758,1.1139203022830595,0.015789595900416467,1.114639989821098,0.01519613947954878,1.1179758844264662,0.01165177560892189,1.1213650058508768,0.01113454115861457,15.355833374929938,0.006574978602477278,15.355157091473123,0.006346265012980596,15.337990926174351,0.005704912855570003,15.340821636219578,0.005600599172697767,15.353428946877624,0.009738946360561059,15.35265819060771,0.009381924422007694,15.356637638477574,0.007896686553882584,15.360316791775873,0.0077542772186243464,15.882898316565443,0.008882594070945988,15.905544210487642,0.04245094783256185,15.93678580792189,0.04138661805729169,15.939048176623213,0.041226316578903216,15.609991797030908,0.011314063945260912,15.641954521184287,0.02923441270582155,15.613575775506874,0.028291127955098687,15.613467347886335,0.028148453939669377
ASAS14lw,57013.872414235266,0.1066136302311549,57013.88593691592,0.10373290944920054,57013.81852653732,0.07434805709120974,57013.781057439155,0.06648115717462211,1.1375534534535172,0.01897469410556523,1.1350631162929312,0.018123257334949277,1.135386974439604,0.013801584556702703,1.1388187583442801,0.01203380696242028,15.541211179956646,0.0077356152606246715,15.540232570810318,0.007621085347534136,15.528532493037481,0.007988507351707782,15.528971738719923,0.007701215383997808,15.709042138934162,0.012263034805679083,15.71017042069602,0.012000019004998237,15.718758316737361,0.011093826499890866,15.720922160019285,0.010420069838022903,16.641558676847403,0.04211072987338783,16.507749701431845,0.11511369275657996,16.53430001245792,0.1221475111322603,16.528981000303276,0.11738231700086903,16.21874212469813,0.05449826486459528,16.41389743902092,0.09839031902850748,16.383128766161203,0.1042486214424919,16.388521189427962,0.10060193732864016
LSQ14wp,56717.244932328,0.08856411750037875,56717.250011927914,0.0891506245615536,56717.143826636726,0.06968010147719159,56717.236459170665,0.0614750638474237,1.1185434533778396,0.016591282647778847,1.109972043557538,0.015822694879956613,1.1301067320726943,0.014973370995159788,1.1237384573248943,0.013682768643963582,17.90168621803823,0.005064653590126641,17.898037099755335,0.005228110918691295,17.871478118899518,0.0053824751962085774,17.879057452466053,0.005284632738485656,18.071722444826378,0.007744243662450662,18.080896457115944,0.007927607450796587,18.1135705170518,0.007571584671420267,18.1270441593098,0.007409557442546257,18.76755065001018,0.03185589541688787,18.798691366350173,0.07821398775155528,18.87673301130872,0.08135656187607757,18.870919270772745,0.08028698423351616,16.457411530614888,4.973931016013022,18.699185171211933,0.034687293717251204,18.657697943605516,0.036866043732635356,18.64951820324003,0.035927887196890634
SN2007A,54112.981453231914,0.09278713865601869,54112.99730052717,0.0897784939931383,54112.97689552564,0.06536691098441771,54112.96097373487,0.0642153789970135,1.020257500926129,0.015360388468076228,1.0165159990102728,0.015183795311428418,1.010626622481916,0.011102976780505142,1.0108972792074937,0.010977683428611837,15.612987715183731,0.007044243177792176,15.611507843092681,0.007123487179958143,15.59956692561043,0.0078017547835824005,15.603609066342768,0.007771606385154129,15.521102350089741,0.0064937571400262096,15.517427740166841,0.006537619186032456,15.52051146266303,0.006785007683986747,15.52276756818737,0.006753490936097286,15.808162097701405,0.14462133812410086,15.976006097091966,0.03614097308277151,15.99760940727425,0.050958736258789376,15.997698690839808,0.0509197266190404,15.703902041883072,0.02185246593879025,15.73298538847445,0.014908969479136936,15.710120186158381,0.020863794450942646,15.709254027548864,0.020841558803996543
