g,r,J,H,Tmax,Tmax_err,st,st_err,Jmax,Jmax_err,Hmax,Hmax_err,name,i,u,B,V,Y
163.43075,153.57123655913975,123.96249999999999,82.70011538461539,57151.72865595195,0.05402870901271496,1.0615134980450813,0.00740487615167458,13.886854182367275,0.02005627077645788,14.103357732900331,0.022100778103375296,ASAS15hx,,,,,
163.43075,153.57123655913975,137.37861942553116,90.39616210508754,57151.68213044768,0.0518942070765058,1.0698315454450322,0.00783146121776866,13.830187197157663,0.032676331898947024,14.140592520586932,0.04770052964406894,ASAS15hx,,,,,
163.43075,153.57123655913975,67.86517267634933,45.19245399929546,57151.68221269665,0.05189931485922649,1.0698261400304168,0.007832168213814732,13.843298381274305,0.03929707244189218,14.14004695991775,0.057804815721490016,ASAS15hx,,,,,
163.43075,153.57123655913975,45.83045349504949,31.430836777957868,57151.68221091079,0.051899164067906074,1.0698247011876425,0.00783209474995062,13.828610589574755,0.04791396574215916,14.09306911480423,0.0696987981161683,ASAS15hx,,,,,
163.43075,153.57123655913975,31.29658143005897,23.155168614727366,57151.6827898329,0.05193523202015656,1.0697873244587244,0.007837110537915358,13.930688763130075,0.06231363676861278,14.10824299605552,0.08569421213530876,ASAS15hx,,,,,
163.43075,153.57123655913975,27.241493189640632,17.734754187148322,57151.68215099726,0.05189550169743367,1.069830881443836,0.007831663486384088,13.839791553193473,0.06945328113984342,14.161806057585455,0.10557045871317249,ASAS15hx,,,,,
163.43075,153.57123655913975,22.580031938675457,15.306143648153425,57151.68225729943,0.051902072065551086,1.0698226301833937,0.007832530385242122,13.845042419921256,0.08128088497588114,14.121982980848582,0.11961927661074154,ASAS15hx,,,,,
163.43075,153.57123655913975,20.26079464055055,11.578871779608384,57151.681701386595,0.0518677119613536,1.0698635033041464,0.007827921978583008,13.797184105435445,0.08928601778655955,14.266032741672838,0.1534019168189249,ASAS15hx,,,,,
163.43075,153.57123655913975,18.284796849489013,10.793836799827123,57151.6815956282,0.051861118491220805,1.0698683532881215,0.007826938622014933,13.762683404033263,0.09786369607595832,14.196184305691096,0.16365374642204428,ASAS15hx,,,,,
163.43075,153.57123655913975,13.355587493912173,9.719853764814719,57151.68292575477,0.05194377358466399,1.0697804490287195,0.007838363251476242,13.975845795189763,0.13121574713446058,14.170252411681632,0.1808340582515485,ASAS15hx,,,,,
163.43075,153.57123655913975,13.876786725619398,9.167718846883048,57151.68208922751,0.0518916362785434,1.0698337456912506,0.007831087959018915,13.819036238999775,0.12640533310790544,14.125292127998547,0.19087967735865113,ASAS15hx,,,,,
153.44609848484853,152.43130293317793,61.947446177795456,76.56225334448159,57112.57515529787,0.06653712642025579,0.6976462154843177,0.007064274955214714,13.856059105161014,0.02379465680078871,14.043004648540869,0.03590435662719033,SNhunt281,,,,,
153.44609848484853,152.43130293317793,70.92148568887382,84.10702659539191,57112.55118341973,0.07405573922599278,0.7007191869670327,0.00778284297155022,13.879936658550536,0.06063031988255664,14.033050084317159,0.09825548944887191,SNhunt281,,,,,
153.44609848484853,152.43130293317793,37.71085804684457,41.735360430795,57112.55103901585,0.07405308199668034,0.7007242677396334,0.007782193454631682,13.813318799962383,0.07784761688701336,14.043008481412386,0.10816008738625413,SNhunt281,,,,,
153.44609848484853,152.43130293317793,25.729142159796822,27.108235810983427,57112.55096645114,0.07405198556741159,0.7007265874646438,0.007781896613518582,13.788436422577755,0.0993838710357615,14.072475126469795,0.12416555784647992,SNhunt281,,,,,
153.44609848484853,152.43130293317793,18.203955374985892,19.838085687276035,57112.551085000494,0.07405449315570926,0.7007220974048762,0.007782469825700996,13.851844266298304,0.13039874410207353,14.098082537798515,0.1449107424317216,SNhunt281,,,,,
153.44609848484853,152.43130293317793,14.843214839084025,16.368220894579316,57112.55106261503,0.07405374155128981,0.7007232139670843,0.0077823274411809515,13.830946159733564,0.1555495756991871,14.064406189752235,0.16319315646661897,SNhunt281,,,,,
153.44609848484853,152.43130293317793,10.927650980256919,13.271834575071912,57112.55131141111,0.07405875792305328,0.7007140325835525,0.007783500420463672,13.96552130090722,0.2057650208658861,14.091558394483894,0.18930302891200015,SNhunt281,,,,,
153.44609848484853,152.43130293317793,10.2778975833369,11.288806526698464,57112.551109149244,0.07405499516798206,0.7007211881560503,0.0077825857983509165,13.864918976927832,0.21793711270987381,14.102385117343596,0.21468162879222438,SNhunt281,,,,,
153.44609848484853,152.43130293317793,9.695607908371153,10.95696003461487,57112.55100789015,0.07405194380188262,0.7007259152107832,0.007781983716917267,13.782552809858752,0.2302791761002515,13.989599150044459,0.21991800324806496,SNhunt281,,,,,
153.44609848484853,152.43130293317793,7.656138362351713,9.848679492322468,57112.55128373956,0.07405705197676506,0.7007161784972016,0.0077832280022095395,13.910713046343684,0.28881037177257807,13.974434437825819,0.2402912513216953,SNhunt281,,,,,
153.44609848484853,152.43130293317793,7.4310033852646615,7.5337772131824225,57112.55100517736,0.07405350381169085,0.7007244337315717,0.007782170066800411,13.830212830142107,0.2972471372891695,14.156157784614853,0.3037833704014322,SNhunt281,,,,,
85.35737456171636,88.74886342526008,13.760370884776586,9.125247954659722,53667.11041389148,0.05156642881072457,1.1297353366631784,0.00853928102833654,17.961513843539215,0.020355118524619673,18.002877411753893,0.056995263429982665,SN2005hc,,,,,
85.35737456171636,88.74886342526008,12.523119425531162,9.200649284574705,53667.10580429294,0.052844191787170605,1.13025376824224,0.009031429609049475,17.90519342146647,0.1233503686397027,18.200721024490132,0.09842901396349331,SN2005hc,,,,,
85.35737456171636,88.74886342526008,5.437422676349328,4.594697589039038,53667.10734752442,0.052891507813197756,1.1300751164379137,0.009039573101605296,18.054205412472175,0.21182469437487672,18.162006355396212,0.19143931237051778,SN2005hc,,,,,
