name,Tmax_gr,Tmax_err_gr,Tmax_grJH,Tmax_err_grJH,Tmax_Allminusu,Tmax_err_Allminusu,Tmax_AllBands,Tmax_err_AllBands,gmax_gr,gmax_err_gr,gmax_grJH,gmax_err_grJH,gmax_Allminusu,gmax_err_Allminusu,gmax_AllBands,gmax_err_AllBands,rmax_gr,rmax_err_gr,rmax_grJH,rmax_err_grJH,rmax_Allminusu,rmax_err_Allminusu,rmax_AllBands,rmax_err_AllBands,Hmax_gp,Hmax_err_gp,Hmax_grJH,Hmax_err_grJH,Hmax_Allminusu,Hmax_err_Allminusu,Hmax_AllBands,Hmax_err_AllBands,Jmax_gp,Jmax_err_gp,Jmax_grJH,Jmax_err_grJH,Jmax_Allminusu,Jmax_err_Allminusu,Jmax_AllBands,Jmax_err_AllBands
ASAS15hx,57151.654321268565,0.05075171839940046,57151.69785985331,0.05280472857258027,57151.626464527435,0.036565372118412806,57151.60119888256,0.030993905300295815,13.13521428451135,0.0037033820796664317,13.133745304984236,0.0042542337347211715,13.132521205118072,0.004015250587879394,13.131014579266918,0.004002866150763679,13.284397449216915,0.004895105108416127,13.282240966815426,0.005349288259246045,13.286568501062618,0.004889584770797507,13.28526583436033,0.004814142036734702,12.840771414097988,1.1089849623135246,14.10440841874394,0.02129585744135168,14.113776653173106,0.02236330549778292,14.114784797436483,0.022176845857834197,13.821167678412163,0.030927667922086937,13.889274753220427,0.019605267189166668,13.882112219203908,0.019572316526059456,13.881627451274415,0.019412172051193295
SNhunt281,57112.534597051104,0.0709285666919671,57112.55859217008,0.06381482765906073,57112.70905711256,0.03907717058189748,57112.67088665478,0.038738563150242586,13.615166195196393,0.006221400626531246,13.614063002941684,0.005718315284398522,13.609925007133429,0.00480262371230679,13.607294417215355,0.0050250105073818595,13.67380322872687,0.005871368203882,13.673108658053078,0.005432321625188324,13.672506371082346,0.0048630853799982495,13.671000878043746,0.00511203531979186,14.055501118049234,0.08881505741246438,14.043895382293398,0.03462297161498625,14.059702726134436,0.031324835767276356,14.059790157937446,0.03295372849796275,13.948631645108078,0.012870612904925966,13.858456472433177,0.022841639196107218,13.866791201303787,0.01977268498922314,13.866665415330804,0.020664685953996557
SN2012fr,56243.27230303024,0.03746949945875788,56243.36305343165,0.036658082699703214,56243.35202400394,0.026069770225780903,56243.32558858605,0.024402560562037014,11.91005192711717,0.0032499319182355524,11.906011297083401,0.0035510407990480596,11.905036623933745,0.003426512254322367,11.905616487122769,0.003463856950026959,12.080292945674369,0.004426007949557573,12.071951001265287,0.004507291485466713,12.076798074223909,0.004141183710641321,12.078395981336442,0.004116570390327701,12.962238679427616,0.02237434915746165,12.989611892633713,0.017865192691828177,12.998424244218256,0.01792040499243476,12.998732262349563,0.018394448822472056,8.349295204987003,15.046404027436239,12.736242490897459,0.014418538106613381,12.723248483456633,0.01427454014186304,12.727317788119176,0.014568212458985593
SN2012hd,56265.57977253594,0.07025354736194034,56265.576605624236,0.06604068651890285,56265.52956931526,0.04399006317131579,56265.53050239866,0.04004704798187697,14.804667839287644,0.008030953229126439,14.806804387335156,0.007655861420711363,14.80063191878536,0.0071356115840504036,14.79564705806955,0.006930978130191843,14.73808994986659,0.007564469636819893,14.738857106925831,0.007284464804123639,14.739070750080085,0.007037287015177749,14.736751571683543,0.006838370060994966,15.13996045719061,0.01791045638570134,15.075475286475934,0.03827133642598188,15.066403578573102,0.03815338566126472,15.0630996713413,0.037257030371155866,15.02275443608462,0.021891617540822667,14.966550403683335,0.033839725425024066,14.962160204842402,0.03440011548821047,14.962074129600246,0.033570723170165566
PTF14w,56669.873001377426,0.035067494765003177,56669.874698108564,0.033315610038647525,56669.98400652316,0.02457484505507534,56669.927138442516,0.025536893020377344,16.035616397001814,0.003668239394738171,16.03457508325159,0.0034862046486278707,16.024922652257466,0.0035272135196111514,16.0228458673565,0.003835338976593584,16.062606837187428,0.0033852497150468515,16.06204685028543,0.0032253235001037574,16.064244427225468,0.003512076586500214,16.064250151892953,0.0038275027009210837,15.303800561490506,0.5048259726283094,16.43891569653438,0.030428015814939483,16.457889304336447,0.03330779245908614,16.456810376603343,0.036394160044314,16.359257064127142,1.2416232227396795,16.377338828869505,0.0197997187185803,16.37484851754766,0.02122704534960253,16.370276619393263,0.023190583003764125
LSQ11pn,55929.35403027142,0.06473297269389622,55929.35975492664,0.06485070091130919,55929.31573255139,0.05715745650192178,55929.283968769436,0.05691688180157158,17.33402646717594,0.008024645721913033,17.332718870693117,0.00800655411879245,17.310929974607813,0.009844760295737009,17.309417246046117,0.009974093720545212,17.242688053069212,0.00717019265921845,17.228947267117157,0.007239212755684072,17.22149276432633,0.009195283465176876,17.222314273768994,0.009327008148847125,9.770966822476728,6.968128170635737,17.21387370043246,0.0367934291337368,17.231271121755704,0.04625418360454235,17.23195613906413,0.04683615590526786,17.399611979378,0.009778920466343021,17.285612797264516,0.02573271081939981,17.300240157953148,0.031220188861574804,17.30001704930692,0.03164783520543704
SN2013gy,56648.87714073106,0.07984074348767521,56648.89240284046,0.07084833488005099,56648.87072004492,0.040251600957627316,56648.75073330085,0.03715566591246214,14.68353437669797,0.007139359569610375,14.68410866365733,0.006591644324785894,14.677263003687589,0.0049765680625615165,14.67322683167596,0.0050340342805500725,14.733542989127262,0.006893727532211812,14.734055338251512,0.006395470573912198,14.73383836864983,0.005036684822656348,14.7318974892112,0.005106525878977365,15.385836214781046,0.024629841941462654,15.314640137038362,0.041841768279879565,15.320410430392307,0.034406129409036965,15.319620623531103,0.034979384323529025,15.167759900480375,0.020868023994638808,15.132402363232694,0.03654178283907404,15.112938988175749,0.03020971541507891,15.111488592961427,0.030696551528589102
ASAS15bm,57054.28151243431,0.0720779640981464,57054.272883083686,0.07028119494910694,57054.24071167456,0.04820996441006036,57054.209224682236,0.04471029395426696,15.70706683744095,0.006967149952385138,15.706565857257399,0.0068597374614527955,15.693380027040073,0.006688602586231634,15.691605134694653,0.006637263551841219,15.645205732130957,0.008129236398183514,15.64388568192447,0.008002749546447325,15.650919139042212,0.007488799251531617,15.650585967619014,0.007415190859032046,16.014907173209732,0.037985495368714595,16.324100963786147,0.02267400195949592,16.347968605957558,0.023802321607389102,16.34708253141738,0.02374160339182439,16.071031717663793,0.030958669572907896,16.09023306469068,0.019015706094226825,16.050733900923525,0.019751498773169535,16.04948243951768,0.019689559272608334
SN2012ht,56295.66088617349,0.039220424220972196,56295.734674618834,0.034467442172911075,56295.74562105843,0.028364836920713243,56295.74934167917,0.025968559523115796,12.964198283202371,0.004974512360916069,12.960554529897033,0.00540122642803417,12.967760524591675,0.005137619567819938,12.971478188905147,0.005281324419893209,13.10495511539364,0.004354815511814648,13.103813003650956,0.004864507276981435,13.110204196997342,0.0051504053785717315,13.112598953807222,0.005328846029204091,13.604785468902108,0.014463708318655072,13.633162354320541,0.00867717214536518,13.641936238597934,0.009381683270353864,13.644839668566418,0.009714464866182724,13.450920182304047,0.01303408476772387,13.433019835309342,0.007053345961828711,13.43098440005923,0.007766100074827872,13.432328330925946,0.008028351371243815
SN2013aj,56361.344196974016,0.04711960875756428,56361.364573865954,0.04523244156931646,56361.35879947327,0.03741523243013801,56361.37289362698,0.035702158589217756,14.004747678784279,0.004639728969955456,14.002662042244781,0.004472640458223396,13.999555762027432,0.0040376914937078475,13.998804159776299,0.0039048779664641623,14.111140246728212,0.004768559288129642,14.110871169896436,0.004686486675031172,14.112982596102615,0.0046979109784555375,14.113086211738727,0.004547652864396678,13.041803641878072,0.6767640848693298,14.464495983658443,0.02187831093699955,14.471993695593852,0.02212558347792386,14.471137656217952,0.021386298043741897,12.832944217092136,0.9299344900587376,14.350372771679757,0.022951886703526308,14.337991675720957,0.02327054827272783,14.33785097019211,0.022562700807962313
SN2013bz,56409.837004189576,0.11054969411549365,56409.834954480575,0.10640475849677075,56409.6969699036,0.07613331490833931,56409.64803443073,0.06992102589538617,15.355833374929938,0.006574978602477278,15.355093201076786,0.006348056995127499,15.337988767224152,0.005704748065088037,15.340820707254384,0.005600482309857402,15.353428946877624,0.009738946360561059,15.352753209492208,0.00938718381579033,15.35663081049641,0.007896530122031795,15.360310969065706,0.007754162662365151,15.885498920522084,0.008400173574315871,15.905404061618027,0.04245764048204824,15.934188360696014,0.04138549824143038,15.936334297008058,0.04122571435463606,15.611991771682293,0.011317239539460427,15.6458174154523,0.02924114544416211,15.609819435870365,0.028290147643572624,15.609506710067672,0.02814776541440463
ASAS14lw,57013.840250342495,0.1018687877078342,57013.85419069,0.09920965635811502,57013.79417316083,0.07265316305878403,57013.73452628442,0.06516064024805321,15.53668915011202,0.0074164014595683135,15.535684961464066,0.00731406696262647,15.52562684957365,0.007834291452199113,15.525023206424343,0.007585627312651231,15.70635179236598,0.01172060576841531,15.707528115388495,0.011490320977777474,15.715255884352766,0.010859930410830986,15.716926736438937,0.010214033506451514,16.6358469394143,0.04291369855109114,16.50956369856414,0.110280342730778,16.533352619017744,0.11955445574556607,16.528024863951472,0.11517262756835672,16.21069382571898,0.058003914898881355,16.41641459149072,0.09450988735403038,16.378344699754322,0.10218650575336301,16.38579319446349,0.09915275710877118
LSQ14wp,56717.24176012986,0.09025871946369879,56717.246723960576,0.09107583624130783,56717.139997316975,0.07101703639531996,56717.22329175478,0.0621195791526236,17.895651701847026,0.005150387011281109,17.891791926511978,0.005341981898677556,17.86726857993084,0.005478430566501096,17.873828161570355,0.005329579990261226,18.07214943677111,0.007870545214115631,18.081948131407106,0.008104581580904458,18.113440122874675,0.007690089416320873,18.12513044556441,0.007459008060242082,18.764550652122946,0.03185569379127803,18.804482113636485,0.07982138918500499,18.866593065038305,0.08274185747139755,18.860440315557938,0.0809192583305844,16.446394046098558,4.977106138494354,18.697575748834534,0.03538211474155652,18.65737867553827,0.037561041922539125,18.649834015870145,0.036270782915711355
ASAS15aj,57035.54684161024,0.07313800442455855,57035.59307004049,0.07670532836414562,57035.53699068664,0.07170641643599203,57035.471047388586,0.07462059831027404,14.594427087278332,0.005601783154774184,14.590564332970443,0.006000553288709801,14.586037564875504,0.007023571886223953,14.576559301015182,0.0076773750048301495,14.543165145517566,0.005475790392584183,14.541547892090463,0.005910786204759441,14.539559521785167,0.007457650721551009,14.536231971199896,0.008196970806049303,13.321414264758852,1.1936372341634554,14.790563270689782,0.04538648395373259,14.79461240705733,0.05882351646752085,14.80016353996496,0.06896302295503257,12.133401867471996,1.425440376534798,14.789441503873922,0.04069552024030852,14.785800161163303,0.052523195840112266,14.785479835790824,0.0580591195925107
PTF13ebh,56623.25486550908,0.0417631386743782,56623.25415322149,0.039134568825255144,56623.33297109786,0.026740289590240975,56623.29511206219,0.026828535875797917,14.974327067656027,0.005236571035300344,14.973180038991547,0.004927376761490804,14.960123871657537,0.005087833422985263,14.957812421707523,0.005277178499963939,14.919936141066751,0.005131708070146421,14.917072999372675,0.004851084946153677,14.913975711702726,0.0052061816634160546,14.913212866923782,0.00540630528721132,15.258285481419525,0.025081586295296047,15.199458817423636,0.03901962868546486,15.213771878467837,0.03950780046348529,15.215000277466052,0.040133638250943945,15.121860695829456,0.033194520100159525,15.073987012346178,0.02871537039188541,15.074960962471353,0.030319599918705423,15.076011633971758,0.031350742290536665
ASAS14hu,56935.20785755442,0.06605707091323254,56935.18285214144,0.06356685071850249,56935.14252320519,0.038873761244674884,56935.23690928404,0.037168201674679144,15.390891843858743,0.005184591846899027,15.391108649622494,0.005056340148106769,15.385625722018183,0.0043193173328492165,15.382738189717184,0.004474979513284723,15.557983981726084,0.007041142478320591,15.561229438053187,0.006895007034597166,15.572905136573283,0.005630230228252409,15.569751129582887,0.005738501372449708,16.34831233601703,0.17886550265018505,16.462654480618387,0.02685949615392757,16.48655989601333,0.026101874597867294,16.48691547516777,0.026166755421226824,16.183467750525462,0.006580409827860783,16.21983673701387,0.018499214273952368,16.185321195054293,0.017544411619379235,16.189439073242198,0.017821500892156766
SN2012hr,56288.92841148399,0.04236483545832975,56288.9323151606,0.04108201692397834,56288.92393211373,0.023580608486219685,56288.91563567887,0.02085905820533817,13.577878179792304,0.0044391469719581335,13.57643186169939,0.004303004709521292,13.56826994400527,0.0035219938952414723,13.567461963366645,0.003376726724201041,13.702004167658878,0.004504661239706585,13.700927611065401,0.0043491860650379,13.697684115880861,0.0035205225969146096,13.69780019828439,0.003377799830284922,9.641290447503971,12.427459531904775,14.415467640940562,0.01420282237676504,14.415837558268683,0.012642556851031371,14.41677882323687,0.012150001769574504,10.172708715689323,13.87346646953695,14.1702289447201,0.012151439076319576,14.151495194431819,0.010929489974370531,14.151941519377033,0.010502104809264324
SN2012gm,56261.69555975587,0.028747666364896722,56261.69852450968,0.028033665698043088,56261.64657172997,0.019595024433554806,56261.64887713361,0.018727248740918984,15.240000450524326,0.002229007253732747,15.238731994079904,0.0022059396705650177,15.231827680592522,0.002270677350563755,15.231958852753598,0.0022207021457685923,15.149276797026458,0.0026204142193841417,15.146319273921263,0.0025732512778552418,15.148609824359363,0.0026029107398460403,15.149267682534932,0.0025453544263251806,15.456903822027344,0.021439164420329535,15.481171635651535,0.011641244080399404,15.492577139178627,0.013240116663869537,15.49326677468117,0.013023137408756984,15.288593967026543,0.018466196911435397,15.29333261041444,0.012175793795774902,15.273129604942127,0.01386082016269265,15.273646512631345,0.013647122876852196
ASAS14lp,57015.33868583922,0.05865156368007841,57015.66110738596,0.053048619091808885,57015.43922747006,0.037326601127710864,57015.290635332436,0.033391478409886446,12.035483639879672,0.0037993535897800214,12.029727029523738,0.004417360238106132,12.025265079273781,0.004349218521011486,12.02582030067643,0.0044790527819168445,11.93531175433175,0.005429274405486486,11.90729811105897,0.005307282011568131,11.911345971161632,0.0048975368003474715,11.917665225538395,0.005056262498480552,12.193963042495028,0.10143834959565261,12.404461644135502,0.017374629175574974,12.417874168229574,0.019089974436672475,12.424556542213667,0.021210142424277493,12.104002727070117,0.1141049769233265,12.21006127833599,0.024703726056849545,12.195316549223957,0.026491040425158492,12.21323092645984,0.028151156072872437
SN2013M,56323.75388825331,0.0807017741286934,56323.71657111779,0.09262150427219965,56323.63030344382,0.07343945555988254,56323.6209283021,0.06727328136119819,16.59873164107701,0.007151792718982361,16.59782314013767,0.008160021458170819,16.589642421484886,0.008290584552928476,16.590496557600332,0.008089654505083099,16.623792806695363,0.006824555724500999,16.623440430926927,0.007821394503600365,16.63518648929143,0.008256120787112447,16.636973650749255,0.008083834767817748,16.55753597418481,0.4412958770549696,17.12805237669732,0.06055507212108278,17.15726332306508,0.06444109364246066,17.160815338948787,0.06305743482201168,14.77059245469285,5.636278150310327,17.081293058620656,0.032748663968026406,17.051593020458,0.03540117162774268,17.05151636282732,0.034664591618610165
LSQ13ry,56395.523671341085,0.045851748444115346,56395.565434807235,0.04633023665884388,56395.543823650056,0.03390684814714918,56395.45806499341,0.03498667284616603,16.524513420377325,0.007567806980230703,16.519811340101796,0.007906893128757987,16.51923144505484,0.007470965228729309,16.521473412474943,0.008066680817496903,16.67556022811806,0.005036085904557993,16.67722575696718,0.005306968880566202,16.677818023776414,0.005729853031653015,16.682457299412068,0.00621791739463518,16.830601164280196,0.3194145931498997,17.314649955966832,0.05364420036642747,17.336126428079048,0.05889692413766395,17.33504261285679,0.06412807529430495,16.822048516322404,0.19854822788838183,17.16152795285764,0.03862573023459959,17.146735867064795,0.04264651452663782,17.144575065489526,0.04653380700046337
SN2015F,57107.04858434418,0.056696583049043625,57107.04320011224,0.04861039493594024,57106.956690200524,0.034163551276554786,57106.853581096046,0.031680228114505445,12.676008308171019,0.008105754929023065,12.677199114423559,0.006973346035786549,12.680426347587193,0.0065191379238847,12.68023800074295,0.006701722834727525,12.667974070337655,0.0063446958805845576,12.6679673403171,0.005526431956860208,12.669187217639715,0.005843695790852731,12.669023656539007,0.006031974329359831,13.391486439930011,0.2255935306820772,13.060017937969944,0.029776962223182175,13.06745807899546,0.03228883331192437,13.065018593461946,0.0334602036596705,13.303503062670748,0.16710757767893092,12.93806273968983,0.03537408661040778,12.923182284206698,0.03853320910219746,12.910041639136525,0.04029320186893074
ASAS14mw,57029.19746892562,0.0677143598827067,57029.171060902285,0.06798620052246103,57029.11417379184,0.046780888366298415,57029.06399012821,0.043985144809932666,15.832968596845129,0.003924077154252588,15.831978666885627,0.0040067886412828236,15.825233119788251,0.0036416303150096107,15.825748447489962,0.003648624957622488,16.009182535800566,0.005527013704606665,16.013164615285646,0.005669037835612525,16.02342707315936,0.004901976414844564,16.026504529659583,0.004988216219601582,16.19002799793957,0.6841911305363206,16.891192787995305,0.026166373313847004,16.923863621930096,0.026605642532890415,16.92590673480814,0.027548317194942,16.555656415526258,0.014947197647800455,16.663797729198045,0.018925814183013874,16.61268032699759,0.01872256656649172,16.60899956846448,0.01904944700355923
SN2014I,56683.78692526752,0.06435069843803116,56683.77234355189,0.06247491157702271,56683.726171173665,0.036613511326988646,56683.55912388286,0.04172459716470867,16.282723546523464,0.005214045547092307,16.282362250892202,0.005123708931005077,16.27656194118418,0.004170827978010015,16.27650941157739,0.004984400433865183,16.35942111505478,0.005536711848964426,16.36099115686289,0.005460175634870331,16.360953548360087,0.004587127795724292,16.36217588377085,0.005490390685417998,16.86425091675162,0.024202495200145665,16.927935788966096,0.026416348242771164,16.940570580778125,0.022768269732643925,16.9422118573341,0.02726914978145988,16.736528621428402,0.9281217978446327,16.850797798682578,0.025044985554820518,16.829832610986454,0.021751889798594517,16.834762682205174,0.025928024430955276
SN2011iv,55906.01108399152,0.05833364158520476,55906.01132406233,0.06908411794491151,55906.16338570391,0.05326119506396514,55906.073943135525,0.051140842949619174,12.382043460902445,0.005990382248722018,12.383672651056195,0.0072308764197426155,12.372578449213494,0.00891926467174403,12.372677255827895,0.008808822940779525,12.441081862802184,0.004720645700956509,12.442540773337337,0.005575983071770315,12.432676705181548,0.0069812028086642455,12.43307785508296,0.006933714008778099,12.87721367928373,0.06807948771817347,12.835432712421253,0.04115572198377324,12.862950217670878,0.05114994592954664,12.866166299204767,0.05026754254859195,12.883263287993564,0.03750486925999003,12.739846668298016,0.02694851585759821,12.756769861399814,0.03333947044822289,12.754058032295832,0.033094017065114945
ASAS14my,57030.92684599701,0.06689144941412241,57030.89863407824,0.06289110526494533,57030.91173499845,0.042373741724005806,57030.75263847352,0.0465664151580914,15.553438348632275,0.008672363258485218,15.554186711850027,0.008277365719793931,15.544171458215441,0.006797644818117006,15.542099973727556,0.007749009602848043,15.595849428360282,0.008140731487273466,15.597984111735483,0.007816631255884629,15.59678288912785,0.006862966238331045,15.597650762504871,0.00787073295626966,16.229950845717084,0.03194048672347994,16.254989538878302,0.028898308500180585,16.27339889605793,0.02741825627856041,16.272432547458767,0.03186082660487545,16.081234208085075,0.025353059513008317,16.114971318259474,0.02609439638028029,16.078960051648853,0.02457621346169588,16.07743411301871,0.02838279853841136
