PTF14w 0.0189 180.8804 2.0428
filter B
 56752.112 21.734 0.153
filter Y
 56666.299 16.346 0.042
 56669.286 16.567 0.019
 56671.264 16.722 0.022
 56674.321 16.968 0.021
 56677.323 17.090 0.030
 56682.356 17.023 0.024
 56700.238 16.892 0.030
 56725.237 18.400 0.034
filter H
 56666.305 16.368 0.071
 56669.293 16.632 0.027
 56671.277 16.707 0.038
 56674.335 16.920 0.031
 56677.329 17.042 0.025
 56682.363 16.981 0.024
 56700.245 17.426 0.042
 56725.256 18.760 0.128
filter J
 56666.315 16.375 0.075
 56669.308 16.464 0.015
 56669.313 16.469 0.011
 56671.282 16.602 0.038
 56674.353 17.034 0.017
 56677.340 17.569 0.040
 56682.372 17.849 0.047
 56700.268 18.163 0.043
 56725.281 19.855 0.158
