LSQ15alq 0.0471 197.3273 -25.8723
filter B
 57142.217 19.225 0.029
 57143.216 18.889 0.024
 57146.240 18.148 0.036
 57146.243 18.169 0.035
 57148.273 17.893 0.021
 57151.199 17.603 0.012
 57152.276 17.583 0.012
 57153.200 17.576 0.012
 57154.188 17.576 0.013
 57155.217 17.584 0.012
 57156.174 17.556 0.015
 57157.199 17.630 0.013
 57158.170 17.686 0.013
 57159.232 17.749 0.010
 57160.266 17.834 0.011
 57161.216 17.896 0.013
 57162.171 17.973 0.013
 57163.206 18.085 0.014
 57164.160 18.180 0.014
 57165.176 18.275 0.017
 57166.171 18.404 0.012
 57174.091 19.444 0.048
 57175.082 19.472 0.048
 57176.122 19.704 0.093
 57176.124 19.534 0.074
 57177.151 19.761 0.080
 57177.154 19.769 0.090
 57178.133 19.816 0.064
 57178.137 19.776 0.051
 57179.168 19.842 0.115
 57180.132 20.038 0.049
 57181.078 20.090 0.033
 57182.128 20.116 0.033
filter V
 57142.223 19.238 0.024
 57143.210 18.916 0.025
 57146.235 18.094 0.029
 57146.237 18.148 0.034
 57148.277 17.901 0.019
 57151.203 17.614 0.012
 57152.273 17.578 0.011
 57153.197 17.570 0.011
 57154.185 17.548 0.012
 57155.214 17.540 0.011
 57156.171 17.544 0.014
 57157.195 17.556 0.012
 57158.173 17.578 0.012
 57159.229 17.599 0.010
 57160.269 17.634 0.012
 57161.212 17.676 0.013
 57162.167 17.732 0.011
 57163.209 17.762 0.011
 57164.156 17.801 0.011
 57165.182 17.889 0.019
 57166.166 17.940 0.012
 57174.097 18.505 0.023
 57175.089 18.575 0.028
 57176.126 18.571 0.039
 57176.128 18.602 0.043
 57177.157 18.657 0.042
 57178.140 18.750 0.025
 57178.143 18.769 0.028
 57179.167 18.777 0.045
 57180.129 18.967 0.023
 57181.081 19.011 0.017
 57182.123 19.075 0.016
filter r
 57142.230 20.478 0.017
 57143.198 18.799 0.018
 57146.221 18.105 0.027
 57146.224 18.116 0.023
 57148.279 17.860 0.017
 57151.207 17.592 0.009
 57152.266 17.538 0.009
 57153.189 17.524 0.009
 57154.180 17.508 0.010
 57155.224 17.491 0.011
 57156.164 17.538 0.015
 57157.188 17.492 0.012
 57158.177 17.513 0.011
 57159.220 17.527 0.018
 57159.223 17.523 0.009
 57160.272 17.559 0.009
 57161.205 17.609 0.015
 57162.162 17.644 0.009
 57163.212 17.712 0.009
 57164.149 17.782 0.009
 57165.187 17.848 0.014
 57166.177 17.896 0.008
 57174.103 18.217 0.021
 57175.097 18.234 0.019
 57176.130 18.227 0.024
 57176.132 18.233 0.024
 57177.167 18.291 0.075
 57177.168 18.235 0.056
 57177.169 18.353 0.058
 57178.146 18.341 0.022
 57178.149 18.341 0.016
 57179.165 18.344 0.023
 57180.123 18.425 0.016
 57181.086 18.468 0.011
 57182.115 18.537 0.013
filter Y
 57142.232 18.997 0.041
 57144.123 18.599 0.037
 57151.198 17.842 0.025
 57152.293 17.933 0.045
 57153.153 17.928 0.022
filter i
 57142.236 19.172 0.024
 57143.204 18.895 0.023
 57146.226 18.229 0.027
 57146.228 18.192 0.024
 57148.282 18.024 0.018
 57151.210 17.908 0.015
 57152.269 17.909 0.015
 57153.193 17.944 0.013
 57154.182 17.998 0.015
 57155.227 18.043 0.014
 57156.168 18.043 0.018
 57157.191 18.051 0.016
 57158.179 18.062 0.014
 57159.226 18.104 0.016
 57160.276 18.120 0.019
 57161.208 18.213 0.016
 57162.164 18.299 0.013
 57163.215 18.396 0.019
 57164.153 18.467 0.019
 57165.191 18.553 0.057
 57166.182 18.603 0.015
 57174.108 18.555 0.022
 57175.102 18.595 0.024
 57176.134 18.513 0.027
 57176.136 18.504 0.028
 57177.171 18.615 0.094
 57177.172 18.414 0.071
 57177.173 18.504 0.101
 57178.151 18.499 0.023
 57178.154 18.519 0.019
 57179.166 18.494 0.033
 57180.126 18.531 0.020
 57181.089 18.530 0.017
 57182.119 18.530 0.016
filter H
 57151.212 18.091 0.103
 57152.298 17.931 0.134
 57153.158 18.055 0.063
filter J
 57151.218 17.702 0.031
 57152.277 17.812 0.038
 57153.139 17.821 0.028
