CSP13aaq 0.0597 64.9467 -63.7228
filter B
 56624.212 18.442 0.011
 56625.260 18.300 0.009
 56631.216 18.070 0.009
 56632.271 18.078 0.009
 56633.240 18.088 0.010
 56635.218 18.196 0.008
 56636.245 18.280 0.012
 56639.185 18.494 0.016
 56643.277 18.866 0.040
 56646.225 19.178 0.022
 56648.220 19.392 0.022
 56650.277 19.592 0.022
 56653.152 19.852 0.019
 56662.260 20.587 0.028
filter V
 56624.217 18.478 0.013
 56625.264 18.368 0.011
 56631.226 18.067 0.013
 56632.266 18.056 0.014
 56633.245 18.090 0.012
 56635.223 18.144 0.008
 56636.241 18.154 0.010
 56639.190 18.258 0.011
 56643.272 18.460 0.027
 56646.221 18.646 0.016
 56648.225 18.774 0.014
 56650.271 18.859 0.016
 56653.146 19.085 0.011
 56662.254 19.723 0.019
filter r
 56624.222 18.531 0.017
 56625.273 18.434 0.009
 56631.231 18.128 0.011
 56632.257 18.092 0.009
 56633.250 18.150 0.017
 56635.228 18.155 0.008
 56636.232 18.185 0.010
 56639.180 18.271 0.014
 56643.269 18.505 0.019
 56646.208 18.662 0.018
 56648.230 18.721 0.015
 56650.257 18.803 0.017
 56653.160 18.879 0.009
 56662.247 19.232 0.012
 56671.116 19.696 0.029
filter i
 56624.226 18.674 0.023
 56625.268 18.598 0.014
 56631.235 18.567 0.042
 56632.261 18.640 0.019
 56633.255 18.784 0.033
 56635.236 18.695 0.013
 56636.236 18.757 0.016
 56639.176 18.849 0.019
 56643.266 19.263 0.040
 56646.216 19.394 0.026
 56648.235 19.386 0.021
 56653.165 19.301 0.022
 56662.241 19.262 0.017
 56671.122 19.766 0.035
filter Y
 56624.289 18.518 0.016
 56636.241 18.891 0.020
 56637.268 18.954 0.018
 56649.231 19.111 0.021
filter J
 56624.305 18.568 0.017
 56626.256 18.405 0.021
