LSQ14ajn 0.0210 178.8787 11.9239
filter B
 56734.156 16.355 0.016
 56735.172 16.390 0.015
 56736.243 16.422 0.013
 56741.159 16.854 0.015
 56742.123 17.006 0.018
 56743.142 17.119 0.018
 56744.124 17.291 0.013
 56745.146 17.469 0.017
 56749.141 18.044 0.023
 56750.128 18.211 0.022
 56751.168 18.317 0.025
 56752.187 18.494 0.033
 56754.165 18.610 0.035
 56754.166 18.654 0.032
 56764.145 19.246 0.043
 56764.149 19.107 0.045
 56766.168 19.284 0.027
 56768.131 19.331 0.025
 56775.155 19.595 0.046
 56783.144 19.689 0.024
 56790.013 19.865 0.088
 56790.017 19.653 0.068
 56791.066 19.981 0.094
 56791.070 20.036 0.102
filter V
 56734.159 16.317 0.015
 56735.174 16.305 0.016
 56736.241 16.300 0.011
 56741.158 16.472 0.014
 56742.124 16.577 0.021
 56743.143 16.600 0.018
 56744.125 16.751 0.023
 56745.147 16.814 0.019
 56749.138 17.169 0.013
 56750.130 17.279 0.015
 56751.166 17.375 0.022
 56752.185 17.499 0.025
 56754.162 17.628 0.018
 56764.141 18.231 0.039
 56766.174 18.410 0.025
 56768.137 18.488 0.017
 56775.161 18.757 0.021
 56783.138 18.964 0.028
 56791.074 19.170 0.050
filter g
 56734.162 16.274 0.011
 56735.179 16.305 0.012
 56736.234 16.309 0.008
 56741.151 16.624 0.009
 56742.125 16.762 0.015
 56743.145 16.852 0.011
 56744.127 16.966 0.010
 56745.148 17.136 0.012
 56749.127 17.736 0.015
 56750.136 17.829 0.015
 56751.158 17.899 0.021
 56752.177 18.045 0.016
 56754.135 18.225 0.018
 56768.152 19.205 0.081
 56775.175 19.319 0.038
 56783.133 19.449 0.032
 56790.026 19.330 0.060
filter r
 56734.163 16.326 0.016
 56735.178 16.306 0.011
 56736.236 16.290 0.012
 56741.152 16.468 0.011
 56742.127 16.537 0.013
 56743.146 16.605 0.013
 56744.128 16.684 0.014
 56745.150 16.734 0.012
 56749.128 16.938 0.018
 56750.134 16.947 0.012
 56751.156 17.000 0.015
 56752.176 17.043 0.015
 56754.134 17.197 0.014
 56756.077 17.361 0.017
 56757.099 17.517 0.024
 56758.131 17.559 0.018
 56762.084 17.791 0.026
 56764.123 17.976 0.029
 56766.179 18.032 0.025
 56766.179 18.036 0.025
 56768.147 18.208 0.018
 56775.171 18.472 0.016
 56783.129 18.752 0.019
 56790.030 19.077 0.057
 56790.032 19.097 0.052
 56791.080 19.144 0.057
filter i
 56734.164 16.648 0.016
 56735.177 16.667 0.014
 56736.237 16.698 0.014
 56741.153 16.956 0.024
 56742.128 17.123 0.022
 56743.147 17.115 0.024
 56745.151 17.188 0.017
 56749.130 17.106 0.014
 56750.133 17.133 0.014
 56751.155 17.077 0.027
 56754.133 17.171 0.017
 56756.078 17.299 0.019
 56757.101 17.395 0.019
 56758.132 17.518 0.018
 56764.121 17.988 0.029
 56766.177 18.045 0.040
 56768.143 18.248 0.017
 56775.167 18.594 0.022
 56783.124 18.950 0.026
 56790.035 19.045 0.052
 56791.078 19.355 0.052
filter u
 56734.167 17.136 0.021
 56735.181 17.288 0.021
 56736.239 17.339 0.024
 56741.155 18.057 0.025
 56742.130 18.198 0.024
 56743.149 18.320 0.032
 56744.132 18.597 0.026
 56745.154 18.753 0.025
 56749.133 19.394 0.031
 56750.139 19.499 0.038
 56751.161 19.620 0.047
 56752.181 19.699 0.049
 56754.139 19.828 0.051
 56754.158 19.840 0.049
 56766.185 20.412 0.083
