LSQ14ghv 0.0667 50.9340 -31.5842
filter B
 56999.167 18.483 0.021
 56999.169 18.533 0.024
 57000.187 18.423 0.018
 57001.149 18.383 0.024
 57002.225 18.339 0.016
 57003.235 18.338 0.016
 57004.169 18.376 0.013
 57005.156 18.420 0.012
 57006.148 18.467 0.021
 57007.138 18.545 0.051
 57009.209 18.639 0.019
 57010.147 18.692 0.021
 57011.152 18.781 0.016
 57012.221 18.897 0.015
 57013.169 18.988 0.015
 57014.183 19.092 0.020
 57015.269 19.236 0.017
 57018.156 19.567 0.019
 57019.173 19.683 0.023
 57020.177 19.799 0.026
 57021.156 19.908 0.038
 57022.187 20.020 0.038
 57024.153 20.391 0.072
 57024.160 20.254 0.073
 57025.151 20.394 0.080
 57026.134 20.363 0.087
 57028.148 20.678 0.176
 57030.162 21.057 0.119
filter V
 56999.172 18.510 0.023
 56999.174 18.546 0.026
 57000.191 18.443 0.018
 57001.146 18.378 0.032
 57002.220 18.345 0.014
 57003.239 18.314 0.018
 57004.172 18.327 0.014
 57005.165 18.339 0.014
 57006.146 18.417 0.011
 57007.135 18.421 0.020
 57009.206 18.466 0.016
 57010.151 18.511 0.016
 57011.149 18.564 0.016
 57012.225 18.656 0.012
 57013.173 18.708 0.013
 57014.187 18.764 0.015
 57015.255 18.825 0.014
 57018.161 19.003 0.018
 57019.169 19.095 0.018
 57020.181 19.184 0.022
 57021.152 19.232 0.022
 57022.183 19.339 0.029
 57023.170 19.343 0.036
 57024.164 19.421 0.047
 57024.168 19.480 0.045
 57025.141 19.484 0.044
 57026.129 19.639 0.051
 57027.205 19.534 0.119
 57028.151 19.571 0.071
 57028.154 19.520 0.094
 57030.158 19.867 0.040
filter r
 56999.176 18.541 0.020
 56999.178 18.518 0.020
 57000.193 18.464 0.018
 57001.141 18.397 0.017
 57002.216 18.351 0.013
 57003.243 18.292 0.016
 57004.175 18.343 0.013
 57005.168 18.318 0.014
 57006.142 18.368 0.009
 57008.156 18.374 0.015
 57009.202 18.426 0.016
 57010.153 18.476 0.015
 57012.229 18.608 0.011
 57013.177 18.711 0.012
 57014.191 18.778 0.015
 57015.237 18.861 0.014
 57018.166 19.011 0.014
 57019.155 19.081 0.016
 57020.186 19.132 0.020
 57021.141 19.154 0.018
 57022.175 19.158 0.021
 57023.175 19.205 0.025
 57024.173 19.242 0.030
 57024.176 19.207 0.033
 57025.133 19.155 0.026
 57026.122 19.234 0.027
 57027.185 19.312 0.090
 57027.187 19.221 0.073
 57028.160 19.356 0.054
 57030.149 19.392 0.026
filter i
 56999.180 18.802 0.030
 56999.182 18.851 0.035
 57000.195 18.751 0.023
 57001.143 18.725 0.035
 57002.213 18.824 0.019
 57003.246 18.822 0.023
 57004.179 18.900 0.025
 57005.173 18.952 0.025
 57006.139 18.913 0.016
 57007.141 18.881 0.015
 57008.158 18.937 0.026
 57009.204 18.994 0.024
 57010.155 19.128 0.028
 57011.146 19.191 0.022
 57012.232 19.287 0.026
 57013.180 19.467 0.030
 57014.194 19.508 0.024
 57015.241 19.609 0.030
 57018.170 19.725 0.039
 57019.159 19.665 0.031
 57020.193 19.705 0.059
 57021.146 19.652 0.030
 57022.179 19.636 0.039
 57023.179 19.582 0.035
 57024.179 19.549 0.040
 57024.183 19.556 0.048
 57025.136 19.530 0.033
 57026.126 19.528 0.037
 57027.199 19.453 0.086
 57027.201 19.481 0.080
 57030.153 19.506 0.027
filter Y
 57002.138 18.707 0.025
 57003.187 18.781 0.029
 57004.204 18.842 0.037
 57029.165 18.911 0.046
filter H
 57002.159 19.031 0.064
 57003.206 19.077 0.047
filter J
 57002.179 18.910 0.057
 57003.226 18.977 0.061
 57004.185 19.080 0.075
 57029.170 19.923 0.196
