SN2012hr 0.0076 95.4102 -59.7141
filter B
 56304.172 14.475 0.007
 56305.172 14.503 0.006
 56306.161 14.508 0.008
 56307.138 14.537 0.011
 56308.127 14.527 0.012
 56309.082 14.543 0.011
 56310.129 14.548 0.009
 56311.160 14.590 0.008
 56312.132 14.624 0.008
 56314.140 14.667 0.008
 56315.150 14.703 0.008
 56315.153 14.701 0.007
 56316.099 14.745 0.008
 56317.137 14.794 0.008
 56318.109 14.845 0.007
 56319.111 14.916 0.009
 56320.090 14.979 0.006
 56321.083 15.036 0.008
 56322.114 15.123 0.009
 56323.140 15.207 0.008
 56324.093 15.264 0.006
 56325.114 15.332 0.007
 56326.107 15.385 0.007
 56327.093 15.445 0.006
 56328.121 15.486 0.006
 56329.074 15.533 0.009
 56330.077 15.576 0.007
 56331.044 15.618 0.009
 56332.069 15.640 0.008
 56336.105 15.796 0.008
 56337.085 15.830 0.007
 56338.127 15.870 0.012
 56340.137 15.912 0.012
 56343.104 16.029 0.010
 56346.145 16.129 0.013
 56351.109 16.279 0.011
 56353.130 16.338 0.009
 56355.120 16.414 0.011
 56358.060 16.508 0.010
 56365.051 16.718 0.011
 56371.041 16.927 0.012
 56377.047 17.087 0.016
 56385.053 17.398 0.013
 56390.995 17.549 0.015
 56423.001 18.474 0.011
 56581.371 21.995 0.135
 56594.354 22.117 0.102
 56641.233 22.400 0.173
filter u
 56279.336 15.566 0.013
 56280.268 15.269 0.015
 56281.297 15.002 0.015
 56282.285 14.852 0.014
 56283.195 14.741 0.016
 56284.282 14.623 0.014
 56285.173 14.580 0.016
 56286.223 14.561 0.017
 56288.361 14.558 0.015
 56289.200 14.588 0.016
 56290.192 14.644 0.017
 56291.237 14.719 0.019
 56292.227 14.799 0.022
 56292.229 14.797 0.017
 56293.242 14.858 0.017
 56294.243 14.969 0.017
 56295.179 15.015 0.014
 56296.189 15.119 0.014
 56297.277 15.288 0.014
 56298.277 15.370 0.014
 56299.204 15.448 0.015
 56300.139 15.582 0.015
 56301.154 15.726 0.016
 56305.175 16.237 0.017
 56306.165 16.346 0.017
 56307.145 16.436 0.018
 56308.131 16.561 0.018
 56309.086 16.683 0.019
 56310.134 16.802 0.018
 56311.164 16.952 0.020
 56312.137 17.002 0.022
 56314.144 17.151 0.022
 56315.155 17.292 0.023
 56316.103 17.337 0.023
 56317.141 17.435 0.025
 56318.113 17.492 0.021
 56319.115 17.521 0.023
 56320.095 17.614 0.023
 56321.087 17.633 0.021
 56322.119 17.681 0.022
 56323.145 17.714 0.021
 56324.097 17.742 0.020
 56325.120 17.794 0.022
 56326.111 17.831 0.019
 56327.097 17.890 0.021
 56328.127 17.984 0.021
 56329.080 17.876 0.018
 56330.083 17.932 0.019
 56331.051 17.954 0.020
 56332.075 17.946 0.018
 56336.110 18.050 0.020
 56337.091 18.098 0.020
 56338.133 18.064 0.020
 56340.142 18.144 0.021
 56343.110 18.216 0.022
 56346.151 18.398 0.069
 56351.116 18.349 0.026
 56353.136 18.437 0.025
 56355.126 18.439 0.024
 56358.067 18.549 0.035
 56365.057 18.609 0.021
 56371.048 18.735 0.023
 56377.055 18.873 0.034
 56391.005 19.143 0.023
 56423.019 19.942 0.050
filter g
 56279.339 14.599 0.007
 56280.264 14.403 0.008
 56281.290 14.213 0.009
 56282.279 14.076 0.007
 56283.198 13.964 0.008
 56284.275 13.875 0.008
 56285.167 13.790 0.009
 56286.221 13.746 0.008
 56288.359 13.704 0.007
 56289.196 13.710 0.011
 56290.187 13.722 0.010
 56291.233 13.740 0.008
 56292.226 13.742 0.010
 56293.237 13.782 0.009
 56294.239 13.822 0.008
 56295.175 13.882 0.008
 56296.185 13.934 0.008
 56297.273 13.994 0.007
 56298.272 14.057 0.007
 56299.201 14.120 0.008
 56300.137 14.191 0.007
 56301.148 14.279 0.008
 56304.170 14.556 0.008
 56305.170 14.650 0.008
 56306.159 14.748 0.008
 56307.136 14.842 0.009
 56308.124 14.931 0.010
 56309.080 15.033 0.008
 56310.126 15.130 0.008
 56311.158 15.219 0.009
 56312.131 15.301 0.010
 56314.138 15.492 0.008
 56315.148 15.581 0.008
 56316.097 15.660 0.008
 56317.135 15.731 0.009
 56318.107 15.815 0.009
 56319.109 15.887 0.009
 56320.089 15.965 0.009
 56321.081 16.017 0.010
 56322.112 16.084 0.009
 56323.138 16.133 0.008
 56324.091 16.196 0.008
 56325.116 16.248 0.009
 56326.105 16.292 0.008
 56327.091 16.331 0.008
 56328.120 16.383 0.008
 56329.073 16.403 0.009
 56330.075 16.414 0.016
 56331.045 16.448 0.008
 56332.068 16.464 0.010
 56336.103 16.557 0.009
 56337.083 16.580 0.010
 56338.125 16.596 0.012
 56340.135 16.641 0.013
 56343.102 16.698 0.012
 56346.143 16.744 0.021
 56351.108 16.816 0.013
 56353.128 16.859 0.010
 56355.118 16.901 0.016
 56358.059 16.934 0.011
 56365.049 17.041 0.013
 56371.040 17.122 0.013
 56377.045 17.227 0.013
 56385.046 17.348 0.011
 56390.993 17.439 0.012
 56423.009 17.950 0.009
 56578.226 20.229 0.021
 56578.229 20.202 0.017
 56578.298 20.153 0.020
 56581.361 20.218 0.020
 56583.355 20.164 0.074
 56584.305 20.204 0.057
 56586.288 20.340 0.080
 56594.338 20.415 0.021
 56611.310 20.631 0.043
 56641.223 21.204 0.053
filter i
 56279.341 15.028 0.007
 56280.262 14.832 0.010
 56281.294 14.677 0.009
 56282.282 14.544 0.007
 56283.201 14.466 0.011
 56284.279 14.411 0.010
 56285.170 14.376 0.012
 56286.217 14.372 0.011
 56288.355 14.453 0.007
 56289.192 14.465 0.012
 56290.190 14.525 0.011
 56291.235 14.567 0.012
 56292.221 14.590 0.013
 56292.224 14.573 0.012
 56293.240 14.600 0.011
 56294.236 14.639 0.011
 56294.241 14.646 0.010
 56295.174 14.709 0.010
 56296.183 14.766 0.009
 56297.274 14.875 0.009
 56298.274 14.957 0.008
 56299.207 15.052 0.010
 56300.133 15.116 0.008
 56301.151 15.162 0.008
 56304.173 15.204 0.009
 56305.173 15.194 0.009
 56306.163 15.152 0.009
 56307.139 15.114 0.013
 56308.128 15.092 0.013
 56309.084 15.056 0.012
 56310.131 15.031 0.009
 56311.161 15.016 0.009
 56312.135 14.989 0.011
 56314.141 14.967 0.009
 56315.151 14.959 0.008
 56316.100 14.955 0.009
 56317.139 14.966 0.010
 56318.110 14.977 0.008
 56319.112 15.008 0.010
 56320.092 15.078 0.008
 56321.084 15.133 0.009
 56322.116 15.205 0.009
 56323.142 15.280 0.009
 56324.094 15.371 0.008
 56325.117 15.438 0.008
 56326.108 15.509 0.007
 56327.094 15.559 0.008
 56328.123 15.629 0.008
 56329.076 15.665 0.011
 56330.079 15.712 0.009
 56331.047 15.761 0.010
 56332.071 15.804 0.010
 56336.106 15.983 0.010
 56337.086 16.026 0.009
 56338.129 16.069 0.013
 56340.138 16.188 0.017
 56343.105 16.260 0.013
 56346.146 16.364 0.027
 56351.111 16.555 0.014
 56353.131 16.633 0.012
 56355.122 16.680 0.016
 56358.062 16.796 0.013
 56365.053 17.046 0.016
 56371.043 17.246 0.017
 56377.049 17.435 0.021
 56385.051 17.671 0.017
 56390.998 17.868 0.026
 56422.993 18.650 0.017
 56581.378 20.912 0.065
 56583.358 20.952 0.168
 56584.314 20.874 0.111
 56584.332 20.808 0.135
 56611.292 21.356 0.100
 56641.244 21.465 0.104
filter Y
 56284.184 14.297 0.017
 56285.216 14.292 0.020
 56287.268 14.383 0.017
 56288.232 14.446 0.020
 56289.202 14.549 0.017
 56292.201 14.796 0.020
 56293.298 14.915 0.023
 56294.240 14.968 0.019
 56295.261 15.009 0.019
 56296.279 15.057 0.020
 56318.120 14.235 0.020
 56319.081 14.256 0.023
 56320.081 14.198 0.026
 56326.091 14.525 0.017
 56327.095 14.580 0.016
 56344.105 15.503 0.021
 56347.056 15.620 0.020
 56348.047 15.723 0.017
 56349.053 15.766 0.020
 56350.100 15.810 0.022
 56351.064 15.837 0.021
 56353.069 15.930 0.026
 56354.100 15.994 0.022
 56375.031 17.014 0.027
 56379.003 17.092 0.025
 56382.101 17.271 0.027
 56583.211 20.823 0.082
filter H
 56284.194 14.404 0.015
 56285.226 14.402 0.016
 56287.284 14.509 0.015
 56288.241 14.529 0.015
 56289.207 14.600 0.016
 56292.208 14.694 0.015
 56293.304 15.067 0.018
 56294.245 14.734 0.016
 56295.265 14.744 0.016
 56296.284 14.784 0.016
 56318.127 14.573 0.016
 56319.088 14.614 0.016
 56320.074 14.639 0.016
 56326.098 15.039 0.016
 56327.108 15.112 0.014
 56344.092 15.872 0.017
 56347.062 16.016 0.018
 56348.051 16.060 0.018
 56349.057 16.057 0.022
 56350.104 16.121 0.022
 56351.068 16.167 0.021
 56353.076 16.227 0.018
 56354.103 16.279 0.019
 56375.034 17.136 0.034
 56379.015 17.342 0.021
 56382.108 17.443 0.042
 56382.129 17.438 0.039
 56583.232 20.046 0.138
filter J
 56284.199 14.201 0.008
 56285.232 14.187 0.008
 56287.298 14.251 0.008
 56288.246 14.298 0.009
 56289.211 14.366 0.007
 56292.194 14.573 0.007
 56293.289 14.699 0.009
 56294.249 14.796 0.009
 56295.269 14.929 0.009
 56296.289 15.059 0.008
 56318.135 15.292 0.007
 56319.095 15.303 0.023
 56320.067 15.301 0.008
 56326.105 15.790 0.008
 56327.122 15.872 0.008
 56344.118 17.120 0.013
 56347.043 17.320 0.014
 56348.056 17.355 0.015
 56349.061 17.435 0.025
 56350.107 17.458 0.025
 56354.109 17.749 0.020
 56382.115 19.023 0.051
 56583.266 20.651 0.098
