SN2014D 0.0082 182.6532 18.8265
filter B
 56667.313 17.442 0.014
 56668.320 17.443 0.014
 56671.359 17.626 0.022
 56673.376 17.748 0.035
 56677.359 18.212 0.032
 56680.329 18.502 0.025
 56682.351 18.761 0.019
 56685.328 19.118 0.027
 56687.316 19.390 0.035
 56692.389 19.493 0.067
 56697.376 20.092 0.054
filter V
 56667.317 16.777 0.010
 56668.323 16.785 0.012
 56671.358 16.893 0.015
 56673.373 17.016 0.016
 56677.361 17.258 0.016
 56680.332 17.456 0.014
 56682.349 17.597 0.014
 56685.330 17.752 0.016
 56687.318 17.835 0.014
 56692.387 18.167 0.020
 56697.379 18.518 0.022
filter g
 56667.321 17.164 0.011
 56668.327 17.153 0.010
 56671.351 17.320 0.012
 56673.361 17.401 0.015
 56677.363 17.709 0.017
 56680.312 17.977 0.018
 56682.347 18.209 0.017
 56685.332 18.418 0.015
 56687.320 18.612 0.016
 56692.382 19.046 0.023
 56697.385 19.460 0.032
filter r
 56667.323 16.428 0.009
 56668.329 16.409 0.009
 56671.352 16.567 0.013
 56673.363 16.715 0.012
 56677.364 17.038 0.015
 56680.315 17.165 0.016
 56682.346 17.250 0.011
 56685.333 17.265 0.012
 56687.322 17.317 0.013
 56692.384 17.496 0.013
 56697.382 17.899 0.017
filter i
 56667.326 16.703 0.016
 56668.331 16.686 0.009
 56671.353 16.892 0.014
 56673.364 17.036 0.015
 56677.365 17.380 0.019
 56680.316 17.356 0.016
 56682.344 17.385 0.016
 56685.334 17.271 0.017
 56687.323 17.217 0.014
 56692.385 17.187 0.014
 56697.383 17.517 0.015
filter u
 56667.329 18.816 0.036
 56668.335 18.966 0.033
 56671.355 19.210 0.046
 56673.370 19.458 0.140
 56677.368 20.043 0.139
 56680.319 20.110 0.144
 56680.337 20.328 0.098
