LSQ14q 0.0670 133.4899 17.3273
filter B
 56660.208 19.969 0.022
 56661.296 19.586 0.017
 56662.271 19.302 0.017
 56663.260 19.058 0.017
 56664.261 18.853 0.018
 56665.249 18.712 0.017
 56666.230 18.570 0.015
 56667.231 18.427 0.015
 56668.225 18.365 0.015
 56669.260 18.312 0.016
 56670.262 18.273 0.020
 56671.229 18.210 0.032
 56672.231 18.235 0.029
 56677.215 18.351 0.025
 56678.210 18.411 0.021
 56679.207 18.501 0.023
 56681.230 18.650 0.019
 56682.216 18.690 0.016
 56684.222 18.953 0.016
 56686.221 19.184 0.020
 56688.179 19.455 0.025
 56690.226 19.707 0.021
 56692.231 19.955 0.028
 56694.112 20.129 0.042
filter V
 56660.214 19.948 0.020
 56661.288 19.608 0.018
 56662.277 19.338 0.018
 56663.265 19.100 0.018
 56664.265 18.885 0.016
 56665.243 18.734 0.015
 56666.225 18.605 0.013
 56667.226 18.494 0.012
 56668.220 18.421 0.014
 56669.255 18.346 0.014
 56670.266 18.303 0.018
 56671.227 18.218 0.029
 56672.227 18.212 0.029
 56677.212 18.283 0.021
 56678.214 18.316 0.020
 56679.211 18.355 0.016
 56681.226 18.413 0.013
 56682.220 18.438 0.014
 56684.218 18.552 0.012
 56686.228 18.698 0.015
 56688.184 18.832 0.014
 56690.221 18.965 0.015
 56692.227 19.165 0.017
 56694.116 19.268 0.022
 56709.122 20.277 0.035
 56710.147 20.369 0.036
 56711.152 20.396 0.034
 56712.134 20.515 0.037
filter r
 56660.221 19.975 0.024
 56661.276 19.710 0.021
 56662.283 19.365 0.017
 56663.270 19.157 0.016
 56664.270 18.952 0.015
 56665.238 18.794 0.014
 56666.235 18.640 0.013
 56667.217 18.546 0.013
 56668.210 18.481 0.013
 56669.245 18.399 0.013
 56670.270 18.354 0.016
 56671.222 18.327 0.029
 56672.217 18.223 0.025
 56677.206 18.285 0.019
 56678.219 18.312 0.014
 56679.216 18.346 0.015
 56681.221 18.404 0.012
 56682.225 18.456 0.012
 56684.213 18.577 0.011
 56686.234 18.708 0.013
 56688.190 18.805 0.013
 56690.216 18.877 0.013
 56692.218 18.956 0.015
 56694.102 19.031 0.015
 56696.144 19.116 0.021
 56697.149 19.205 0.021
 56698.163 19.162 0.019
 56699.130 19.241 0.027
 56704.154 19.550 0.057
 56705.176 19.527 0.039
 56706.157 19.632 0.036
 56707.131 19.711 0.027
 56708.121 19.739 0.026
 56709.112 19.833 0.021
 56710.138 19.875 0.022
 56711.140 19.934 0.022
 56712.124 20.009 0.022
filter i
 56660.226 20.049 0.032
 56661.281 19.800 0.030
 56662.287 19.467 0.024
 56663.274 19.266 0.025
 56664.274 19.109 0.022
 56665.233 18.918 0.022
 56666.240 18.792 0.015
 56667.221 18.755 0.022
 56668.215 18.663 0.017
 56669.250 18.680 0.019
 56670.274 18.717 0.021
 56671.224 18.761 0.043
 56672.222 18.636 0.036
 56677.209 18.872 0.027
 56678.222 18.850 0.021
 56679.219 18.873 0.023
 56681.208 18.971 0.026
 56682.229 19.073 0.022
 56684.208 19.238 0.020
 56686.240 19.366 0.022
 56688.194 19.372 0.023
 56690.211 19.378 0.021
 56692.222 19.361 0.022
 56694.106 19.386 0.038
 56696.149 19.401 0.029
 56697.153 19.291 0.022
 56698.167 19.329 0.027
 56699.134 19.302 0.029
 56704.161 19.352 0.035
 56705.181 19.420 0.038
 56706.152 19.555 0.030
 56707.136 19.597 0.027
 56708.126 19.636 0.027
 56709.117 19.758 0.031
 56710.143 19.779 0.032
 56711.145 19.874 0.032
 56712.129 19.957 0.029
filter Y
 56666.177 18.649 0.021
 56668.209 18.539 0.019
 56676.209 18.912 0.026
