PS1-14ra 0.0281 220.3685 9.4330
filter B
 56724.282 16.705 0.010
 56725.313 16.711 0.010
 56726.344 16.776 0.015
 56727.301 16.802 0.012
 56729.307 16.949 0.015
 56731.372 17.169 0.018
 56733.344 17.365 0.024
 56741.350 18.477 0.020
 56742.339 18.598 0.016
 56743.311 18.705 0.028
 56744.278 18.760 0.022
 56745.346 18.884 0.023
 56749.316 19.213 0.027
 56750.313 19.318 0.031
 56751.317 19.423 0.033
 56752.284 19.481 0.026
 56757.351 19.670 0.022
 56761.205 19.791 0.129
 56761.206 19.771 0.125
 56768.305 19.983 0.046
 56768.310 19.930 0.037
 56775.231 20.063 0.026
 56784.234 20.239 0.032
filter V
 56724.284 16.688 0.009
 56725.312 16.664 0.010
 56726.345 16.654 0.013
 56727.303 16.662 0.010
 56729.308 16.732 0.014
 56731.373 16.832 0.013
 56733.346 16.970 0.019
 56741.349 17.571 0.012
 56742.341 17.637 0.012
 56743.309 17.737 0.023
 56744.276 17.791 0.022
 56745.345 17.878 0.014
 56749.314 18.228 0.017
 56750.311 18.329 0.019
 56751.314 18.418 0.020
 56752.278 18.479 0.022
 56757.362 18.763 0.017
 56761.202 18.846 0.056
 56761.203 18.822 0.052
 56768.299 19.096 0.021
 56775.226 19.260 0.019
 56784.239 19.545 0.027
filter g
 56724.285 16.617 0.007
 56725.306 16.624 0.007
 56726.347 16.650 0.008
 56727.304 16.684 0.009
 56729.309 16.827 0.010
 56731.375 16.966 0.012
 56733.349 17.176 0.014
 56741.337 18.089 0.011
 56742.343 18.195 0.013
 56743.293 18.309 0.014
 56744.261 18.419 0.013
 56745.332 18.507 0.014
 56749.303 18.888 0.017
 56750.300 18.969 0.017
 56751.311 19.013 0.019
 56752.275 19.103 0.020
 56757.366 19.363 0.016
 56761.194 19.421 0.071
 56761.195 19.580 0.079
 56768.289 19.628 0.030
 56775.221 19.772 0.027
 56784.243 19.932 0.032
filter r
 56724.287 16.618 0.007
 56725.307 16.589 0.009
 56726.348 16.592 0.009
 56727.305 16.598 0.012
 56729.310 16.686 0.014
 56731.376 16.808 0.011
 56733.351 16.986 0.014
 56741.339 17.292 0.009
 56742.345 17.307 0.009
 56743.295 17.357 0.013
 56744.263 17.372 0.010
 56745.334 17.427 0.009
 56749.301 17.743 0.013
 56750.299 17.817 0.015
 56751.309 17.935 0.015
 56752.271 18.008 0.016
 56757.369 18.322 0.010
 56761.196 18.491 0.036
 56761.197 18.511 0.037
 56768.288 18.691 0.019
 56775.219 18.946 0.020
 56784.251 19.252 0.024
filter i
 56724.288 17.095 0.012
 56725.308 17.141 0.012
 56726.349 17.135 0.012
 56727.307 17.160 0.013
 56729.311 17.268 0.019
 56731.377 17.507 0.017
 56733.352 17.656 0.019
 56741.341 17.655 0.013
 56742.347 17.635 0.012
 56743.297 17.622 0.021
 56744.265 17.575 0.016
 56745.335 17.613 0.013
 56749.299 17.769 0.015
 56750.297 17.875 0.014
 56751.307 17.944 0.019
 56752.269 18.079 0.019
 56757.373 18.438 0.014
 56761.199 18.663 0.041
 56761.200 18.642 0.039
 56768.285 18.920 0.028
 56775.217 19.221 0.032
 56784.248 19.570 0.040
filter u
 56724.290 17.420 0.017
 56725.310 17.502 0.018
 56726.351 17.593 0.018
 56727.309 17.674 0.018
 56729.313 17.935 0.020
 56731.380 18.169 0.033
 56733.354 18.521 0.053
 56733.357 18.456 0.051
 56741.345 19.640 0.045
 56742.351 19.816 0.041
 56743.304 20.006 0.068
 56744.270 19.879 0.054
 56745.340 20.123 0.040
 56749.308 20.440 0.066
 56750.305 20.632 0.080
filter Y
 56724.298 17.115 0.011
 56726.286 17.242 0.012
 56729.298 17.432 0.014
 56732.340 17.594 0.014
filter H
 56724.319 17.291 0.034
 56726.299 17.352 0.022
 56729.311 17.553 0.021
filter J
 56724.330 17.060 0.012
 56726.310 17.251 0.013
 56729.322 17.662 0.017
 56732.378 18.216 0.025
