SN2014dn 0.0222 64.4761 -56.6126
filter B
 56925.302 17.745 0.016
 56925.303 17.727 0.015
 56926.271 17.785 0.009
 56927.302 17.864 0.010
 56928.280 17.961 0.009
 56929.278 18.088 0.011
 56930.214 18.219 0.011
 56931.275 18.394 0.011
 56932.269 18.552 0.012
 56936.288 19.168 0.029
 56937.280 19.199 0.036
 56938.293 19.302 0.075
 56938.295 19.417 0.087
 56939.274 19.434 0.050
 56942.276 19.716 0.036
 56943.272 19.768 0.027
 56944.296 19.714 0.119
 56948.328 20.021 0.024
 56950.278 20.100 0.025
 56954.286 20.222 0.028
 56955.303 20.304 0.027
 56956.266 20.291 0.030
 56958.285 20.393 0.038
 56961.267 20.508 0.039
 56963.265 20.492 0.041
 56964.325 20.607 0.035
 56965.283 20.402 0.065
 56971.227 20.584 0.069
 56973.271 20.669 0.055
 56974.303 20.638 0.060
 56975.262 20.589 0.036
 56976.277 20.794 0.055
 56977.275 20.703 0.039
 56978.289 20.723 0.040
 56982.212 20.842 0.034
filter V
 56925.304 17.176 0.014
 56925.305 17.153 0.013
 56926.276 17.134 0.010
 56927.300 17.122 0.010
 56928.282 17.144 0.010
 56929.281 17.169 0.010
 56930.217 17.242 0.011
 56931.272 17.321 0.014
 56932.273 17.411 0.011
 56936.293 17.869 0.017
 56937.277 17.942 0.020
 56938.297 18.051 0.029
 56939.266 18.130 0.030
 56942.280 18.447 0.020
 56943.276 18.522 0.023
 56944.300 18.687 0.105
 56948.323 18.851 0.019
 56949.299 18.928 0.018
 56950.273 19.007 0.022
 56954.281 19.183 0.021
 56955.308 19.258 0.022
 56956.271 19.259 0.020
 56958.281 19.351 0.028
 56961.264 19.415 0.029
 56963.260 19.495 0.023
 56964.320 19.574 0.023
 56965.278 19.548 0.031
 56971.232 19.757 0.053
 56973.265 19.756 0.033
 56974.297 19.810 0.032
 56975.257 19.905 0.034
 56976.272 19.934 0.034
 56977.270 19.960 0.028
 56978.284 19.937 0.031
 56982.218 20.058 0.030
filter g
 56925.307 17.444 0.011
 56926.279 17.446 0.010
 56927.286 17.488 0.010
 56928.284 17.566 0.009
 56929.284 17.659 0.009
 56930.232 17.767 0.009
 56931.266 17.930 0.012
 56932.286 18.081 0.014
 56936.306 18.715 0.027
 56937.271 18.805 0.037
 56938.300 18.950 0.054
 56939.250 18.997 0.046
 56942.282 19.257 0.026
 56943.278 19.351 0.025
 56948.320 19.631 0.023
 56950.270 19.754 0.025
 56954.273 19.888 0.023
 56955.312 19.954 0.020
 56958.273 19.972 0.025
 56961.260 20.056 0.026
 56963.256 20.169 0.036
 56964.316 20.174 0.031
 56965.274 20.084 0.041
 56971.236 20.322 0.055
 56973.261 20.265 0.036
 56974.293 20.382 0.036
 56975.253 20.352 0.031
 56976.268 20.376 0.035
 56977.266 20.461 0.028
 56978.280 20.394 0.032
 56982.222 20.522 0.031
filter r
 56925.308 16.975 0.010
 56926.281 16.956 0.010
 56927.288 16.935 0.012
 56928.287 16.914 0.008
 56929.286 16.926 0.007
 56930.230 16.962 0.010
 56931.263 16.997 0.012
 56932.285 17.047 0.010
 56936.304 17.344 0.016
 56937.269 17.395 0.017
 56938.301 17.502 0.018
 56939.252 17.569 0.016
 56942.284 17.845 0.012
 56943.280 17.950 0.014
 56948.315 18.334 0.016
 56949.291 18.422 0.016
 56950.266 18.491 0.020
 56954.275 18.729 0.017
 56955.316 18.758 0.015
 56956.279 18.839 0.015
 56958.276 18.930 0.018
 56961.255 19.049 0.019
 56962.273 18.946 0.049
 56963.250 19.144 0.022
 56964.310 19.137 0.021
 56965.268 19.186 0.028
 56973.254 19.552 0.024
 56974.286 19.576 0.025
 56975.245 19.588 0.026
 56976.261 19.678 0.023
 56977.258 19.694 0.026
 56978.272 19.756 0.025
filter i
 56925.310 17.239 0.017
 56926.284 17.209 0.011
 56927.290 17.191 0.013
 56928.289 17.176 0.011
 56929.288 17.223 0.010
 56930.228 17.202 0.010
 56931.265 17.252 0.015
 56932.283 17.290 0.016
 56936.303 17.397 0.016
 56937.268 17.474 0.021
 56938.303 17.495 0.019
 56939.253 17.570 0.016
 56942.286 17.769 0.013
 56943.299 17.859 0.015
 56944.307 17.849 0.063
 56948.318 18.283 0.017
 56949.293 18.360 0.014
 56950.268 18.445 0.024
 56954.278 18.729 0.021
 56955.319 18.808 0.020
 56958.278 18.953 0.023
 56961.258 19.054 0.024
 56963.253 19.164 0.029
 56964.313 19.190 0.029
 56965.271 19.226 0.028
 56973.258 19.647 0.034
 56974.290 19.616 0.036
 56975.249 19.646 0.031
 56976.265 19.719 0.036
 56977.262 19.850 0.037
 56978.275 19.857 0.040
 56982.230 19.934 0.039
filter u
 56926.287 19.351 0.039
 56926.292 19.305 0.033
 56927.295 19.334 0.038
 56928.294 19.478 0.035
 56929.293 19.608 0.043
 56929.300 19.615 0.038
 56930.223 19.760 0.038
 56930.237 19.757 0.051
 56931.269 19.873 0.048
 56931.281 19.885 0.036
 56932.279 20.104 0.044
filter Y
 56929.325 16.934 0.009
 56931.305 16.985 0.012
 56943.300 17.147 0.026
filter H
 56929.339 16.989 0.019
 56931.318 17.017 0.086
 56943.314 17.508 0.041
filter J
 56929.349 17.040 0.025
 56931.324 17.224 0.016
 56943.328 17.908 0.022
