ASAS15hf 0.0062 157.3792 -35.2599
filter B
 57129.205 14.967 0.009
 57130.168 14.807 0.009
 57131.153 14.668 0.016
 57134.120 14.401 0.007
 57135.103 14.399 0.010
 57136.110 14.391 0.014
 57137.093 14.319 0.009
 57138.062 14.356 0.009
 57139.052 14.378 0.006
 57140.063 14.429 0.012
 57141.105 14.469 0.012
 57142.142 14.524 0.010
 57143.141 14.594 0.012
 57144.163 14.645 0.009
 57145.196 14.736 0.009
 57146.138 14.786 0.011
 57147.050 14.891 0.016
 57148.082 14.999 0.008
 57152.112 15.428 0.014
 57153.081 15.572 0.012
 57155.155 15.819 0.014
 57156.137 15.931 0.019
 57157.083 16.010 0.016
 57158.149 16.116 0.011
 57159.139 16.220 0.023
 57160.155 16.309 0.011
 57161.142 16.417 0.012
 57162.073 16.482 0.022
 57163.064 16.536 0.018
 57164.063 16.638 0.028
 57165.079 16.742 0.015
 57174.024 17.090 0.018
 57175.005 17.132 0.022
 57179.061 17.222 0.025
filter V
 57129.206 14.966 0.008
 57130.166 14.794 0.008
 57131.154 14.643 0.012
 57134.121 14.355 0.007
 57135.102 14.318 0.010
 57136.110 14.293 0.009
 57137.092 14.271 0.008
 57138.064 14.267 0.009
 57139.051 14.271 0.006
 57140.066 14.283 0.011
 57141.107 14.301 0.011
 57142.141 14.318 0.009
 57143.142 14.381 0.011
 57144.165 14.403 0.008
 57145.198 14.459 0.007
 57146.141 14.498 0.008
 57147.048 14.572 0.011
 57148.081 14.628 0.006
 57152.111 14.909 0.010
 57153.083 14.964 0.011
 57155.153 15.093 0.010
 57156.135 15.155 0.016
 57157.084 15.215 0.011
 57158.150 15.248 0.008
 57159.137 15.324 0.010
 57160.157 15.382 0.008
 57161.140 15.446 0.007
 57162.075 15.504 0.012
 57163.066 15.573 0.011
 57164.061 15.641 0.010
 57165.081 15.722 0.009
 57174.026 16.267 0.012
 57175.007 16.282 0.012
 57179.063 16.385 0.024
filter r
 57129.208 14.884 0.007
 57130.160 14.713 0.007
 57131.156 14.627 0.020
 57134.126 14.365 0.006
 57135.096 14.301 0.017
 57136.112 14.302 0.024
 57137.088 14.281 0.009
 57138.066 14.269 0.007
 57139.047 14.268 0.009
 57140.068 14.254 0.011
 57141.109 14.309 0.019
 57142.132 14.342 0.013
 57143.144 14.356 0.025
 57144.167 14.441 0.012
 57145.209 14.529 0.006
 57146.143 14.610 0.013
 57147.041 14.664 0.012
 57148.074 14.727 0.006
 57152.104 14.920 0.018
 57153.086 15.016 0.027
 57155.145 15.010 0.014
 57156.129 15.057 0.023
 57157.086 15.032 0.021
 57158.153 15.029 0.015
 57159.130 15.160 0.026
 57160.158 15.077 0.013
 57161.132 15.095 0.014
 57162.078 15.194 0.029
 57163.069 15.235 0.015
 57164.052 15.274 0.021
 57165.084 15.364 0.008
 57174.030 16.024 0.023
 57175.011 15.982 0.015
 57179.066 16.147 0.023
filter g
 57129.210 14.915 0.011
 57130.161 14.756 0.006
 57131.157 14.700 0.022
 57134.124 14.350 0.005
 57135.097 14.322 0.014
 57136.111 14.345 0.016
 57137.088 14.280 0.009
 57138.065 14.277 0.005
 57139.046 14.303 0.008
 57140.069 14.310 0.009
 57141.111 14.323 0.012
 57142.134 14.398 0.013
 57143.145 14.445 0.006
 57144.169 14.465 0.009
 57145.208 14.554 0.005
 57146.144 14.609 0.006
 57147.039 14.691 0.009
 57148.075 14.755 0.005
 57152.105 15.085 0.015
 57153.084 15.217 0.019
 57155.147 15.430 0.013
 57156.130 15.485 0.041
 57157.088 15.595 0.011
 57158.154 15.707 0.007
 57160.160 15.878 0.009
 57161.134 15.982 0.009
 57162.076 16.052 0.015
 57163.068 16.170 0.012
 57164.054 16.221 0.019
 57165.083 16.224 0.009
 57174.028 16.692 0.017
 57175.009 16.730 0.023
 57179.064 16.839 0.023
filter i
 57129.211 15.031 0.011
 57130.162 14.902 0.014
 57131.158 14.811 0.017
 57135.099 14.686 0.030
 57136.113 14.798 0.020
 57137.089 14.824 0.019
 57139.048 14.885 0.018
 57140.070 14.921 0.021
 57141.113 14.902 0.019
 57142.135 15.015 0.016
 57143.147 15.079 0.014
 57144.170 15.157 0.016
 57145.202 15.182 0.015
 57147.042 15.394 0.017
 57148.076 15.382 0.017
 57153.087 15.432 0.022
 57155.148 15.359 0.016
 57156.131 15.392 0.025
 57157.089 15.334 0.019
 57158.156 15.255 0.012
 57159.133 15.256 0.017
 57160.162 15.252 0.010
 57161.135 15.228 0.019
 57162.079 15.278 0.022
 57163.071 15.255 0.021
 57164.056 15.241 0.013
 57165.086 15.271 0.012
 57174.031 16.197 0.023
