ASAS15hf 0.0062 157.3792 -35.2599
filter B
 57175.013 16.009 0.028
filter u
 57129.213 15.327 0.008
 57130.164 15.141 0.008
 57131.160 15.002 0.010
 57134.129 14.816 0.006
 57135.100 14.805 0.011
 57136.115 14.819 0.009
 57137.091 14.852 0.009
 57138.068 14.925 0.008
 57139.050 14.999 0.007
 57140.072 15.057 0.013
 57141.115 15.172 0.010
 57142.137 15.276 0.010
 57143.149 15.369 0.010
 57144.172 15.464 0.010
 57145.205 15.575 0.012
 57146.147 15.721 0.011
 57147.044 15.855 0.015
 57148.078 15.979 0.012
 57152.108 16.626 0.020
 57153.089 16.776 0.016
 57155.150 17.100 0.020
 57156.133 17.233 0.025
 57157.091 17.390 0.023
 57158.158 17.484 0.028
 57159.135 17.595 0.025
 57160.164 17.601 0.028
 57161.138 17.745 0.027
 57162.082 17.892 0.025
 57163.073 17.994 0.027
 57164.058 18.012 0.024
 57165.089 18.117 0.029
 57174.035 18.485 0.044
 57175.016 18.611 0.048
 57179.068 18.731 0.062
filter Y
 57137.181 14.569 0.019
 57138.189 14.540 0.019
 57139.066 14.829 0.041
 57139.991 14.882 0.054
 57141.096 14.711 0.031
 57151.183 15.175 0.024
filter H
 57137.192 14.781 0.017
 57138.201 14.479 0.011
 57139.078 14.684 0.011
 57140.004 14.603 0.019
 57150.024 15.163 0.025
 57151.188 15.304 0.020
filter J
 57137.198 14.445 0.035
 57138.206 14.273 0.025
 57139.083 14.331 0.014
 57140.010 14.502 0.033
 57141.106 14.485 0.035
 57150.006 15.062 0.020
 57151.170 15.204 0.024
 57152.011 15.096 0.025
