comb,m1,m2,m3,Tmax,Tmax_err,st,st_err,gmax,gmax_err,rmax,rmax_err,Jmax,Jmax_err,Hmax,Hmax_err
0,-10.120824780877228,-11.150824780877201,,1174.9458247808773,0.06620147118028943,0.9313167196700015,0.007271355232963101,13.08103515049688,0.0075647762275692886,13.096263371208533,0.006957407409154091,13.50854274551176,0.06765544693150187,13.715256790388292,0.06725362212297241
1,-7.12588744170489,-9.655887441704863,,1174.950887441705,0.06578412921211127,0.9310207189288102,0.007249135376047844,13.080909163943176,0.0075876364325232,13.096134350571017,0.0069783725423517235,13.477713471358696,0.040467535876263505,13.630636410790416,0.04879273685997059
2,-6.1050841878977735,-9.145084187897737,,1174.9500841878978,0.06553353018770303,0.9311166365538739,0.007229769668924237,13.0809552481377,0.007576905760849072,13.096190808166456,0.006969475567615866,13.489235875860466,0.03561442633826791,13.640556625082146,0.04300768899341792
3,-5.110323079465161,-8.647823079464843,,1174.9503230794646,0.06530244920065637,0.9310923430905753,0.007212552168462559,13.080946615635831,0.007570296085769589,13.09617153984014,0.006963619729044974,13.485413833373062,0.030548079411586736,13.647472021140521,0.05167418246097309
4,-4.112894371871789,-8.149144371871785,,1174.9503943718719,0.0650784407372446,0.9310778886776999,0.007199797092887391,13.080942487169304,0.007563590277533697,13.09615426570257,0.006957488286505692,13.482567683489377,0.032675684728774475,13.655418876505946,0.05031348486995267
5,-3.1079976595699463,-7.646997659569706,,1174.9509976595696,0.06488666781861781,0.9310178258128655,0.007191652317253511,13.080917722302067,0.00756050678125546,13.096115041842205,0.006954325844001196,13.47486051789503,0.03376093707715622,13.660076004562708,0.051251761814642985
6,-2.1174153719875903,-7.151582038654169,,1174.9507487053208,0.06482342525938514,0.9310458783002704,0.007193438648351656,13.080933467625968,0.007560425739141795,13.09612529651485,0.006954244379674604,13.476349648249466,0.03715277713241266,13.665083629868201,0.06594806884723979
7,0.8950000151273798,-5.644999984872584,,1174.9499999848726,0.06476232177109956,0.9311626562281214,0.0072128073503117274,13.081000369486281,0.007561665605204863,13.096176271668368,0.006955309869300591,13.480699401434602,0.04253761748449352,13.671053842265364,0.050285747979954755
8,5.8368133065271195,-3.178186693472867,,1174.958186693473,0.0649735857894535,0.9308092094817805,0.007275191962254256,13.080896799466974,0.007622499356008724,13.095986842905035,0.007008896201664353,13.424139660464473,0.06513575952779492,13.603926874465452,0.05726457557497682
9,8.814619373822097,-1.6903806261777845,,1174.9603806261778,0.06560617536342343,0.9307106353904755,0.007341177879751641,13.080858020144994,0.007670925817162863,13.095953328225482,0.007052006625799871,13.4193193648281,0.09127011187742437,13.565393569914278,0.06253705730257299
10,-12.194361065747444,1.3306389342524199,,1174.9593610657475,0.06653338855776735,0.9305464615914344,0.007350050930657492,13.080749923159376,0.00768396923789469,13.09584544052581,0.007063707724888498,13.411313349411103,0.12755093673474624,13.5619189060771,0.06143437924177063
11,-12.190872452837311,3.304127547162693,,1174.9558724528374,0.06637912439807372,0.9308115658896327,0.007316271835639718,13.080876829998536,0.007642541695182796,13.095961777370475,0.007027441216299452,13.422036641050985,0.12483448580935837,13.597005087431095,0.05863816351655167
12,-12.186505322297762,4.823494677702229,,1174.9515053222979,0.06595766232643871,0.9311333544658091,0.007258640420777605,13.081014273901193,0.007586140271774984,13.096135733999697,0.006978137728569612,13.460300177275347,0.11424938357968953,13.642760736572312,0.059652663122597024
13,-12.19708349929374,9.28791650070616,,1174.9620834992938,0.0667772249927735,0.9311609176451455,0.007365588394266338,13.08123876996506,0.007702530581645659,13.096024952794313,0.007088098090746217,13.328209909149981,0.10793288168616787,13.599849079164196,0.07226515555042352
14,-12.182227279943845,10.822772720056037,,1174.947227279944,0.06596268370647965,0.9314923845294999,0.00722973405678094,13.081191234286283,0.00754347023729742,13.096296836820436,0.0069438861879653185,13.476396548548715,0.10711493135798658,13.710105622739984,0.07280862751977613
15,-12.183057015129634,15.296942984870157,,1174.9480570151297,0.06624214439842445,0.9315056200607762,0.007267238301000636,13.081210173024557,0.007565082659612523,13.096306282491296,0.006961380715896462,13.471205544923462,0.14704049504510106,13.70268457986584,0.11637590993922123
16,-12.181080561277668,20.80891943872234,,1174.9460805612778,0.06633049882977447,0.9312369465565671,0.007278551778237594,13.081018972589513,0.0075634800489672365,13.096153258394377,0.006955288139034578,13.482122523166382,0.15977097335658624,13.745284644621773,0.15053062500865577
17,-12.181080364253376,23.283919635746543,,1174.9460803642535,0.0663283785236587,0.9312362980828635,0.007278311787249071,13.081017506768006,0.007563241994074254,13.09615548612614,0.006955067033911491,13.482120953116738,0.15976646288654917,13.745285094251603,0.15052633831584203
18,-12.181080006600496,25.783919993399422,,1174.9460800066006,0.0663245748347326,0.931235134433684,0.00727788141227671,13.081014872041942,0.00756281501561925,13.096159493098039,0.006954670104505916,13.482118137137604,0.15975838043511756,13.74528590207906,0.15051865529144492
19,-12.181171513840127,28.78382848615979,,1174.9461715138402,0.06627561353621632,0.9311649887721695,0.007271967237355716,13.080964307941331,0.007557781942394917,13.096165771145708,0.006949616665020097,13.481910344848853,0.15971934162663845,13.74530681303324,0.15047555883327646
