comb,m1,m2,m3,Tmax,Tmax_err,st,st_err,gmax,gmax_err,rmax,rmax_err,Jmax,Jmax_err,Hmax,Hmax_err
0,-1.7341383894485602,-4.729138389448565,,406.4741383894486,0.03375530373433914,1.2144854109336083,0.003154703650886789,15.869237778046692,0.002046862472005709,16.00844142351146,0.002236434446820818,16.5692099197492,0.025005933182157658,16.72029080046286,0.02733970318424122
1,-7.720211709809973,2.2522882901899948,,406.47021170981003,0.03210565623554874,1.2146939483572867,0.0029956997511082495,15.869189229627061,0.0019433695050552057,16.0086854591405,0.002123246676251929,16.63368390233053,0.030514100452203215,16.68710971944458,0.029150518597541118
2,-7.720522013448033,4.2489224309964015,,406.4705220134481,0.0316822877957038,1.2144876894865482,0.002954679950287631,15.86908499482075,0.0019180532961132477,16.008694059490978,0.0020954390569573374,16.651902024808372,0.02999314016991562,16.66764424343533,0.030684038130717836
3,-7.7199891067284625,6.2525108932715625,,406.4699891067285,0.031281742990448225,1.2145289686973422,0.0029166771364587635,15.869109183534993,0.0018944619694304717,16.008645764141974,0.0020695532718053486,16.648129302396537,0.02902431672724004,16.682350716473465,0.026261014017893516
4,-7.720007477670606,6.747492522329338,,406.47000747767066,0.03154030684824205,1.214512035168631,0.0029404174680544145,15.869115764581274,0.0019102316512477505,16.008601232063643,0.00208674766930212,16.640389982122418,0.029425109146975523,16.682963406930682,0.025673086562325847
5,-7.718104073139841,9.72939592686015,,406.4681040731399,0.031078717536579994,1.2146894663610903,0.002899356056778474,15.869145474430367,0.0018818558715586267,16.0086431505736,0.0020559422362299577,16.65142583612971,0.02930936890366253,16.71469320886158,0.026034240401974686
6,-7.718371087512935,20.221128912487046,,406.468371087513,0.03126734149298368,1.2146042478097432,0.0029145667075872266,15.869058336690086,0.0018916213028398875,16.008768535502465,0.0020666451999856927,16.655429982668455,0.031321904430033465,16.71886823416598,0.03131809681085028
7,-7.717825223377247,20.708992958440888,,406.4678252233773,0.03119808230815835,1.2146403773355694,0.002909442023531567,15.869059279402808,0.0018877517051858138,16.008783058130962,0.0020624843476977927,16.660503120541094,0.031618234805566324,16.728635935062513,0.031296480876739946
8,-7.718083746213836,21.210249587119478,,406.4680837462139,0.031008731068735144,1.2147115499156986,0.002892189952450314,15.869078177708618,0.0018761821561818497,16.008853379937854,0.002049872043764354,16.663453361047956,0.0316595880880089,16.718768981533305,0.03145659131763904
9,-1.7219233048016918,5.255576695198272,,406.46192330480176,0.03127614647849143,1.2149678304257092,0.002914723596138072,15.869482826813838,0.00188933955936329,16.007661305332974,0.0020644521564121294,16.4544232283922,0.03101564934850454,16.704597682043957,0.027920111865236574
10,-1.7235050203634614,7.250939424080968,,406.4635050203635,0.03194209919692099,1.214849619715399,0.0029774503602256162,15.869424383675677,0.0019302468864204792,16.007758334457186,0.0021091084600364253,16.4752459948636,0.031514411577472014,16.68636437477789,0.03036102392914479
11,-1.7235525039647541,9.253947496035266,,406.4635525039648,0.03151627666071174,1.214808242671984,0.002936401582330931,15.86941860666213,0.0019043125936496193,16.007710908166924,0.0020806884151960818,16.477738141395196,0.030546275093416807,16.700086804756832,0.026064429824256757
12,-1.7228239310595086,9.749676068940431,,406.4628239310596,0.0312919200070969,1.2148434315779544,0.0029150479132196163,15.869436867799685,0.0018905115443226088,16.007658866373035,0.0020656090147962627,16.467704154237083,0.030512001554339814,16.700874962490253,0.025107318852992624
13,-1.7233702715656136,12.729129728434373,,406.4633702715657,0.031266381265813804,1.2150380652562853,0.00291407165365793,15.869523525492664,0.001888651795692981,16.007736943241444,0.002063673029958721,16.475011534076177,0.030795964767680952,16.731921593365296,0.02581271814346304
14,-1.7223536298713498,23.222146370128627,,406.4623536298714,0.031079450494771187,1.2149850628679373,0.0028939739770754763,15.869484447832459,0.001877508329159506,16.00769019720253,0.002051367531981927,16.458847224292565,0.032182292587178994,16.737870195042387,0.030534399069578715
15,-1.7226402347305907,23.70917794708754,,406.46264023473066,0.031160245455200315,1.2149435960356778,0.002902718833241135,15.869478015662754,0.0018823676613199725,16.007667332238846,0.0020567710626381496,16.45988177026517,0.032552145854810983,16.74777869126531,0.03066105720785294
16,-1.722518320568156,24.210815012765153,,406.4625183205682,0.03108800797653542,1.2149708803378294,0.002896025580315896,15.86947776157745,0.0018779377413024087,16.00769979048848,0.002051936489096439,16.460359983138673,0.03264678854995759,16.7384363495578,0.030920336119282944
17,12.231394901828992,14.228339346273458,,406.463605098171,0.10149218507834629,1.2149058282088439,0.016674694195368368,15.869392444165339,0.0019024084192624192,16.00792771836255,0.002078721743979108,16.507436191387708,0.08040372963201425,16.62242579492498,0.04561943067031737
18,12.231861013075616,16.231861013075672,,406.4631389869244,0.10134960558632553,1.2149362966378874,0.016660981801830024,15.869420395248055,0.0018936024405452167,16.007858311512244,0.0020690825829885948,16.511549682834794,0.07612059905623951,16.659258857139168,0.03935543089902847
19,12.232929412286865,16.72792941228684,,406.46207058771313,0.10121283646726806,1.2149764478583551,0.016647697751735253,15.869485254880418,0.0018848383601018878,16.007656760287524,0.0020595370655785957,16.476704769254162,0.07856072513497227,16.664931468921324,0.038115035534436535
20,12.23254520720559,19.707545207205612,,406.4624547927944,0.10149766599975257,1.2150280647468987,0.01667464796396395,15.86948187005846,0.0019021179348042544,16.00776857668407,0.0020784232032468562,16.502377628350263,0.08038292806176038,16.70013430539377,0.03934526232384584
21,12.234530061830128,30.20153006183014,,406.46046993816987,0.10131469724722357,1.2149102449042704,0.016655035471091983,15.8695591955682,0.0018903149671632865,16.00723363970982,0.0020655263938698207,16.423531097018966,0.10145547514480995,16.695323949160258,0.04728771145771019
22,12.234592599563427,30.688910781381594,,406.46040740043657,0.10150877055383177,1.2149101681235948,0.016674253329994372,15.869562392912774,0.0019021042208535587,16.007220323421247,0.0020784861287305775,16.42472093102873,0.10658167605509705,16.70933291564429,0.04744195774000493
23,12.234470437662935,31.19030377099628,,406.46052956233706,0.10133290040209995,1.2149346419823972,0.016657889361175328,15.869558917198566,0.0018915018815192784,16.007274956432855,0.002066892271116382,16.427841470318384,0.10885745760113268,16.694900072300356,0.04775763125584691
24,16.224439285555263,18.227494841110854,,406.46444960333366,0.10127153122321517,1.2148481047412576,0.016655048997728003,15.869295552101613,0.001889874795575436,16.008181974063575,0.0020650035723433985,16.577014038479533,0.07262939389698705,16.62861669305917,0.041176427010127276
25,16.22519779034019,18.7232533458957,,406.46369109854874,0.10135509249849414,1.2149007365485402,0.01666245665716987,15.869357616645319,0.001894458582190546,16.008029790371612,0.002070041361688182,16.548137670141415,0.07483018437069212,16.63606197644065,0.03994097081014603
