name,Tmax_AllBands,Tmax_err_AllBands,Tmax_grJH,Tmax_err_grJH,Jmax_gp,Jmax_err_gp,Jmax_grJH,Jmax_err_grJH,Jmax_AllBands,Jmax_err_AllBands,Hmax_gp,Hmax_err_gp,Hmax_grJH,Hmax_err_grJH,Hmax_AllBands,Hmax_err_AllBands
SN2005hc,667.6590063450476,0.34505969195691294,667.6125283748537,0.34392490112392343,17.60782546583713,1.1272160625937975,17.962071423031375,0.04852519967709692,17.927304540127132,0.05286111197952175,17.27719617053874,0.4553828004909615,18.003068065446104,0.07944996194776228,18.04154761747468,0.09670277136744916
SN2005kc,698.2656473045304,0.342584651875621,698.3275775995401,0.3452382981631733,15.48033370485552,0.013576576862465595,15.402482391645323,0.04752057136954391,15.394388537919962,0.048063620106118865,15.048976622499563,0.7830199264422654,15.594765052662497,0.05960059628470803,15.593732488308374,0.06039251544588635
SN2006kf,1041.8171993700741,0.34209473052256334,1041.6890621759417,0.34373881672324874,16.39440933916284,0.013236687510526892,16.258616284933268,0.04560733029296962,16.257494321596926,0.0459039915370455,15.827874980778626,0.37624130388867527,16.389241992888316,0.06223267423256063,16.40392416932755,0.06368929849269032
SN2005ki,705.8452258447068,0.3414882372711177,705.7365661527527,0.34297766267825314,16.072869421627924,0.013258504009174995,16.12480332825757,0.045993613529937444,16.11464922493124,0.04624864795790062,16.230379151273308,0.027829828203882342,16.269533683595707,0.0582896866643782,16.282078626760427,0.05871101400459794
SN2004eo,279.0703606068842,0.3425112719709021,279.24741374976907,0.3458494256222943,15.507536275166672,0.011015146321484882,15.422618130871946,0.051979427240854935,15.417054778124164,0.05245879428447737,15.700388736515889,0.022260636554353345,15.61217392377145,0.06667551131103999,15.624594736622623,0.06733073366526106
SN2007ba,1198.0739844234247,0.34467048798854605,1198.258811355874,0.34879332997227147,17.6063511923372,0.023196692196740244,17.6171847791669,0.05363829978402641,17.60118891958673,0.05604988430836883,17.278292161381,0.15004722169422588,17.51923911587319,0.09882388766296235,17.58936202077375,0.10735343348406434
SN2006bh,833.9343758829251,0.3427154985765653,833.8132268848562,0.34633568427115574,14.805025150312295,0.015062826416991176,14.811140114058501,0.04639101057050024,14.806956374997256,0.04630657420882096,15.010284695692881,0.011150483653075263,14.949210515651437,0.05663024610747815,14.954592998322255,0.056575439412677855
SN2006gt,1004.0391466051965,0.3470750500867763,1004.1557327944959,0.35020378501661814,17.696513482817092,1.0447571990551712,18.09444522069368,0.06517090389629485,18.119172008702517,0.06347804966823911,17.945032188383422,0.33886157014538243,18.289071760881676,0.10999476977367412,18.38523569849068,0.12336191991586765
SN2007af,1174.9080381667147,0.3411276809955245,1174.981554661254,0.34256721829673487,13.502006846223852,0.005153282645429072,13.47346691475469,0.04462079999187405,13.467577743505064,0.044686430882621975,13.642739799036475,0.00824835338969706,13.622730192884937,0.055771724481166504,13.618491586122442,0.055835992583363615
SN2006hx,1022.3039862282999,0.3628018394446596,1022.722373056677,0.37656358562220715,16.66125482032974,0.5253040529219676,17.742339602216312,0.06660581149500266,17.73367520014395,0.0751472881908912,17.223096205898628,0.2347950489884606,17.84434467325644,0.07476434667498316,17.900275321714393,0.08764892047413213
SN2005M,406.21579819550374,0.34081449966388533,406.4880898514726,0.3422953959831165,16.439961319677494,0.04174576068357421,16.59994977142424,0.048071171771959534,16.583403589768473,0.04886015535548024,16.751840070709314,0.03181060185773133,16.693236846504277,0.05715830516123159,16.705401831370075,0.05752834693595565
SN2008ar,1535.105187820119,0.3437859990515124,1534.9032939391386,0.38091466056042433,16.4588916087532,0.8327164495957007,16.805818049308897,0.06303481888803404,16.820612212160093,0.05229507704585838,16.44040006194126,0.22628942615676864,16.915992935281505,0.10049648196951556,16.88746237148873,0.08161868075293685
SN2007bc,1200.7231138273714,0.34848033502567494,1200.913277612112,0.3591608135384545,16.316814397220384,0.017877329837729345,16.32783956373787,0.052083366801053785,16.320573962190235,0.05140130870246269,16.34165724560501,0.2693497708055648,16.398738028433183,0.08845979043452314,16.4068295216287,0.08554500124720867
SN2005eq,655.0151039885483,0.3461371531616248,655.0650791926005,0.3575635903529087,16.81700159824307,0.03975787759247668,16.799783657954556,0.053281615358852695,16.739755991064698,0.05222121685188918,16.883324511128333,0.12690932860057988,17.050858131400133,0.07059157022841589,17.099262930861794,0.06900267468702483
SN2007ca,1227.8822772648646,0.345018526896581,1227.994246519131,0.3520853638882455,15.715126212523767,0.01229323009160689,15.654574751407974,0.047952166373464104,15.637020869072446,0.047797775995413815,15.699646937742576,0.038011360034831326,15.718955640278375,0.059314298502526765,15.732967870461774,0.05928775547964598
SN2008hj,1801.9956893699393,0.3424499320654222,1801.9877684327466,0.3437878547879427,17.529873963303515,0.03461831446418696,17.60190378352815,0.0489395413174718,17.544958988843693,0.051702406658727176,17.20181223253345,0.539132333088125,17.63248438337889,0.07468936485816406,17.65455637045087,0.0854334180151378
SN2007A,1113.4420827808142,0.34633034964450515,1113.5033562972997,0.35192761945622775,15.703905564478505,0.021845822399925913,15.732834041459112,0.04651283284693335,15.710219590573471,0.04869793549690257,15.807747897958135,0.14485220464801718,15.9762090442503,0.06603348095585272,15.995936603838674,0.07498876330229472
SN2006et,994.3634869052404,0.342796553978666,994.6894853074194,0.34535364223828857,16.132780193914144,0.026412518514814097,16.211558529649473,0.04640562008160486,16.185139370223155,0.04696218586946187,16.309227218686473,0.02841666035069781,16.41295189346075,0.05776521070588314,16.430683171559686,0.058512120752297406
SN2007on,1420.2957194688727,0.3419372327091045,1420.432413167147,0.3430927995691989,13.118488410958719,0.03280379249784232,13.111892204308536,0.04564921006633582,13.100238106324335,0.04684715560272902,13.218142852026503,0.044843437364957904,13.256615378781138,0.05606798925711441,13.264757468347035,0.056993096174645395
SN2008fp,1730.8397257148983,0.34241828587375256,1731.0543048059728,0.34467560129601876,13.5014617943663,0.004252352870270623,13.360267047227445,0.04442304276413107,13.344896310852116,0.04452343638632427,13.385321462086466,0.36972533801905666,13.599025145147037,0.055421780457004376,13.602228622229788,0.055538635332439405
SN2005el,647.213358695936,0.34197340573645013,647.0437215526686,0.345444709117784,15.517111827229044,0.009768450991289238,15.496105976428321,0.04627914355886401,15.49307016084184,0.04704141639191792,15.71407925610392,0.01335087682685442,15.65339313290452,0.05780350495537536,15.657504976561285,0.05842873354152997
SN2008bc,1550.0665478806873,0.3410983725610351,1550.1148768883722,0.34320616708856677,15.671301483490588,0.017004386207389866,15.55434982048995,0.04573809434177021,15.533383181623691,0.04606432967564536,15.519421847417696,0.701322764934209,15.755612747762841,0.05775965957483146,15.774409231974827,0.05825793268593277
SN2007bd,1207.2987084414917,0.34262253765118256,1207.291532019959,0.3454110604308567,17.032571670385995,0.035273466023097326,17.095227347196047,0.05617360366983373,17.102686863189,0.058286646091451955,17.034310414320903,0.6456229710108694,17.25957476320294,0.0762448995861618,17.261935758704976,0.07929726063665583
SN2008gp,1779.4835961564931,0.3424071833066703,1779.6668321052725,0.3489280052715632,17.07453965418275,0.039932943271905254,17.116668266501943,0.05201998964914348,17.08000863801096,0.052591099708698213,17.567838799045283,0.05837079545502646,17.44064149217659,0.08019189563521328,17.4689034735186,0.08231489359301165
SN2007le,1399.5684848465742,0.34195797451576887,1399.6206855925616,0.34239675815547066,13.763739531201754,0.010934332812436158,13.767368445588197,0.04471410697304657,13.755609459203528,0.045316218994051125,13.980039508475523,0.007004627554755646,13.97854477498812,0.055440571073243725,13.983166667631437,0.05577988232197555
SN2008J,1495.0706249215978,0.7016231498290532,1493.60218158747,1.2960966586588885,13.62711969455115,0.01215086888688889,13.41635137698762,0.11940597933681517,13.468950756967473,0.09853078134671697,13.319003356123336,0.04915030572350705,13.5766651223189,0.19357542402449235,13.507102530193137,0.17818901910560075
SN2006X,786.8504756681317,0.3451242565555983,787.0319279221623,0.34876755312251023,12.849257828731547,0.015573536539851126,12.862009941324512,0.047525911701049785,12.84019604221167,0.05057366537695911,12.992857382196782,0.013515621491311643,13.002917376545847,0.05707979837491163,12.982631626293644,0.05913055289895684
SN2008bf,1555.1491691370973,0.34138859439713815,1555.2433820916822,0.3435562509092015,16.350006922496462,0.012338313605090684,16.451960257682448,0.045445598016361916,16.41299822866923,0.04552351427542316,16.521561856168407,0.19975817160559994,16.85288234478368,0.07000914138949339,16.895211203310918,0.07073402395062163
SN2004ey,304.67669512813023,0.34058363434782973,304.77738652973363,0.3418447837927284,15.51260058629088,0.004335133282999924,15.478871664317108,0.044709235088090035,15.451768676850808,0.044679748668960996,14.935826450107045,0.32921434277843037,15.815693897305339,0.05931325641065445,15.834815270776273,0.059055493119903074
SN2007S,1144.8542493585412,0.34477397813726335,1145.222322520634,0.3474594068037751,15.326627621007612,0.009395349829405058,15.36742657553818,0.04575086564243823,15.358951684841216,0.04645143091973718,15.516193354866475,0.013576618328843356,15.530159464863523,0.05685927859846447,15.547829279924038,0.057700936631524466
SN2006ax,827.59521710618,0.3410068683437916,827.6844887370264,0.3425859893768298,15.668506464235003,0.011183655251995692,15.707919129745504,0.04490110710234963,15.681911846661084,0.04503334934905063,15.94016179722125,0.022163609871822452,15.998039541717738,0.05614082299525199,16.013309625882968,0.05630679781673958
